WaterSourceUUID,WaterSourceNativeID,WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,GNISFeatureNameCV,Geometry
JHW WELL NO 6 (1)-CODWR,JHW WELL NO 6 (1)-CODWR,,Unspecified,Fresh,,
JOE HERSCH RESERVOIR-CODWR,JOE HERSCH RESERVOIR-CODWR,,Unspecified,Fresh,,
JOHN B OUTCALT NO 1 D-CODWR,JOHN B OUTCALT NO 1 D-CODWR,,Unspecified,Fresh,,
JOHN T TIERNAN NO 1 D-CODWR,JOHN T TIERNAN NO 1 D-CODWR,,Unspecified,Fresh,,
JHY WELL NO 2-CODWR,JHY WELL NO 2-CODWR,,Unspecified,Fresh,,
JOHN DARLINGTON DITCH-CODWR,JOHN DARLINGTON DITCH-CODWR,,Unspecified,Fresh,,
JOE HERSCH DITCH NO 1AP #2-CODWR,JOE HERSCH DITCH NO 1AP #2-CODWR,,Unspecified,Fresh,,
JOHN DUCKETT DITCH-CODWR,JOHN DUCKETT DITCH-CODWR,,Unspecified,Fresh,,
JOHN STORY DITCH-CODWR,JOHN STORY DITCH-CODWR,,Unspecified,Fresh,,
JOHN DAVIS DITCH-CODWR,JOHN DAVIS DITCH-CODWR,,Unspecified,Fresh,,
JOE S & CHAR B MACK IRG AP-CODWR,JOE S & CHAR B MACK IRG AP-CODWR,,Unspecified,Fresh,,
JOHN MARTIN RESERVOIR-CODWR,JOHN MARTIN RESERVOIR-CODWR,,Unspecified,Fresh,,
JOHN W WALKER DITCH-CODWR,JOHN W WALKER DITCH-CODWR,,Unspecified,Fresh,,
JOHN MYERS NO 3 DITCH-CODWR,JOHN MYERS NO 3 DITCH-CODWR,,Unspecified,Fresh,,
JOLLY DITCH-CODWR,JOLLY DITCH-CODWR,,Unspecified,Fresh,,
JONES NO 1 AND NO 2 D-CODWR,JONES NO 1 AND NO 2 D-CODWR,,Unspecified,Fresh,,
JONES NNT DAWSON-CODWR,JONES NNT DAWSON-CODWR,,Unspecified,Fresh,,
JONAH 32-6-CODWR,JONAH 32-6-CODWR,,Unspecified,Fresh,,
JOHNSON SPRING  5-CODWR,JOHNSON SPRING  5-CODWR,,Unspecified,Fresh,,
JD NO. 1 PUMP-CODWR,JD NO. 1 PUMP-CODWR,,Unspecified,Fresh,,
JOSE M SANCHEZ D-CODWR,JOSE M SANCHEZ D-CODWR,,Unspecified,Fresh,,
JUAN DITCH NO 1-CODWR,JUAN DITCH NO 1-CODWR,,Unspecified,Fresh,,
JONES WELL NO 1 P/A POD-CODWR,JONES WELL NO 1 P/A POD-CODWR,,Unspecified,Fresh,,
JOHNSON WELL NO 2 7022-CODWR,JOHNSON WELL NO 2 7022-CODWR,,Unspecified,Fresh,,
JOYCE 22-30-CODWR,JOYCE 22-30-CODWR,,Unspecified,Fresh,,
JOHNSON WELL NO 3 6485F-CODWR,JOHNSON WELL NO 3 6485F-CODWR,,Unspecified,Fresh,,
JULESBURG WELL 6-6194-F-CODWR,JULESBURG WELL 6-6194-F-CODWR,,Unspecified,Fresh,,
JOYNER WELL-CODWR,JOYNER WELL-CODWR,,Unspecified,Fresh,,
JONES NO 1 DITCH-CODWR,JONES NO 1 DITCH-CODWR,,Unspecified,Fresh,,
JONES WELL NO 2-CODWR,JONES WELL NO 2-CODWR,,Unspecified,Fresh,,
JOSEPH WARD DITCH-CODWR,JOSEPH WARD DITCH-CODWR,,Unspecified,Fresh,,
JEFFREYS WELL NO 1-CODWR,JEFFREYS WELL NO 1-CODWR,,Unspecified,Fresh,,
JENNIFER J 21-28-CODWR,JENNIFER J 21-28-CODWR,,Unspecified,Fresh,,
JUNCTION SPRING DISCHARGE-CODWR,JUNCTION SPRING DISCHARGE-CODWR,,Unspecified,Fresh,,
JOE MAEZ DITCH-CODWR,JOE MAEZ DITCH-CODWR,,Unspecified,Fresh,,
JOHN ERPS DITCH NO 3-CODWR,JOHN ERPS DITCH NO 3-CODWR,,Unspecified,Fresh,,
JUST NO 2 DITCH (97)-CODWR,JUST NO 2 DITCH (97)-CODWR,,Unspecified,Fresh,,
JUSTIN 32-10-CODWR,JUSTIN 32-10-CODWR,,Unspecified,Fresh,,
KARREN REEVE DITCH-CODWR,KARREN REEVE DITCH-CODWR,,Unspecified,Fresh,,
KAMMER DITCH-CODWR,KAMMER DITCH-CODWR,,Unspecified,Fresh,,
KELLER BROTHERS DITCH-CODWR,KELLER BROTHERS DITCH-CODWR,,Unspecified,Fresh,,
KARG WELL 1-R12794-R-CODWR,KARG WELL 1-R12794-R-CODWR,,Unspecified,Fresh,,
JUNK WELL 1-6187-CODWR,JUNK WELL 1-6187-CODWR,,Unspecified,Fresh,,
KANCILIA WELL-CODWR,KANCILIA WELL-CODWR,,Unspecified,Fresh,,
KARG WELL 3-P13066F-CODWR,KARG WELL 3-P13066F-CODWR,,Unspecified,Fresh,,
KATIE DITCH & LAT 2-CODWR,KATIE DITCH & LAT 2-CODWR,,Unspecified,Fresh,,
KATHY'S RESERVOIR #2-CODWR,KATHY'S RESERVOIR #2-CODWR,,Unspecified,Fresh,,
MIKELSON WELL 11202-CODWR,MIKELSON WELL 11202-CODWR,,Unspecified,Fresh,,
MIELY D-CODWR,MIELY D-CODWR,,Unspecified,Fresh,,
MILL DITCH AUG STATION-CODWR,MILL DITCH AUG STATION-CODWR,,Unspecified,Fresh,,
MCLEAN WASTE DITCH-CODWR,MCLEAN WASTE DITCH-CODWR,,Unspecified,Fresh,,
MCQUEARY RES SUPPLY D-CODWR,MCQUEARY RES SUPPLY D-CODWR,,Unspecified,Fresh,,
MEEKS WELL NO 2-CODWR,MEEKS WELL NO 2-CODWR,,Unspecified,Fresh,,
MILLER CREEK DITCH-CODWR,MILLER CREEK DITCH-CODWR,,Unspecified,Fresh,,
MILLER D-LA JARA-CODWR,MILLER D-LA JARA-CODWR,,Unspecified,Fresh,,
MILLER SPRINGS DITCH-CODWR,MILLER SPRINGS DITCH-CODWR,,Unspecified,Fresh,,
MILTON WHITE DITCH-CODWR,MILTON WHITE DITCH-CODWR,,Unspecified,Fresh,,
MIN FLOW CRYSTAL R LOWER-CODWR,MIN FLOW CRYSTAL R LOWER-CODWR,,Unspecified,Fresh,,
MIMMS WELL NO 4114-F-CODWR,MIMMS WELL NO 4114-F-CODWR,,Unspecified,Fresh,,
MIN FLOW BLUE RIVER 11 - GMR TO COLORADO-CODWR,MIN FLOW BLUE RIVER 11 - GMR TO COLORADO-CODWR,,Unspecified,Fresh,,
MIN FLOW COLORADO RIVER WILLIAMS FK-TROU-CODWR,MIN FLOW COLORADO RIVER WILLIAMS FK-TROU-CODWR,,Unspecified,Fresh,,
MIN FLOW RANCH CREEK HURD CK-FRASER RIVE-CODWR,MIN FLOW RANCH CREEK HURD CK-FRASER RIVE-CODWR,,Unspecified,Fresh,,
MELBOURNE 21-32 TR-CODWR,MELBOURNE 21-32 TR-CODWR,,Unspecified,Fresh,,
MESA 43-20-CODWR,MESA 43-20-CODWR,,Unspecified,Fresh,,
MINKLER WELL #2-CODWR,MINKLER WELL #2-CODWR,,Unspecified,Fresh,,
MINKLER WELL-CODWR,MINKLER WELL-CODWR,,Unspecified,Fresh,,
MISER SPRING & PIPELINE-CODWR,MISER SPRING & PIPELINE-CODWR,,Unspecified,Fresh,,
MISSOURI DITCH-CODWR,MISSOURI DITCH-CODWR,,Unspecified,Fresh,,
MITCHEK LLC WELL NO 12033F-CODWR,MITCHEK LLC WELL NO 12033F-CODWR,,Unspecified,Fresh,,
MM RANCH WELL NO 1-CODWR,MM RANCH WELL NO 1-CODWR,,Unspecified,Fresh,,
MJW-1 WELL-CODWR,MJW-1 WELL-CODWR,,Unspecified,Fresh,,
MITCHELL DRAW SPRING-CODWR,MITCHELL DRAW SPRING-CODWR,,Unspecified,Fresh,,
MONDRAGON + ROMERO D-CODWR,MONDRAGON + ROMERO D-CODWR,,Unspecified,Fresh,,
MOM 23-6-CODWR,MOM 23-6-CODWR,,Unspecified,Fresh,,
MOHAR PUMP-CODWR,MOHAR PUMP-CODWR,,Unspecified,Fresh,,
MONTEZ WELL NO 12928-CODWR,MONTEZ WELL NO 12928-CODWR,,Unspecified,Fresh,,
MONTOYA 14-7V-CODWR,MONTOYA 14-7V-CODWR,,Unspecified,Fresh,,
MONTEZ D-CODWR,MONTEZ D-CODWR,,Unspecified,Fresh,,
MONTOYA 14-7R-CODWR,MONTOYA 14-7R-CODWR,,Unspecified,Fresh,,
MOLINA POWER PLANT-CODWR,MOLINA POWER PLANT-CODWR,,Unspecified,Fresh,,
MONTOYA 14-6V-CODWR,MONTOYA 14-6V-CODWR,,Unspecified,Fresh,,
MONTOYA 11-6V-CODWR,MONTOYA 11-6V-CODWR,,Unspecified,Fresh,,
MONTONATI DIVERSION-CODWR,MONTONATI DIVERSION-CODWR,,Unspecified,Fresh,,
MONTOYA 41-1V-CODWR,MONTOYA 41-1V-CODWR,,Unspecified,Fresh,,
MONTOYA 44-1V-CODWR,MONTOYA 44-1V-CODWR,,Unspecified,Fresh,,
MONCRIEF DORM NO 1 WELL-CODWR,MONCRIEF DORM NO 1 WELL-CODWR,,Unspecified,Fresh,,
MONTOYA D 3-CODWR,MONTOYA D 3-CODWR,,Unspecified,Fresh,,
MONTOYA WELL NO 1-CODWR,MONTOYA WELL NO 1-CODWR,,Unspecified,Fresh,,
MONUMENT WELL NO 5-CODWR,MONUMENT WELL NO 5-CODWR,,Unspecified,Fresh,,
MOONEY DITCH 2-CODWR,MOONEY DITCH 2-CODWR,,Unspecified,Fresh,,
MONTOYA 12-7V-CODWR,MONTOYA 12-7V-CODWR,,Unspecified,Fresh,,
MOONLIGHT SPRING-CODWR,MOONLIGHT SPRING-CODWR,,Unspecified,Fresh,,
MOORE DITCH NO 1-CODWR,MOORE DITCH NO 1-CODWR,,Unspecified,Fresh,,
MONUMENT CEMETERY NO 4-CODWR,MONUMENT CEMETERY NO 4-CODWR,,Unspecified,Fresh,,
MORGAN DIVERSION #A-CODWR,MORGAN DIVERSION #A-CODWR,,Unspecified,Fresh,,
MORGAN DITCH-CODWR,MORGAN DITCH-CODWR,,Unspecified,Fresh,,
MORI BROS WELL 1-11427-F-CODWR,MORI BROS WELL 1-11427-F-CODWR,,Unspecified,Fresh,,
MORELAND WELL NO 2-CODWR,MORELAND WELL NO 2-CODWR,,Unspecified,Fresh,,
MORGAN RESERVOIR #1-CODWR,MORGAN RESERVOIR #1-CODWR,,Unspecified,Fresh,,
MORNEAU 44-32-CODWR,MORNEAU 44-32-CODWR,,Unspecified,Fresh,,
R- 623-CODWR,R- 623-CODWR,,Unspecified,Fresh,,
R AND A G ANDERSON DITCH-CODWR,R AND A G ANDERSON DITCH-CODWR,,Unspecified,Fresh,,
R-1209-CODWR,R-1209-CODWR,,Unspecified,Fresh,,
R-1245-CODWR,R-1245-CODWR,,Unspecified,Fresh,,
R-1010-CODWR,R-1010-CODWR,,Unspecified,Fresh,,
R WILLIAMS NO 1 DITCH-CODWR,R WILLIAMS NO 1 DITCH-CODWR,,Unspecified,Fresh,,
R-1247-CODWR,R-1247-CODWR,,Unspecified,Fresh,,
R-0714-CODWR,R-0714-CODWR,,Unspecified,Fresh,,
R-0505-CODWR,R-0505-CODWR,,Unspecified,Fresh,,
R-1241-CODWR,R-1241-CODWR,,Unspecified,Fresh,,
R-0725-CODWR,R-0725-CODWR,,Unspecified,Fresh,,
R-1012-CODWR,R-1012-CODWR,,Unspecified,Fresh,,
PROFFITT COMPANY D-CODWR,PROFFITT COMPANY D-CODWR,,Unspecified,Fresh,,
R-1604-CODWR,R-1604-CODWR,,Unspecified,Fresh,,
R-1803-CODWR,R-1803-CODWR,,Unspecified,Fresh,,
R-2004-CODWR,R-2004-CODWR,,Unspecified,Fresh,,
RABBIT BUSH FEDERAL 44-19-CODWR,RABBIT BUSH FEDERAL 44-19-CODWR,,Unspecified,Fresh,,
R-1243-CODWR,R-1243-CODWR,,Unspecified,Fresh,,
R-1626-CODWR,R-1626-CODWR,,Unspecified,Fresh,,
RADAR SPRING-CODWR,RADAR SPRING-CODWR,,Unspecified,Fresh,,
R-2014-CODWR,R-2014-CODWR,,Unspecified,Fresh,,
RAFTO ELK RANCH DITCH NO. 7-CODWR,RAFTO ELK RANCH DITCH NO. 7-CODWR,,Unspecified,Fresh,,
R-1106-CODWR,R-1106-CODWR,,Unspecified,Fresh,,
R-1215-CODWR,R-1215-CODWR,,Unspecified,Fresh,,
RAFTOPOULOS DIVERSION 2-CODWR,RAFTOPOULOS DIVERSION 2-CODWR,,Unspecified,Fresh,,
R-1231-CODWR,R-1231-CODWR,,Unspecified,Fresh,,
R-1707-CODWR,R-1707-CODWR,,Unspecified,Fresh,,
RAHNE DITCH-CODWR,RAHNE DITCH-CODWR,,Unspecified,Fresh,,
R- 635-CODWR,R- 635-CODWR,,Unspecified,Fresh,,
RAKHRA WELL NO 37709-F-CODWR,RAKHRA WELL NO 37709-F-CODWR,,Unspecified,Fresh,,
R-1104-CODWR,R-1104-CODWR,,Unspecified,Fresh,,
RAINES WELL NO 2-CODWR,RAINES WELL NO 2-CODWR,,Unspecified,Fresh,,
RANCH CREEK RANCH DEPLETION REACH-CODWR,RANCH CREEK RANCH DEPLETION REACH-CODWR,,Unspecified,Fresh,,
RAMEY WELL 2-5656-F-CODWR,RAMEY WELL 2-5656-F-CODWR,,Unspecified,Fresh,,
RAMEY WELL 5-9614-F-CODWR,RAMEY WELL 5-9614-F-CODWR,,Unspecified,Fresh,,
RAINBOW LAKE-CODWR,RAINBOW LAKE-CODWR,,Unspecified,Fresh,,
RATLIFF WELL NO 1192-R-CODWR,RATLIFF WELL NO 1192-R-CODWR,,Unspecified,Fresh,,
RAM 23-11-CODWR,RAM 23-11-CODWR,,Unspecified,Fresh,,
RANDL IRRIGATION WELL-CODWR,RANDL IRRIGATION WELL-CODWR,,Unspecified,Fresh,,
RANGELY SEWAGE TREATMENT PLANT DISCHARGE-CODWR,RANGELY SEWAGE TREATMENT PLANT DISCHARGE-CODWR,,Unspecified,Fresh,,
RASBERRY GULCH D 1-CODWR,RASBERRY GULCH D 1-CODWR,,Unspecified,Fresh,,
RED BARN SPRING NO. 1-CODWR,RED BARN SPRING NO. 1-CODWR,,Unspecified,Fresh,,
RED BARN SPRING NO. 2-CODWR,RED BARN SPRING NO. 2-CODWR,,Unspecified,Fresh,,
RATHER SUB LOT 1 WELL-CODWR,RATHER SUB LOT 1 WELL-CODWR,,Unspecified,Fresh,,
RAVINE DITCH-CODWR,RAVINE DITCH-CODWR,,Unspecified,Fresh,,
RAYMOND'S POND-CODWR,RAYMOND'S POND-CODWR,,Unspecified,Fresh,,
RAUH NO 1 DITCH-CODWR,RAUH NO 1 DITCH-CODWR,,Unspecified,Fresh,,
RATTLESNAKE DIVERSION-CODWR,RATTLESNAKE DIVERSION-CODWR,,Unspecified,Fresh,,
RAYNARD DITCH-CODWR,RAYNARD DITCH-CODWR,,Unspecified,Fresh,,
REDNECK 34-2-CODWR,REDNECK 34-2-CODWR,,Unspecified,Fresh,,
RAUSIS NO 2 DITCH-CODWR,RAUSIS NO 2 DITCH-CODWR,,Unspecified,Fresh,,
REEDER-NEWTON SPRING-CODWR,REEDER-NEWTON SPRING-CODWR,,Unspecified,Fresh,,
RECOVERY 4 BARRETT-CODWR,RECOVERY 4 BARRETT-CODWR,,Unspecified,Fresh,,
REDDERT DITCH-CODWR,REDDERT DITCH-CODWR,,Unspecified,Fresh,,
REEDER DITCH NO 3-CODWR,REEDER DITCH NO 3-CODWR,,Unspecified,Fresh,,
REDSTONE WATER SYSTEM-CODWR,REDSTONE WATER SYSTEM-CODWR,,Unspecified,Fresh,,
R-2301-CODWR,R-2301-CODWR,,Unspecified,Fresh,,
RED MOUNTAIN RESERVOIR-CODWR,RED MOUNTAIN RESERVOIR-CODWR,,Unspecified,Fresh,,
RED SOX 43-23-CODWR,RED SOX 43-23-CODWR,,Unspecified,Fresh,,
REEVES WELL NO 1-CODWR,REEVES WELL NO 1-CODWR,,Unspecified,Fresh,,
READ WINSLOW DITCH-CODWR,READ WINSLOW DITCH-CODWR,,Unspecified,Fresh,,
STATES P/A POD-CODWR,STATES P/A POD-CODWR,,Unspecified,Fresh,,
STATE 41-16V-CODWR,STATE 41-16V-CODWR,,Unspecified,Fresh,,
STAUFFER WELL-CODWR,STAUFFER WELL-CODWR,,Unspecified,Fresh,,
SPRING CK DITCH-CODWR,SPRING CK DITCH-CODWR,,Unspecified,Fresh,,
STEPHENS SPRING PIPELINE-CODWR,STEPHENS SPRING PIPELINE-CODWR,,Unspecified,Fresh,,
STEER WELL-CODWR,STEER WELL-CODWR,,Unspecified,Fresh,,
STEAMBOAT LAKE WD WELL 13-CODWR,STEAMBOAT LAKE WD WELL 13-CODWR,,Unspecified,Fresh,,
STEELE DITCH ALT PT-CODWR,STEELE DITCH ALT PT-CODWR,,Unspecified,Fresh,,
STEPHANIE NO 1-CODWR,STEPHANIE NO 1-CODWR,,Unspecified,Fresh,,
STERLING IRR CO WELL A6-CODWR,STERLING IRR CO WELL A6-CODWR,,Unspecified,Fresh,,
STEIN WELL NO 2412-F-CODWR,STEIN WELL NO 2412-F-CODWR,,Unspecified,Fresh,,
STERLING 1 DITCH INDITCH RECHARGE AREA-CODWR,STERLING 1 DITCH INDITCH RECHARGE AREA-CODWR,,Unspecified,Fresh,,
STERLING WELL 25-49846-CODWR,STERLING WELL 25-49846-CODWR,,Unspecified,Fresh,,
STERLING WELL 21-18104-F-CODWR,STERLING WELL 21-18104-F-CODWR,,Unspecified,Fresh,,
STERLING WELL 4/6-CODWR,STERLING WELL 4/6-CODWR,,Unspecified,Fresh,,
STEVE NO 1 DITCH-CODWR,STEVE NO 1 DITCH-CODWR,,Unspecified,Fresh,,
STEVENS OR RILEY WATSON-CODWR,STEVENS OR RILEY WATSON-CODWR,,Unspecified,Fresh,,
STARDUST SPRING AND PL-CODWR,STARDUST SPRING AND PL-CODWR,,Unspecified,Fresh,,
STEWARD DITCH NO 2-CODWR,STEWARD DITCH NO 2-CODWR,,Unspecified,Fresh,,
STILLWAGON DITCH-CODWR,STILLWAGON DITCH-CODWR,,Unspecified,Fresh,,
STEWART D NO 4-CODWR,STEWART D NO 4-CODWR,,Unspecified,Fresh,,
STATE 41-16R-CODWR,STATE 41-16R-CODWR,,Unspecified,Fresh,,
STRATMAN COMBINED DITCH-CODWR,STRATMAN COMBINED DITCH-CODWR,,Unspecified,Fresh,,
STEVES POND NO 2-CODWR,STEVES POND NO 2-CODWR,,Unspecified,Fresh,,
STREHLKE SPG DITCH AP 1-CODWR,STREHLKE SPG DITCH AP 1-CODWR,,Unspecified,Fresh,,
STIEB RECHARGE WL 1-CODWR,STIEB RECHARGE WL 1-CODWR,,Unspecified,Fresh,,
STONE WELL NO.1-CODWR,STONE WELL NO.1-CODWR,,Unspecified,Fresh,,
STRAIGHT CREEK TUNNEL DRAIN SYSTEM-CODWR,STRAIGHT CREEK TUNNEL DRAIN SYSTEM-CODWR,,Unspecified,Fresh,,
STRICKLIN WELL-CODWR,STRICKLIN WELL-CODWR,,Unspecified,Fresh,,
STONE CR RES AND DITCH-CODWR,STONE CR RES AND DITCH-CODWR,,Unspecified,Fresh,,
STUTSMAN GERBAZ W NO 2-CODWR,STUTSMAN GERBAZ W NO 2-CODWR,,Unspecified,Fresh,,
STEWARD WELL NO 2 60610-CODWR,STEWARD WELL NO 2 60610-CODWR,,Unspecified,Fresh,,
STATE WILDLIFE 32-16-CODWR,STATE WILDLIFE 32-16-CODWR,,Unspecified,Fresh,,
STEWART NO 1 DITCH-CODWR,STEWART NO 1 DITCH-CODWR,,Unspecified,Fresh,,
STILLWATER HOUSE DOMESTIC PL-CODWR,STILLWATER HOUSE DOMESTIC PL-CODWR,,Unspecified,Fresh,,
SUBLIME 34-26-CODWR,SUBLIME 34-26-CODWR,,Unspecified,Fresh,,
STUMP D 3-CODWR,STUMP D 3-CODWR,,Unspecified,Fresh,,
SUNDELL DITCH NO 2-CODWR,SUNDELL DITCH NO 2-CODWR,,Unspecified,Fresh,,
SULLAN WEST POND-CODWR,SULLAN WEST POND-CODWR,,Unspecified,Fresh,,
SUN-VUE FARMS WELL NO 8-CODWR,SUN-VUE FARMS WELL NO 8-CODWR,,Unspecified,Fresh,,
SULLIVAN DITCH-CODWR,SULLIVAN DITCH-CODWR,,Unspecified,Fresh,,
SUMATRA 34-22 TR-CODWR,SUMATRA 34-22 TR-CODWR,,Unspecified,Fresh,,
SUNNYSHORE AUG PLAN DEPLETION REACH-CODWR,SUNNYSHORE AUG PLAN DEPLETION REACH-CODWR,,Unspecified,Fresh,,
SUNNYSIDE DITCH-CODWR,SUNNYSIDE DITCH-CODWR,,Unspecified,Fresh,,
STRETESKY WELL 1-17016-F-CODWR,STRETESKY WELL 1-17016-F-CODWR,,Unspecified,Fresh,,
SUNSET CABINS AUG PLAN POD-CODWR,SUNSET CABINS AUG PLAN POD-CODWR,,Unspecified,Fresh,,
STONE IRRIGATION SYSTEM-CODWR,STONE IRRIGATION SYSTEM-CODWR,,Unspecified,Fresh,,
SUNLIGHT ALT. PT. NO. 1-CODWR,SUNLIGHT ALT. PT. NO. 1-CODWR,,Unspecified,Fresh,,
SURTEES 23-34 TR-CODWR,SURTEES 23-34 TR-CODWR,,Unspecified,Fresh,,
STRAIN SURFACE PUMP 31-1-CODWR,STRAIN SURFACE PUMP 31-1-CODWR,,Unspecified,Fresh,,
SUPERIOR DITCH-CODWR,SUPERIOR DITCH-CODWR,,Unspecified,Fresh,,
SURFERS 44-34-CODWR,SURFERS 44-34-CODWR,,Unspecified,Fresh,,
W1417 WELL NO 01-CODWR,W1417 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1496 WELL NO 01-CODWR,W1496 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1501 WELL NO 01-CODWR,W1501 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1493 WELL NO 02-CODWR,W1493 WELL NO 02-CODWR,,Unspecified,Fresh,,
W1506 WELL NO 02-CODWR,W1506 WELL NO 02-CODWR,,Unspecified,Fresh,,
W1472WELL NO 04-CODWR,W1472WELL NO 04-CODWR,,Unspecified,Fresh,,
W1357 WELL NO 12-CODWR,W1357 WELL NO 12-CODWR,,Unspecified,Fresh,,
W1461 WELL NO 04-CODWR,W1461 WELL NO 04-CODWR,,Unspecified,Fresh,,
W1509 WELL NO IRR 05-CODWR,W1509 WELL NO IRR 05-CODWR,,Unspecified,Fresh,,
W1440 WELL NO 03-CODWR,W1440 WELL NO 03-CODWR,,Unspecified,Fresh,,
W1537 WELL NO 06-CODWR,W1537 WELL NO 06-CODWR,,Unspecified,Fresh,,
W1475 WELL NO 02-CODWR,W1475 WELL NO 02-CODWR,,Unspecified,Fresh,,
W1485 WELL NO 04-CODWR,W1485 WELL NO 04-CODWR,,Unspecified,Fresh,,
W1550 WELL NO. 4-CODWR,W1550 WELL NO. 4-CODWR,,Unspecified,Fresh,,
W1551 WELL NO 01-4-CODWR,W1551 WELL NO 01-4-CODWR,,Unspecified,Fresh,,
W1547 WELL NO 01-CODWR,W1547 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1550 WELL NO 03-CODWR,W1550 WELL NO 03-CODWR,,Unspecified,Fresh,,
W1577 WELL NO 02-CODWR,W1577 WELL NO 02-CODWR,,Unspecified,Fresh,,
W1622 WELL NO 01-CODWR,W1622 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1618 WELL NO 02-CODWR,W1618 WELL NO 02-CODWR,,Unspecified,Fresh,,
W1594 WELL NO 01-CODWR,W1594 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1759 WELL NO S16W-CODWR,W1759 WELL NO S16W-CODWR,,Unspecified,Fresh,,
W1767 WELL NO 01-CODWR,W1767 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1626 WELL NO 03-CODWR,W1626 WELL NO 03-CODWR,,Unspecified,Fresh,,
W1681 WELL NO 02-CODWR,W1681 WELL NO 02-CODWR,,Unspecified,Fresh,,
W1802 WELL NO 03-CODWR,W1802 WELL NO 03-CODWR,,Unspecified,Fresh,,
W1692 WELL NO 03-CODWR,W1692 WELL NO 03-CODWR,,Unspecified,Fresh,,
W1780 WELL NO 01-CODWR,W1780 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1760 WELL NO 03-CODWR,W1760 WELL NO 03-CODWR,,Unspecified,Fresh,,
W1822 WELL NO 03-CODWR,W1822 WELL NO 03-CODWR,,Unspecified,Fresh,,
W1817 WELL NO 01-CODWR,W1817 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1771 WELL NO 01-CODWR,W1771 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1632 WELL NO 06-CODWR,W1632 WELL NO 06-CODWR,,Unspecified,Fresh,,
W1705 WELL NO 04-CODWR,W1705 WELL NO 04-CODWR,,Unspecified,Fresh,,
W1843 WELL NO SKY VLY 07-CODWR,W1843 WELL NO SKY VLY 07-CODWR,,Unspecified,Fresh,,
W1845 WELL NO 01-CODWR,W1845 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1849 WELL NO 02-CODWR,W1849 WELL NO 02-CODWR,,Unspecified,Fresh,,
W1891 WELL NO 14-CODWR,W1891 WELL NO 14-CODWR,,Unspecified,Fresh,,
W1892 WELL NO 04-CODWR,W1892 WELL NO 04-CODWR,,Unspecified,Fresh,,
W1891 WELL NO 09-CODWR,W1891 WELL NO 09-CODWR,,Unspecified,Fresh,,
W1902 WELL NO ASHLEY 04-CODWR,W1902 WELL NO ASHLEY 04-CODWR,,Unspecified,Fresh,,
W1902 WELL NO S FARM 08A-CODWR,W1902 WELL NO S FARM 08A-CODWR,,Unspecified,Fresh,,
W1912 WELL NO 04-CODWR,W1912 WELL NO 04-CODWR,,Unspecified,Fresh,,
W1903 WELL NO 03-CODWR,W1903 WELL NO 03-CODWR,,Unspecified,Fresh,,
W1942 WELL NO 04-CODWR,W1942 WELL NO 04-CODWR,,Unspecified,Fresh,,
W1912 WELL NO 11-CODWR,W1912 WELL NO 11-CODWR,,Unspecified,Fresh,,
W2010 WELL NO 03 IRR-CODWR,W2010 WELL NO 03 IRR-CODWR,,Unspecified,Fresh,,
W1951 WELL NO 01-CODWR,W1951 WELL NO 01-CODWR,,Unspecified,Fresh,,
W1912 WELL NO 07-CODWR,W1912 WELL NO 07-CODWR,,Unspecified,Fresh,,
W2010 WELL NO 02 IRR-CODWR,W2010 WELL NO 02 IRR-CODWR,,Unspecified,Fresh,,
W2047 WELL NO 06-CODWR,W2047 WELL NO 06-CODWR,,Unspecified,Fresh,,
W2174 WELL NO 01-CODWR,W2174 WELL NO 01-CODWR,,Unspecified,Fresh,,
W2244 WELL NO 07-CODWR,W2244 WELL NO 07-CODWR,,Unspecified,Fresh,,
W2140 WELL NO 03-CODWR,W2140 WELL NO 03-CODWR,,Unspecified,Fresh,,
W2058 WELL NO 02-CODWR,W2058 WELL NO 02-CODWR,,Unspecified,Fresh,,
W1965 WELL NO 01-CODWR,W1965 WELL NO 01-CODWR,,Unspecified,Fresh,,
WELL PERMIT 15244-FP-CODWR,WELL PERMIT 15244-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 15186-FP-CODWR,WELL PERMIT 15186-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 15328-FP-CODWR,WELL PERMIT 15328-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 15336-FP-CODWR,WELL PERMIT 15336-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 14044-FP-CODWR,WELL PERMIT 14044-FP-CODWR,,Unspecified,Fresh,,
WELL PERMIT 15455-FP-CODWR,WELL PERMIT 15455-FP-CODWR,,Unspecified,Fresh,,
