SiteUUID,RegulatoryOverlayUUIDs,WaterSourceUUIDs,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,PODorPOUSite,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID
MTos_S79,,MTos_WS1,,Unspecified,,4326,,,,,46.11016,-110.62296,,,Gage,Big Ditch below Second Headgate,43A 08100,,Hydrology Station,MT,
MTos_S80,,MTos_WS1,,Unspecified,,4326,,,,,46.06208,-110.64828,,,Gage,Big Ditch at Ramp Flume,43A 08200,,Hydrology Station,MT,
MTos_S81,,MTos_WS1,,Unspecified,,4326,,,,,46.12215,-110.61511999999999,,,Gage,Shields River below Big Ditch Headgate near Holiday Ranch,43A 09000,,Hydrology Station,MT,
MTos_S82,,MTos_WS1,,Unspecified,,4326,,,,,46.16709,-110.4919,,,Gage,Shields River Upper Gage at Rennie Ranch,43A 09500,,Hydrology Station,MT,
MTos_S83,,MTos_WS1,,Unspecified,,4326,,,,,45.344429999999996,-110.74225,,,Gage,Park Branch Canal below headgate,43B 02000,,Hydrology Station,MT,
MTos_S84,,MTos_WS1,,Unspecified,,4326,,,,,45.40385,-110.70024,,,Gage,Paradise Canal below Yellowstone siphon,43B 03000,,Hydrology Station,MT,
MTos_S85,,MTos_WS1,,Unspecified,,4326,,,,,45.340070000000004,-110.59348,,,Gage,Mill Creek above Pipeline Intake,43B 04010,,Hydrology Station,MT,
MTos_S86,,MTos_WS1,,Unspecified,,4326,,,,,45.36002,-110.61828999999999,,,Gage,Mill Creek at 360 Ranch Upper Bridge,43B 04040,,Hydrology Station,MT,
MTos_S87,,MTos_WS1,,Unspecified,,4326,,,,,45.59404,-110.57135,,,Gage,Livingston Ditch below headgate,43B 05000,,Hydrology Station,MT,
MTos_S88,,MTos_WS1,,Unspecified,,4326,,,,,45.55538,-110.20069,,,Gage,Boulder River below Natural Bridge,43BJ 03800,,Hydrology Station,MT,
MTos_S89,,MTos_WS1,,Unspecified,,4326,,,,,45.54815,-110.14663,,,Gage,East Boulder River above Craft Ditch,43BJ 05200,,Hydrology Station,MT,
MTos_S90,,MTos_WS1,,Unspecified,,4326,,,,,45.61472,-110.12603,,,Gage,Lower East Boulder River,43BJ 05800,,Hydrology Station,MT,
MTos_S91,,MTos_WS1,,Unspecified,,4326,,,,,45.54842,-110.30872,,,Gage,West Boulder River at Ranger Station at Forest Boundary,43BJ 07200,,Hydrology Station,MT,
MTos_S92,,MTos_WS1,,Unspecified,,4326,,,,,45.662659999999995,-110.1162,,,Gage,West Boulder River at McLeod,43BJ 07800,,Hydrology Station,MT,
MTos_S93,,MTos_WS1,,Unspecified,,4326,,,,,45.75796,-109.9882,,,Gage,Boulder River 5 Miles Upstream of Big Timber,43BJ 09000,,Hydrology Station,MT,
MTos_S94,,MTos_WS1,,Unspecified,,4326,,,,,46.164689,-110.11255600000001,,,Gage,Sweet Grass Creek at Tronrud Bridge,43BV 02000,,Hydrology Station,MT,
MTos_S95,,MTos_WS1,,Unspecified,,4326,,,,,46.061741999999995,-109.854142,,,Gage,Sweet Grass Creek at Otter Creek Bridge,43BV 04000,,Hydrology Station,MT,
MTos_S96,,MTos_WS1,,Unspecified,,4326,,,,,46.0568205,-109.8418133,,,Gage,Sweet Grass Creek Below Glasston Intake,43BV 05000,,Hydrology Station,MT,
MTos_S97,,MTos_WS1,,Unspecified,,4326,,,,,45.91993,-109.75563999999999,,,Gage,Sweet Grass Creek at Rapalje Bridge,43BV 07000,,Hydrology Station,MT,
MTos_S98,,MTos_WS1,,Unspecified,,4326,,,,,45.84956,-109.75142,,,Gage,Sweet Grass Creek at Agnew's,43BV 08000,,Hydrology Station,MT,
MTos_S99,,MTos_WS1,,Unspecified,,4326,,,,,45.788292,-109.78673899999998,,,Gage,Sweet Grass Creek at Vermillion Bridge,43BV 09000,,Hydrology Station,MT,
MTos_S100,,MTos_WS1,,Unspecified,,4326,,,,,45.150437,-109.34071200000001,,,Gage,"WF Rock Ck nr Red Lodge, MT",43D 01900,,Hydrology Station,MT,
MTos_S101,,MTos_WS1,,Unspecified,,4326,,,,,45.731407,-108.62355,,,Gage,Canyon Creek @ ZooMontana,43Q 05900,,Hydrology Station,MT,
MTos_S102,,MTos_WS1,,Unspecified,,4326,,,,,46.65497,-110.90366000000002,,,Gage,Newlan Creek above Reservoir,46J 07500,,Hydrology Station,MT,
MTos_S103,,MTos_WS1,,Unspecified,,4326,,,,,46.63551,-110.9398,,,Gage,Newlan Creek below Reservoir,46J 07800,,Hydrology Station,MT,
MTos_S104,,MTos_WS1,,Unspecified,,4326,,,,,46.0913,-113.3686,,,Gage,EF Rock Ck abv Reservoir,76E 1500,,Hydrology Station,MT,
MTos_S105,,MTos_WS1,,Unspecified,,4326,,,,,46.1355,-113.3905,,,Gage,EF Rock Ck Main Canal blw HG,76E 2000,,Hydrology Station,MT,
MTos_S106,,MTos_WS1,,Unspecified,,4326,,,,,46.134076,-113.386748,,,Gage,EF Main Canal blw Fish Screen,76E 2200,,Hydrology Station,MT,
MTos_S107,,MTos_WS1,,Unspecified,,4326,,,,,46.1452,-113.4216,,,Gage,EF Rock Main Canal abv Siphon,76E 3000,,Hydrology Station,MT,
MTos_S108,,MTos_WS1,,Unspecified,,4326,,,,,46.9433333,-112.925556,,,Gage,Blackfoot River above Hwy 141,76F 02000,,Hydrology Station,MT,
MTos_S109,,MTos_WS1,,Unspecified,,4326,,,,,47.02033,-113.02624499999999,,,Gage,North Fork Blackfoot at Ryan Bridge,76F 03500,,Hydrology Station,MT,
MTos_S110,,MTos_WS1,,Unspecified,,4326,,,,,46.963846999999994,-113.37986699999999,,,Gage,Blackfoot River blw Clearwater River,76F 05000,,Hydrology Station,MT,
MTos_S111,,MTos_WS1,,Unspecified,,4326,,,,,46.970071999999995,-113.382442,,,Gage,"Clearwater River nr Clearwater Junction, MT",76F 05200,,Hydrology Station,MT,
MTos_S112,,MTos_WS1,,Unspecified,,4326,,,,,46.96516,-113.37661000000001,,,Gage,"Blackfoot River nr Clearwater Junction, MT",76F 05300,,Hydrology Station,MT,
MTos_S113,,MTos_WS1,,Unspecified,,4326,,,,,46.8032,-112.8162,,,Gage,Nevada Ck blw Res,76F 2000,,Hydrology Station,MT,
MTos_S114,,MTos_WS1,,Unspecified,,4326,,,,,46.1824,-113.4295,,,Gage,EF Rock Main Canal blw County Bridge,76GJ 2089,,Hydrology Station,MT,
MTos_S115,,MTos_WS1,,Unspecified,,4326,,,,,46.6104,-113.2327,,,Gage,Allendale Canal at Tail End,76GJ 8080,,Hydrology Station,MT,
MTos_S116,,MTos_WS1,,Unspecified,,4326,,,,,45.668306,-114.304849,,,Gage,West Fork of Bitterroot Abv Painted Rocks,76H 1200,,Hydrology Station,MT,
MTos_S117,,MTos_WS1,,Unspecified,,4326,,,,,45.69882,-114.32095,,,Gage,Blue Joint Creek above Painted Rocks Reservoir,76H 1500,,Hydrology Station,MT,
MTos_S118,,MTos_WS1,,Unspecified,,4326,,,,,46.733514,-114.52856499999999,,,Gage,Lolo Creek Below Granite Creek,76HB 01000,,Hydrology Station,MT,
MTos_S119,,MTos_WS1,,Unspecified,,4326,,,,,46.751371999999996,-114.51149699999999,,,Gage,Lolo Creek at Dodson (MDT),76HB 01500,,Hydrology Station,MT,
MTos_S120,,MTos_WS1,,Unspecified,,4326,,,,,46.78245,-114.398169,,,Gage,Graves Creek at Highway12,76HB 02800,,Hydrology Station,MT,
MTos_S121,,MTos_WS1,,Unspecified,,4326,,,,,46.760537899999996,-114.297278,,,Gage,Lolo Creek below Bear Creek,76HB 03000,,Hydrology Station,MT,
MTos_S122,,MTos_WS1,,Unspecified,,4326,,,,,46.752952,-114.287724,,,Gage,S.Fork Lolo below West Butte Creek,76HB 05500,,Hydrology Station,MT,
MTos_S123,,MTos_WS1,,Unspecified,,4326,,,,,46.761903000000004,-114.264625,,,Gage,S.Fork Lolo at Mouth,76HB 05800,,Hydrology Station,MT,
MTos_S124,,MTos_WS1,,Unspecified,,4326,,,,,46.742963,-114.15476299999999,,,Gage,Lolo Creek abv Sleeman Creek,76HB 09500,,Hydrology Station,MT,
MTos_S125,,MTos_WS1,,Unspecified,,4326,,,,,46.754608000000005,-114.10796599999999,,,Gage,Lolo Creek below Sleeman Creek,76HB 09550,,Hydrology Station,MT,
MTos_S126,,MTos_WS1,,Unspecified,,4326,,,,,46.748996999999996,-114.08126999999999,,,Gage,Lolo Creek below Highway 93,76HB 09600,,Hydrology Station,MT,
MTos_S127,,MTos_WS1,,Unspecified,,4326,,,,,46.3568,-114.3273,,,Gage,Fred Burr Ck abv Res,76HF 3503,,Hydrology Station,MT,
MTos_S128,,MTos_WS1,,Unspecified,,4326,,,,,46.3567,-114.3127,,,Gage,Fred Burr Ck blw Res,76HF 3513,,Hydrology Station,MT,
MTos_S129,,MTos_WS1,,Unspecified,,4326,,,,,48.188320000000004,-114.1324,,,Gage,Blaine Ck at MSU Ag Station,76LJ 001,,Hydrology Station,MT,
MTos_S130,,MTos_WS1,,Unspecified,,4326,,,,,48.24702,-114.13186999999999,,,Gage,Blaine Creek at Outlet of Lake Blaine,76LJ 002,,Hydrology Station,MT,
MTos_S131,,MTos_WS1,,Unspecified,,4326,,,,,48.242,-114.105,,,Gage,Hemler Creek,76LJ 003,,Hydrology Station,MT,
MTos_S132,,MTos_WS1,,Unspecified,,4326,,,,,48.197627000000004,-114.118784,,,Gage,Mill Creek below Creston Hatchery,76LJ 07500,,Hydrology Station,MT,
MTos_S133,,MTos_WS1,,Unspecified,,4326,,,,,48.173994,-114.30755800000001,,,Gage,Ashley Creek at Kalispell WTP,76LJ 09900,,Hydrology Station,MT,
MTos_S134,,MTos_WS1,,Unspecified,,4326,,,,,46.879290999999995,-113.97448100000001,,,Gage,"Rattlesnake Cr nr Missoula, MT",76M 01100,,Hydrology Station,MT,
MTos_S135,,MTos_WS1,,Unspecified,,4326,,,,,47.341944399999996,-112.5508333,,,Gage,Upper Elk Creek at FS Boundary,SR 001,,Hydrology Station,MT,
MTos_S136,,MTos_WS1,,Unspecified,,4326,,,,,47.5077778,-112.343333,,,Gage,Lower Elk Creek near Augusta,SR 002,,Hydrology Station,MT,
MTos_S137,,MTos_WS1,,Unspecified,,4326,,,,,47.5161111,-111.88611110000001,,,Gage,Duck Creek above Simms Ashuelot Rd Bridge,SR 004,,Hydrology Station,MT,
MTos_S138,,MTos_WS1,,Unspecified,,4326,,,,,47.51826,-111.85786,,,Gage,Rocky Reef Ditch,SR 007,,Hydrology Station,MT,
