SiteUUID,RegulatoryOverlayUUIDs,WaterSourceUUID,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,PODorPOUSite,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID,ReasonRemoved,index
UTss_S62,,UTss_WS2,,Representation Node,Iron,4326,,,,,0.0,0.0,,,POD,Well,10070006,,Well,UT,,Bad Latitude,61.0
UTss_S69,,UTss_WS1,,Representation Node,Box Elder,4326,,,,,0.0,0.0,,,POD,Spring,10080004,,Spring,UT,,Bad Latitude,68.0
UTss_S102,,UTss_WS2,,Representation Node,Utah,4326,,,,,0.0,0.0,,,POD,Provost Well,10100008,,Well,UT,,Bad Latitude,101.0
UTss_S106,,UTss_WS1,,Representation Node,Utah,4326,,,,,0.0,0.0,,,POD,Big Pipe Spring,10100012,,Spring,UT,,Bad Latitude,105.0
UTss_S107,,UTss_WS1,,Representation Node,Utah,4326,,,,,0.0,0.0,,,POD,Smith Springs Exchange,10100013,,Spring,UT,,Bad Latitude,106.0
UTss_S108,,UTss_WS1,,Representation Node,Utah,4326,,,,,0.0,0.0,,,POD,South Fork Springs (OLD),10100015,,Spring,UT,,Bad Latitude,107.0
UTss_S113,,UTss_WS1,,Representation Node,Utah,4326,,,,,0.0,0.0,,,POD,Partridge Spring,10100020,,Spring,UT,,Bad Latitude,112.0
UTss_S114,,UTss_WS1,,Representation Node,Utah,4326,,,,,0.0,0.0,,,POD,Searle Property Spring,10100021,,Spring,UT,,Bad Latitude,113.0
UTss_S123,,UTss_WS1,,Representation Node,Utah,4326,,,,,0.0,0.0,,,POD,Lost Lake Reservoir,10100034,,Reservoir,UT,,Bad Latitude,122.0
UTss_S124,,UTss_WS1,,Representation Node,Utah,4326,,,,,0.0,0.0,,,POD,Lost Lake Reservoir,10100035,,Reservoir,UT,,Bad Latitude,123.0
UTss_S125,,UTss_WS1,,Representation Node,Utah,4326,,,,,0.0,0.0,,,POD,Provo River,10100036,,Stream,UT,,Bad Latitude,124.0
UTss_S136,,UTss_WS2,,Representation Node,Duchesne,4326,,,,,0.0,0.0,,,POD,"Well no.2 (8"")",10130001,,Well,UT,,Bad Latitude,135.0
UTss_S138,,UTss_WS2,,Representation Node,Duchesne,4326,,,,,0.0,0.0,,,POD,"Well no.5 (12"")",10130003,,Well,UT,,Bad Latitude,137.0
UTss_S139,,UTss_WS2,,Representation Node,Duchesne,4326,,,,,0.0,0.0,,,POD,"Well no.3 (12"")",10130004,,Well,UT,,Bad Latitude,138.0
UTss_S140,,UTss_WS2,,Representation Node,Duchesne,4326,,,,,0.0,0.0,,,POD,"Well no.4 (10"")",10130005,,Well,UT,,Bad Latitude,139.0
UTss_S142,,UTss_WS2,,Representation Node,Carbon,4326,,,,,0.0,0.0,,,POD,Well 90-1,10150009,,Well,UT,,Bad Latitude,141.0
UTss_S165,,UTss_WS1,,Representation Node,Weber,4326,,,,,0.0,0.0,,,POD,Weber Basin WCD Plant #2,10180001,,Drain,UT,,Bad Latitude,164.0
UTss_S167,,UTss_WS1,,Representation Node,Weber,4326,,,,,0.0,0.0,,,POD,Weber Basin - Pine View,10180003,,Reservoir,UT,,Bad Latitude,166.0
UTss_S171,,UTss_WS1,,Representation Node,Weber,4326,,,,,0.0,0.0,,,POD,Wheeler Creek (WS002),10180008,,Stream,UT,,Bad Latitude,170.0
UTss_S174,,UTss_WS2,,Representation Node,Weber,4326,,,,,0.0,0.0,,,POD,"Well (6"")",10180011,,Well,UT,,Bad Latitude,173.0
UTss_S175,,UTss_WS2,,Representation Node,Weber,4326,,,,,0.0,0.0,,,POD,"Well (12"")",10180013,,Well,UT,,Bad Latitude,174.0
UTss_S176,,UTss_WS2,,Representation Node,Weber,4326,,,,,0.0,0.0,,,POD,"Well (12"")",10180014,,Well,UT,,Bad Latitude,175.0
UTss_S178,,UTss_WS1,,Representation Node,Weber,4326,,,,,0.0,0.0,,,POD,S. Fork Skull Creek Res.,10180016,,Reservoir,UT,,Bad Latitude,177.0
UTss_S179,,UTss_WS1,,Representation Node,Weber,4326,,,,,0.0,0.0,,,POD,Ogden Canyon Springs,10180017,,Spring,UT,,Bad Latitude,178.0
UTss_S197,,UTss_WS2,,Representation Node,Duchesne,4326,,,,,0.0,0.0,,,POD,"Well no.1 (8"")",10210001,,Well,UT,,Bad Latitude,196.0
UTss_S198,,UTss_WS2,,Representation Node,Duchesne,4326,,,,,0.0,0.0,,,POD,"Well no.2 (8"")",10210002,,Well,UT,,Bad Latitude,197.0
UTss_S200,,UTss_WS2,,Representation Node,Duchesne,4326,,,,,0.0,0.0,,,POD,"Well no.4 (12"")",10210004,,Well,UT,,Bad Latitude,199.0
UTss_S201,,UTss_WS2,,Representation Node,Duchesne,4326,,,,,0.0,0.0,,,POD,"Well no.5 (12"")",10210005,,Well,UT,,Bad Latitude,200.0
UTss_S202,,UTss_WS2,,Representation Node,Duchesne,4326,,,,,0.0,0.0,,,POD,"Well no.6 (8"")",10210006,,Well,UT,,Bad Latitude,201.0
UTss_S203,,UTss_WS1,,Representation Node,Duchesne,4326,,,,,0.0,0.0,,,POD,Bought from Duchesne City,10210008,,Reservoir,UT,,Bad Latitude,202.0
UTss_S217,,UTss_WS1,,Representation Node,Kane,4326,,,,,0.0,0.0,,,POD,North  Spring (WS001),10250004,,Spring,UT,,Bad Latitude,216.0
UTss_S221,,UTss_WS1,,Representation Node,Emery,4326,,,,,0.0,0.0,,,POD,Clawson,10260001,,Spring,UT,,Bad Latitude,220.0
UTss_S224,,UTss_WS2,,Representation Node,Davis,4326,,,,,0.0,0.0,,,POD,Well,10270002,,Well,UT,,Bad Latitude,223.0
UTss_S227,,UTss_WS1,,Representation Node,Davis,4326,,,,,0.0,0.0,,,POD,Rudd Creek Spring,10270005,,Spring,UT,,Bad Latitude,226.0
UTss_S237,,UTss_WS1,,Representation Node,Utah,4326,,,,,0.0,0.0,,,POD,Birch Bottom Spring,10290001,,Spring,UT,,Bad Latitude,236.0
UTss_S240,,UTss_WS1,,Representation Node,Salt Lake,4326,,,,,0.0,0.0,,,POD,Bell Canyon Irrigation,10300004,,Stream,UT,,Bad Latitude,239.0
UTss_S245,,UTss_WS1,,Representation Node,Washington,4326,,,,,0.0,0.0,,,POD,Well No 2,108540100,,Drain,UT,,Bad Latitude,244.0
UTss_S266,,UTss_WS2,,Representation Node,Utah,4326,,,,,0.0,0.0,,,POD,City Park Well,10350004,,Well,UT,,Bad Latitude,265.0
UTss_S267,,UTss_WS2,,Representation Node,Utah,4326,,,,,0.0,0.0,,,POD,Well,10350005,,Well,UT,,Bad Latitude,266.0
UTss_S271,,UTss_WS2,,Representation Node,Juab,4326,,,,,0.0,0.0,,,POD,Blue Rock Well (WS001),10360001,,Well,UT,,Bad Latitude,270.0
UTss_S272,,UTss_WS2,,Representation Node,Juab,4326,,,,,0.0,0.0,,,POD,Dolinar Well,10360002,,Well,UT,,Bad Latitude,271.0
UTss_S273,,UTss_WS2,,Representation Node,Juab,4326,,,,,0.0,0.0,,,POD,Eureka Hill Well (WS002),10360003,,Well,UT,,Bad Latitude,272.0
UTss_S275,,UTss_WS2,,Representation Node,Juab,4326,,,,,0.0,0.0,,,POD,Eagle Well (WS005),10360005,,Well,UT,,Bad Latitude,274.0
UTss_S288,,UTss_WS1,,Representation Node,Cache,4326,,,,,0.0,0.0,,,POD,Bought from Providence City,10370003,,Drain,UT,,Bad Latitude,287.0
UTss_S290,,UTss_WS1,,Representation Node,Cache,4326,,,,,0.0,0.0,,,POD,Bought from Providence-Logan Irr. Co,10370005,,Stream,UT,,Bad Latitude,289.0
UTss_S306,,UTss_WS1,,Representation Node,Box Elder,4326,,,,,0.0,0.0,,,POD,Lowest Spring (WS001),108545108,,Spring,UT,,Bad Latitude,305.0
UTss_S307,,UTss_WS1,,Representation Node,Box Elder,4326,,,,,0.0,0.0,,,POD,Second Lowest Spring (WS002),108545109,,Spring,UT,,Bad Latitude,306.0
UTss_S308,,UTss_WS1,,Representation Node,Box Elder,4326,,,,,0.0,0.0,,,POD,Third Lowest Spring (WS003),108545110,,Spring,UT,,Bad Latitude,307.0
UTss_S310,,UTss_WS1,,Representation Node,Emery,4326,,,,,0.0,0.0,,,POD,All Springs,10390001,,Spring,UT,,Bad Latitude,309.0
UTss_S314,,UTss_WS1,,Representation Node,Emery,4326,,,,,0.0,0.0,,,POD,Middle Spring,10390005,,Spring,UT,,Bad Latitude,313.0
UTss_S317,,UTss_WS2,,Representation Node,Emery,4326,,,,,0.0,0.0,,,POD,UP&L Backup Well,108540221,,Well,UT,,Bad Latitude,316.0
UTss_S319,,UTss_WS1,,Representation Node,Emery,4326,,,,,0.0,0.0,,,POD,Spring 89-61,108542331,,Spring,UT,,Bad Latitude,318.0
UTss_S322,,UTss_WS1,,Representation Node,Uintah,4326,,,,,0.0,0.0,,,POD,Central Utah WTP (WS001),10400001,,Spring,UT,,Bad Latitude,321.0
UTss_S323,,UTss_WS1,,Representation Node,Uintah,4326,,,,,0.0,0.0,,,POD,Purchased from Uintah WCD (Redfleet Res),10400003,,Spring,UT,,Bad Latitude,322.0
UTss_S324,,UTss_WS1,,Representation Node,Uintah,4326,,,,,0.0,0.0,,,POD,Soderquist Wash Stream,10400004,,Stream,UT,,Bad Latitude,323.0
UTss_S325,,UTss_WS1,,Representation Node,Uintah,4326,,,,,0.0,0.0,,,POD,Trout & Ashley Creek,10400005,,Stream,UT,,Bad Latitude,324.0
UTss_S328,,UTss_WS1,,Representation Node,Davis,4326,,,,,0.0,0.0,,,POD,Martin Spring,10410003,,Spring,UT,,Bad Latitude,327.0
UTss_S331,,UTss_WS1,,Representation Node,Weber,4326,,,,,0.0,0.0,,,POD,Undeveloped Spring,10420002,,Spring,UT,,Bad Latitude,330.0
UTss_S332,,UTss_WS1,,Representation Node,Weber,4326,,,,,0.0,0.0,,,POD,Sunridge System 3 Spring (WS001),10420003,,Spring,UT,,Bad Latitude,331.0
UTss_S334,,UTss_WS1,,Representation Node,Weber,4326,,,,,0.0,0.0,,,POD,System 1 Spring (WS002),108542135,,Spring,UT,,Bad Latitude,333.0
UTss_S335,,UTss_WS1,,Representation Node,Weber,4326,,,,,0.0,0.0,,,POD,System 2 Spring (WS003),108542136,,Spring,UT,,Bad Latitude,334.0
UTss_S336,,UTss_WS1,,Representation Node,Weber,4326,,,,,0.0,0.0,,,POD,Cat Trail Upper Spring (WS006),108542899,,Spring,UT,,Bad Latitude,335.0
UTss_S337,,UTss_WS1,,Representation Node,Weber,4326,,,,,0.0,0.0,,,POD,Cat Trail Lower Spring (WS007),108544000,,Spring,UT,,Bad Latitude,336.0
UTss_S339,,UTss_WS1,,Representation Node,Washington,4326,,,,,0.0,0.0,,,POD,Spring Area-Jans Canyon,10430001,,Spring,UT,,Bad Latitude,338.0
UTss_S340,,UTss_WS1,,Representation Node,Washington,4326,,,,,0.0,0.0,,,POD,Spring Area-Maxwell Cyn.,10430002,,Spring,UT,,Bad Latitude,339.0
UTss_S341,,UTss_WS1,,Representation Node,Washington,4326,,,,,0.0,0.0,,,POD,Spring Area-Jans Canyon,10430003,,Spring,UT,,Bad Latitude,340.0
UTss_S351,,UTss_WS1,,Representation Node,Kane,4326,,,,,0.0,0.0,,,POD,Mt. Carmel Springs,10450001,,Spring,UT,,Bad Latitude,350.0
UTss_S352,,UTss_WS2,,Representation Node,Kane,4326,,,,,0.0,0.0,,,POD,"Well (12"")",10450002,,Well,UT,,Bad Latitude,351.0
UTss_S356,,UTss_WS2,,Representation Node,Grand,4326,,,,,0.0,0.0,,,POD,Highland Well,10460004,,Well,UT,,Bad Latitude,355.0
UTss_S357,,UTss_WS1,,Representation Node,Grand,4326,,,,,0.0,0.0,,,POD,"Millcreek, Via Sheley",10460005,,Stream,UT,,Bad Latitude,356.0
UTss_S358,,UTss_WS2,,Representation Node,Grand,4326,,,,,0.0,0.0,,,POD,Beeman Well (Moab),10460006,,Well,UT,,Bad Latitude,357.0
UTss_S390,,UTss_WS1,,Representation Node,Tooele,4326,,,,,0.0,0.0,,,POD,Soldier Creek Intake (WS007),10490001,,Spring,UT,,Bad Latitude,389.0
UTss_S402,,UTss_WS1,,Representation Node,Salt Lake,4326,,,,,0.0,0.0,,,POD,Purchased from Jordan Valley WCD (WS001),10500008,,Drain,UT,,Bad Latitude,401.0
UTss_S412,,UTss_WS1,,Representation Node,Cache,4326,,,,,0.0,0.0,,,POD,Dry Canyon Spring (Culinary),10510001,,Spring,UT,,Bad Latitude,411.0
UTss_S414,,UTss_WS1,,Representation Node,Cache,4326,,,,,0.0,0.0,,,POD,Box Elder Spring (Culinary),10510003,,Spring,UT,,Bad Latitude,413.0
UTss_S425,,UTss_WS2,,Representation Node,Juab,4326,,,,,0.0,0.0,,,POD,Well,10530001,,Well,UT,,Bad Latitude,424.0
UTss_S436,,UTss_WS2,,Representation Node,Duchesne,4326,,,,,0.0,0.0,,,POD,Cove Well No. 1,10550005,,Well,UT,,Bad Latitude,435.0
UTss_S437,,UTss_WS2,,Representation Node,Duchesne,4326,,,,,0.0,0.0,,,POD,Cove Well No. 2,10550006,,Well,UT,,Bad Latitude,436.0
UTss_S438,,UTss_WS2,,Representation Node,Duchesne,4326,,,,,0.0,0.0,,,POD,Cove Well No. 3,10550007,,Well,UT,,Bad Latitude,437.0
UTss_S439,,UTss_WS2,,Representation Node,Duchesne,4326,,,,,0.0,0.0,,,POD,Cove Well No. 4,10550008,,Well,UT,,Bad Latitude,438.0
UTss_S440,,UTss_WS2,,Representation Node,Duchesne,4326,,,,,0.0,0.0,,,POD,Cove Well No. 5,10550009,,Well,UT,,Bad Latitude,439.0
UTss_S441,,UTss_WS2,,Representation Node,Duchesne,4326,,,,,0.0,0.0,,,POD,Cove Well No. 6,10550010,,Well,UT,,Bad Latitude,440.0
UTss_S443,,UTss_WS2,,Representation Node,Duchesne,4326,,,,,0.0,0.0,,,POD,Cove Well,10550012,,Well,UT,,Bad Latitude,442.0
UTss_S444,,UTss_WS2,,Representation Node,Duchesne,4326,,,,,0.0,0.0,,,POD,Campbell Well No. 1,10550013,,Well,UT,,Bad Latitude,443.0
UTss_S445,,UTss_WS2,,Representation Node,Duchesne,4326,,,,,0.0,0.0,,,POD,Campbell Well No. 2,10550014,,Well,UT,,Bad Latitude,444.0
UTss_S446,,UTss_WS2,,Representation Node,Duchesne,4326,,,,,0.0,0.0,,,POD,Campbell Well No. 3,10550015,,Well,UT,,Bad Latitude,445.0
UTss_S448,,UTss_WS2,,Representation Node,Duchesne,4326,,,,,0.0,0.0,,,POD,Campbell Well No. 4,10550017,,Well,UT,,Bad Latitude,447.0
UTss_S449,,UTss_WS2,,Representation Node,Duchesne,4326,,,,,0.0,0.0,,,POD,Campbell Well No. 6,10550018,,Well,UT,,Bad Latitude,448.0
UTss_S458,,UTss_WS1,,Representation Node,Summit,4326,,,,,0.0,0.0,,,POD,Springs-2 North + South,10570001,,Spring,UT,,Bad Latitude,457.0
UTss_S476,,UTss_WS2,,Representation Node,Davis,4326,,,,,0.0,0.0,,,POD,City Hall Well,10600007,,Well,UT,,Bad Latitude,475.0
UTss_S481,,UTss_WS1,,Representation Node,Davis,4326,,,,,0.0,0.0,,,POD,Birch Hollow Spring,10600012,,Spring,UT,,Bad Latitude,480.0
UTss_S482,,UTss_WS2,,Representation Node,Davis,4326,,,,,0.0,0.0,,,POD,Tunnel,10600013,,Tunnel,UT,,Bad Latitude,481.0
UTss_S485,,UTss_WS1,,Representation Node,Davis,4326,,,,,0.0,0.0,,,POD,Mill Creek WTP (WS014),10600020,,Stream,UT,,Bad Latitude,484.0
UTss_S488,,UTss_WS1,,Representation Node,Davis,4326,,,,,0.0,0.0,,,POD,Purchased Weber Basin( Turkeyshoot),10600023,,Drain,UT,,Bad Latitude,487.0
UTss_S501,,UTss_WS1,,Representation Node,Sevier,4326,,,,,0.0,0.0,,,POD,Irrigation System - Secondary Water Only,10630004,,Spring,UT,,Bad Latitude,500.0
UTss_S505,,UTss_WS1,,Representation Node,Millard,4326,,,,,0.0,0.0,,,POD,McKee Spring,10640002,,Spring,UT,,Bad Latitude,504.0
UTss_S512,,UTss_WS1,,Representation Node,Weber,4326,,,,,0.0,0.0,,,POD,Weber Basin WCD - HWY 91,10650005,,Drain,UT,,Bad Latitude,511.0
UTss_S513,,UTss_WS1,,Representation Node,Weber,4326,,,,,0.0,0.0,,,POD,Gateway Ck Spring are,10650007,,Spring,UT,,Bad Latitude,512.0
UTss_S516,,UTss_WS1,,Representation Node,Cache,4326,,,,,0.0,0.0,,,POD,High Creek Springs,10660001,,Spring,UT,,Bad Latitude,515.0
UTss_S522,,UTss_WS2,,Representation Node,Weber,4326,,,,,0.0,0.0,,,POD,Purchased from Weber Basin WCD,10670005,,Well,UT,,Bad Latitude,521.0
UTss_S525,,UTss_WS1,,Representation Node,Wayne,4326,,,,,0.0,0.0,,,POD,Road Creek Spring,10680001,,Spring,UT,,Bad Latitude,524.0
UTss_S546,,UTss_WS2,,Representation Node,Morgan,4326,,,,,0.0,0.0,,,POD,Weber Basin Purchase,10710002,,Well,UT,,Bad Latitude,545.0
UTss_S548,,UTss_WS2,,Representation Node,Iron,4326,,,,,0.0,0.0,,,POD,"Well (8"")",10720001,,Well,UT,,Bad Latitude,547.0
UTss_S549,,UTss_WS2,,Representation Node,Kane,4326,,,,,0.0,0.0,,,POD,Well (8`),10730001,,Well,UT,,Bad Latitude,548.0
UTss_S551,,UTss_WS1,,Representation Node,Kane,4326,,,,,0.0,0.0,,,POD,Spencer Springs,10730003,,Spring,UT,,Bad Latitude,550.0
UTss_S562,,UTss_WS1,,Representation Node,San Juan,4326,,,,,0.0,0.0,,,POD,Recapture Ck (Camp Jack),10750003,,Stream,UT,,Bad Latitude,561.0
UTss_S563,,UTss_WS2,,Representation Node,San Juan,4326,,,,,0.0,0.0,,,POD,Cemetary Wells,10750004,,Well,UT,,Bad Latitude,562.0
UTss_S568,,UTss_WS1,,Representation Node,San Juan,4326,,,,,0.0,0.0,,,POD,Indian Creek,10750009,,Stream,UT,,Bad Latitude,567.0
UTss_S570,,UTss_WS1,,Representation Node,San Juan,4326,,,,,0.0,0.0,,,POD,Johnson Creek,10750011,,Stream,UT,,Bad Latitude,569.0
UTss_S571,,UTss_WS1,,Representation Node,San Juan,4326,,,,,0.0,0.0,,,POD,Recapture Res. Purchased,10750013,,Reservoir,UT,,Bad Latitude,570.0
UTss_S574,,UTss_WS2,,Representation Node,San Juan,4326,,,,,0.0,0.0,,,POD,Recapture Res.Irr.Shares,10750016,,Well,UT,,Bad Latitude,573.0
UTss_S575,,UTss_WS1,,Representation Node,San Juan,4326,,,,,0.0,0.0,,,POD,2nd Recapture Res Purch.,10750017,,Reservoir,UT,,Bad Latitude,574.0
UTss_S576,,UTss_WS1,,Representation Node,San Juan,4326,,,,,0.0,0.0,,,POD,Johnson Creek (Upper Diversion),108540423,,Stream,UT,,Bad Latitude,575.0
UTss_S577,,UTss_WS1,,Representation Node,San Juan,4326,,,,,0.0,0.0,,,POD,Johnson Creek (Lower Diversion),108540424,,Stream,UT,,Bad Latitude,576.0
UTss_S578,,UTss_WS1,,Representation Node,San Juan,4326,,,,,0.0,0.0,,,POD,Recapture Creek (Recapture Dam),108540425,,Reservoir,UT,,Bad Latitude,577.0
UTss_S579,,UTss_WS1,,Representation Node,San Juan,4326,,,,,0.0,0.0,,,POD,Johnson Creek - Blanding Intake #2,108540643,,Stream,UT,,Bad Latitude,578.0
UTss_S580,,UTss_WS1,,Representation Node,San Juan,4326,,,,,0.0,0.0,,,POD,Johnson Creek - Blanding Intake #1,108540644,,Stream,UT,,Bad Latitude,579.0
UTss_S581,,UTss_WS1,,Representation Node,San Juan,4326,,,,,0.0,0.0,,,POD,Starvation Resevoir,108540645,,Reservoir,UT,,Bad Latitude,580.0
UTss_S582,,UTss_WS1,,Representation Node,San Juan,4326,,,,,0.0,0.0,,,POD,Blanding City Resevoir #3,108540646,,Reservoir,UT,,Bad Latitude,581.0
UTss_S604,,UTss_WS2,,Representation Node,Tooele,4326,,,,,0.0,0.0,,,POD,Well (12 in 300 - 465 ft deep) - SE,108540699,,Well,UT,,Bad Latitude,603.0
UTss_S609,,UTss_WS1,,Representation Node,Weber,4326,,,,,0.0,0.0,,,POD,Springs in Cutler Creek,10780001,,Spring,UT,,Bad Latitude,608.0
UTss_S627,,UTss_WS1,,Representation Node,Box Elder,4326,,,,,0.0,0.0,,,POD,9 Springs,10800001,,Spring,UT,,Bad Latitude,626.0
UTss_S633,,UTss_WS1,,Representation Node,Cache,4326,,,,,0.0,0.0,,,POD,Lowe Spring,10810003,,Spring,UT,,Bad Latitude,632.0
UTss_S634,,UTss_WS1,,Representation Node,Cache,4326,,,,,0.0,0.0,,,POD,Richmond Irrigation,10810004,,Stream,UT,,Bad Latitude,633.0
UTss_S639,,UTss_WS2,,Representation Node,Davis,4326,,,,,0.0,0.0,,,POD,Well No. 1 (12`),10820004,,Well,UT,,Bad Latitude,638.0
UTss_S640,,UTss_WS2,,Representation Node,Davis,4326,,,,,0.0,0.0,,,POD,Drought Well No. 4  (12`),10820005,,Well,UT,,Bad Latitude,639.0
UTss_S642,,UTss_WS1,,Representation Node,Sanpete,4326,,,,,0.0,0.0,,,POD,Lower Spring - Secondary Water Only,10830001,,Spring,UT,,Bad Latitude,641.0
UTss_S645,,UTss_WS2,,Representation Node,Sanpete,4326,,,,,0.0,0.0,,,POD,Order Canyon Spring,108540267,,Well,UT,,Bad Latitude,644.0
UTss_S650,,UTss_WS2,,Representation Node,Salt Lake,4326,,,,,0.0,0.0,,,POD,City Hall Well,10840002,,Well,UT,,Bad Latitude,649.0
UTss_S651,,UTss_WS2,,Representation Node,Salt Lake,4326,,,,,0.0,0.0,,,POD,Copperview Well,10840003,,Well,UT,,Bad Latitude,650.0
UTss_S652,,UTss_WS2,,Representation Node,Salt Lake,4326,,,,,0.0,0.0,,,POD,Flat Iron Mesa Well,10840004,,Well,UT,,Bad Latitude,651.0
UTss_S660,,UTss_WS2,,Representation Node,Salt Lake,4326,,,,,0.0,0.0,,,POD,Union Fort (Phillips Well),10840012,,Well,UT,,Bad Latitude,659.0
UTss_S666,,UTss_WS2,,Representation Node,Salt Lake,4326,,,,,0.0,0.0,,,POD,SL Co. Parks & Rec. Well,10840018,,Well,UT,,Bad Latitude,665.0
UTss_S669,,UTss_WS1,,Representation Node,Salt Lake,4326,,,,,0.0,0.0,,,POD,Crowton Springs,10840021,,Spring,UT,,Bad Latitude,668.0
UTss_S674,,UTss_WS2,,Representation Node,Salt Lake,4326,,,,,0.0,0.0,,,POD,Delivered to White City,10840027,,Well,UT,,Bad Latitude,673.0
UTss_S678,,UTss_WS2,,Representation Node,Salt Lake,4326,,,,,0.0,0.0,,,POD,Paradise Valley Well,108540542,,Well,UT,,Bad Latitude,677.0
UTss_S679,,UTss_WS1,,Representation Node,Salt Lake,4326,,,,,0.0,0.0,,,POD,Deer Hollow (Davidson) Spring,108540543,,Spring,UT,,Bad Latitude,678.0
UTss_S680,,UTss_WS1,,Representation Node,Salt Lake,4326,,,,,0.0,0.0,,,POD,114 th S. (purchased water),108540544,,Drain,UT,,Bad Latitude,679.0
UTss_S706,,UTss_WS1,,Representation Node,Washington,4326,,,,,0.0,0.0,,,POD,Unnamed Spring,10850002,,Spring,UT,,Bad Latitude,705.0
UTss_S709,,UTss_WS1,,Representation Node,Salt Lake,4326,,,,,0.0,0.0,,,POD,Main Spring,10860001,,Spring,UT,,Bad Latitude,708.0
UTss_S710,,UTss_WS1,,Representation Node,Salt Lake,4326,,,,,0.0,0.0,,,POD,Lower Springs,10860002,,Spring,UT,,Bad Latitude,709.0
UTss_S735,,UTss_WS1,,Representation Node,Davis,4326,,,,,0.0,0.0,,,POD,Bought from Weber Basin WCD (WS002),10900003,,Drain,UT,,Bad Latitude,734.0
UTss_S771,,UTss_WS1,,Representation Node,Millard,4326,,,,,0.0,0.0,,,POD,Lone Cedar Spring,10940002,,Spring,UT,,Bad Latitude,770.0
