AllocationApplicationDate,AllocationAssociatedConsumptiveUseSiteIDs,AllocationAssociatedWithdrawalSiteIDs,AllocationBasisCV,AllocationChangeApplicationIndicator,AllocationCommunityWaterSupplySystem,AllocationCropDutyAmount,AllocationExpirationDate,AllocationFlow_CFS,AllocationLegalStatusCV,AllocationNativeID,AllocationOwner,AllocationPriorityDate,AllocationSDWISIdentifierCV,AllocationTimeframeEnd,AllocationTimeframeStart,AllocationTypeCV,AllocationVolume_AF,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,ExemptOfVolumeFlowPriority,GeneratedPowerCapacityMW,IrrigatedAcreage,IrrigationMethodCV,LegacyAllocationIDs,MethodUUID,OrganizationUUID,PopulationServed,PowerType,PrimaryUseCategory,SiteUUID,VariableSpecificUUID,WaterAllocationNativeURL,WaterSourceUUID,SiteName,SiteTypeCV,Latitude,Longitude,ReasonRemoved,index
,,,,,,,,,LAS,13907,CRIMSON VIEW OWNERS ASSOCIATION,,,12/31,01/01,,26.3200230402648,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS88,,,,,Bad SiteUUID,47.0
,,,,,,,,,LAS,13987,"FAIRBANKS GOLD MINING, INC.",,,12/31,01/01,,724.0006337823601,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS89,,,,,Bad SiteUUID,48.0
,,,,,,,,,LAS,13988,"FAIRBANKS GOLD MINING, INC.",,,12/31,01/01,,5245.00459142055,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS90,,,,,Bad SiteUUID,49.0
,,,,,,,,,LAS,14419,COFFMAN COVE CITY OF,,,12/31,01/01,,168.0217275,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS92,,,,,Bad SiteUUID,51.0
,,,,,,,,,LAS,1541,WASILLA CITY OF,,,12/31,01/01,,0.05524002,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,"AKwr_WS10,AKwr_WS11",,,,,Bad SiteUUID,53.0
,,,,,,,,,LAS,1590,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,3.7000032389429998,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS12,,,,,Bad SiteUUID,54.0
,,,,,,,,,LAS,18809,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,42.600037291614,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS95,,,,,Bad SiteUUID,57.0
,,,,,,,,,LAS,19193,"GOAT LAKE HYDRO, INC.",,,12/31,01/01,,23126.02024426914,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS97,,,,,Bad SiteUUID,59.0
,,,,,,,,,LAS,1936,"HILCORP ALASKA, LLC",,,12/31,01/01,,705.6912555,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS13,,,,,Bad SiteUUID,62.0
,,,,,,,,,LAS,1937,"HILCORP ALASKA, LLC",,,12/31,01/01,,564.5530044,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS14,,,,,Bad SiteUUID,63.0
,,,,,,,,,LAS,1938,"HILCORP ALASKA, LLC",,,12/31,01/01,,705.6912555,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS15,,,,,Bad SiteUUID,64.0
,,,,,,,,,LAS,19542,UNALASKA CITY OF,,,12/31,01/01,,1120.9120725,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS101,,,,,Bad SiteUUID,67.0
,,,,,,,,,ADL,201018,"WILD PACIFIC SALMON, INC.",,,12/31,01/01,,2.2402897,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS277,,,,,Bad SiteUUID,68.0
,,,,,,,,,ADL,201555,"AGGREGATE PRODUCTS, INC (AGGPRO)",,,12/31,01/01,,0.0,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS279,,,,,Bad SiteUUID,70.0
,,,,,,,,,ADL,201559,KODIAK ELEC ASSOC INC,,,12/31,01/01,,12670.011091191298,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS280,,,,,Bad SiteUUID,71.0
,,,,,,,,,ADL,201881,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,61.60796675,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS281,,,,,Bad SiteUUID,73.0
,,,,,,,,,ADL,201919,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,66.08854615,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS282,,,,,Bad SiteUUID,74.0
,,,,,,,,,ADL,201921,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,560.0724250000002,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,"AKwr_WS284,AKwr_WS285",,,,,Bad SiteUUID,76.0
,,,,,,,,,ADL,202733,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,174.7425966,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS286,,,,,Bad SiteUUID,77.0
,,,,,,,,,LAS,20394,"HILCORP ALASKA, LLC",,,12/31,01/01,,1638.65143399749,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS103,,,,,Bad SiteUUID,80.0
,,,,,,,,,LAS,20693,"HILCORP ALASKA, LLC",,,12/31,01/01,,266.99023221662003,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS108,,,,,Bad SiteUUID,83.0
,,,,,,,,,ADL,206983,SOLDOTNA CITY OF,,,12/31,01/01,,313.640558,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS290,,,,,Bad SiteUUID,84.0
,,,,,,,,,ADL,209104,WASILLA CITY OF,,,12/31,01/01,,0.0005677446499999999,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,"AKwr_WS291,AKwr_WS292",,,,,Bad SiteUUID,86.0
,,,,,,,,,ADL,20923,LINDA J HELMICK,,,12/31,01/01,,0.0005677446499999999,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS110,,,,,Bad SiteUUID,87.0
,,,,,,,,,ADL,209828,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,15.6820279,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS293,,,,,Bad SiteUUID,88.0
,,,,,,,,,ADL,212698,"UAA, FACILITIES & LAND MANAGEMENT",,,12/31,01/01,,148.800130258032,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS295,,,,,Bad SiteUUID,90.0
,,,,,,,,,ADL,215028,MUNICIPALITY ANCHORAGE WATER AND WASTEWATER UTIL,,,12/31,01/01,,106.41376075,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS296,,,,,Bad SiteUUID,91.0
,,,,,,,,,LAS,21684,USDOD USAF 673 CES/CEIEC,,,12/31,01/01,,101.27337,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,"AKwr_WS112,AKwr_WS113,AKwr_WS111",,,,,Bad SiteUUID,92.0
,,,,,,,,,LAS,21760,"FAIRBANKS GOLD MINING, INC.",,,12/31,01/01,,1600.0014006239999,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS114,,,,,Bad SiteUUID,93.0
,,,,,,,,,LAS,22082,ALASKA POWER & TELEPHONE CO,,,12/31,01/01,,34750.4956328376,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS115,,,,,Bad SiteUUID,94.0
,,,,,,,,,LAS,22629,DOTPF ANCHORAGE INTERNATIONALAIRPORT,,,12/31,01/01,,2072.2679725000007,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS116,,,,,Bad SiteUUID,95.0
,,,,,,,,,LAS,2280,"HILCORP ALASKA, LLC",,,12/31,01/01,,94.35007998449,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS17,,,,,Bad SiteUUID,96.0
,,,,,,,,,LAS,2281,"HILCORP ALASKA, LLC",,,12/31,01/01,,141.13012354379072,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS18,,,,,Bad SiteUUID,97.0
,,,,,,,,,LAS,2282,"HILCORP ALASKA, LLC",,,12/31,01/01,,35.57457288,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS19,,,,,Bad SiteUUID,98.0
,,,,,,,,,LAS,2285,"HILCORP ALASKA, LLC",,,12/31,01/01,,47.04004105559,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS20,,,,,Bad SiteUUID,99.0
,,,,,,,,,LAS,23504,PIONEER MEADOWS SUBDIVISION HOA,,,12/31,01/01,,67.208691,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS117,,,,,Bad SiteUUID,100.0
,,,,,,,,,LAS,23684,KODIAK ELEC ASSOC INC,,,12/31,01/01,,5615.00491531485,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS118,,,,,Bad SiteUUID,101.0
,,,,,,,,,LAS,23685,KODIAK ELEC ASSOC INC,,,12/31,01/01,,11230.0098306297,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS119,,,,,Bad SiteUUID,102.0
,,,,,,,,,LAS,23686,KODIAK ELEC ASSOC INC,,,12/31,01/01,,7861.00688144079,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS120,,,,,Bad SiteUUID,103.0
,,,,,,,,,LAS,23817,RIVERS EDGE CONDOMINIUM ASSOCIATION,,,12/31,01/01,,14.11001354862,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS121,,,,,Bad SiteUUID,104.0
,,,,,,,,,LAS,23889,"CONOCOPHILLIPS ALASKA, INC.",,,12/31,01/01,,92.06019702209,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS125,,,,,Bad SiteUUID,108.0
,,,,,,,,,LAS,23891,"CONOCOPHILLIPS ALASKA, INC.",,,12/31,01/01,,10.0000087539,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS126,,,,,Bad SiteUUID,109.0
,,,,,,,,,LAS,23893,"CONOCOPHILLIPS ALASKA, INC.",,,12/31,01/01,,5.00000437695,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS127,,,,,Bad SiteUUID,110.0
,,,,,,,,,LAS,23894,"CONOCOPHILLIPS ALASKA, INC.",,,12/31,01/01,,78.97016896054002,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS128,,,,,Bad SiteUUID,111.0
,,,,,,,,,LAS,23895,"CONOCOPHILLIPS ALASKA, INC.",,,12/31,01/01,,18.41003787436,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS129,,,,,Bad SiteUUID,112.0
,,,,,,,,,LAS,23900,"CONOCOPHILLIPS ALASKA, INC.",,,12/31,01/01,,1694.00363420255,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS130,,,,,Bad SiteUUID,113.0
,,,,,,,,,LAS,23925,"CONOCOPHILLIPS ALASKA, INC.",,,12/31,01/01,,24.55002133738,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS131,,,,,Bad SiteUUID,114.0
,,,,,,,,,LAS,24084,"HOME WATER, LLC",,,12/31,01/01,,105.85009158591998,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS136,,,,,Bad SiteUUID,117.0
,,,,,,,,,LAS,24100,"HILCORP ALASKA, LLC",,,12/31,01/01,,0.55000032802,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS137,,,,,Bad SiteUUID,118.0
,,,,,,,,,LAS,24101,"HILCORP ALASKA, LLC",,,12/31,01/01,,0.11999973677999999,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS138,,,,,Bad SiteUUID,119.0
,,,,,,,,,LAS,24102,"HILCORP ALASKA, LLC",,,12/31,01/01,,0.41000063511,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS139,,,,,Bad SiteUUID,120.0
,,,,,,,,,LAS,24111,"HILCORP ALASKA, LLC",,,12/31,01/01,,0.55000032802,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS140,,,,,Bad SiteUUID,121.0
,,,,,,,,,LAS,24408,DFG SPORT FISH DIV REGION II,,,12/31,01/01,,564.55049404798,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS141,,,,,Bad SiteUUID,122.0
,,,,,,,,,LAS,24432,"COEUR ALASKA, INC.C/O COEUR MINING,INC.",,,12/31,01/01,,230.97386807,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS142,,,,,Bad SiteUUID,123.0
,,,,,,,,,LAS,24478,WASILLA CITY OF,,,12/31,01/01,,0.0005677446499999999,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,"AKwr_WS143,AKwr_WS144",,,,,Bad SiteUUID,124.0
,,,,,,,,,LAS,24611,NORTHERN STAR (POGO) LLC,,,12/31,01/01,,81.77057405000002,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS145,,,,,Bad SiteUUID,126.0
,,,,,,,,,LAS,24612,NORTHERN STAR (POGO) LLC,,,12/31,01/01,,241.95128760000003,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS146,,,,,Bad SiteUUID,127.0
,,,,,,,,,LAS,24613,NORTHERN STAR (POGO) LLC,,,12/31,01/01,,241.95128760000003,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS147,,,,,Bad SiteUUID,128.0
,,,,,,,,,LAS,24616,NORTHERN STAR (POGO) LLC,,,12/31,01/01,,387.12206016,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS148,,,,,Bad SiteUUID,129.0
,,,,,,,,,LAS,24617,NORTHERN STAR (POGO) LLC,,,12/31,01/01,,395.18710308,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS149,,,,,Bad SiteUUID,130.0
,,,,,,,,,LAS,24882,"FLINT HILL RESOURCES ALASKA, LLC",,,12/31,01/01,,282.2802462458,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS151,,,,,Bad SiteUUID,132.0
,,,,,,,,,LAS,24904,NOME JOINT UTILITY SYSTEM,,,12/31,01/01,,616.0805390647599,Unspecified,,,,01/28/2021,,1,,,,,AKDNR_Water Use,AKDNR,,,Irrigation,,AKDRN_Water Allocation,,AKwr_WS152,,,,,Bad SiteUUID,133.0
