DataPublicationDate,OrganizationUUID,RegulatoryOverlayUUID,ReportingUnitUUID
2021-08-26,CDWR,CAre_RO103,CAre_RU103
2021-08-26,CDWR,CAre_RO104,CAre_RU104
2021-08-26,CDWR,CAre_RO105,CAre_RU105
2021-08-26,CDWR,CAre_RO106,CAre_RU106
2021-08-26,CDWR,CAre_RO107,CAre_RU107
2021-08-26,CDWR,CAre_RO108,CAre_RU108
2021-08-26,CDWR,CAre_RO109,CAre_RU109
2021-08-26,CDWR,CAre_RO110,CAre_RU110
2021-08-26,CDWR,CAre_RO111,CAre_RU111
2021-08-26,CDWR,CAre_RO112,CAre_RU112
2021-08-26,CDWR,CAre_RO113,CAre_RU113
2021-08-26,CDWR,CAre_RO114,CAre_RU114
2021-08-26,CDWR,CAre_RO115,CAre_RU115
2021-08-26,CDWR,CAre_RO116,CAre_RU116
2021-08-26,CDWR,CAre_RO117,CAre_RU117
2021-08-26,CDWR,CAre_RO118,CAre_RU118
2021-08-26,CDWR,CAre_RO119,CAre_RU119
2021-08-26,CDWR,CAre_RO120,CAre_RU120
2021-08-26,CDWR,CAre_RO121,CAre_RU121
2021-08-26,CDWR,CAre_RO122,CAre_RU122
2021-08-26,CDWR,CAre_RO123,CAre_RU123
2021-08-26,CDWR,CAre_RO124,CAre_RU124
2021-08-26,CDWR,CAre_RO125,CAre_RU125
2021-08-26,CDWR,CAre_RO126,CAre_RU126
2021-08-26,CDWR,CAre_RO127,CAre_RU127
2021-08-26,CDWR,CAre_RO128,CAre_RU128
2021-08-26,CDWR,CAre_RO129,CAre_RU129
2021-08-26,CDWR,CAre_RO130,CAre_RU130
2021-08-26,CDWR,CAre_RO131,CAre_RU131
2021-08-26,CDWR,CAre_RO132,CAre_RU132
2021-08-26,CDWR,CAre_RO133,CAre_RU133
2021-08-26,CDWR,CAre_RO134,CAre_RU134
2021-08-26,CDWR,CAre_RO135,CAre_RU135
2021-08-26,CDWR,CAre_RO136,CAre_RU136
2021-08-26,CDWR,CAre_RO137,CAre_RU137
2021-08-26,CDWR,CAre_RO138,CAre_RU138
2021-08-26,CDWR,CAre_RO139,CAre_RU139
2021-08-26,CDWR,CAre_RO140,CAre_RU140
2021-08-26,CDWR,CAre_RO141,CAre_RU141
2021-08-26,CDWR,CAre_RO142,CAre_RU142
2021-08-26,CDWR,CAre_RO143,CAre_RU143
2021-08-26,CDWR,CAre_RO144,CAre_RU144
2021-08-26,CDWR,CAre_RO145,CAre_RU145
2021-08-26,CDWR,CAre_RO146,CAre_RU146
2021-08-26,CDWR,CAre_RO147,CAre_RU147
2021-08-26,CDWR,CAre_RO148,CAre_RU148
2021-08-26,CDWR,CAre_RO149,CAre_RU149
2021-08-26,CDWR,CAre_RO150,CAre_RU150
2021-08-26,CDWR,CAre_RO151,CAre_RU151
2021-08-26,CDWR,CAre_RO152,CAre_RU152
2021-08-26,CDWR,CAre_RO153,CAre_RU153
2021-08-26,CDWR,CAre_RO154,CAre_RU154
2021-08-26,CDWR,CAre_RO155,CAre_RU155
2021-08-26,CDWR,CAre_RO156,CAre_RU156
2021-08-26,CDWR,CAre_RO157,CAre_RU157
2021-08-26,CDWR,CAre_RO158,CAre_RU158
2021-08-26,CDWR,CAre_RO159,CAre_RU159
2021-08-26,CDWR,CAre_RO160,CAre_RU160
2021-08-26,CDWR,CAre_RO161,CAre_RU161
2021-08-26,CDWR,CAre_RO162,CAre_RU162
2021-08-26,CDWR,CAre_RO163,CAre_RU163
2021-08-26,CDWR,CAre_RO164,CAre_RU164
2021-08-26,CDWR,CAre_RO165,CAre_RU165
2021-08-26,CDWR,CAre_RO166,CAre_RU166
2021-08-26,CDWR,CAre_RO167,CAre_RU167
2021-08-26,CDWR,CAre_RO168,CAre_RU168
2021-08-26,CDWR,CAre_RO169,CAre_RU169
2021-08-26,CDWR,CAre_RO170,CAre_RU170
2021-08-26,CDWR,CAre_RO171,CAre_RU171
2021-08-26,CDWR,CAre_RO172,CAre_RU172
2021-08-26,CDWR,CAre_RO173,CAre_RU173
2021-08-26,CDWR,CAre_RO174,CAre_RU174
2021-08-26,CDWR,CAre_RO175,CAre_RU175
2021-08-26,CDWR,CAre_RO176,CAre_RU176
2021-08-26,CDWR,CAre_RO177,CAre_RU177
2021-08-26,CDWR,CAre_RO178,CAre_RU178
2021-08-26,CDWR,CAre_RO179,CAre_RU179
2021-08-26,CDWR,CAre_RO180,CAre_RU180
2021-08-26,CDWR,CAre_RO181,CAre_RU181
2021-08-26,CDWR,CAre_RO182,CAre_RU182
2021-08-26,CDWR,CAre_RO183,CAre_RU183
2021-08-26,CDWR,CAre_RO184,CAre_RU184
2021-08-26,CDWR,CAre_RO185,CAre_RU185
2021-08-26,CDWR,CAre_RO186,CAre_RU186
2021-08-26,CDWR,CAre_RO187,CAre_RU187
2021-08-26,CDWR,CAre_RO188,CAre_RU188
2021-08-26,CDWR,CAre_RO189,CAre_RU189
2021-08-26,CDWR,CAre_RO190,CAre_RU190
2021-08-26,CDWR,CAre_RO191,CAre_RU191
2021-08-26,CDWR,CAre_RO192,CAre_RU192
2021-08-26,CDWR,CAre_RO193,CAre_RU193
2021-08-26,CDWR,CAre_RO194,CAre_RU194
2021-08-26,CDWR,CAre_RO195,CAre_RU195
2021-08-26,CDWR,CAre_RO196,CAre_RU196
2021-08-26,CDWR,CAre_RO197,CAre_RU197
2021-08-26,CDWR,CAre_RO198,CAre_RU198
2021-08-26,CDWR,CAre_RO199,CAre_RU199
2021-08-26,CDWR,CAre_RO200,CAre_RU200
2021-08-26,CDWR,CAre_RO201,CAre_RU201
2021-08-26,CDWR,CAre_RO202,CAre_RU202
2021-08-26,CDWR,CAre_RO203,CAre_RU203
2021-08-26,CDWR,CAre_RO204,CAre_RU204
2021-08-26,CDWR,CAre_RO205,CAre_RU205
2021-08-26,CDWR,CAre_RO206,CAre_RU206
2021-08-26,CDWR,CAre_RO207,CAre_RU207
2021-08-26,CDWR,CAre_RO208,CAre_RU208
2021-08-26,CDWR,CAre_RO209,CAre_RU209
2021-08-26,CDWR,CAre_RO210,CAre_RU210
2021-08-26,CDWR,CAre_RO211,CAre_RU211
2021-08-26,CDWR,CAre_RO212,CAre_RU212
2021-08-26,CDWR,CAre_RO213,CAre_RU213
2021-08-26,CDWR,CAre_RO214,CAre_RU214
2021-08-26,CDWR,CAre_RO215,CAre_RU215
2021-08-26,CDWR,CAre_RO216,CAre_RU216
2021-08-26,CDWR,CAre_RO217,CAre_RU217
2021-08-26,CDWR,CAre_RO218,CAre_RU218
2021-08-26,CDWR,CAre_RO219,CAre_RU219
2021-08-26,CDWR,CAre_RO220,CAre_RU220
2021-08-26,CDWR,CAre_RO221,CAre_RU221
2021-08-26,CDWR,CAre_RO222,CAre_RU222
2021-08-26,CDWR,CAre_RO223,CAre_RU223
2021-08-26,CDWR,CAre_RO224,CAre_RU224
2021-08-26,CDWR,CAre_RO225,CAre_RU225
2021-08-26,CDWR,CAre_RO226,CAre_RU226
2021-08-26,CDWR,CAre_RO227,CAre_RU227
2021-08-26,CDWR,CAre_RO228,CAre_RU228
2021-08-26,CDWR,CAre_RO229,CAre_RU229
2021-08-26,CDWR,CAre_RO230,CAre_RU230
2021-08-26,CDWR,CAre_RO231,CAre_RU231
2021-08-26,CDWR,CAre_RO232,CAre_RU232
2021-08-26,CDWR,CAre_RO233,CAre_RU233
2021-08-26,CDWR,CAre_RO234,CAre_RU234
2021-08-26,CDWR,CAre_RO235,CAre_RU235
2021-08-26,CDWR,CAre_RO236,CAre_RU236
2021-08-26,CDWR,CAre_RO237,CAre_RU237
2021-08-26,CDWR,CAre_RO238,CAre_RU238
2021-08-26,CDWR,CAre_RO239,CAre_RU239
2021-08-26,CDWR,CAre_RO240,CAre_RU240
2021-08-26,CDWR,CAre_RO241,CAre_RU241
2021-08-26,CDWR,CAre_RO242,CAre_RU242
2021-08-26,CDWR,CAre_RO243,CAre_RU243
2021-08-26,CDWR,CAre_RO244,CAre_RU244
2021-08-26,CDWR,CAre_RO245,CAre_RU245
2021-08-26,CDWR,CAre_RO246,CAre_RU246
2021-08-26,CDWR,CAre_RO247,CAre_RU247
2021-08-26,CDWR,CAre_RO248,CAre_RU248
2021-08-26,CDWR,CAre_RO249,CAre_RU249
2021-08-26,CDWR,CAre_RO250,CAre_RU250
2021-08-26,CDWR,CAre_RO251,CAre_RU251
2021-08-26,CDWR,CAre_RO252,CAre_RU252
2021-08-26,CDWR,CAre_RO253,CAre_RU253
2021-08-26,CDWR,CAre_RO254,CAre_RU254
2021-08-26,CDWR,CAre_RO255,CAre_RU255
2021-08-26,CDWR,CAre_RO256,CAre_RU256
2021-08-26,CDWR,CAre_RO257,CAre_RU257
2021-08-26,CDWR,CAre_RO258,CAre_RU258
2021-08-26,CDWR,CAre_RO259,CAre_RU259
2021-08-26,CDWR,CAre_RO260,CAre_RU260
2021-08-26,CDWR,CAre_RO261,CAre_RU261
2021-08-26,CDWR,CAre_RO262,CAre_RU262
2021-08-26,CDWR,CAre_RO263,CAre_RU263
2021-08-26,CDWR,CAre_RO264,CAre_RU264
2021-08-26,CDWR,CAre_RO265,CAre_RU265
2021-08-26,CDWR,CAre_RO266,CAre_RU266
2021-08-26,CDWR,CAre_RO267,CAre_RU267
2021-08-26,CDWR,CAre_RO268,CAre_RU268
2021-08-26,CDWR,CAre_RO269,CAre_RU269
2021-08-26,CDWR,CAre_RO270,CAre_RU270
2021-08-26,CDWR,CAre_RO271,CAre_RU271
2021-08-26,CDWR,CAre_RO272,CAre_RU272
2021-08-26,CDWR,CAre_RO273,CAre_RU273
2021-08-26,CDWR,CAre_RO274,CAre_RU274
2021-08-26,CDWR,CAre_RO275,CAre_RU275
2021-08-26,CDWR,CAre_RO276,CAre_RU276
2021-08-26,CDWR,CAre_RO277,CAre_RU277
2021-08-26,CDWR,CAre_RO278,CAre_RU278
2021-08-26,CDWR,CAre_RO279,CAre_RU279
2021-08-26,CDWR,CAre_RO280,CAre_RU280
2021-08-26,CDWR,CAre_RO281,CAre_RU281
2021-08-26,CDWR,CAre_RO282,CAre_RU282
2021-08-26,CDWR,CAre_RO283,CAre_RU283
2021-08-26,CDWR,CAre_RO284,CAre_RU284
2021-08-26,CDWR,CAre_RO285,CAre_RU285
2021-08-26,CDWR,CAre_RO286,CAre_RU286
2021-08-26,CDWR,CAre_RO287,CAre_RU287
2021-08-26,CDWR,CAre_RO288,CAre_RU288
2021-08-26,CDWR,CAre_RO289,CAre_RU289
2021-08-26,CDWR,CAre_RO290,CAre_RU290
2021-08-26,CDWR,CAre_RO291,CAre_RU291
2021-08-26,CDWR,CAre_RO292,CAre_RU292
2021-08-26,CDWR,CAre_RO293,CAre_RU293
2021-08-26,CDWR,CAre_RO294,CAre_RU294
2021-08-26,CDWR,CAre_RO295,CAre_RU295
2021-08-26,CDWR,CAre_RO296,CAre_RU296
2021-08-26,CDWR,CAre_RO297,CAre_RU297
2021-08-26,CDWR,CAre_RO298,CAre_RU298
2021-08-26,CDWR,CAre_RO299,CAre_RU299
2021-08-26,CDWR,CAre_RO300,CAre_RU300
2021-08-26,CDWR,CAre_RO301,CAre_RU301
2021-08-26,CDWR,CAre_RO302,CAre_RU302
2021-08-26,CDWR,CAre_RO303,CAre_RU303
2021-08-26,CDWR,CAre_RO304,CAre_RU304
2021-08-26,CDWR,CAre_RO305,CAre_RU305
2021-08-26,CDWR,CAre_RO306,CAre_RU306
2021-08-26,CDWR,CAre_RO307,CAre_RU307
2021-08-26,CDWR,CAre_RO308,CAre_RU308
2021-08-26,CDWR,CAre_RO309,CAre_RU309
2021-08-26,CDWR,CAre_RO310,CAre_RU310
2021-08-26,CDWR,CAre_RO311,CAre_RU311
2021-08-26,CDWR,CAre_RO312,CAre_RU312
2021-08-26,CDWR,CAre_RO313,CAre_RU313
2021-08-26,CDWR,CAre_RO314,CAre_RU314
2021-08-26,CDWR,CAre_RO315,CAre_RU315
2021-08-26,CDWR,CAre_RO316,CAre_RU316
2021-08-26,CDWR,CAre_RO317,CAre_RU317
2021-08-26,CDWR,CAre_RO318,CAre_RU318
2021-08-26,CDWR,CAre_RO319,CAre_RU319
2021-08-26,CDWR,CAre_RO320,CAre_RU320
2021-08-26,CDWR,CAre_RO321,CAre_RU321
2021-08-26,CDWR,CAre_RO322,CAre_RU322
2021-08-26,CDWR,CAre_RO323,CAre_RU323
2021-08-26,CDWR,CAre_RO324,CAre_RU324
2021-08-26,CDWR,CAre_RO325,CAre_RU325
2021-08-26,CDWR,CAre_RO326,CAre_RU326
2021-08-26,CDWR,CAre_RO327,CAre_RU327
2021-08-26,CDWR,CAre_RO328,CAre_RU328
2021-08-26,CDWR,CAre_RO329,CAre_RU329
2021-08-26,CDWR,CAre_RO330,CAre_RU330
2021-08-26,CDWR,CAre_RO331,CAre_RU331
2021-08-26,CDWR,CAre_RO332,CAre_RU332
2021-08-26,CDWR,CAre_RO333,CAre_RU333
2021-08-26,CDWR,CAre_RO334,CAre_RU334
2021-08-26,CDWR,CAre_RO335,CAre_RU335
2021-08-26,CDWR,CAre_RO336,CAre_RU336
2021-08-26,CDWR,CAre_RO337,CAre_RU337
2021-08-26,CDWR,CAre_RO338,CAre_RU338
2021-08-26,CDWR,CAre_RO339,CAre_RU339
2021-08-26,CDWR,CAre_RO340,CAre_RU340
2021-08-26,CDWR,CAre_RO341,CAre_RU341
2021-08-26,CDWR,CAre_RO342,CAre_RU342
2021-08-26,CDWR,CAre_RO343,CAre_RU343
2021-08-26,CDWR,CAre_RO344,CAre_RU344
2021-08-26,CDWR,CAre_RO345,CAre_RU345
2021-08-26,CDWR,CAre_RO346,CAre_RU346
2021-08-26,CDWR,CAre_RO347,CAre_RU347
2021-08-26,CDWR,CAre_RO348,CAre_RU348
2021-08-26,CDWR,CAre_RO349,CAre_RU349
2021-08-26,CDWR,CAre_RO350,CAre_RU350
2021-08-26,CDWR,CAre_RO351,CAre_RU351
2021-08-26,CDWR,CAre_RO352,CAre_RU352
2021-08-26,CDWR,CAre_RO353,CAre_RU353
2021-08-26,CDWR,CAre_RO354,CAre_RU354
2021-08-26,CDWR,CAre_RO355,CAre_RU355
2021-08-26,CDWR,CAre_RO356,CAre_RU356
2021-08-26,CDWR,CAre_RO357,CAre_RU357
2021-08-26,CDWR,CAre_RO358,CAre_RU358
2021-08-26,CDWR,CAre_RO359,CAre_RU359
2021-08-26,CDWR,CAre_RO360,CAre_RU360
2021-08-26,CDWR,CAre_RO361,CAre_RU361
2021-08-26,CDWR,CAre_RO362,CAre_RU362
2021-08-26,CDWR,CAre_RO363,CAre_RU363
2021-08-26,CDWR,CAre_RO364,CAre_RU364
2021-08-26,CDWR,CAre_RO365,CAre_RU365
2021-08-26,CDWR,CAre_RO366,CAre_RU366
2021-08-26,CDWR,CAre_RO367,CAre_RU367
2021-08-26,CDWR,CAre_RO368,CAre_RU368
2021-08-26,CDWR,CAre_RO369,CAre_RU369
2021-08-26,CDWR,CAre_RO370,CAre_RU370
2021-08-26,CDWR,CAre_RO371,CAre_RU371
2021-08-26,CDWR,CAre_RO372,CAre_RU372
2021-08-26,CDWR,CAre_RO373,CAre_RU373
2021-08-26,CDWR,CAre_RO374,CAre_RU374
2021-08-26,CDWR,CAre_RO375,CAre_RU375
2021-08-26,CDWR,CAre_RO376,CAre_RU376
2021-08-26,CDWR,CAre_RO377,CAre_RU377
2021-08-26,CDWR,CAre_RO378,CAre_RU378
2021-08-26,CDWR,CAre_RO379,CAre_RU379
2021-08-26,CDWR,CAre_RO380,CAre_RU380
2021-08-26,CDWR,CAre_RO381,CAre_RU381
2021-08-26,CDWR,CAre_RO382,CAre_RU382
2021-08-26,CDWR,CAre_RO383,CAre_RU383
2021-08-26,CDWR,CAre_RO384,CAre_RU384
2021-08-26,CDWR,CAre_RO385,CAre_RU385
2021-08-26,CDWR,CAre_RO386,CAre_RU386
2021-08-26,CDWR,CAre_RO387,CAre_RU387
2021-08-26,CDWR,CAre_RO388,CAre_RU388
2021-08-26,CDWR,CAre_RO389,CAre_RU389
2021-08-26,CDWR,CAre_RO390,CAre_RU390
2021-08-26,CDWR,CAre_RO391,CAre_RU391
2021-08-26,CDWR,CAre_RO392,CAre_RU392
2021-08-26,CDWR,CAre_RO393,CAre_RU393
2021-08-26,CDWR,CAre_RO394,CAre_RU394
2021-08-26,CDWR,CAre_RO395,CAre_RU395
2021-08-26,CDWR,CAre_RO396,CAre_RU396
2021-08-26,CDWR,CAre_RO397,CAre_RU397
2021-08-26,CDWR,CAre_RO398,CAre_RU398
2021-08-26,CDWR,CAre_RO399,CAre_RU399
2021-08-26,CDWR,CAre_RO400,CAre_RU400
2021-08-26,CDWR,CAre_RO401,CAre_RU401
2021-08-26,CDWR,CAre_RO402,CAre_RU402
2021-08-26,CDWR,CAre_RO403,CAre_RU403
2021-08-26,CDWR,CAre_RO404,CAre_RU404
2021-08-26,CDWR,CAre_RO405,CAre_RU405
2021-08-26,CDWR,CAre_RO406,CAre_RU406
2021-08-26,CDWR,CAre_RO407,CAre_RU407
2021-08-26,CDWR,CAre_RO408,CAre_RU408
2021-08-26,CDWR,CAre_RO409,CAre_RU409
2021-08-26,CDWR,CAre_RO410,CAre_RU410
2021-08-26,CDWR,CAre_RO411,CAre_RU411
2021-08-26,CDWR,CAre_RO412,CAre_RU412
2021-08-26,CDWR,CAre_RO413,CAre_RU413
2021-08-26,CDWR,CAre_RO414,CAre_RU414
2021-08-26,CDWR,CAre_RO415,CAre_RU415
2021-08-26,CDWR,CAre_RO416,CAre_RU416
2021-08-26,CDWR,CAre_RO417,CAre_RU417
2021-08-26,CDWR,CAre_RO418,CAre_RU418
2021-08-26,CDWR,CAre_RO419,CAre_RU419
2021-08-26,CDWR,CAre_RO420,CAre_RU420
2021-08-26,CDWR,CAre_RO421,CAre_RU421
2021-08-26,CDWR,CAre_RO422,CAre_RU422
2021-08-26,CDWR,CAre_RO423,CAre_RU423
2021-08-26,CDWR,CAre_RO424,CAre_RU424
2021-08-26,CDWR,CAre_RO425,CAre_RU425
2021-08-26,CDWR,CAre_RO426,CAre_RU426
2021-08-26,CDWR,CAre_RO427,CAre_RU427
2021-08-26,CDWR,CAre_RO428,CAre_RU428
2021-08-26,CDWR,CAre_RO429,CAre_RU429
2021-08-26,CDWR,CAre_RO430,CAre_RU430
2021-08-26,CDWR,CAre_RO431,CAre_RU431
2021-08-26,CDWR,CAre_RO432,CAre_RU432
2021-08-26,CDWR,CAre_RO433,CAre_RU433
2021-08-26,CDWR,CAre_RO434,CAre_RU434
2021-08-26,CDWR,CAre_RO435,CAre_RU435
2021-08-26,CDWR,CAre_RO436,CAre_RU436
2021-08-26,CDWR,CAre_RO437,CAre_RU437
2021-08-26,CDWR,CAre_RO438,CAre_RU438
2021-08-26,CDWR,CAre_RO439,CAre_RU439
2021-08-26,CDWR,CAre_RO440,CAre_RU440
2021-08-26,CDWR,CAre_RO441,CAre_RU441
2021-08-26,CDWR,CAre_RO442,CAre_RU442
2021-08-26,CDWR,CAre_RO443,CAre_RU443
2021-08-26,CDWR,CAre_RO444,CAre_RU444
2021-08-26,CDWR,CAre_RO445,CAre_RU445
2021-08-26,CDWR,CAre_RO446,CAre_RU446
2021-08-26,CDWR,CAre_RO447,CAre_RU447
2021-08-26,CDWR,CAre_RO448,CAre_RU448
2021-08-26,CDWR,CAre_RO449,CAre_RU449
2021-08-26,CDWR,CAre_RO450,CAre_RU450
2021-08-26,CDWR,CAre_RO451,CAre_RU451
2021-08-26,CDWR,CAre_RO452,CAre_RU452
2021-08-26,CDWR,CAre_RO453,CAre_RU453
2021-08-26,CDWR,CAre_RO454,CAre_RU454
2021-08-26,CDWR,CAre_RO455,CAre_RU455
2021-08-26,CDWR,CAre_RO456,CAre_RU456
2021-08-26,CDWR,CAre_RO457,CAre_RU457
2021-08-26,CDWR,CAre_RO458,CAre_RU458
2021-08-26,CDWR,CAre_RO459,CAre_RU459
2021-08-26,CDWR,CAre_RO460,CAre_RU460
2021-08-26,CDWR,CAre_RO461,CAre_RU461
2021-08-26,CDWR,CAre_RO462,CAre_RU462
2021-08-26,CDWR,CAre_RO463,CAre_RU463
2021-08-26,CDWR,CAre_RO464,CAre_RU464
2021-08-26,CDWR,CAre_RO465,CAre_RU465
2021-08-26,CDWR,CAre_RO466,CAre_RU466
2021-08-26,CDWR,CAre_RO467,CAre_RU467
2021-08-26,CDWR,CAre_RO468,CAre_RU468
2021-08-26,CDWR,CAre_RO469,CAre_RU469
2021-08-26,CDWR,CAre_RO470,CAre_RU470
2021-08-26,CDWR,CAre_RO471,CAre_RU471
2021-08-26,CDWR,CAre_RO472,CAre_RU472
2021-08-26,CDWR,CAre_RO473,CAre_RU473
2021-08-26,CDWR,CAre_RO474,CAre_RU474
2021-08-26,CDWR,CAre_RO475,CAre_RU475
2021-08-26,CDWR,CAre_RO476,CAre_RU476
2021-08-26,CDWR,CAre_RO477,CAre_RU477
2021-08-26,CDWR,CAre_RO478,CAre_RU478
2021-08-26,CDWR,CAre_RO479,CAre_RU479
2021-08-26,CDWR,CAre_RO480,CAre_RU480
2021-08-26,CDWR,CAre_RO481,CAre_RU481
2021-08-26,CDWR,CAre_RO482,CAre_RU482
2021-08-26,CDWR,CAre_RO483,CAre_RU483
2021-08-26,CDWR,CAre_RO484,CAre_RU484
2021-08-26,CDWR,CAre_RO485,CAre_RU485
2021-08-26,CDWR,CAre_RO486,CAre_RU486
2021-08-26,CDWR,CAre_RO487,CAre_RU487
2021-08-26,CDWR,CAre_RO488,CAre_RU488
2021-08-26,CDWR,CAre_RO489,CAre_RU489
2021-08-26,CDWR,CAre_RO490,CAre_RU490
2021-08-26,CDWR,CAre_RO491,CAre_RU491
2021-08-26,CDWR,CAre_RO492,CAre_RU492
2021-08-26,CDWR,CAre_RO493,CAre_RU493
2021-08-26,CDWR,CAre_RO494,CAre_RU494
2021-08-26,CDWR,CAre_RO495,CAre_RU495
2021-08-26,CDWR,CAre_RO496,CAre_RU496
