PODSiteUUID,POUSiteUUID,StartDate,EndDate
OKwr_S11066,OKwr_S23945,01/01/2021,12/31/2021
OKwr_S13742,OKwr_S24162,01/01/2021,12/31/2021
OKwr_S13742,OKwr_S24167,01/01/2021,12/31/2021
OKwr_S12769,OKwr_S23619,01/01/2021,12/31/2021
OKwr_S11338,OKwr_S23371,01/01/2021,12/31/2021
OKwr_S11338,OKwr_S23373,01/01/2021,12/31/2021
OKwr_S11338,OKwr_S23372,01/01/2021,12/31/2021
OKwr_S11338,OKwr_S23370,01/01/2021,12/31/2021
OKwr_S12524,OKwr_S24802,01/01/2021,12/31/2021
OKwr_S11142,OKwr_S24729,01/01/2021,12/31/2021
OKwr_S11142,OKwr_S24730,01/01/2021,12/31/2021
OKwr_S11142,OKwr_S24721,01/01/2021,12/31/2021
OKwr_S11142,OKwr_S24727,01/01/2021,12/31/2021
OKwr_S11142,OKwr_S24722,01/01/2021,12/31/2021
OKwr_S11142,OKwr_S24728,01/01/2021,12/31/2021
OKwr_S11141,OKwr_S24729,01/01/2021,12/31/2021
OKwr_S11141,OKwr_S24730,01/01/2021,12/31/2021
OKwr_S11141,OKwr_S24721,01/01/2021,12/31/2021
OKwr_S11141,OKwr_S24727,01/01/2021,12/31/2021
OKwr_S11141,OKwr_S24722,01/01/2021,12/31/2021
OKwr_S11141,OKwr_S24728,01/01/2021,12/31/2021
OKwr_S13900,OKwr_S24504,01/01/2021,12/31/2021
OKwr_S12916,OKwr_S25481,01/01/2021,12/31/2021
OKwr_S12513,OKwr_S23729,01/01/2021,12/31/2021
OKwr_S12513,OKwr_S25874,01/01/2021,12/31/2021
OKwr_S12513,OKwr_S25875,01/01/2021,12/31/2021
OKwr_S12514,OKwr_S23729,01/01/2021,12/31/2021
OKwr_S12514,OKwr_S25874,01/01/2021,12/31/2021
OKwr_S12514,OKwr_S25875,01/01/2021,12/31/2021
OKwr_S11696,OKwr_S23732,01/01/2021,12/31/2021
OKwr_S11388,OKwr_S23878,01/01/2021,12/31/2021
OKwr_S11404,OKwr_S23910,01/01/2021,12/31/2021
OKwr_S11612,OKwr_S23218,01/01/2021,12/31/2021
OKwr_S11611,OKwr_S23218,01/01/2021,12/31/2021
OKwr_S11893,OKwr_S26753,01/01/2021,12/31/2021
OKwr_S11611,OKwr_S26753,01/01/2021,12/31/2021
OKwr_S10736,OKwr_S23633,01/01/2021,12/31/2021
OKwr_S10736,OKwr_S23631,01/01/2021,12/31/2021
OKwr_S10736,OKwr_S23632,01/01/2021,12/31/2021
OKwr_S10737,OKwr_S23633,01/01/2021,12/31/2021
OKwr_S10737,OKwr_S23631,01/01/2021,12/31/2021
OKwr_S10737,OKwr_S23632,01/01/2021,12/31/2021
OKwr_S12720,OKwr_S24823,01/01/2021,12/31/2021
OKwr_S12425,OKwr_S24828,01/01/2021,12/31/2021
OKwr_S11443,OKwr_S24145,01/01/2021,12/31/2021
OKwr_S12375,OKwr_S24835,01/01/2021,12/31/2021
OKwr_S11384,OKwr_S24974,01/01/2021,12/31/2021
OKwr_S12866,OKwr_S24831,01/01/2021,12/31/2021
OKwr_S12083,OKwr_S25846,01/01/2021,12/31/2021
OKwr_S12083,OKwr_S25844,01/01/2021,12/31/2021
OKwr_S12083,OKwr_S25845,01/01/2021,12/31/2021
OKwr_S11504,OKwr_S25825,01/01/2021,12/31/2021
OKwr_S11504,OKwr_S25850,01/01/2021,12/31/2021
OKwr_S11506,OKwr_S25825,01/01/2021,12/31/2021
OKwr_S11506,OKwr_S25850,01/01/2021,12/31/2021
OKwr_S11459,OKwr_S25837,01/01/2021,12/31/2021
OKwr_S11459,OKwr_S25836,01/01/2021,12/31/2021
OKwr_S11459,OKwr_S25838,01/01/2021,12/31/2021
OKwr_S11907,OKwr_S23820,01/01/2021,12/31/2021
OKwr_S11907,OKwr_S25840,01/01/2021,12/31/2021
OKwr_S11907,OKwr_S25842,01/01/2021,12/31/2021
OKwr_S11906,OKwr_S23820,01/01/2021,12/31/2021
OKwr_S11906,OKwr_S25840,01/01/2021,12/31/2021
OKwr_S11906,OKwr_S25842,01/01/2021,12/31/2021
OKwr_S12732,OKwr_S25824,01/01/2021,12/31/2021
OKwr_S12732,OKwr_S25826,01/01/2021,12/31/2021
OKwr_S12733,OKwr_S25824,01/01/2021,12/31/2021
OKwr_S12733,OKwr_S25826,01/01/2021,12/31/2021
OKwr_S13748,OKwr_S25830,01/01/2021,12/31/2021
OKwr_S13748,OKwr_S25819,01/01/2021,12/31/2021
OKwr_S13747,OKwr_S25830,01/01/2021,12/31/2021
OKwr_S13747,OKwr_S25819,01/01/2021,12/31/2021
OKwr_S11418,OKwr_S25815,01/01/2021,12/31/2021
OKwr_S11418,OKwr_S25814,01/01/2021,12/31/2021
OKwr_S11419,OKwr_S25815,01/01/2021,12/31/2021
OKwr_S11419,OKwr_S25814,01/01/2021,12/31/2021
OKwr_S12468,OKwr_S25834,01/01/2021,12/31/2021
OKwr_S12468,OKwr_S25832,01/01/2021,12/31/2021
OKwr_S12467,OKwr_S25834,01/01/2021,12/31/2021
OKwr_S12467,OKwr_S25832,01/01/2021,12/31/2021
OKwr_S11459,OKwr_S25835,01/01/2021,12/31/2021
OKwr_S11546,OKwr_S25813,01/01/2021,12/31/2021
OKwr_S11546,OKwr_S25812,01/01/2021,12/31/2021
OKwr_S11546,OKwr_S25839,01/01/2021,12/31/2021
OKwr_S11546,OKwr_S25833,01/01/2021,12/31/2021
OKwr_S11546,OKwr_S25818,01/01/2021,12/31/2021
OKwr_S11546,OKwr_S25829,01/01/2021,12/31/2021
OKwr_S11544,OKwr_S25813,01/01/2021,12/31/2021
OKwr_S11544,OKwr_S25812,01/01/2021,12/31/2021
OKwr_S11544,OKwr_S25839,01/01/2021,12/31/2021
OKwr_S11544,OKwr_S25833,01/01/2021,12/31/2021
OKwr_S11544,OKwr_S25818,01/01/2021,12/31/2021
OKwr_S11544,OKwr_S25829,01/01/2021,12/31/2021
OKwr_S11545,OKwr_S25813,01/01/2021,12/31/2021
OKwr_S11545,OKwr_S25812,01/01/2021,12/31/2021
OKwr_S11545,OKwr_S25839,01/01/2021,12/31/2021
OKwr_S11545,OKwr_S25833,01/01/2021,12/31/2021
OKwr_S11545,OKwr_S25818,01/01/2021,12/31/2021
OKwr_S11545,OKwr_S25829,01/01/2021,12/31/2021
OKwr_S12590,OKwr_S25828,01/01/2021,12/31/2021
OKwr_S12590,OKwr_S25821,01/01/2021,12/31/2021
OKwr_S12590,OKwr_S25822,01/01/2021,12/31/2021
OKwr_S12591,OKwr_S25828,01/01/2021,12/31/2021
OKwr_S12591,OKwr_S25821,01/01/2021,12/31/2021
OKwr_S12591,OKwr_S25822,01/01/2021,12/31/2021
OKwr_S13437,OKwr_S25849,01/01/2021,12/31/2021
OKwr_S11587,OKwr_S25823,01/01/2021,12/31/2021
OKwr_S11690,OKwr_S25817,01/01/2021,12/31/2021
OKwr_S12199,OKwr_S25847,01/01/2021,12/31/2021
OKwr_S10811,OKwr_S25820,01/01/2021,12/31/2021
OKwr_S10811,OKwr_S25831,01/01/2021,12/31/2021
OKwr_S10811,OKwr_S25816,01/01/2021,12/31/2021
OKwr_S10811,OKwr_S25827,01/01/2021,12/31/2021
OKwr_S11477,OKwr_S25848,01/01/2021,12/31/2021
OKwr_S11966,OKwr_S25247,01/01/2021,12/31/2021
OKwr_S11967,OKwr_S25247,01/01/2021,12/31/2021
OKwr_S12839,OKwr_S22899,01/01/2021,12/31/2021
OKwr_S11400,OKwr_S24780,01/01/2021,12/31/2021
OKwr_S11400,OKwr_S24779,01/01/2021,12/31/2021
OKwr_S11543,OKwr_S23816,01/01/2021,12/31/2021
OKwr_S11543,OKwr_S23817,01/01/2021,12/31/2021
OKwr_S11543,OKwr_S23818,01/01/2021,12/31/2021
OKwr_S11543,OKwr_S23819,01/01/2021,12/31/2021
OKwr_S11542,OKwr_S23816,01/01/2021,12/31/2021
OKwr_S11542,OKwr_S23817,01/01/2021,12/31/2021
OKwr_S11542,OKwr_S23818,01/01/2021,12/31/2021
OKwr_S11542,OKwr_S23819,01/01/2021,12/31/2021
OKwr_S11541,OKwr_S23816,01/01/2021,12/31/2021
OKwr_S11541,OKwr_S23817,01/01/2021,12/31/2021
OKwr_S11541,OKwr_S23818,01/01/2021,12/31/2021
OKwr_S11541,OKwr_S23819,01/01/2021,12/31/2021
OKwr_S11540,OKwr_S23816,01/01/2021,12/31/2021
OKwr_S11540,OKwr_S23817,01/01/2021,12/31/2021
OKwr_S11540,OKwr_S23818,01/01/2021,12/31/2021
OKwr_S11540,OKwr_S23819,01/01/2021,12/31/2021
OKwr_S10674,OKwr_S26157,01/01/2021,12/31/2021
OKwr_S10674,OKwr_S25541,01/01/2021,12/31/2021
OKwr_S10675,OKwr_S26157,01/01/2021,12/31/2021
OKwr_S10675,OKwr_S25541,01/01/2021,12/31/2021
OKwr_S11489,OKwr_S24920,01/01/2021,12/31/2021
OKwr_S11030,OKwr_S24921,01/01/2021,12/31/2021
OKwr_S12795,OKwr_S25219,01/01/2021,12/31/2021
OKwr_S12795,OKwr_S25223,01/01/2021,12/31/2021
OKwr_S12795,OKwr_S25222,01/01/2021,12/31/2021
OKwr_S12795,OKwr_S25221,01/01/2021,12/31/2021
OKwr_S12795,OKwr_S25220,01/01/2021,12/31/2021
OKwr_S12795,OKwr_S25218,01/01/2021,12/31/2021
OKwr_S11103,OKwr_S22695,01/01/2021,12/31/2021
OKwr_S11226,OKwr_S22846,01/01/2021,12/31/2021
OKwr_S11226,OKwr_S22845,01/01/2021,12/31/2021
OKwr_S11226,OKwr_S22847,01/01/2021,12/31/2021
OKwr_S11225,OKwr_S22846,01/01/2021,12/31/2021
OKwr_S11225,OKwr_S22845,01/01/2021,12/31/2021
OKwr_S11225,OKwr_S22847,01/01/2021,12/31/2021
OKwr_S11224,OKwr_S22846,01/01/2021,12/31/2021
OKwr_S11224,OKwr_S22845,01/01/2021,12/31/2021
OKwr_S11224,OKwr_S22847,01/01/2021,12/31/2021
OKwr_S12815,OKwr_S23675,01/01/2021,12/31/2021
OKwr_S12446,OKwr_S24733,01/01/2021,12/31/2021
OKwr_S14060,OKwr_S23530,01/01/2021,12/31/2021
OKwr_S14060,OKwr_S23531,01/01/2021,12/31/2021
OKwr_S14061,OKwr_S23530,01/01/2021,12/31/2021
OKwr_S14061,OKwr_S23531,01/01/2021,12/31/2021
OKwr_S12687,OKwr_S22780,01/01/2021,12/31/2021
OKwr_S10784,OKwr_S25646,01/01/2021,12/31/2021
OKwr_S10784,OKwr_S25648,01/01/2021,12/31/2021
OKwr_S10784,OKwr_S25649,01/01/2021,12/31/2021
OKwr_S10784,OKwr_S25647,01/01/2021,12/31/2021
OKwr_S10785,OKwr_S25646,01/01/2021,12/31/2021
OKwr_S10785,OKwr_S25648,01/01/2021,12/31/2021
OKwr_S10785,OKwr_S25649,01/01/2021,12/31/2021
OKwr_S10785,OKwr_S25647,01/01/2021,12/31/2021
OKwr_S11188,OKwr_S26331,01/01/2021,12/31/2021
OKwr_S11188,OKwr_S23747,01/01/2021,12/31/2021
OKwr_S11188,OKwr_S23748,01/01/2021,12/31/2021
OKwr_S12730,OKwr_S25059,01/01/2021,12/31/2021
OKwr_S12730,OKwr_S25058,01/01/2021,12/31/2021
OKwr_S12729,OKwr_S25059,01/01/2021,12/31/2021
OKwr_S12729,OKwr_S25058,01/01/2021,12/31/2021
OKwr_S12015,OKwr_S22804,01/01/2021,12/31/2021
OKwr_S12015,OKwr_S22805,01/01/2021,12/31/2021
OKwr_S12015,OKwr_S22803,01/01/2021,12/31/2021
OKwr_S12018,OKwr_S22804,01/01/2021,12/31/2021
OKwr_S12018,OKwr_S22805,01/01/2021,12/31/2021
OKwr_S12018,OKwr_S22803,01/01/2021,12/31/2021
OKwr_S12017,OKwr_S22804,01/01/2021,12/31/2021
OKwr_S12017,OKwr_S22805,01/01/2021,12/31/2021
OKwr_S12017,OKwr_S22803,01/01/2021,12/31/2021
OKwr_S12927,OKwr_S22804,01/01/2021,12/31/2021
OKwr_S12927,OKwr_S22805,01/01/2021,12/31/2021
OKwr_S12927,OKwr_S22803,01/01/2021,12/31/2021
OKwr_S11432,OKwr_S26466,01/01/2021,12/31/2021
OKwr_S12473,OKwr_S22881,01/01/2021,12/31/2021
OKwr_S11785,OKwr_S22692,01/01/2021,12/31/2021
OKwr_S11785,OKwr_S22691,01/01/2021,12/31/2021
OKwr_S10947,OKwr_S22969,01/01/2021,12/31/2021
OKwr_S12691,OKwr_S24966,01/01/2021,12/31/2021
OKwr_S12691,OKwr_S24965,01/01/2021,12/31/2021
OKwr_S12691,OKwr_S24967,01/01/2021,12/31/2021
OKwr_S13440,OKwr_S25990,01/01/2021,12/31/2021
OKwr_S10789,OKwr_S24971,01/01/2021,12/31/2021
OKwr_S14109,OKwr_S22841,01/01/2021,12/31/2021
OKwr_S10814,OKwr_S23360,01/01/2021,12/31/2021
OKwr_S10814,OKwr_S23359,01/01/2021,12/31/2021
OKwr_S10813,OKwr_S23360,01/01/2021,12/31/2021
OKwr_S10813,OKwr_S23359,01/01/2021,12/31/2021
OKwr_S11063,OKwr_S22961,01/01/2021,12/31/2021
OKwr_S12645,OKwr_S25064,01/01/2021,12/31/2021
OKwr_S12645,OKwr_S25063,01/01/2021,12/31/2021
OKwr_S12645,OKwr_S25065,01/01/2021,12/31/2021
OKwr_S12646,OKwr_S25064,01/01/2021,12/31/2021
OKwr_S12646,OKwr_S25063,01/01/2021,12/31/2021
OKwr_S12646,OKwr_S25065,01/01/2021,12/31/2021
OKwr_S11474,OKwr_S24409,01/01/2021,12/31/2021
OKwr_S11474,OKwr_S24391,01/01/2021,12/31/2021
OKwr_S11473,OKwr_S24409,01/01/2021,12/31/2021
OKwr_S11473,OKwr_S24391,01/01/2021,12/31/2021
OKwr_S11422,OKwr_S23924,01/01/2021,12/31/2021
OKwr_S11333,OKwr_S25419,01/01/2021,12/31/2021
OKwr_S12711,OKwr_S25147,01/01/2021,12/31/2021
OKwr_S12711,OKwr_S25146,01/01/2021,12/31/2021
OKwr_S12707,OKwr_S25147,01/01/2021,12/31/2021
OKwr_S12707,OKwr_S25146,01/01/2021,12/31/2021
OKwr_S12709,OKwr_S25147,01/01/2021,12/31/2021
OKwr_S12709,OKwr_S25146,01/01/2021,12/31/2021
OKwr_S12708,OKwr_S25147,01/01/2021,12/31/2021
OKwr_S12708,OKwr_S25146,01/01/2021,12/31/2021
OKwr_S12710,OKwr_S25147,01/01/2021,12/31/2021
OKwr_S12710,OKwr_S25146,01/01/2021,12/31/2021
OKwr_S12712,OKwr_S25147,01/01/2021,12/31/2021
OKwr_S12712,OKwr_S25146,01/01/2021,12/31/2021
OKwr_S12311,OKwr_S24922,01/01/2021,12/31/2021
OKwr_S11068,OKwr_S24923,01/01/2021,12/31/2021
OKwr_S12326,OKwr_S24924,01/01/2021,12/31/2021
OKwr_S11935,OKwr_S23679,01/01/2021,12/31/2021
OKwr_S11935,OKwr_S23514,01/01/2021,12/31/2021
OKwr_S11935,OKwr_S23513,01/01/2021,12/31/2021
OKwr_S11935,OKwr_S23678,01/01/2021,12/31/2021
OKwr_S11935,OKwr_S23515,01/01/2021,12/31/2021
OKwr_S11935,OKwr_S23677,01/01/2021,12/31/2021
OKwr_S11935,OKwr_S23512,01/01/2021,12/31/2021
OKwr_S11936,OKwr_S23679,01/01/2021,12/31/2021
OKwr_S11936,OKwr_S23514,01/01/2021,12/31/2021
OKwr_S11936,OKwr_S23513,01/01/2021,12/31/2021
OKwr_S11936,OKwr_S23678,01/01/2021,12/31/2021
OKwr_S11936,OKwr_S23515,01/01/2021,12/31/2021
OKwr_S11936,OKwr_S23677,01/01/2021,12/31/2021
OKwr_S11936,OKwr_S23512,01/01/2021,12/31/2021
OKwr_S11932,OKwr_S23679,01/01/2021,12/31/2021
OKwr_S11932,OKwr_S23514,01/01/2021,12/31/2021
OKwr_S11932,OKwr_S23513,01/01/2021,12/31/2021
OKwr_S11932,OKwr_S23678,01/01/2021,12/31/2021
OKwr_S11932,OKwr_S23515,01/01/2021,12/31/2021
OKwr_S11932,OKwr_S23677,01/01/2021,12/31/2021
OKwr_S11932,OKwr_S23512,01/01/2021,12/31/2021
OKwr_S11933,OKwr_S23679,01/01/2021,12/31/2021
OKwr_S11933,OKwr_S23514,01/01/2021,12/31/2021
OKwr_S11933,OKwr_S23513,01/01/2021,12/31/2021
OKwr_S11933,OKwr_S23678,01/01/2021,12/31/2021
OKwr_S11933,OKwr_S23515,01/01/2021,12/31/2021
OKwr_S11933,OKwr_S23677,01/01/2021,12/31/2021
OKwr_S11933,OKwr_S23512,01/01/2021,12/31/2021
OKwr_S11934,OKwr_S23679,01/01/2021,12/31/2021
OKwr_S11934,OKwr_S23514,01/01/2021,12/31/2021
OKwr_S11934,OKwr_S23513,01/01/2021,12/31/2021
OKwr_S11934,OKwr_S23678,01/01/2021,12/31/2021
OKwr_S11934,OKwr_S23515,01/01/2021,12/31/2021
OKwr_S11934,OKwr_S23677,01/01/2021,12/31/2021
OKwr_S11934,OKwr_S23512,01/01/2021,12/31/2021
OKwr_S11937,OKwr_S23679,01/01/2021,12/31/2021
OKwr_S11937,OKwr_S23514,01/01/2021,12/31/2021
OKwr_S11937,OKwr_S23513,01/01/2021,12/31/2021
OKwr_S11937,OKwr_S23678,01/01/2021,12/31/2021
OKwr_S11937,OKwr_S23515,01/01/2021,12/31/2021
OKwr_S11937,OKwr_S23677,01/01/2021,12/31/2021
OKwr_S11937,OKwr_S23512,01/01/2021,12/31/2021
OKwr_S11210,OKwr_S25985,01/01/2021,12/31/2021
OKwr_S11567,OKwr_S25900,01/01/2021,12/31/2021
OKwr_S11567,OKwr_S25901,01/01/2021,12/31/2021
OKwr_S11567,OKwr_S25780,01/01/2021,12/31/2021
OKwr_S12675,OKwr_S25417,01/01/2021,12/31/2021
OKwr_S12576,OKwr_S24929,01/01/2021,12/31/2021
OKwr_S12576,OKwr_S24930,01/01/2021,12/31/2021
OKwr_S12575,OKwr_S24929,01/01/2021,12/31/2021
OKwr_S12575,OKwr_S24930,01/01/2021,12/31/2021
OKwr_S11403,OKwr_S24934,01/01/2021,12/31/2021
OKwr_S10809,OKwr_S24931,01/01/2021,12/31/2021
OKwr_S11779,OKwr_S24932,01/01/2021,12/31/2021
OKwr_S11780,OKwr_S24932,01/01/2021,12/31/2021
OKwr_S11952,OKwr_S24941,01/01/2021,12/31/2021
OKwr_S11837,OKwr_S23714,01/01/2021,12/31/2021
OKwr_S11837,OKwr_S23720,01/01/2021,12/31/2021
OKwr_S11837,OKwr_S23724,01/01/2021,12/31/2021
OKwr_S11837,OKwr_S23723,01/01/2021,12/31/2021
OKwr_S11814,OKwr_S24434,01/01/2021,12/31/2021
OKwr_S11126,OKwr_S24441,01/01/2021,12/31/2021
OKwr_S10812,OKwr_S23436,01/01/2021,12/31/2021
OKwr_S12737,OKwr_S24936,01/01/2021,12/31/2021
OKwr_S11360,OKwr_S25769,01/01/2021,12/31/2021
OKwr_S11360,OKwr_S25770,01/01/2021,12/31/2021
OKwr_S11360,OKwr_S25771,01/01/2021,12/31/2021
OKwr_S11360,OKwr_S25765,01/01/2021,12/31/2021
OKwr_S11360,OKwr_S25772,01/01/2021,12/31/2021
OKwr_S11362,OKwr_S25769,01/01/2021,12/31/2021
OKwr_S11362,OKwr_S25770,01/01/2021,12/31/2021
OKwr_S11362,OKwr_S25771,01/01/2021,12/31/2021
OKwr_S11362,OKwr_S25765,01/01/2021,12/31/2021
OKwr_S11362,OKwr_S25772,01/01/2021,12/31/2021
OKwr_S11363,OKwr_S25769,01/01/2021,12/31/2021
OKwr_S11363,OKwr_S25770,01/01/2021,12/31/2021
OKwr_S11363,OKwr_S25771,01/01/2021,12/31/2021
OKwr_S11363,OKwr_S25765,01/01/2021,12/31/2021
OKwr_S11363,OKwr_S25772,01/01/2021,12/31/2021
OKwr_S11359,OKwr_S25769,01/01/2021,12/31/2021
OKwr_S11359,OKwr_S25770,01/01/2021,12/31/2021
OKwr_S11359,OKwr_S25771,01/01/2021,12/31/2021
OKwr_S11359,OKwr_S25765,01/01/2021,12/31/2021
OKwr_S11359,OKwr_S25772,01/01/2021,12/31/2021
OKwr_S11364,OKwr_S25769,01/01/2021,12/31/2021
OKwr_S11364,OKwr_S25770,01/01/2021,12/31/2021
OKwr_S11364,OKwr_S25771,01/01/2021,12/31/2021
OKwr_S11364,OKwr_S25765,01/01/2021,12/31/2021
OKwr_S11364,OKwr_S25772,01/01/2021,12/31/2021
OKwr_S11440,OKwr_S22759,01/01/2021,12/31/2021
OKwr_S11732,OKwr_S22957,01/01/2021,12/31/2021
OKwr_S11732,OKwr_S22955,01/01/2021,12/31/2021
OKwr_S11177,OKwr_S24814,01/01/2021,12/31/2021
OKwr_S11124,OKwr_S25101,01/01/2021,12/31/2021
OKwr_S12613,OKwr_S22983,01/01/2021,12/31/2021
OKwr_S11680,OKwr_S22953,01/01/2021,12/31/2021
OKwr_S13828,OKwr_S22789,01/01/2021,12/31/2021
OKwr_S10887,OKwr_S23864,01/01/2021,12/31/2021
OKwr_S10887,OKwr_S23865,01/01/2021,12/31/2021
OKwr_S11049,OKwr_S22770,01/01/2021,12/31/2021
OKwr_S12639,OKwr_S24326,01/01/2021,12/31/2021
OKwr_S12639,OKwr_S24327,01/01/2021,12/31/2021
OKwr_S12713,OKwr_S24160,01/01/2021,12/31/2021
OKwr_S12713,OKwr_S24159,01/01/2021,12/31/2021
OKwr_S12715,OKwr_S24160,01/01/2021,12/31/2021
OKwr_S12715,OKwr_S24159,01/01/2021,12/31/2021
OKwr_S11160,OKwr_S22775,01/01/2021,12/31/2021
OKwr_S11159,OKwr_S22775,01/01/2021,12/31/2021
OKwr_S11660,OKwr_S24054,01/01/2021,12/31/2021
OKwr_S11660,OKwr_S24053,01/01/2021,12/31/2021
OKwr_S11660,OKwr_S24055,01/01/2021,12/31/2021
OKwr_S11660,OKwr_S24067,01/01/2021,12/31/2021
OKwr_S11660,OKwr_S24060,01/01/2021,12/31/2021
OKwr_S11660,OKwr_S24056,01/01/2021,12/31/2021
OKwr_S11660,OKwr_S24057,01/01/2021,12/31/2021
OKwr_S11663,OKwr_S24054,01/01/2021,12/31/2021
OKwr_S11663,OKwr_S24053,01/01/2021,12/31/2021
OKwr_S11663,OKwr_S24055,01/01/2021,12/31/2021
OKwr_S11663,OKwr_S24067,01/01/2021,12/31/2021
OKwr_S11663,OKwr_S24060,01/01/2021,12/31/2021
OKwr_S11663,OKwr_S24056,01/01/2021,12/31/2021
OKwr_S11663,OKwr_S24057,01/01/2021,12/31/2021
OKwr_S11659,OKwr_S24054,01/01/2021,12/31/2021
OKwr_S11659,OKwr_S24053,01/01/2021,12/31/2021
OKwr_S11659,OKwr_S24055,01/01/2021,12/31/2021
OKwr_S11659,OKwr_S24067,01/01/2021,12/31/2021
OKwr_S11659,OKwr_S24060,01/01/2021,12/31/2021
OKwr_S11659,OKwr_S24056,01/01/2021,12/31/2021
OKwr_S11659,OKwr_S24057,01/01/2021,12/31/2021
