SystemID_Year_ID,System Name,System ID,Year,Source ID,Source Name,Source Status,Lat NAD83,Lon NAD83,Source Type,Diversion Type,Total
10002006,Leeds Domestic Water Users Association,1000,2006,10000001,Oak Grove Spring (WS001),Active,37.30907717,-113.4294115,Spring,Withdrawal,8.092556
10002006,Leeds Domestic Water Users Association,1000,2006,10000002,Leeds Well (WS002),Active,37.26701434,-113.3630602,Well,Withdrawal,0.435378
10002007,Leeds Domestic Water Users Association,1000,2007,10000001,Oak Grove Spring (WS001),Active,37.30907717,-113.4294115,Spring,Withdrawal,158.6336455
10002007,Leeds Domestic Water Users Association,1000,2007,10000002,Leeds Well (WS002),Active,37.26701434,-113.3630602,Well,Withdrawal,224.2770588
10002008,Leeds Domestic Water Users Association,1000,2008,10000001,Oak Grove Spring (WS001),Active,37.30907717,-113.4294115,Spring,Withdrawal,177.9960104
10002008,Leeds Domestic Water Users Association,1000,2008,10000002,Leeds Well (WS002),Active,37.26701434,-113.3630602,Well,Withdrawal,65.21951818
10002008,Leeds Domestic Water Users Association,1000,2008,108540479,"El Dorado Hills Well (8 in, 335 ft deep)",Inactive,37.26580872,-113.3515934,Well,Withdrawal,0
10002009,Leeds Domestic Water Users Association,1000,2009,10000001,Oak Grove Spring (WS001),Active,37.30907717,-113.4294115,Spring,Withdrawal,160.3036673
10002009,Leeds Domestic Water Users Association,1000,2009,10000002,Leeds Well (WS002),Active,37.26701434,-113.3630602,Well,Withdrawal,76.25287709
10002009,Leeds Domestic Water Users Association,1000,2009,108540479,"El Dorado Hills Well (8 in, 335 ft deep)",Inactive,37.26580872,-113.3515934,Well,Withdrawal,0
10002010,Leeds Domestic Water Users Association,1000,2010,10000001,Oak Grove Spring (WS001),Active,37.30907717,-113.4294115,Spring,Withdrawal,182.2743594
10002010,Leeds Domestic Water Users Association,1000,2010,10000002,Leeds Well (WS002),Active,37.26701434,-113.3630602,Well,Withdrawal,41.00352923
10002010,Leeds Domestic Water Users Association,1000,2010,108540479,"El Dorado Hills Well (8 in, 335 ft deep)",Inactive,37.26580872,-113.3515934,Well,Withdrawal,0
10002011,Leeds Domestic Water Users Association,1000,2011,10000001,Oak Grove Spring (WS001),Active,37.30907717,-113.4294115,Spring,Withdrawal,154.8662844
10002011,Leeds Domestic Water Users Association,1000,2011,10000002,Leeds Well (WS002),Active,37.26701434,-113.3630602,Well,Withdrawal,56.27441954
10002012,Leeds Domestic Water Users Association,1000,2012,10000001,Oak Grove Spring (WS001),Active,37.30907717,-113.4294115,Spring,Withdrawal,180.6022464
10002012,Leeds Domestic Water Users Association,1000,2012,10000002,Leeds Well (WS002),Active,37.26701434,-113.3630602,Well,Withdrawal,181.905908
10002013,Leeds Domestic Water Users Association,1000,2013,10000001,Oak Grove Spring (WS001),Active,37.30907717,-113.4294115,Spring,Withdrawal,104.8729482
10002013,Leeds Domestic Water Users Association,1000,2013,108540479,"El Dorado Hills Well (8 in, 335 ft deep)",Inactive,37.26580872,-113.3515934,Well,Withdrawal,0
10002014,Leeds Domestic Water Users Association,1000,2014,10000001,Oak Grove Spring (WS001),Active,37.30907717,-113.4294115,Spring,Withdrawal,104.8729482
10002014,Leeds Domestic Water Users Association,1000,2014,108540479,"El Dorado Hills Well (8 in, 335 ft deep)",Inactive,37.26580872,-113.3515934,Well,Withdrawal,85.84587191
10002015,Leeds Domestic Water Users Association,1000,2015,10000001,Oak Grove Spring (WS001),Active,37.30907717,-113.4294115,Spring,Withdrawal,354.9982902
10002015,Leeds Domestic Water Users Association,1000,2015,10000002,Leeds Well (WS002),Active,37.26701434,-113.3630602,Well,Withdrawal,273.7566639
10002015,Leeds Domestic Water Users Association,1000,2015,108540479,"El Dorado Hills Well (8 in, 335 ft deep)",Inactive,37.26580872,-113.3515934,Well,Withdrawal,0
10002016,Leeds Domestic Water Users Association,1000,2016,10000001,Oak Grove Spring (WS001),Active,37.30907717,-113.4294115,Spring,Withdrawal,90.18312465
10002016,Leeds Domestic Water Users Association,1000,2016,10000002,Leeds Well (WS002),Active,37.26701434,-113.3630602,Well,Withdrawal,109.0128718
10002017,Leeds Domestic Water Users Association,1000,2017,10000001,Oak Grove Spring (WS001),Active,37.30907717,-113.4294115,Spring,Withdrawal,90.40653935
10002017,Leeds Domestic Water Users Association,1000,2017,10000002,Leeds Well (WS002),Active,37.26701434,-113.3630602,Well,Withdrawal,115.3519571
10002018,Leeds Domestic Water Users Association,1000,2018,10000001,Oak Grove Spring (WS001),Active,37.30907717,-113.4294115,Spring,Withdrawal,91.14721433
10002018,Leeds Domestic Water Users Association,1000,2018,10000002,Leeds Well (WS002),Active,37.26701434,-113.3630602,Well,Withdrawal,131.5010653
10002019,Leeds Domestic Water Users Association,1000,2019,10000001,Oak Grove Spring (WS001),Active,37.30907717,-113.4294115,Spring,Withdrawal,103.0193428
10002019,Leeds Domestic Water Users Association,1000,2019,10000002,Leeds Well (WS002),Active,37.26701434,-113.3630602,Well,Withdrawal,156.8708303
1000,Leeds Domestic Water Users Association,1000,,108540479,"El Dorado Hills Well (8 in, 335 ft deep)",Inactive,37.26580872,-113.3515934,Well,Withdrawal,
10011979,Riverdale City,1001,1979,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,441.33001
10011979,Riverdale City,1001,1979,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,441.32964
10011980,Riverdale City,1001,1980,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,570
10011980,Riverdale City,1001,1980,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,807.00022
10011981,Riverdale City,1001,1981,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,587.3
10011981,Riverdale City,1001,1981,10010002,Golf Well (6`),Inactive,41.16461496,-112.0052749,Well,Withdrawal,28.72
10011981,Riverdale City,1001,1981,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,587.29929
10011982,Riverdale City,1001,1982,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,788.83005
10011982,Riverdale City,1001,1982,10010002,Golf Well (6`),Inactive,41.16461496,-112.0052749,Well,Withdrawal,83.57
10011982,Riverdale City,1001,1982,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,684.35005
10011983,Riverdale City,1001,1983,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,612.73999
10011983,Riverdale City,1001,1983,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,743.29005
10011984,Riverdale City,1001,1984,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,701.17004
10011984,Riverdale City,1001,1984,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,814.36008
10011985,Riverdale City,1001,1985,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,891.51001
10011985,Riverdale City,1001,1985,10010002,Golf Well (6`),Inactive,41.16461496,-112.0052749,Well,Withdrawal,104.95
10011985,Riverdale City,1001,1985,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,817.06003
10011986,Riverdale City,1001,1986,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,946.44005
10011986,Riverdale City,1001,1986,10010002,Golf Well (6`),Inactive,41.16461496,-112.0052749,Well,Withdrawal,54.31
10011986,Riverdale City,1001,1986,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,809.58003
10011987,Riverdale City,1001,1987,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1021.06004
10011987,Riverdale City,1001,1987,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,821.19004
10011988,Riverdale City,1001,1988,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1108.26005
10011988,Riverdale City,1001,1988,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,971.33002
10011989,Riverdale City,1001,1989,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,871.68003
10011989,Riverdale City,1001,1989,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,793.38003
10011990,Riverdale City,1001,1990,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1010.47005
10011990,Riverdale City,1001,1990,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,808.61002
10011991,Riverdale City,1001,1991,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,989.24006
10011991,Riverdale City,1001,1991,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,805.66005
10011991,Riverdale City,1001,1991,10010004,Well No. 2 (Roy Well),Inactive,41.16574758,-112.0187114,Well,Withdrawal,42.14
10011992,Riverdale City,1001,1992,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,736.91002
10011992,Riverdale City,1001,1992,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,821.37004
10011992,Riverdale City,1001,1992,10010004,Well No. 2 (Roy Well),Inactive,41.16574758,-112.0187114,Well,Withdrawal,304.38002
10011993,Riverdale City,1001,1993,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,531.68004
10011993,Riverdale City,1001,1993,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,799.00004
10011994,Riverdale City,1001,1994,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1315.56008
10011994,Riverdale City,1001,1994,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,772.00003
10011995,Riverdale City,1001,1995,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1135.59006
10011995,Riverdale City,1001,1995,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,789.73004
10011996,Riverdale City,1001,1996,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1333.09009
10011996,Riverdale City,1001,1996,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,792.42004
10011997,Riverdale City,1001,1997,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1211.68007
10011997,Riverdale City,1001,1997,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,852.96002
10011997,Riverdale City,1001,1997,10010004,Well No. 2 (Roy Well),Inactive,41.16574758,-112.0187114,Well,Withdrawal,0
10011998,Riverdale City,1001,1998,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1198.04002
10011998,Riverdale City,1001,1998,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,811.73003
10011998,Riverdale City,1001,1998,10010004,Well No. 2 (Roy Well),Inactive,41.16574758,-112.0187114,Well,Withdrawal,0
10011999,Riverdale City,1001,1999,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1333.92005
10011999,Riverdale City,1001,1999,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,929.77004
10011999,Riverdale City,1001,1999,10010004,Well No. 2 (Roy Well),Inactive,41.16574758,-112.0187114,Well,Withdrawal,0
10012000,Riverdale City,1001,2000,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1560.05005
10012000,Riverdale City,1001,2000,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,926.44004
10012000,Riverdale City,1001,2000,10010004,Well No. 2 (Roy Well),Inactive,41.16574758,-112.0187114,Well,Withdrawal,0
10012001,Riverdale City,1001,2001,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1283.41
10012001,Riverdale City,1001,2001,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,899.59
10012001,Riverdale City,1001,2001,10010004,Well No. 2 (Roy Well),Inactive,41.16574758,-112.0187114,Well,Withdrawal,284.41
10012002,Riverdale City,1001,2002,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1133.18
10012002,Riverdale City,1001,2002,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,1096.35
10012002,Riverdale City,1001,2002,10010004,Well No. 2 (Roy Well),Inactive,41.16574758,-112.0187114,Well,Withdrawal,75.4
10012003,Riverdale City,1001,2003,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1154.76
10012003,Riverdale City,1001,2003,10010002,Golf Well (6`),Inactive,41.16461496,-112.0052749,Well,Withdrawal,0
10012003,Riverdale City,1001,2003,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,1160.83
10012003,Riverdale City,1001,2003,10010004,Well No. 2 (Roy Well),Inactive,41.16574758,-112.0187114,Well,Withdrawal,7.6
10012004,Riverdale City,1001,2004,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1245.74
10012004,Riverdale City,1001,2004,10010002,Golf Well (6`),Inactive,41.16461496,-112.0052749,Well,Withdrawal,0
10012004,Riverdale City,1001,2004,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,1050.79
10012004,Riverdale City,1001,2004,10010004,Well No. 2 (Roy Well),Inactive,41.16574758,-112.0187114,Well,Withdrawal,0
10012005,Riverdale City,1001,2005,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1144.04
10012005,Riverdale City,1001,2005,10010002,Golf Well (6`),Inactive,41.16461496,-112.0052749,Well,Withdrawal,0
10012005,Riverdale City,1001,2005,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,1088.99
10012005,Riverdale City,1001,2005,10010004,Well No. 2 (Roy Well),Inactive,41.16574758,-112.0187114,Well,Withdrawal,0
10012006,Riverdale City,1001,2006,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1442.55
10012006,Riverdale City,1001,2006,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,1029.2
10012007,Riverdale City,1001,2007,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1516.47
10012007,Riverdale City,1001,2007,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,1162.82
10012008,Riverdale City,1001,2008,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1505.4
10012008,Riverdale City,1001,2008,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,1038.06
10012009,Riverdale City,1001,2009,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1275.52
10012009,Riverdale City,1001,2009,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,914.59
10012010,Riverdale City,1001,2010,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1368.6
10012010,Riverdale City,1001,2010,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,1019.99
10012013,Riverdale City,1001,2013,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1415.33
10012013,Riverdale City,1001,2013,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,776.11
10012014,Riverdale City,1001,2014,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1010.36
10012014,Riverdale City,1001,2014,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,888.59
10012015,Riverdale City,1001,2015,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,879.62
10012015,Riverdale City,1001,2015,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,902.86
10012016,Riverdale City,1001,2016,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,859.4
10012016,Riverdale City,1001,2016,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,1240.89
10012017,Riverdale City,1001,2017,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1139.26
10012017,Riverdale City,1001,2017,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,942.85
10012018,Riverdale City,1001,2018,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1251.75
10012018,Riverdale City,1001,2018,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,1132.5
10012019,Riverdale City,1001,2019,10010001,5190S 1050W #1 Well (WS003),Active,41.16995949,-112.0056344,Well,Withdrawal,1259
10012019,Riverdale City,1001,2019,10010003,Purchased from Weber Basin WCD (WS002),Active,,,,Transfer In,1180
1001,Riverdale City,1001,,10010002,Golf Well (6`),Inactive,41.16461496,-112.0052749,Well,Withdrawal,
1001,Riverdale City,1001,,10010004,Well No. 2 (Roy Well),Inactive,41.16574758,-112.0187114,Well,Withdrawal,
10022007,South Monroe Culinary Water,1002,2007,10020001,Monroe Well,Inactive,38.62130748,-112.1210713,Well,Withdrawal,0
10022016,South Monroe Culinary Water,1002,2016,108544347,Purchased from Monroe City (WS001),Active,0,0,,Transfer In,51.49279251
10022017,South Monroe Culinary Water,1002,2017,108544347,Purchased from Monroe City (WS001),Active,0,0,,Transfer In,51.92550505
10022018,South Monroe Culinary Water,1002,2018,108544347,Purchased from Monroe City (WS001),Active,0,0,,Transfer In,53.48319348
10022019,South Monroe Culinary Water,1002,2019,108544347,Purchased from Monroe City (WS001),Active,0,0,,Transfer In,48.21522517
1002,South Monroe Culinary Water,1002,,10020001,Monroe Well,Inactive,38.62130748,-112.1210713,Well,Withdrawal,
10031979,Fillmore Municipal Water System,1003,1979,10030001,FC Well #2 (16`)  402` (WS003),Active,38.96438539,-112.3810406,Well,Withdrawal,26.79935
10031979,Fillmore Municipal Water System,1003,1979,10030002,"FC Well #3 (16`) 410` #2, #3 (WS004)",Active,38.96435631,-112.3793198,Well,Withdrawal,174.93851
10031979,Fillmore Municipal Water System,1003,1979,10030003,Watercress Spring (WS001),Active,38.94520566,-112.2572118,Spring,Withdrawal,705.03289
10031980,Fillmore Municipal Water System,1003,1980,10030001,FC Well #2 (16`)  402` (WS003),Active,38.96438539,-112.3810406,Well,Withdrawal,33.45316
10031980,Fillmore Municipal Water System,1003,1980,10030002,"FC Well #3 (16`) 410` #2, #3 (WS004)",Active,38.96435631,-112.3793198,Well,Withdrawal,69.36158
10031980,Fillmore Municipal Water System,1003,1980,10030003,Watercress Spring (WS001),Active,38.94520566,-112.2572118,Spring,Withdrawal,594.17707
10031981,Fillmore Municipal Water System,1003,1981,10030001,FC Well #2 (16`)  402` (WS003),Active,38.96438539,-112.3810406,Well,Withdrawal,38.36371
10031981,Fillmore Municipal Water System,1003,1981,10030002,"FC Well #3 (16`) 410` #2, #3 (WS004)",Active,38.96435631,-112.3793198,Well,Withdrawal,62.91648
10031981,Fillmore Municipal Water System,1003,1981,10030003,Watercress Spring (WS001),Active,38.94520566,-112.2572118,Spring,Withdrawal,529.41915
10031982,Fillmore Municipal Water System,1003,1982,10030001,FC Well #2 (16`)  402` (WS003),Active,38.96438539,-112.3810406,Well,Withdrawal,38.36371
10031982,Fillmore Municipal Water System,1003,1982,10030002,"FC Well #3 (16`) 410` #2, #3 (WS004)",Active,38.96435631,-112.3793198,Well,Withdrawal,27.62187
10031982,Fillmore Municipal Water System,1003,1982,10030003,Watercress Spring (WS001),Active,38.94520566,-112.2572118,Spring,Withdrawal,529.41915
10031983,Fillmore Municipal Water System,1003,1983,10030001,FC Well #2 (16`)  402` (WS003),Active,38.96438539,-112.3810406,Well,Withdrawal,12.2764
10031983,Fillmore Municipal Water System,1003,1983,10030002,"FC Well #3 (16`) 410` #2, #3 (WS004)",Active,38.96435631,-112.3793198,Well,Withdrawal,411.25894
10031983,Fillmore Municipal Water System,1003,1983,10030003,Watercress Spring (WS001),Active,38.94520566,-112.2572118,Spring,Withdrawal,144.24753
10031984,Fillmore Municipal Water System,1003,1984,10030001,FC Well #2 (16`)  402` (WS003),Active,38.96438539,-112.3810406,Well,Withdrawal,46.03645
10031984,Fillmore Municipal Water System,1003,1984,10030002,"FC Well #3 (16`) 410` #2, #3 (WS004)",Active,38.96435631,-112.3793198,Well,Withdrawal,297.70236
10031984,Fillmore Municipal Water System,1003,1984,10030003,Watercress Spring (WS001),Active,38.94520566,-112.2572118,Spring,Withdrawal,484.91729
10031985,Fillmore Municipal Water System,1003,1985,10030001,FC Well #2 (16`)  402` (WS003),Active,38.96438539,-112.3810406,Well,Withdrawal,92.07291
10031985,Fillmore Municipal Water System,1003,1985,10030002,"FC Well #3 (16`) 410` #2, #3 (WS004)",Active,38.96435631,-112.3793198,Well,Withdrawal,257.80412
10031985,Fillmore Municipal Water System,1003,1985,10030003,Watercress Spring (WS001),Active,38.94520566,-112.2572118,Spring,Withdrawal,681.33948
10031986,Fillmore Municipal Water System,1003,1986,10030001,FC Well #2 (16`)  402` (WS003),Active,38.96438539,-112.3810406,Well,Withdrawal,70.58923
10031986,Fillmore Municipal Water System,1003,1986,10030002,"FC Well #3 (16`) 410` #2, #3 (WS004)",Active,38.96435631,-112.3793198,Well,Withdrawal,282.3569
10031986,Fillmore Municipal Water System,1003,1986,10030003,Watercress Spring (WS001),Active,38.94520566,-112.2572118,Spring,Withdrawal,672.13218
10031987,Fillmore Municipal Water System,1003,1987,10030001,FC Well #2 (16`)  402` (WS003),Active,38.96438539,-112.3810406,Well,Withdrawal,92.07291
10031987,Fillmore Municipal Water System,1003,1987,10030002,"FC Well #3 (16`) 410` #2, #3 (WS004)",Active,38.96435631,-112.3793198,Well,Withdrawal,337.60062
10031987,Fillmore Municipal Water System,1003,1987,10030003,Watercress Spring (WS001),Active,38.94520566,-112.2572118,Spring,Withdrawal,675.20128
10031988,Fillmore Municipal Water System,1003,1988,10030001,FC Well #2 (16`)  402` (WS003),Active,38.96438539,-112.3810406,Well,Withdrawal,7.67275
10031988,Fillmore Municipal Water System,1003,1988,10030002,"FC Well #3 (16`) 410` #2, #3 (WS004)",Active,38.96435631,-112.3793198,Well,Withdrawal,357.54974
10031988,Fillmore Municipal Water System,1003,1988,10030003,Watercress Spring (WS001),Active,38.94520566,-112.2572118,Spring,Withdrawal,675.20128
