RegulatoryOverlayUUID,OversightAgency,RegulatoryDescription,RegulatoryName,RegulatoryOverlayNativeID,RegulatoryStatusCV,RegulatoryStatute,RegulatoryStatuteLink,StatutoryEffectiveDate,StatutoryEndDate,RegulatoryOverlayTypeCV,WaterSourceTypeCV
NMre_RO107,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Hector Valdez,WaDENM_RE107,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO108,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Victor Onsurez,WaDENM_RE108,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO109,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Corina Urquidez,WaDENM_RE109,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO110,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Henry McDonald,WaDENM_RE110,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO111,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Don Kidd,WaDENM_RE111,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO112,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Gary and Linda Kirkes,WaDENM_RE112,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO113,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Marvin Bramblett,WaDENM_RE113,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO114,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Timothy Pollard,WaDENM_RE114,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO115,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Lamb A,WaDENM_RE115,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO116,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Lamb B,WaDENM_RE116,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO117,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",David & Sandra T. Borges,WaDENM_RE117,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO118,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Bramblett Family Trust,WaDENM_RE118,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO119,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Carter Farms,WaDENM_RE119,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO120,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Gossett/Witt,WaDENM_RE120,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO121,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Gomez All,WaDENM_RE121,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO122,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Gray,WaDENM_RE122,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO123,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Harper,WaDENM_RE123,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO124,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Kennard,WaDENM_RE124,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO125,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Langenegger,WaDENM_RE125,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO126,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Needham,WaDENM_RE126,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO127,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Robinson,WaDENM_RE127,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO128,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Roxie Williams,WaDENM_RE128,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO129,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Williams Linville,WaDENM_RE129,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO130,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.","RCMA, LLC",WaDENM_RE130,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO131,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Vandivier,WaDENM_RE131,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO132,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Wilson Excluded West,WaDENM_RE132,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO133,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",Wilson Excluded East,WaDENM_RE133,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO134,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",John D. & Nan E. Clayton,WaDENM_RE134,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO135,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",NMISC,WaDENM_RE135,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO136,Interstate Stream Commission,"Land sold pursuant to this section shall be subject to deed restrictions to ensure that no new water development or use, including the drilling of domestic wells.",NEW MEXICO INTERSTATE STREAM COMMISSION,WaDENM_RE136,Active,,,2/27/2008 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO137,Office of the State Enginer,"Conservation of water, and public welfare",Mimbres Closed Area,WaDENM_RE137,Active,,,5/20/2011 0:00,,Special Condition Water Right,Surface and Groundwater
NMre_RO138,Office of the State Engineer,Closed to filing of appropriations under 72-12-3 NMSA 1978,Sandia Underground Basin,WaDENM_RE138,Active,,,3/12/2021 0:00,,Special Condition Water Right,Surface and Groundwater
