ORGANIZATION_ID,REPORT_ID,REPORTING_UNIT_ID,BENEFICIAL_USE_ID,SUMMARY_SEQ,ROW_SEQ,AMOUNT,CONSUMPTIVE_INDICATOR,METHOD_ID,START_DATE,END_DATE
TWDB,2000,13,8,1,1,4450,N,1,1-Jan,31-Dec
TWDB,2000,1,8,1,1,0,N,1,1-Jan,31-Dec
TWDB,2000,14,8,1,1,19405,N,1,1-Jan,31-Dec
TWDB,2000,15,8,1,1,818,N,1,1-Jan,31-Dec
TWDB,2000,4,8,1,1,9,N,1,1-Jan,31-Dec
TWDB,2000,18,8,1,1,313,N,1,1-Jan,31-Dec
TWDB,2000,16,8,1,1,0,N,1,1-Jan,31-Dec
TWDB,2000,17,8,1,1,0,N,1,1-Jan,31-Dec
TWDB,2000,6,8,1,1,0,N,1,1-Jan,31-Dec
TWDB,2000,7,8,1,1,948,N,1,1-Jan,31-Dec
TWDB,2000,21,8,1,1,589,N,1,1-Jan,31-Dec
TWDB,2000,22,8,1,1,1283,N,1,1-Jan,31-Dec
TWDB,2000,2,8,1,1,83,N,1,1-Jan,31-Dec
TWDB,2000,23,8,1,1,179,N,1,1-Jan,31-Dec
TWDB,2000,5,8,1,1,399,N,1,1-Jan,31-Dec
TWDB,2000,19,8,1,1,1346,N,1,1-Jan,31-Dec
TWDB,2000,20,8,1,1,0,N,1,1-Jan,31-Dec
TWDB,2000,10,8,1,1,1137,N,1,1-Jan,31-Dec
TWDB,2000,11,8,1,1,3984,N,1,1-Jan,31-Dec
TWDB,2000,3,8,1,1,2,N,1,1-Jan,31-Dec
TWDB,2000,8,8,1,1,15838,N,1,1-Jan,31-Dec
TWDB,2000,9,8,1,1,1792,N,1,1-Jan,31-Dec
TWDB,2000,12,10,1,1,19415,N,1,1-Jan,31-Dec
TWDB,2000,13,10,1,1,0,N,1,1-Jan,31-Dec
TWDB,2000,1,10,1,1,4042,N,1,1-Jan,31-Dec
TWDB,2000,14,10,1,1,1343,N,1,1-Jan,31-Dec
TWDB,2000,15,10,1,1,62,N,1,1-Jan,31-Dec
TWDB,2000,4,10,1,1,106,N,1,1-Jan,31-Dec
TWDB,2000,18,10,1,1,2689,N,1,1-Jan,31-Dec
TWDB,2000,16,10,1,1,0,N,1,1-Jan,31-Dec
TWDB,2000,17,10,1,1,0,N,1,1-Jan,31-Dec
TWDB,2000,6,10,1,1,132,N,1,1-Jan,31-Dec
TWDB,2000,7,10,1,1,0,N,1,1-Jan,31-Dec
TWDB,2000,21,10,1,1,7706,N,1,1-Jan,31-Dec
TWDB,2000,22,10,1,1,1943,N,1,1-Jan,31-Dec
TWDB,2000,2,10,1,1,503,N,1,1-Jan,31-Dec
TWDB,2000,23,10,1,1,10188,N,1,1-Jan,31-Dec
TWDB,2000,5,10,1,1,1339,N,1,1-Jan,31-Dec
TWDB,2000,19,10,1,1,2314,N,1,1-Jan,31-Dec
TWDB,2000,20,10,1,1,0,N,1,1-Jan,31-Dec
TWDB,2000,10,10,1,1,6974,N,1,1-Jan,31-Dec
TWDB,2000,11,10,1,1,11,N,1,1-Jan,31-Dec
TWDB,2000,3,10,1,1,1,N,1,1-Jan,31-Dec
TWDB,2000,8,10,1,1,816,N,1,1-Jan,31-Dec
TWDB,2000,9,10,1,1,51,N,1,1-Jan,31-Dec
TWDB,2000,12,11,1,1,128901,N,1,1-Jan,31-Dec
TWDB,2000,13,11,1,1,0,N,1,1-Jan,31-Dec
TWDB,2000,1,11,1,1,3662,N,1,1-Jan,31-Dec
TWDB,2000,14,11,1,1,85378,N,1,1-Jan,31-Dec
TWDB,2000,15,11,1,1,0,N,1,1-Jan,31-Dec
TWDB,2000,4,11,1,1,47113,N,1,1-Jan,31-Dec
TWDB,2000,18,11,1,1,47479,N,1,1-Jan,31-Dec
TWDB,2000,16,11,1,1,0,N,1,1-Jan,31-Dec
TWDB,2000,17,11,1,1,0,N,1,1-Jan,31-Dec
TWDB,2000,6,11,1,1,2371,N,1,1-Jan,31-Dec
TWDB,2000,7,11,1,1,0,N,1,1-Jan,31-Dec
TWDB,2000,21,11,1,1,3354,N,1,1-Jan,31-Dec
TWDB,2000,22,11,1,1,2042,N,1,1-Jan,31-Dec
TWDB,2000,2,11,1,1,11794,N,1,1-Jan,31-Dec
TWDB,2000,23,11,1,1,1997,N,1,1-Jan,31-Dec
TWDB,2000,5,11,1,1,47365,N,1,1-Jan,31-Dec
TWDB,2000,19,11,1,1,24057,N,1,1-Jan,31-Dec
TWDB,2000,20,11,1,1,0,N,1,1-Jan,31-Dec
TWDB,2000,10,11,1,1,8470,N,1,1-Jan,31-Dec
TWDB,2000,11,11,1,1,1850,N,1,1-Jan,31-Dec
TWDB,2000,3,11,1,1,161,N,1,1-Jan,31-Dec
TWDB,2000,8,11,1,1,31604,N,1,1-Jan,31-Dec
TWDB,2000,9,11,1,1,744,N,1,1-Jan,31-Dec
TWDB,2000,12,1,1,1,2711021,N,1,1-Jan,31-Dec
TWDB,2000,13,1,1,1,70159,N,1,1-Jan,31-Dec
TWDB,2000,1,1,1,1,1950566,N,1,1-Jan,31-Dec
TWDB,2000,14,1,1,1,1158725,N,1,1-Jan,31-Dec
TWDB,2000,15,1,1,1,30581,N,1,1-Jan,31-Dec
TWDB,2000,4,1,1,1,17,N,1,1-Jan,31-Dec
TWDB,2000,18,1,1,1,3269,N,1,1-Jan,31-Dec
TWDB,2000,16,1,1,1,103232,N,1,1-Jan,31-Dec
TWDB,2000,17,1,1,1,9976,N,1,1-Jan,31-Dec
TWDB,2000,6,1,1,1,4045,N,1,1-Jan,31-Dec
TWDB,2000,7,1,1,1,0,N,1,1-Jan,31-Dec
TWDB,2000,21,1,1,1,299322,N,1,1-Jan,31-Dec
TWDB,2000,22,1,1,1,18043,N,1,1-Jan,31-Dec
TWDB,2000,2,1,1,1,1117813,N,1,1-Jan,31-Dec
TWDB,2000,23,1,1,1,408566,N,1,1-Jan,31-Dec
TWDB,2000,5,1,1,1,609,N,1,1-Jan,31-Dec
TWDB,2000,19,1,1,1,28674,N,1,1-Jan,31-Dec
TWDB,2000,20,1,1,1,7795,N,1,1-Jan,31-Dec
TWDB,2000,10,1,1,1,21462,N,1,1-Jan,31-Dec
TWDB,2000,11,1,1,1,4077,N,1,1-Jan,31-Dec
TWDB,2000,3,1,1,1,86,N,1,1-Jan,31-Dec
TWDB,2000,8,1,1,1,8995,N,1,1-Jan,31-Dec
TWDB,2000,9,1,1,1,3362,N,1,1-Jan,31-Dec
TWDB,2000,12,2,1,1,93492,N,1,1-Jan,31-Dec
TWDB,2000,13,2,1,1,193684,N,1,1-Jan,31-Dec
TWDB,2000,1,2,1,1,1642,N,1,1-Jan,31-Dec
TWDB,2000,14,2,1,1,76549,N,1,1-Jan,31-Dec
TWDB,2000,15,2,1,1,68885,N,1,1-Jan,31-Dec
TWDB,2000,4,2,1,1,364,N,1,1-Jan,31-Dec
TWDB,2000,18,2,1,1,4032,N,1,1-Jan,31-Dec
TWDB,2000,16,2,1,1,77340,N,1,1-Jan,31-Dec
TWDB,2000,17,2,1,1,8077,N,1,1-Jan,31-Dec
TWDB,2000,6,2,1,1,9347,N,1,1-Jan,31-Dec
TWDB,2000,7,2,1,1,63993,N,1,1-Jan,31-Dec
TWDB,2000,21,2,1,1,31427,N,1,1-Jan,31-Dec
TWDB,2000,22,2,1,1,516586,N,1,1-Jan,31-Dec
TWDB,2000,2,2,1,1,35811,N,1,1-Jan,31-Dec
TWDB,2000,23,2,1,1,441121,N,1,1-Jan,31-Dec
TWDB,2000,5,2,1,1,2633,N,1,1-Jan,31-Dec
TWDB,2000,19,2,1,1,12119,N,1,1-Jan,31-Dec
TWDB,2000,20,2,1,1,0,N,1,1-Jan,31-Dec
TWDB,2000,10,2,1,1,2905,N,1,1-Jan,31-Dec
TWDB,2000,11,2,1,1,91720,N,1,1-Jan,31-Dec
TWDB,2000,3,2,1,1,4433,N,1,1-Jan,31-Dec
TWDB,2000,8,2,1,1,43426,N,1,1-Jan,31-Dec
TWDB,2000,9,2,1,1,34814,N,1,1-Jan,31-Dec
TWDB,2000,12,4,1,1,31646,N,1,1-Jan,31-Dec
TWDB,2000,13,4,1,1,1141,N,1,1-Jan,31-Dec
TWDB,2000,1,4,1,1,16583,N,1,1-Jan,31-Dec
TWDB,2000,14,4,1,1,12538,N,1,1-Jan,31-Dec
TWDB,2000,15,4,1,1,710,N,1,1-Jan,31-Dec
TWDB,2000,4,4,1,1,2177,N,1,1-Jan,31-Dec
TWDB,2000,18,4,1,1,2054,N,1,1-Jan,31-Dec
TWDB,2000,16,4,1,1,985,N,1,1-Jan,31-Dec
TWDB,2000,17,4,1,1,588,N,1,1-Jan,31-Dec
TWDB,2000,6,4,1,1,4388,N,1,1-Jan,31-Dec
TWDB,2000,7,4,1,1,651,N,1,1-Jan,31-Dec
TWDB,2000,21,4,1,1,3962,N,1,1-Jan,31-Dec
TWDB,2000,22,4,1,1,985,N,1,1-Jan,31-Dec
TWDB,2000,2,4,1,1,17046,N,1,1-Jan,31-Dec
TWDB,2000,23,4,1,1,9604,N,1,1-Jan,31-Dec
TWDB,2000,5,4,1,1,5606,N,1,1-Jan,31-Dec
TWDB,2000,19,4,1,1,802,N,1,1-Jan,31-Dec
TWDB,2000,20,4,1,1,230,N,1,1-Jan,31-Dec
TWDB,2000,10,4,1,1,1578,N,1,1-Jan,31-Dec
TWDB,2000,11,4,1,1,957,N,1,1-Jan,31-Dec
TWDB,2000,3,4,1,1,4002,N,1,1-Jan,31-Dec
TWDB,2000,8,4,1,1,7729,N,1,1-Jan,31-Dec
TWDB,2000,9,4,1,1,135,N,1,1-Jan,31-Dec
TWDB,2000,12,5,1,1,43109,N,1,1-Jan,31-Dec
TWDB,2000,13,5,1,1,1044,N,1,1-Jan,31-Dec
TWDB,2000,1,5,1,1,13227,N,1,1-Jan,31-Dec
TWDB,2000,14,5,1,1,18873,N,1,1-Jan,31-Dec
TWDB,2000,15,5,1,1,474,N,1,1-Jan,31-Dec
TWDB,2000,4,5,1,1,3644,N,1,1-Jan,31-Dec
TWDB,2000,18,5,1,1,10708,N,1,1-Jan,31-Dec
TWDB,2000,16,5,1,1,2879,N,1,1-Jan,31-Dec
TWDB,2000,17,5,1,1,421,N,1,1-Jan,31-Dec
TWDB,2000,6,5,1,1,6856,N,1,1-Jan,31-Dec
TWDB,2000,7,5,1,1,434,N,1,1-Jan,31-Dec
TWDB,2000,21,5,1,1,8093,N,1,1-Jan,31-Dec
TWDB,2000,22,5,1,1,6208,N,1,1-Jan,31-Dec
TWDB,2000,2,5,1,1,23116,N,1,1-Jan,31-Dec
TWDB,2000,23,5,1,1,3229,N,1,1-Jan,31-Dec
TWDB,2000,5,5,1,1,9404,N,1,1-Jan,31-Dec
TWDB,2000,19,5,1,1,4321,N,1,1-Jan,31-Dec
TWDB,2000,20,5,1,1,2067,N,1,1-Jan,31-Dec
TWDB,2000,10,5,1,1,1181,N,1,1-Jan,31-Dec
TWDB,2000,11,5,1,1,604,N,1,1-Jan,31-Dec
TWDB,2000,3,5,1,1,15611,N,1,1-Jan,31-Dec
TWDB,2000,8,5,1,1,15910,N,1,1-Jan,31-Dec
TWDB,2000,9,5,1,1,61,N,1,1-Jan,31-Dec
TWDB,2000,48001,16,1,1,9625,N,1,1-Jan,31-Dec
TWDB,2000,48005,16,1,1,3482,N,1,1-Jan,31-Dec
TWDB,2000,48009,16,1,1,12648,N,1,1-Jan,31-Dec
TWDB,2000,48013,16,1,1,517,N,1,1-Jan,31-Dec
TWDB,2000,48017,16,1,1,76,N,1,1-Jan,31-Dec
TWDB,2000,48021,16,1,1,408,N,1,1-Jan,31-Dec
TWDB,2000,48025,16,1,1,6244,N,1,1-Jan,31-Dec
TWDB,2000,48029,16,1,1,3293,N,1,1-Jan,31-Dec
TWDB,2000,48033,16,1,1,1259,N,1,1-Jan,31-Dec
TWDB,2000,48037,16,1,1,2358,N,1,1-Jan,31-Dec
TWDB,2000,48041,16,1,1,8689,N,1,1-Jan,31-Dec
TWDB,2000,48045,16,1,1,816,N,1,1-Jan,31-Dec
TWDB,2000,48049,16,1,1,2713,N,1,1-Jan,31-Dec
TWDB,2000,48053,16,1,1,2471,N,1,1-Jan,31-Dec
TWDB,2000,48057,16,1,1,236307,N,1,1-Jan,31-Dec
TWDB,2000,48061,16,1,1,982,N,1,1-Jan,31-Dec
TWDB,2000,48065,16,1,1,182,N,1,1-Jan,31-Dec
TWDB,2000,48069,16,1,1,2777,N,1,1-Jan,31-Dec
TWDB,2000,48073,16,1,1,1940,N,1,1-Jan,31-Dec
TWDB,2000,48077,16,1,1,25185,N,1,1-Jan,31-Dec
TWDB,2000,48081,16,1,1,30264,N,1,1-Jan,31-Dec
TWDB,2000,48085,16,1,1,2172,N,1,1-Jan,31-Dec
TWDB,2000,48089,16,1,1,203,N,1,1-Jan,31-Dec
TWDB,2000,48093,16,1,1,1965,N,1,1-Jan,31-Dec
TWDB,2000,48097,16,1,1,281,N,1,1-Jan,31-Dec
TWDB,2000,48101,16,1,1,2716,N,1,1-Jan,31-Dec
TWDB,2000,48105,16,1,1,1990,N,1,1-Jan,31-Dec
TWDB,2000,48109,16,1,1,3964,N,1,1-Jan,31-Dec
TWDB,2000,48113,16,1,1,395,N,1,1-Jan,31-Dec
TWDB,2000,48117,16,1,1,387,N,1,1-Jan,31-Dec
TWDB,2000,48121,16,1,1,1487,N,1,1-Jan,31-Dec
TWDB,2000,48125,16,1,1,983,N,1,1-Jan,31-Dec
TWDB,2000,48129,16,1,1,1324,N,1,1-Jan,31-Dec
TWDB,2000,48133,16,1,1,1008,N,1,1-Jan,31-Dec
TWDB,2000,48137,16,1,1,1601,N,1,1-Jan,31-Dec
TWDB,2000,48141,16,1,1,1567,N,1,1-Jan,31-Dec
TWDB,2000,48145,16,1,1,6796,N,1,1-Jan,31-Dec
TWDB,2000,48149,16,1,1,111,N,1,1-Jan,31-Dec
TWDB,2000,48153,16,1,1,685,N,1,1-Jan,31-Dec
TWDB,2000,48157,16,1,1,802,N,1,1-Jan,31-Dec
TWDB,2000,48161,16,1,1,117,N,1,1-Jan,31-Dec
TWDB,2000,48165,16,1,1,17,N,1,1-Jan,31-Dec
TWDB,2000,48169,16,1,1,3870,N,1,1-Jan,31-Dec
TWDB,2000,48173,16,1,1,736,N,1,1-Jan,31-Dec
TWDB,2000,48177,16,1,1,3354,N,1,1-Jan,31-Dec
TWDB,2000,48181,16,1,1,7320,N,1,1-Jan,31-Dec
TWDB,2000,48185,16,1,1,610,N,1,1-Jan,31-Dec
TWDB,2000,48189,16,1,1,573,N,1,1-Jan,31-Dec
TWDB,2000,48193,16,1,1,5323,N,1,1-Jan,31-Dec
TWDB,2000,48197,16,1,1,827,N,1,1-Jan,31-Dec
TWDB,2000,48201,16,1,1,470,N,1,1-Jan,31-Dec
TWDB,2000,48205,16,1,1,1270,N,1,1-Jan,31-Dec
TWDB,2000,48209,16,1,1,1550,N,1,1-Jan,31-Dec
TWDB,2000,48213,16,1,1,441,N,1,1-Jan,31-Dec
TWDB,2000,48217,16,1,1,559,N,1,1-Jan,31-Dec
TWDB,2000,48221,16,1,1,1869,N,1,1-Jan,31-Dec
TWDB,2000,48225,16,1,1,6137,N,1,1-Jan,31-Dec
TWDB,2000,48229,16,1,1,1323,N,1,1-Jan,31-Dec
TWDB,2000,48233,16,1,1,4079,N,1,1-Jan,31-Dec
TWDB,2000,48237,16,1,1,223,N,1,1-Jan,31-Dec
TWDB,2000,48241,16,1,1,11252,N,1,1-Jan,31-Dec
TWDB,2000,48245,16,1,1,2939,N,1,1-Jan,31-Dec
TWDB,2000,48249,16,1,1,201,N,1,1-Jan,31-Dec
TWDB,2000,48253,16,1,1,2530,N,1,1-Jan,31-Dec
TWDB,2000,48257,16,1,1,220,N,1,1-Jan,31-Dec
TWDB,2000,48261,16,1,1,2344,N,1,1-Jan,31-Dec
TWDB,2000,48265,16,1,1,367,N,1,1-Jan,31-Dec
TWDB,2000,48269,16,1,1,1820,N,1,1-Jan,31-Dec
TWDB,2000,48273,16,1,1,369,N,1,1-Jan,31-Dec
TWDB,2000,48281,16,1,1,93464,N,1,1-Jan,31-Dec
TWDB,2000,48277,16,1,1,6143,N,1,1-Jan,31-Dec
TWDB,2000,48285,16,1,1,4339,N,1,1-Jan,31-Dec
TWDB,2000,48289,16,1,1,911,N,1,1-Jan,31-Dec
TWDB,2000,48293,16,1,1,2800,N,1,1-Jan,31-Dec
TWDB,2000,48297,16,1,1,3150,N,1,1-Jan,31-Dec
TWDB,2000,48301,16,1,1,217,N,1,1-Jan,31-Dec
TWDB,2000,48305,16,1,1,705,N,1,1-Jan,31-Dec
TWDB,2000,48309,16,1,1,41,N,1,1-Jan,31-Dec
TWDB,2000,48313,16,1,1,64128,N,1,1-Jan,31-Dec
TWDB,2000,48317,16,1,1,71,N,1,1-Jan,31-Dec
TWDB,2000,48321,16,1,1,2930,N,1,1-Jan,31-Dec
TWDB,2000,48325,16,1,1,3169,N,1,1-Jan,31-Dec
TWDB,2000,48329,16,1,1,3237,N,1,1-Jan,31-Dec
TWDB,2000,48333,16,1,1,8246,N,1,1-Jan,31-Dec
TWDB,2000,48337,16,1,1,127,N,1,1-Jan,31-Dec
TWDB,2000,48341,16,1,1,3707,N,1,1-Jan,31-Dec
TWDB,2000,48345,16,1,1,159,N,1,1-Jan,31-Dec
TWDB,2000,48349,16,1,1,799,N,1,1-Jan,31-Dec
TWDB,2000,48353,16,1,1,1983,N,1,1-Jan,31-Dec
TWDB,2000,48357,16,1,1,1184,N,1,1-Jan,31-Dec
TWDB,2000,48361,16,1,1,10602,N,1,1-Jan,31-Dec
TWDB,2000,48365,16,1,1,2851,N,1,1-Jan,31-Dec
TWDB,2000,48369,16,1,1,3236,N,1,1-Jan,31-Dec
TWDB,2000,48373,16,1,1,6848,N,1,1-Jan,31-Dec
TWDB,2000,48377,16,1,1,3970,N,1,1-Jan,31-Dec
TWDB,2000,48381,16,1,1,641,N,1,1-Jan,31-Dec
TWDB,2000,48385,16,1,1,702,N,1,1-Jan,31-Dec
TWDB,2000,48389,16,1,1,1305,N,1,1-Jan,31-Dec
TWDB,2000,48393,16,1,1,174,N,1,1-Jan,31-Dec
TWDB,2000,48397,16,1,1,5676,N,1,1-Jan,31-Dec
TWDB,2000,48401,16,1,1,312347,N,1,1-Jan,31-Dec
TWDB,2000,48405,16,1,1,3975,N,1,1-Jan,31-Dec
TWDB,2000,48409,16,1,1,1568,N,1,1-Jan,31-Dec
TWDB,2000,48413,16,1,1,267,N,1,1-Jan,31-Dec
TWDB,2000,48417,16,1,1,9963,N,1,1-Jan,31-Dec
TWDB,2000,48421,16,1,1,583,N,1,1-Jan,31-Dec
TWDB,2000,48425,16,1,1,4983,N,1,1-Jan,31-Dec
TWDB,2000,48429,16,1,1,4756,N,1,1-Jan,31-Dec
TWDB,2000,48433,16,1,1,3371,N,1,1-Jan,31-Dec
TWDB,2000,48437,16,1,1,1831,N,1,1-Jan,31-Dec
TWDB,2000,48441,16,1,1,3362,N,1,1-Jan,31-Dec
TWDB,2000,48445,16,1,1,1956,N,1,1-Jan,31-Dec
TWDB,2000,48449,16,1,1,2210,N,1,1-Jan,31-Dec
TWDB,2000,48453,16,1,1,6711,N,1,1-Jan,31-Dec
TWDB,2000,48457,16,1,1,379,N,1,1-Jan,31-Dec
TWDB,2000,48461,16,1,1,2051,N,1,1-Jan,31-Dec
TWDB,2000,48465,16,1,1,3149,N,1,1-Jan,31-Dec
