ORGANIZATION_ID,REPORT_ID,REPORTING_UNIT_ID,BENEFICIAL_USE_ID,SUMMARY_SEQ,IRRIGATION_SEQ,IRRIGATION_METHOD,ACRES_IRRIGATED,CROP_TYPE
TWDB,2000,48061,1,1,1,,,
TWDB,2000,48065,1,1,1,,,
TWDB,2000,48069,1,1,1,,,
TWDB,2000,48073,1,1,1,,,
TWDB,2000,48077,1,1,1,,,
TWDB,2000,48081,1,1,1,,,
TWDB,2000,48085,1,1,1,,,
TWDB,2000,48089,1,1,1,,,
TWDB,2000,48093,1,1,1,,,
TWDB,2000,48097,1,1,1,,,
TWDB,2000,48101,1,1,1,,,
TWDB,2000,48105,1,1,1,,,
TWDB,2000,48109,1,1,1,,,
TWDB,2000,48113,1,1,1,,,
TWDB,2000,48117,1,1,1,,,
TWDB,2000,48121,1,1,1,,,
TWDB,2000,48125,1,1,1,,,
TWDB,2000,48129,1,1,1,,,
TWDB,2000,48133,1,1,1,,,
TWDB,2000,48137,1,1,1,,,
TWDB,2000,48141,1,1,1,,,
TWDB,2000,48145,1,1,1,,,
TWDB,2000,48149,1,1,1,,,
TWDB,2000,48153,1,1,1,,,
TWDB,2000,48157,1,1,1,,,
TWDB,2000,48161,1,1,1,,,
TWDB,2000,48165,1,1,1,,,
TWDB,2000,48169,1,1,1,,,
TWDB,2000,48173,1,1,1,,,
TWDB,2000,48177,1,1,1,,,
TWDB,2000,48181,1,1,1,,,
TWDB,2000,48185,1,1,1,,,
TWDB,2000,48189,1,1,1,,,
TWDB,2000,48193,1,1,1,,,
TWDB,2000,48197,1,1,1,,,
TWDB,2000,48201,1,1,1,,,
TWDB,2000,48205,1,1,1,,,
TWDB,2000,48209,1,1,1,,,
TWDB,2000,48213,1,1,1,,,
TWDB,2000,48217,1,1,1,,,
TWDB,2000,48221,1,1,1,,,
TWDB,2000,48225,1,1,1,,,
TWDB,2000,48229,1,1,1,,,
TWDB,2000,48233,1,1,1,,,
TWDB,2000,48237,1,1,1,,,
TWDB,2000,48241,1,1,1,,,
TWDB,2000,48245,1,1,1,,,
TWDB,2000,48249,1,1,1,,,
TWDB,2000,48253,1,1,1,,,
TWDB,2000,48257,1,1,1,,,
TWDB,2000,48261,1,1,1,,,
TWDB,2000,48265,1,1,1,,,
TWDB,2000,48269,1,1,1,,,
TWDB,2000,48273,1,1,1,,,
TWDB,2000,48281,1,1,1,,,
TWDB,2000,48277,1,1,1,,,
TWDB,2000,48285,1,1,1,,,
TWDB,2000,48289,1,1,1,,,
TWDB,2000,48293,1,1,1,,,
TWDB,2000,48297,1,1,1,,,
TWDB,2000,48301,1,1,1,,,
TWDB,2000,48305,1,1,1,,,
TWDB,2000,48309,1,1,1,,,
TWDB,2000,48313,1,1,1,,,
TWDB,2000,48317,1,1,1,,,
TWDB,2000,48321,1,1,1,,,
TWDB,2000,48325,1,1,1,,,
TWDB,2000,48329,1,1,1,,,
TWDB,2000,48333,1,1,1,,,
TWDB,2000,48337,1,1,1,,,
TWDB,2000,48341,1,1,1,,,
TWDB,2000,48345,1,1,1,,,
TWDB,2000,48349,1,1,1,,,
TWDB,2000,48353,1,1,1,,,
TWDB,2000,48357,1,1,1,,,
TWDB,2000,48361,1,1,1,,,
TWDB,2000,48365,1,1,1,,,
TWDB,2000,48369,1,1,1,,,
TWDB,2000,48373,1,1,1,,,
TWDB,2000,48377,1,1,1,,,
TWDB,2000,48381,1,1,1,,,
TWDB,2000,48385,1,1,1,,,
TWDB,2000,48389,1,1,1,,,
TWDB,2000,48393,1,1,1,,,
TWDB,2000,48397,1,1,1,,,
TWDB,2000,48401,1,1,1,,,
TWDB,2000,48405,1,1,1,,,
TWDB,2000,48409,1,1,1,,,
TWDB,2000,48413,1,1,1,,,
TWDB,2000,48417,1,1,1,,,
TWDB,2000,48421,1,1,1,,,
TWDB,2000,48425,1,1,1,,,
TWDB,2000,48429,1,1,1,,,
TWDB,2000,48433,1,1,1,,,
TWDB,2000,48437,1,1,1,,,
TWDB,2000,48441,1,1,1,,,
TWDB,2000,48445,1,1,1,,,
TWDB,2000,48449,1,1,1,,,
TWDB,2000,48453,1,1,1,,,
TWDB,2000,48457,1,1,1,,,
TWDB,2000,48461,1,1,1,,,
TWDB,2000,48465,1,1,1,,,
TWDB,2000,48469,1,1,1,,,
TWDB,2000,48473,1,1,1,,,
TWDB,2000,48477,1,1,1,,,
TWDB,2000,48481,1,1,1,,,
TWDB,2000,48485,1,1,1,,,
TWDB,2000,48489,1,1,1,,,
TWDB,2000,48493,1,1,1,,,
TWDB,2000,48497,1,1,1,,,
TWDB,2000,48501,1,1,1,,,
TWDB,2000,48505,1,1,1,,,
TWDB,2000,48509,1,1,1,,,
TWDB,2000,48513,1,1,1,,,
TWDB,2000,48517,1,1,1,,,
TWDB,2000,48521,1,1,1,,,
TWDB,2000,48525,1,1,1,,,
TWDB,2000,48529,1,1,1,,,
TWDB,2000,48533,1,1,1,,,
TWDB,2000,48537,1,1,1,,,
TWDB,2000,48541,1,1,1,,,
TWDB,2000,48545,1,1,1,,,
TWDB,2000,48549,1,1,1,,,
TWDB,2000,48565,1,1,1,,,
TWDB,2000,48553,1,1,1,,,
TWDB,2000,48557,1,1,1,,,
TWDB,2000,48561,1,1,1,,,
TWDB,2000,48569,1,1,1,,,
TWDB,2000,48573,1,1,1,,,
TWDB,2000,48577,1,1,1,,,
TWDB,2000,48581,1,1,1,,,
TWDB,2000,48585,1,1,1,,,
TWDB,2000,48589,1,1,1,,,
TWDB,2000,48593,1,1,1,,,
TWDB,2000,48597,1,1,1,,,
TWDB,2000,48601,1,1,1,,,
TWDB,2000,48605,1,1,1,,,
TWDB,2000,48609,1,1,1,,,
TWDB,2000,48625,1,1,1,,,
TWDB,2000,48629,1,1,1,,,
TWDB,2000,48633,1,1,1,,,
TWDB,2000,48637,1,1,1,,,
TWDB,2000,48641,1,1,1,,,
TWDB,2000,48645,1,1,1,,,
TWDB,2000,48613,1,1,1,,,
TWDB,2000,48617,1,1,1,,,
TWDB,2000,48621,1,1,1,,,
TWDB,2000,48649,1,1,1,,,
TWDB,2000,48653,1,1,1,,,
TWDB,2000,48657,1,1,1,,,
TWDB,2000,48661,1,1,1,,,
TWDB,2000,48665,1,1,1,,,
TWDB,2000,48669,1,1,1,,,
TWDB,2000,48673,1,1,1,,,
TWDB,2000,48677,1,1,1,,,
TWDB,2000,48681,1,1,1,,,
TWDB,2000,48685,1,1,1,,,
TWDB,2000,48689,1,1,1,,,
TWDB,2000,48693,1,1,1,,,
TWDB,2000,48697,1,1,1,,,
TWDB,2000,48701,1,1,1,,,
TWDB,2000,48705,1,1,1,,,
TWDB,2000,48709,1,1,1,,,
TWDB,2000,48713,1,1,1,,,
TWDB,2000,48717,1,1,1,,,
TWDB,2000,48721,1,1,1,,,
TWDB,2000,48725,1,1,1,,,
TWDB,2000,48729,1,1,1,,,
TWDB,2000,48733,1,1,1,,,
TWDB,2000,48737,1,1,1,,,
TWDB,2000,48741,1,1,1,,,
TWDB,2000,48745,1,1,1,,,
TWDB,2000,48749,1,1,1,,,
TWDB,2000,48753,1,1,1,,,
TWDB,2000,48757,1,1,1,,,
TWDB,2000,48761,1,1,1,,,
TWDB,2000,48765,1,1,1,,,
TWDB,2000,48769,1,1,1,,,
TWDB,2000,48773,1,1,1,,,
TWDB,2000,48777,1,1,1,,,
TWDB,2000,48781,1,1,1,,,
TWDB,2000,48785,1,1,1,,,
TWDB,2000,48789,1,1,1,,,
TWDB,2000,48793,1,1,1,,,
TWDB,2000,48797,1,1,1,,,
TWDB,2000,48801,1,1,1,,,
TWDB,2000,48805,1,1,1,,,
TWDB,2000,48809,1,1,1,,,
TWDB,2000,48813,1,1,1,,,
TWDB,2000,48817,1,1,1,,,
TWDB,2000,48821,1,1,1,,,
TWDB,2000,48825,1,1,1,,,
TWDB,2000,48829,1,1,1,,,
TWDB,2000,48833,1,1,1,,,
TWDB,2000,48837,1,1,1,,,
TWDB,2000,48841,1,1,1,,,
TWDB,2000,48845,1,1,1,,,
TWDB,2000,48849,1,1,1,,,
TWDB,2000,48853,1,1,1,,,
TWDB,2000,48857,1,1,1,,,
TWDB,2000,48861,1,1,1,,,
TWDB,2000,48865,1,1,1,,,
TWDB,2000,48869,1,1,1,,,
TWDB,2000,48873,1,1,1,,,
TWDB,2000,48877,1,1,1,,,
TWDB,2000,48881,1,1,1,,,
TWDB,2000,48885,1,1,1,,,
TWDB,2000,48889,1,1,1,,,
TWDB,2000,48893,1,1,1,,,
TWDB,2000,48897,1,1,1,,,
TWDB,2000,48901,1,1,1,,,
TWDB,2000,48905,1,1,1,,,
TWDB,2000,48909,1,1,1,,,
TWDB,2000,48913,1,1,1,,,
TWDB,2000,48917,1,1,1,,,
TWDB,2000,48921,1,1,1,,,
TWDB,2000,48925,1,1,1,,,
TWDB,2000,48929,1,1,1,,,
TWDB,2000,48933,1,1,1,,,
TWDB,2000,48937,1,1,1,,,
TWDB,2000,48941,1,1,1,,,
TWDB,2000,48945,1,1,1,,,
TWDB,2000,48949,1,1,1,,,
TWDB,2000,48953,1,1,1,,,
TWDB,2000,48957,1,1,1,,,
TWDB,2000,48961,1,1,1,,,
TWDB,2000,48965,1,1,1,,,
TWDB,2000,48969,1,1,1,,,
TWDB,2000,48973,1,1,1,,,
TWDB,2000,48977,1,1,1,,,
TWDB,2000,48981,1,1,1,,,
TWDB,2000,48985,1,1,1,,,
TWDB,2000,48989,1,1,1,,,
TWDB,2000,48993,1,1,1,,,
TWDB,2000,48997,1,1,1,,,
TWDB,2000,49001,1,1,1,,,
TWDB,2000,49005,1,1,1,,,
TWDB,2000,49009,1,1,1,,,
TWDB,2000,49013,1,1,1,,,
TWDB,2000,48001,2,1,1,,,
TWDB,2000,48005,2,1,1,,,
TWDB,2000,48009,2,1,1,,,
TWDB,2000,48013,2,1,1,,,
TWDB,2000,48017,2,1,1,,,
TWDB,2000,48021,2,1,1,,,
TWDB,2000,48025,2,1,1,,,
TWDB,2000,48029,2,1,1,,,
TWDB,2000,48033,2,1,1,,,
TWDB,2000,48037,2,1,1,,,
TWDB,2000,48041,2,1,1,,,
TWDB,2000,48045,2,1,1,,,
TWDB,2000,48049,2,1,1,,,
TWDB,2000,48053,2,1,1,,,
TWDB,2000,48057,2,1,1,,,
TWDB,2000,48061,2,1,1,,,
TWDB,2000,48065,2,1,1,,,
TWDB,2000,48069,2,1,1,,,
TWDB,2000,48073,2,1,1,,,
TWDB,2000,48077,2,1,1,,,
TWDB,2000,48081,2,1,1,,,
TWDB,2000,48085,2,1,1,,,
TWDB,2000,48089,2,1,1,,,
TWDB,2000,48093,2,1,1,,,
TWDB,2000,48097,2,1,1,,,
TWDB,2000,48101,2,1,1,,,
TWDB,2000,48105,2,1,1,,,
TWDB,2000,48109,2,1,1,,,
TWDB,2000,48113,2,1,1,,,
TWDB,2000,48117,2,1,1,,,
TWDB,2000,48121,2,1,1,,,
TWDB,2000,48125,2,1,1,,,
TWDB,2000,48129,2,1,1,,,
TWDB,2000,48133,2,1,1,,,
TWDB,2000,48137,2,1,1,,,
TWDB,2000,48141,2,1,1,,,
TWDB,2000,48145,2,1,1,,,
TWDB,2000,48149,2,1,1,,,
TWDB,2000,48153,2,1,1,,,
TWDB,2000,48157,2,1,1,,,
TWDB,2000,48161,2,1,1,,,
TWDB,2000,48165,2,1,1,,,
TWDB,2000,48169,2,1,1,,,
TWDB,2000,48173,2,1,1,,,
TWDB,2000,48177,2,1,1,,,
TWDB,2000,48181,2,1,1,,,
TWDB,2000,48185,2,1,1,,,
TWDB,2000,48189,2,1,1,,,
TWDB,2000,48193,2,1,1,,,
TWDB,2000,48197,2,1,1,,,
TWDB,2000,48201,2,1,1,,,
TWDB,2000,48205,2,1,1,,,
TWDB,2000,48209,2,1,1,,,
TWDB,2000,48213,2,1,1,,,
TWDB,2000,48217,2,1,1,,,
TWDB,2000,48221,2,1,1,,,
TWDB,2000,48225,2,1,1,,,
TWDB,2000,48229,2,1,1,,,
TWDB,2000,48233,2,1,1,,,
TWDB,2000,48237,2,1,1,,,
TWDB,2000,48241,2,1,1,,,
TWDB,2000,48245,2,1,1,,,
TWDB,2000,48249,2,1,1,,,
TWDB,2000,48253,2,1,1,,,
TWDB,2000,48257,2,1,1,,,
TWDB,2000,48261,2,1,1,,,
TWDB,2000,48265,2,1,1,,,
TWDB,2000,48269,2,1,1,,,
TWDB,2000,48273,2,1,1,,,
TWDB,2000,48281,2,1,1,,,
TWDB,2000,48277,2,1,1,,,
TWDB,2000,48285,2,1,1,,,
TWDB,2000,48289,2,1,1,,,
TWDB,2000,48293,2,1,1,,,
TWDB,2000,48297,2,1,1,,,
TWDB,2000,48301,2,1,1,,,
TWDB,2000,48305,2,1,1,,,
TWDB,2000,48309,2,1,1,,,
TWDB,2000,48313,2,1,1,,,
TWDB,2000,48317,2,1,1,,,
TWDB,2000,48321,2,1,1,,,
TWDB,2000,48325,2,1,1,,,
TWDB,2000,48329,2,1,1,,,
TWDB,2000,48333,2,1,1,,,
TWDB,2000,48337,2,1,1,,,
TWDB,2000,48341,2,1,1,,,
TWDB,2000,48345,2,1,1,,,
TWDB,2000,48349,2,1,1,,,
TWDB,2000,48353,2,1,1,,,
TWDB,2000,48357,2,1,1,,,
TWDB,2000,48361,2,1,1,,,
TWDB,2000,48365,2,1,1,,,
TWDB,2000,48369,2,1,1,,,
TWDB,2000,48373,2,1,1,,,
TWDB,2000,48377,2,1,1,,,
TWDB,2000,48381,2,1,1,,,
TWDB,2000,48385,2,1,1,,,
TWDB,2000,48389,2,1,1,,,
TWDB,2000,48393,2,1,1,,,
TWDB,2000,48397,2,1,1,,,
TWDB,2000,48401,2,1,1,,,
TWDB,2000,48405,2,1,1,,,
TWDB,2000,48409,2,1,1,,,
TWDB,2000,48413,2,1,1,,,
TWDB,2000,48417,2,1,1,,,
TWDB,2000,48421,2,1,1,,,
TWDB,2000,48425,2,1,1,,,
TWDB,2000,48429,2,1,1,,,
TWDB,2000,48433,2,1,1,,,
TWDB,2000,48437,2,1,1,,,
TWDB,2000,48441,2,1,1,,,
TWDB,2000,48445,2,1,1,,,
TWDB,2000,48449,2,1,1,,,
TWDB,2000,48453,2,1,1,,,
TWDB,2000,48457,2,1,1,,,
TWDB,2000,48461,2,1,1,,,
TWDB,2000,48465,2,1,1,,,
TWDB,2000,48469,2,1,1,,,
TWDB,2000,48473,2,1,1,,,
TWDB,2000,48477,2,1,1,,,
TWDB,2000,48481,2,1,1,,,
TWDB,2000,48485,2,1,1,,,
TWDB,2000,48489,2,1,1,,,
TWDB,2000,48493,2,1,1,,,
TWDB,2000,48497,2,1,1,,,
TWDB,2000,48501,2,1,1,,,
TWDB,2000,48505,2,1,1,,,
TWDB,2000,48509,2,1,1,,,
TWDB,2000,48513,2,1,1,,,
TWDB,2000,48517,2,1,1,,,
TWDB,2000,48521,2,1,1,,,
TWDB,2000,48525,2,1,1,,,
TWDB,2000,48529,2,1,1,,,
TWDB,2000,48533,2,1,1,,,
TWDB,2000,48537,2,1,1,,,
TWDB,2000,48541,2,1,1,,,
TWDB,2000,48545,2,1,1,,,
TWDB,2000,48549,2,1,1,,,
TWDB,2000,48565,2,1,1,,,
TWDB,2000,48553,2,1,1,,,
TWDB,2000,48557,2,1,1,,,
TWDB,2000,48561,2,1,1,,,
TWDB,2000,48569,2,1,1,,,
TWDB,2000,48573,2,1,1,,,
TWDB,2000,48577,2,1,1,,,
TWDB,2000,48581,2,1,1,,,
TWDB,2000,48585,2,1,1,,,
TWDB,2000,48589,2,1,1,,,
TWDB,2000,48593,2,1,1,,,
TWDB,2000,48597,2,1,1,,,
TWDB,2000,48601,2,1,1,,,
TWDB,2000,48605,2,1,1,,,
TWDB,2000,48609,2,1,1,,,
TWDB,2000,48625,2,1,1,,,
TWDB,2000,48629,2,1,1,,,
TWDB,2000,48633,2,1,1,,,
TWDB,2000,48637,2,1,1,,,
TWDB,2000,48641,2,1,1,,,
TWDB,2000,48645,2,1,1,,,
TWDB,2000,48613,2,1,1,,,
TWDB,2000,48617,2,1,1,,,
TWDB,2000,48621,2,1,1,,,
TWDB,2000,48649,2,1,1,,,
TWDB,2000,48653,2,1,1,,,
TWDB,2000,48657,2,1,1,,,
TWDB,2000,48661,2,1,1,,,
TWDB,2000,48665,2,1,1,,,
TWDB,2000,48669,2,1,1,,,
TWDB,2000,48673,2,1,1,,,
TWDB,2000,48677,2,1,1,,,
TWDB,2000,48681,2,1,1,,,
TWDB,2000,48685,2,1,1,,,
TWDB,2000,48689,2,1,1,,,
TWDB,2000,48693,2,1,1,,,
TWDB,2000,48697,2,1,1,,,
TWDB,2000,48701,2,1,1,,,
TWDB,2000,48705,2,1,1,,,
TWDB,2000,48709,2,1,1,,,
TWDB,2000,48713,2,1,1,,,
TWDB,2000,48717,2,1,1,,,
TWDB,2000,48721,2,1,1,,,
TWDB,2000,48725,2,1,1,,,
TWDB,2000,48729,2,1,1,,,
TWDB,2000,48733,2,1,1,,,
TWDB,2000,48737,2,1,1,,,
TWDB,2000,48741,2,1,1,,,
TWDB,2000,48745,2,1,1,,,
TWDB,2000,48749,2,1,1,,,
TWDB,2000,48753,2,1,1,,,
TWDB,2000,48757,2,1,1,,,
TWDB,2000,48761,2,1,1,,,
TWDB,2000,48765,2,1,1,,,
TWDB,2000,48769,2,1,1,,,
TWDB,2000,48773,2,1,1,,,
TWDB,2000,48777,2,1,1,,,
TWDB,2000,48781,2,1,1,,,
TWDB,2000,48785,2,1,1,,,
TWDB,2000,48789,2,1,1,,,
TWDB,2000,48793,2,1,1,,,
TWDB,2000,48797,2,1,1,,,
TWDB,2000,48801,2,1,1,,,
TWDB,2000,48805,2,1,1,,,
TWDB,2000,48809,2,1,1,,,
TWDB,2000,48813,2,1,1,,,
TWDB,2000,48817,2,1,1,,,
TWDB,2000,48821,2,1,1,,,
TWDB,2000,48825,2,1,1,,,
TWDB,2000,48829,2,1,1,,,
TWDB,2000,48833,2,1,1,,,
TWDB,2000,48837,2,1,1,,,
TWDB,2000,48841,2,1,1,,,
TWDB,2000,48845,2,1,1,,,
TWDB,2000,48849,2,1,1,,,
TWDB,2000,48853,2,1,1,,,
TWDB,2000,48857,2,1,1,,,
TWDB,2000,48861,2,1,1,,,
TWDB,2000,48865,2,1,1,,,
TWDB,2000,48869,2,1,1,,,
TWDB,2000,48873,2,1,1,,,
TWDB,2000,48877,2,1,1,,,
TWDB,2000,48881,2,1,1,,,
TWDB,2000,48885,2,1,1,,,
TWDB,2000,48889,2,1,1,,,
TWDB,2000,48893,2,1,1,,,
TWDB,2000,48897,2,1,1,,,
TWDB,2000,48901,2,1,1,,,
TWDB,2000,48905,2,1,1,,,
TWDB,2000,48909,2,1,1,,,
TWDB,2000,48913,2,1,1,,,
TWDB,2000,48917,2,1,1,,,
TWDB,2000,48921,2,1,1,,,
TWDB,2000,48925,2,1,1,,,
TWDB,2000,48929,2,1,1,,,
TWDB,2000,48933,2,1,1,,,
TWDB,2000,48937,2,1,1,,,
TWDB,2000,48941,2,1,1,,,
TWDB,2000,48945,2,1,1,,,
TWDB,2000,48949,2,1,1,,,
TWDB,2000,48953,2,1,1,,,
TWDB,2000,48957,2,1,1,,,
TWDB,2000,48961,2,1,1,,,
TWDB,2000,48965,2,1,1,,,
TWDB,2000,48969,2,1,1,,,
TWDB,2000,48973,2,1,1,,,
TWDB,2000,48977,2,1,1,,,
TWDB,2000,48981,2,1,1,,,
TWDB,2000,48985,2,1,1,,,
TWDB,2000,48989,2,1,1,,,
TWDB,2000,48993,2,1,1,,,
TWDB,2000,48997,2,1,1,,,
TWDB,2000,49001,2,1,1,,,
TWDB,2000,49005,2,1,1,,,
TWDB,2000,49009,2,1,1,,,
TWDB,2000,49013,2,1,1,,,
TWDB,2001,12,1,1,1,,,
TWDB,2001,13,1,1,1,,,
TWDB,2001,1,1,1,1,,,
TWDB,2001,14,1,1,1,,,
TWDB,2001,15,1,1,1,,,
TWDB,2001,4,1,1,1,,,
TWDB,2001,18,1,1,1,,,
TWDB,2001,16,1,1,1,,,
TWDB,2001,17,1,1,1,,,
TWDB,2001,6,1,1,1,,,
TWDB,2001,7,1,1,1,,,
TWDB,2001,21,1,1,1,,,
TWDB,2001,22,1,1,1,,,
TWDB,2001,2,1,1,1,,,
TWDB,2001,23,1,1,1,,,
TWDB,2001,5,1,1,1,,,
TWDB,2001,19,1,1,1,,,
TWDB,2001,20,1,1,1,,,
TWDB,2001,10,1,1,1,,,
TWDB,2001,11,1,1,1,,,
TWDB,2001,3,1,1,1,,,
TWDB,2001,8,1,1,1,,,
TWDB,2001,9,1,1,1,,,
TWDB,2001,12,2,1,1,,,
TWDB,2001,13,2,1,1,,,
TWDB,2001,1,2,1,1,,,
TWDB,2001,14,2,1,1,,,
TWDB,2001,15,2,1,1,,,
TWDB,2001,4,2,1,1,,,
TWDB,2001,18,2,1,1,,,
TWDB,2001,16,2,1,1,,,
TWDB,2001,17,2,1,1,,,
TWDB,2001,6,2,1,1,,,
TWDB,2001,7,2,1,1,,,
TWDB,2001,21,2,1,1,,,
TWDB,2001,22,2,1,1,,,
TWDB,2001,2,2,1,1,,,
TWDB,2001,23,2,1,1,,,
TWDB,2001,5,2,1,1,,,
TWDB,2001,19,2,1,1,,,
TWDB,2001,20,2,1,1,,,
TWDB,2001,10,2,1,1,,,
TWDB,2001,11,2,1,1,,,
TWDB,2001,3,2,1,1,,,
TWDB,2001,8,2,1,1,,,
TWDB,2001,9,2,1,1,,,
TWDB,2001,48001,1,1,1,,,
TWDB,2001,48005,1,1,1,,,
TWDB,2001,48009,1,1,1,,,
TWDB,2001,48013,1,1,1,,,
TWDB,2001,48017,1,1,1,,,
TWDB,2001,48021,1,1,1,,,
TWDB,2001,48025,1,1,1,,,
TWDB,2001,48029,1,1,1,,,
TWDB,2001,48033,1,1,1,,,
TWDB,2001,48037,1,1,1,,,
TWDB,2001,48041,1,1,1,,,
TWDB,2001,48045,1,1,1,,,
TWDB,2001,48049,1,1,1,,,
TWDB,2001,48053,1,1,1,,,
TWDB,2001,48057,1,1,1,,,
TWDB,2001,48061,1,1,1,,,
TWDB,2001,48065,1,1,1,,,
TWDB,2001,48069,1,1,1,,,
TWDB,2001,48073,1,1,1,,,
TWDB,2001,48077,1,1,1,,,
TWDB,2001,48081,1,1,1,,,
TWDB,2001,48085,1,1,1,,,
TWDB,2001,48089,1,1,1,,,
TWDB,2001,48093,1,1,1,,,
TWDB,2001,48097,1,1,1,,,
TWDB,2001,48101,1,1,1,,,
TWDB,2001,48105,1,1,1,,,
TWDB,2001,48109,1,1,1,,,
TWDB,2001,48113,1,1,1,,,
TWDB,2001,48117,1,1,1,,,
TWDB,2001,48121,1,1,1,,,
TWDB,2001,48125,1,1,1,,,
TWDB,2001,48129,1,1,1,,,
TWDB,2001,48133,1,1,1,,,
TWDB,2001,48137,1,1,1,,,
TWDB,2001,48141,1,1,1,,,
TWDB,2001,48145,1,1,1,,,
TWDB,2001,48149,1,1,1,,,
TWDB,2001,48153,1,1,1,,,
TWDB,2001,48157,1,1,1,,,
TWDB,2001,48161,1,1,1,,,
TWDB,2001,48165,1,1,1,,,
TWDB,2001,48169,1,1,1,,,
TWDB,2001,48173,1,1,1,,,
TWDB,2001,48177,1,1,1,,,
TWDB,2001,48181,1,1,1,,,
TWDB,2001,48185,1,1,1,,,
TWDB,2001,48189,1,1,1,,,
TWDB,2001,48193,1,1,1,,,
TWDB,2001,48197,1,1,1,,,
TWDB,2001,48201,1,1,1,,,
TWDB,2001,48205,1,1,1,,,
TWDB,2001,48209,1,1,1,,,
TWDB,2001,48213,1,1,1,,,
TWDB,2001,48217,1,1,1,,,
TWDB,2001,48221,1,1,1,,,
TWDB,2001,48225,1,1,1,,,
TWDB,2001,48229,1,1,1,,,
TWDB,2001,48233,1,1,1,,,
TWDB,2001,48237,1,1,1,,,
TWDB,2001,48241,1,1,1,,,
TWDB,2001,48245,1,1,1,,,
TWDB,2001,48249,1,1,1,,,
TWDB,2001,48253,1,1,1,,,
TWDB,2001,48257,1,1,1,,,
TWDB,2001,48261,1,1,1,,,
TWDB,2001,48265,1,1,1,,,
TWDB,2001,48269,1,1,1,,,
TWDB,2001,48273,1,1,1,,,
TWDB,2001,48281,1,1,1,,,
TWDB,2001,48277,1,1,1,,,
TWDB,2001,48285,1,1,1,,,
TWDB,2001,48289,1,1,1,,,
TWDB,2001,48293,1,1,1,,,
TWDB,2001,48297,1,1,1,,,
TWDB,2001,48301,1,1,1,,,
TWDB,2001,48305,1,1,1,,,
TWDB,2001,48309,1,1,1,,,
TWDB,2001,48313,1,1,1,,,
TWDB,2001,48317,1,1,1,,,
TWDB,2001,48321,1,1,1,,,
TWDB,2001,48325,1,1,1,,,
TWDB,2001,48329,1,1,1,,,
TWDB,2001,48333,1,1,1,,,
TWDB,2001,48337,1,1,1,,,
TWDB,2001,48341,1,1,1,,,
TWDB,2001,48345,1,1,1,,,
TWDB,2001,48349,1,1,1,,,
TWDB,2001,48353,1,1,1,,,
TWDB,2001,48357,1,1,1,,,
TWDB,2001,48361,1,1,1,,,
TWDB,2001,48365,1,1,1,,,
TWDB,2001,48369,1,1,1,,,
