SiteID,SiteUUID,SiteNativeID,SiteName,USGSSiteID,SiteTypeCV,Longitude,Latitude,CoordinateMethodCV,CoordinateAccuracy,GNISCodeCV,EPSGCodeCV,NHDNetworkStatusCV,NHDProductCV,StateCV,HUC8,HUC12,County,PODorPOUSite,WaterSourceID
3302369,CAss_S1231,CA3400397,LAGUNA VILLAGE RV PARK,NULL,Water Service Area,-121.4042368,38.44096143,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SACRAMENTO,POU,114936
3302380,CAss_S1232,CA3400433,EDGEWATER MOBILE HOME PARK,NULL,Water Service Area,-121.7536734,38.07456814,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SACRAMENTO,POU,114936
3302669,CAss_S1267,CA3500521,SOUTHSIDE ELEMENTARY SCHOOL,NULL,Water Service Area,-121.3646504,36.80073267,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BENITO,POU,114936
3302690,CAss_S1269,CA3500537,ST. FRANCIS RETREAT CENTER,NULL,Water Service Area,-121.5011485,36.82023503,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BENITO,POU,114936
3302720,CAss_S1272,CA3500552,VENTURE ESTATES MWC,NULL,Water Service Area,-121.350059,36.81978076,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BENITO,POU,114936
3302722,CAss_S1273,CA3500575,SPRINGWOOD ESTATES MWC,NULL,Water Service Area,-121.3490292,36.91536704,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BENITO,POU,114936
3302723,CAss_S1274,CA3500576,AROMAS HILLS MUTUAL WATER ASSOCIATION,NULL,Water Service Area,-121.6270849,36.86134876,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BENITO,POU,114936
3302741,CAss_S1276,CA3500581,RANCHO SAN JOAQUIN MWC,NULL,Water Service Area,-121.3626521,36.91705756,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BENITO,POU,114936
3302801,CAss_S1282,CA3500912,COMSTOCK MUTUAL WATER COMPANY,NULL,Water Service Area,-121.3514681,36.93135336,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BENITO,POU,114936
3302877,CAss_S1289,CA3510502,PINNACLES NATIONAL PARK CAMPGROUND,NULL,Water Service Area,-121.1469898,36.49306823,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BENITO,POU,114936
3302910,CAss_S1292,CA3600031,BIG PINE TRACT,NULL,Water Service Area,-116.9222379,34.08545936,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BERNARDINO,POU,114936
3302953,CAss_S1296,CA3600094,DOGWOOD BLUE JAY CYN IMP,NULL,Water Service Area,-117.2063509,34.2430811,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BERNARDINO,POU,114936
3302974,CAss_S1298,CA3600123,HI DESERT MWC,NULL,Water Service Area,-117.1455419,34.84549776,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BERNARDINO,POU,114936
3303008,CAss_S1301,CA3600166,MILL CREEK MSC,NULL,Water Service Area,-116.997709,34.10041183,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BERNARDINO,POU,114936
3303030,CAss_S1303,CA3600180,NAVAJO MWC,NULL,Water Service Area,-117.1847583,34.50670967,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BERNARDINO,POU,114936
3303190,CAss_S1318,CA3600345,WEST END MWC,NULL,Water Service Area,-117.025141,34.41953417,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BERNARDINO,POU,114936
3303242,CAss_S1323,CA3600395,BIG BEAR SHORES RV RESORT,NULL,Water Service Area,-116.912453,34.26069852,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BERNARDINO,POU,114936
3303253,CAss_S1324,CA3600399,PARADISE MOBILE ESTATES,NULL,Water Service Area,-117.1390322,34.48923511,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BERNARDINO,POU,114936
3303263,CAss_S1325,CA3600446,UPPER LITTLE BEAR MOUNTAIN CLUB,NULL,Water Service Area,-117.2094315,34.24863765,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BERNARDINO,POU,114936
3303273,CAss_S1326,CA3600785,LAKE JODIE WATER SYSTEM,NULL,Water Service Area,-116.6668467,34.90528256,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BERNARDINO,POU,114936
3303315,CAss_S133,CA0910301,CA STATE PARKS - D.L. BLISS,NULL,Water Service Area,-120.1005432,38.98194454,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,EL DORADO,POU,114936
3303316,CAss_S1330,CA3601036,CALICO LAKE HOMEOWNERS,NULL,Water Service Area,-116.7994064,34.90445615,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BERNARDINO,POU,114936
3303383,CAss_S134,CA0910302,"CA STATE PARKS - EMERALD BAY, VIKINGSHOL",NULL,Water Service Area,-120.1077514,38.95484432,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,EL DORADO,POU,114936
3303463,CAss_S135,CA0910303,"CA STATE PARKS - EMERALD BAY, EAGLE POIN",NULL,Water Service Area,-120.0835359,38.95286178,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,EL DORADO,POU,114936
3303539,CAss_S136,CA0910305,"CA STATE PARKS - EMERALD BAY, BOAT CAMPG",NULL,Water Service Area,-120.0962435,38.96169354,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,EL DORADO,POU,114936
3303555,CAss_S1362,CA3610023,GREEN VALLEY MWC,NULL,Water Service Area,-117.0763228,34.2408676,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BERNARDINO,POU,114936
3303628,CAss_S137,CA1000003,BEAR CREEK WATER IMPROVEMENT,NULL,Water Service Area,-119.1849803,37.25086608,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,FRESNO,POU,114936
3303629,CAss_S1370,CA3610033,MT BALDY HOMEOWNERS ASSN.,NULL,Water Service Area,-117.6581722,34.2381816,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BERNARDINO,POU,114936
3303629,CAss_S1370,CA3610033,MT BALDY HOMEOWNERS ASSN.,NULL,Water Service Area,-117.6581722,34.2381816,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BERNARDINO,POU,114936
3303706,CAss_S138,CA1000004,BELMONT WATER CORPORATION,NULL,Water Service Area,-119.6432999,36.74681937,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,FRESNO,POU,114936
3303736,CAss_S1384,CA3610051,VALLEY OF ENCHANTMENT MWC,NULL,Water Service Area,-117.3055595,34.24746777,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BERNARDINO,POU,114936
3303831,CAss_S1412,CA3610702,USMC YERMO ANNEX,NULL,Water Service Area,-116.8669733,34.89284653,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BERNARDINO,POU,114936
3303832,CAss_S1413,CA3610703,USMC - 29 PALMS,NULL,Water Service Area,-116.1162073,34.29882916,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN BERNARDINO,POU,114936
3303837,CAss_S142,CA1000023,FCSA #14/BELMONT MANOR,NULL,Water Service Area,-119.6356936,36.74848526,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,FRESNO,POU,114936
3303839,CAss_S1421,CA3700291,OCOTILLO OASIS MOBILE HOME PARK,NULL,Water Service Area,-116.1683666,33.14864422,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN DIEGO,POU,114936
3303848,CAss_S143,CA1000024,FCSA #23/EXCHEQUER HEIGHTS,NULL,Water Service Area,-119.1696676,37.05988966,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,FRESNO,POU,114936
3303852,CAss_S1433,CA3700936,RANCHO ESTATES MUTUAL WATER CO.,NULL,Water Service Area,-116.9983997,33.34165929,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN DIEGO,POU,114936
3303855,CAss_S1436,CA3700958,LOS TULES MUTUAL WATER COMPANY,NULL,Water Service Area,-116.6273032,33.28097086,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN DIEGO,POU,114936
3303857,CAss_S1438,CA3700968,SAN PASQUAL ACADEMY,NULL,Water Service Area,-116.9496362,33.08495841,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN DIEGO,POU,114936
3303860,CAss_S1441,CA3701747,NORTH PEAK MUTUAL WATER COMPANY,NULL,Water Service Area,-116.6186232,33.01158309,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN DIEGO,POU,114936
3303862,CAss_S1443,CA3701837,WYNOLA WATER DISTRICT,NULL,Water Service Area,-116.655915,33.09944993,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN DIEGO,POU,114936
3303863,CAss_S1444,CA3701961,PINE VALLEY TRAILER PARK,NULL,Water Service Area,-116.5561822,32.84757134,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN DIEGO,POU,114936
3303866,CAss_S1448,CA3702754,RANCHO CORRIDO RV RESORT,NULL,Water Service Area,-117.0130818,33.33844548,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN DIEGO,POU,114936
3303888,CAss_S147,CA1000042,FCWWD #40 / SHAVER SPRINGS,NULL,Water Service Area,-119.3739426,37.04428096,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,FRESNO,POU,114936
3303892,CAss_S1473,CA3710041,MAJESTIC PINES COMMUNITY SD,NULL,Water Service Area,-116.5804817,33.07613784,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN DIEGO,POU,114936
3303897,CAss_S148,CA1000053,LANARE COMMUNITY SERVICES DIST,NULL,Water Service Area,-119.930992,36.43291614,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,FRESNO,POU,114936
3303902,CAss_S1485,CA3710800,PUERTA LA CRUZ CC #14,NULL,Water Service Area,-116.6831454,33.32426193,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN DIEGO,POU,114936
3303903,CAss_S1487,CA3810003,HHW&P MOCCASIN COMPOUND-SFPUC,NULL,Water Service Area,-120.2990118,37.80896471,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN FRANCISCO,POU,114936
3303909,CAss_S1494,CA3900504,CLEMENTS WATER WORKS #43,NULL,Water Service Area,-121.0895208,38.19063286,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN JOAQUIN,POU,114936
3303910,CAss_S1495,CA3900505,FARMINGTON WATER COMPANY,NULL,Water Service Area,-120.9999432,37.93118835,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN JOAQUIN,POU,114936
3303911,CAss_S1497,CA3900512,MORADA ACRES WATER SYSTEM,NULL,Water Service Area,-121.2480426,38.03306442,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN JOAQUIN,POU,114936
3303912,CAss_S1498,CA3900517,ALMOND PARK WATER SYSTEM,NULL,Water Service Area,-121.2430433,38.03475545,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN JOAQUIN,POU,114936
3303913,CAss_S1499,CA3900523,MORADA MANOR WATER SYSTEM,NULL,Water Service Area,-121.2526668,38.03841841,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN JOAQUIN,POU,114936
3303914,CAss_S150,CA1000058,MUSICK CREEK TRACT ASSOCIATION,NULL,Water Service Area,-119.3210295,37.09874423,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,FRESNO,POU,114936
3303916,CAss_S1501,CA3900558,RANCHO SAN JOAQUIN WATER SYS,NULL,Water Service Area,-121.3438378,38.04179092,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN JOAQUIN,POU,114936
3303917,CAss_S1502,CA3900559,WINE COUNTRY APARTMENTS,NULL,Water Service Area,-121.2590114,38.16206269,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN JOAQUIN,POU,114936
3303918,CAss_S1503,CA3900563,GAYLA MANOR PWS,NULL,Water Service Area,-121.2496783,38.02592754,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN JOAQUIN,POU,114936
3303919,CAss_S1504,CA3900568,CARIBOU MOBILE PARK PWS,NULL,Water Service Area,-121.2466423,37.99470374,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN JOAQUIN,POU,114936
3303920,CAss_S1505,CA3900569,EL RIO MOBILE HOME PARK,NULL,Water Service Area,-121.2272909,37.91899444,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN JOAQUIN,POU,114936
3303921,CAss_S1507,CA3900579,CENTURY MOBILE HOME PARK,NULL,Water Service Area,-121.2197177,37.89876239,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN JOAQUIN,POU,114936
3303922,CAss_S151,CA1000072,SHAVER LAKE POINT #2,NULL,Water Service Area,-119.3059648,37.13887098,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,FRESNO,POU,114936
3303924,CAss_S1514,CA3900596,VILLA CEREZOS,NULL,Water Service Area,-121.257728,38.09011015,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN JOAQUIN,POU,114936
3303925,CAss_S1516,CA3900602,TAHAMA VILLAGE MOBILE HOME PARK,NULL,Water Service Area,-121.2566477,38.0562045,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN JOAQUIN,POU,114936
3303926,CAss_S1517,CA3900606,A1 WINSTONS MOBILE HOME PARK,NULL,Water Service Area,-121.2302112,37.92652994,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN JOAQUIN,POU,114936
3303927,CAss_S1518,CA3900607,COUNTRY SQUIRE MOBILE ESTATES & WATER SY,NULL,Water Service Area,-121.2479277,37.99563892,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN JOAQUIN,POU,114936
3303928,CAss_S152,CA1000076,UPPER LINE CREEK IMPRVMNT ASSN,NULL,Water Service Area,-119.1981347,37.25141387,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,FRESNO,POU,114936
3303929,CAss_S1520,CA3900624,IL VINETO,NULL,Water Service Area,-121.2855246,38.07771745,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN JOAQUIN,POU,114936
3303931,CAss_S1523,CA3900653,ISLANDER MARINA,NULL,Water Service Area,-121.2901803,37.77060813,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN JOAQUIN,POU,114936
3303932,CAss_S1524,CA3900664,NEW HOPE LANDING GENERAL STORE,NULL,Water Service Area,-121.4910421,38.22758481,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN JOAQUIN,POU,114936
3303933,CAss_S1526,CA3900682,LOCKEFORD MOBILE HOME PARK WTR SYS,NULL,Water Service Area,-121.1497332,38.15853556,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN JOAQUIN,POU,114936
3303935,CAss_S1528,CA3900702,CORRAL HOLLOW PWS,NULL,Water Service Area,-121.4559899,37.71843258,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN JOAQUIN,POU,114936
3303936,CAss_S153,CA1000078,FCWWD #42/ALLUVIAL & FANCHER,NULL,Water Service Area,-119.6358482,36.84880563,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,FRESNO,POU,114936
3303937,CAss_S1530,CA3900714,SUNNYSIDE ESTATES WATER SYSTEM,NULL,Water Service Area,-121.3050523,38.10286234,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN JOAQUIN,POU,114936
3303938,CAss_S1531,CA3900720,SHADED TERRACE PWS,NULL,Water Service Area,-121.2462117,38.02613077,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN JOAQUIN,POU,114936
3303940,CAss_S1533,CA3900722,MORADA ESTATES PWS,NULL,Water Service Area,-121.2554533,38.04034338,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,SAN JOAQUIN,POU,114936
