MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,WaterSourceUUID,Amount,AllocationCropDutyAmount,AssociatedNativeAllocationIDs,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,Geometry,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifier,TimeframeEnd,TimeframeStart,ReasonRemoved,index
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,22400.0,,,Unspecified,CALTRANS-CAPLES LAKE MAINTENANCE STATION,,,02/26/2021,,,,,59.0,,,Unspecified,2015,,2015-12-31,2015-12-01,Bad WaterSourceUUID,764.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,47600.0,,,Unspecified,CALTRANS-CAPLES LAKE MAINTENANCE STATION,,,02/26/2021,,,,,59.0,,,Unspecified,2016,,2016-01-31,2016-01-01,Bad WaterSourceUUID,765.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,25000.0,,,Unspecified,CALTRANS-CAPLES LAKE MAINTENANCE STATION,,,02/26/2021,,,,,59.0,,,Unspecified,2016,,2016-02-29,2016-02-01,Bad WaterSourceUUID,766.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,21214.0,,,Unspecified,CALTRANS-CAPLES LAKE MAINTENANCE STATION,,,02/26/2021,,,,,59.0,,,Unspecified,2016,,2016-03-31,2016-03-01,Bad WaterSourceUUID,767.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,48300.0,,,Unspecified,CALTRANS-CAPLES LAKE MAINTENANCE STATION,,,02/26/2021,,,,,59.0,,,Unspecified,2016,,2016-04-30,2016-04-01,Bad WaterSourceUUID,768.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,16800.0,,,Unspecified,CALTRANS-CAPLES LAKE MAINTENANCE STATION,,,02/26/2021,,,,,59.0,,,Unspecified,2016,,2016-05-31,2016-05-01,Bad WaterSourceUUID,769.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,4800.0,,,Unspecified,CALTRANS-CAPLES LAKE MAINTENANCE STATION,,,02/26/2021,,,,,59.0,,,Unspecified,2016,,2016-06-30,2016-06-01,Bad WaterSourceUUID,770.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,6200.0,,,Unspecified,CALTRANS-CAPLES LAKE MAINTENANCE STATION,,,02/26/2021,,,,,59.0,,,Unspecified,2016,,2016-07-31,2016-07-01,Bad WaterSourceUUID,771.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,5900.0,,,Unspecified,CALTRANS-CAPLES LAKE MAINTENANCE STATION,,,02/26/2021,,,,,59.0,,,Unspecified,2016,,2016-08-31,2016-08-01,Bad WaterSourceUUID,772.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,5700.0,,,Unspecified,CALTRANS-CAPLES LAKE MAINTENANCE STATION,,,02/26/2021,,,,,59.0,,,Unspecified,2016,,2016-09-30,2016-09-01,Bad WaterSourceUUID,773.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,58200.0,,,Unspecified,CALTRANS-CAPLES LAKE MAINTENANCE STATION,,,02/26/2021,,,,,59.0,,,Unspecified,2016,,2016-10-31,2016-10-01,Bad WaterSourceUUID,774.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,33100.0,,,Unspecified,CALTRANS-CAPLES LAKE MAINTENANCE STATION,,,02/26/2021,,,,,59.0,,,Unspecified,2016,,2016-11-30,2016-11-01,Bad WaterSourceUUID,775.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,23000.0,,,Unspecified,CALTRANS-CAPLES LAKE MAINTENANCE STATION,,,02/26/2021,,,,,59.0,,,Unspecified,2016,,2016-12-31,2016-12-01,Bad WaterSourceUUID,776.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,433092.0,,,Unspecified,RABB PARK COMMUNITY SER. DIST.,,,02/26/2021,,,,,,,,Unspecified,2013,,2013-02-28,2013-02-01,Bad WaterSourceUUID,1370.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,538560.0,,,Unspecified,RABB PARK COMMUNITY SER. DIST.,,,02/26/2021,,,,,,,,Unspecified,2013,,2013-04-30,2013-04-01,Bad WaterSourceUUID,1371.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,953700.0,,,Unspecified,RABB PARK COMMUNITY SER. DIST.,,,02/26/2021,,,,,,,,Unspecified,2013,,2013-06-30,2013-06-01,Bad WaterSourceUUID,1372.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1283568.0,,,Unspecified,RABB PARK COMMUNITY SER. DIST.,,,02/26/2021,,,,,,,,Unspecified,2013,,2013-08-31,2013-08-01,Bad WaterSourceUUID,1373.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,602140.0,,,Unspecified,RABB PARK COMMUNITY SER. DIST.,,,02/26/2021,,,,,,,,Unspecified,2013,,2013-10-31,2013-10-01,Bad WaterSourceUUID,1374.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,727804.0,,,Unspecified,RABB PARK COMMUNITY SER. DIST.,,,02/26/2021,,,,,,,,Unspecified,2013,,2013-12-31,2013-12-01,Bad WaterSourceUUID,1375.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,673948.0,,,Unspecified,RABB PARK COMMUNITY SER. DIST.,,,02/26/2021,,,,,,,,Unspecified,2014,,2014-01-31,2014-01-01,Bad WaterSourceUUID,1376.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,665720.0,,,Unspecified,RABB PARK COMMUNITY SER. DIST.,,,02/26/2021,,,,,,,,Unspecified,2014,,2014-03-31,2014-03-01,Bad WaterSourceUUID,1377.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,899844.0,,,Unspecified,RABB PARK COMMUNITY SER. DIST.,,,02/26/2021,,,,,,,,Unspecified,2014,,2014-05-31,2014-05-01,Bad WaterSourceUUID,1378.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1532652.0,,,Unspecified,RABB PARK COMMUNITY SER. DIST.,,,02/26/2021,,,,,,,,Unspecified,2014,,2014-07-31,2014-07-01,Bad WaterSourceUUID,1379.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1156408.0,,,Unspecified,RABB PARK COMMUNITY SER. DIST.,,,02/26/2021,,,,,,,,Unspecified,2014,,2014-09-30,2014-09-01,Bad WaterSourceUUID,1380.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1184832.0,,,Unspecified,RABB PARK COMMUNITY SER. DIST.,,,02/26/2021,,,,,,,,Unspecified,2014,,2014-11-30,2014-11-01,Bad WaterSourceUUID,1381.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,718080.0,,,Unspecified,RABB PARK COMMUNITY SER. DIST.,,,02/26/2021,,,,,,,,Unspecified,2015,,2015-02-28,2015-02-01,Bad WaterSourceUUID,1382.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,890120.0,,,Unspecified,RABB PARK COMMUNITY SER. DIST.,,,02/26/2021,,,,,,,,Unspecified,2015,,2015-04-30,2015-04-01,Bad WaterSourceUUID,1383.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1141448.0,,,Unspecified,RABB PARK COMMUNITY SER. DIST.,,,02/26/2021,,,,,,,,Unspecified,2015,,2015-05-31,2015-05-01,Bad WaterSourceUUID,1384.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,800360.0,,,Unspecified,RABB PARK COMMUNITY SER. DIST.,,,02/26/2021,,,,,,,,Unspecified,2015,,2015-06-30,2015-06-01,Bad WaterSourceUUID,1385.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,308176.0,,,Unspecified,RABB PARK COMMUNITY SER. DIST.,,,02/26/2021,,,,,,,,Unspecified,2015,,2015-07-31,2015-07-01,Bad WaterSourceUUID,1386.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,200464.0,,,Unspecified,RABB PARK COMMUNITY SER. DIST.,,,02/26/2021,,,,,,,,Unspecified,2015,,2015-08-31,2015-08-01,Bad WaterSourceUUID,1387.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,317152.0,,,Unspecified,RABB PARK COMMUNITY SER. DIST.,,,02/26/2021,,,,,,,,Unspecified,2015,,2015-09-30,2015-09-01,Bad WaterSourceUUID,1388.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,201212.0,,,Unspecified,RABB PARK COMMUNITY SER. DIST.,,,02/26/2021,,,,,,,,Unspecified,2015,,2015-10-31,2015-10-01,Bad WaterSourceUUID,1389.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,222904.0,,,Unspecified,RABB PARK COMMUNITY SER. DIST.,,,02/26/2021,,,,,,,,Unspecified,2015,,2015-11-30,2015-11-01,Bad WaterSourceUUID,1390.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,255816.0,,,Unspecified,RABB PARK COMMUNITY SER. DIST.,,,02/26/2021,,,,,,,,Unspecified,2015,,2015-12-31,2015-12-01,Bad WaterSourceUUID,1391.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1378600.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2013,,2013-01-31,2013-01-01,Bad WaterSourceUUID,1467.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1227900.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2013,,2013-02-28,2013-02-01,Bad WaterSourceUUID,1468.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1293800.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2013,,2013-03-31,2013-03-01,Bad WaterSourceUUID,1469.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1199600.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2013,,2013-04-30,2013-04-01,Bad WaterSourceUUID,1470.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1305500.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2013,,2013-05-31,2013-05-01,Bad WaterSourceUUID,1471.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1423900.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2013,,2013-06-30,2013-06-01,Bad WaterSourceUUID,1472.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1645100.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2013,,2013-07-31,2013-07-01,Bad WaterSourceUUID,1473.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1608300.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2013,,2013-08-31,2013-08-01,Bad WaterSourceUUID,1474.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1358900.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2013,,2013-09-30,2013-09-01,Bad WaterSourceUUID,1475.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1268900.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2013,,2013-10-31,2013-10-01,Bad WaterSourceUUID,1476.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1282300.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2013,,2013-11-30,2013-11-01,Bad WaterSourceUUID,1477.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1406980.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2013,,2013-12-31,2013-12-01,Bad WaterSourceUUID,1478.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1350000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2014,,2014-01-31,2014-01-01,Bad WaterSourceUUID,1479.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1130000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2014,,2014-02-28,2014-02-01,Bad WaterSourceUUID,1480.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1250000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2014,,2014-03-31,2014-03-01,Bad WaterSourceUUID,1481.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1180000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2014,,2014-04-30,2014-04-01,Bad WaterSourceUUID,1482.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1390000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2014,,2014-05-31,2014-05-01,Bad WaterSourceUUID,1483.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1440000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2014,,2014-06-30,2014-06-01,Bad WaterSourceUUID,1484.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1470000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2014,,2014-07-31,2014-07-01,Bad WaterSourceUUID,1485.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1300000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2014,,2014-08-31,2014-08-01,Bad WaterSourceUUID,1486.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1200000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2014,,2014-09-30,2014-09-01,Bad WaterSourceUUID,1487.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1270000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2014,,2014-10-31,2014-10-01,Bad WaterSourceUUID,1488.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1260000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2014,,2014-11-30,2014-11-01,Bad WaterSourceUUID,1489.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1170000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2014,,2014-12-31,2014-12-01,Bad WaterSourceUUID,1490.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1210000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2015,,2015-01-31,2015-01-01,Bad WaterSourceUUID,1491.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,980000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2015,,2015-02-28,2015-02-01,Bad WaterSourceUUID,1492.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1110000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2015,,2015-03-31,2015-03-01,Bad WaterSourceUUID,1493.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1090000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2015,,2015-04-30,2015-04-01,Bad WaterSourceUUID,1494.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1170000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2015,,2015-05-31,2015-05-01,Bad WaterSourceUUID,1495.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1190000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2015,,2015-06-30,2015-06-01,Bad WaterSourceUUID,1496.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1300000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2015,,2015-07-31,2015-07-01,Bad WaterSourceUUID,1497.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1170000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2015,,2015-08-31,2015-08-01,Bad WaterSourceUUID,1498.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1220000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2015,,2015-09-30,2015-09-01,Bad WaterSourceUUID,1499.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1150000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2015,,2015-10-31,2015-10-01,Bad WaterSourceUUID,1500.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1240000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2015,,2015-11-30,2015-11-01,Bad WaterSourceUUID,1501.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1260000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2015,,2015-12-31,2015-12-01,Bad WaterSourceUUID,1502.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1200000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2016,,2016-01-31,2016-01-01,Bad WaterSourceUUID,1503.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1200000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2016,,2016-02-29,2016-02-01,Bad WaterSourceUUID,1504.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1300000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2016,,2016-03-31,2016-03-01,Bad WaterSourceUUID,1505.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1300000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2016,,2016-04-30,2016-04-01,Bad WaterSourceUUID,1506.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1400000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2016,,2016-05-31,2016-05-01,Bad WaterSourceUUID,1507.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1500000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2016,,2016-06-30,2016-06-01,Bad WaterSourceUUID,1508.0
CSWRCB_Public Drinking Water,CSWRCB,,CSWRCB_Site Specific,,1500000.0,,,Unspecified,THE OAKS MOBILE HOME PARK,,,02/26/2021,,,,,600.0,,,Unspecified,2016,,2016-07-31,2016-07-01,Bad WaterSourceUUID,1509.0
