,AllocationApplicationDate,AllocationAssociatedConsumptiveUseSiteIDs,AllocationAssociatedWithdrawalSiteIDs,AllocationBasisCV,AllocationChangeApplicationIndicator,AllocationCommunityWaterSupplySystem,AllocationCropDutyAmount,AllocationExpirationDate,AllocationFlow_CFS,AllocationLegalStatusCV,AllocationNativeID,AllocationOwner,AllocationPriorityDate,AllocationSDWISIdentifierCV,AllocationTimeframeEnd,AllocationTimeframeStart,AllocationTypeCV,AllocationVolume_AF,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,ExemptOfVolumeFlowPriority,GeneratedPowerCapacityMW,IrrigatedAcreage,IrrigationMethodCV,LegacyAllocationIDs,MethodUUID,OrganizationUUID,PopulationServed,PowerType,PrimaryUseCategory,SiteUUID,VariableSpecificUUID,WaterAllocationNativeURL,WaterSourceUUID,ReasonRemoved,index
10,,,,Unknown,,,,,,ACTIVE,39F 175287 00,"JOHN GOGGINS, EMERY L WALKER",1928-12-31,,,,STATEMENT OF CLAIM,330.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=256816,1,,165.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S4468,MTwr_S4467,MTwr_S4464,MTwr_S4472,MTwr_S4475,MTwr_S4465,MTwr_S4463,MTwr_S4466,MTwr_S4478,MTwr_S4477,MTwr_S4473,MTwr_S4470,MTwr_S4469,MTwr_S4471,MTwr_S4476,MTwr_S4474",MT_Consumptive Use,,"MTwr_WS241,MTwr_WS293,MTwr_WS262",Bad WaterSourceUUID,3964.0
11,,,,Unknown,,,,,,ACTIVE,39F 215611 00,"MONTANA, STATE OF BOARD OF LAND COMMISSIONERS",1973-06-30,,,,STATEMENT OF CLAIM,,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=317423,1,,310.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S5280,MTwr_S5279",MT_Consumptive Use,,"MTwr_WS263,MTwr_WS326",Bad WaterSourceUUID,4613.0
12,,,,Unknown,,,,,,ACTIVE,39F 22626 00,"ELSA L HAYES, FRANCIS J HAYES",1916-12-31,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=48761,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S5332,MTwr_S5331",MT_Consumptive Use,,"MTwr_WS274,MTwr_WS329",Bad WaterSourceUUID,4662.0
13,,,,Unknown,,,,,,ACTIVE,39F 22627 00,"ELSA L HAYES, FRANCIS J HAYES",1922-12-31,,,,STATEMENT OF CLAIM,,STOCK,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=48763,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S5333,MTwr_S5334",MT_Consumptive Use,,"MTwr_WS330,MTwr_WS230",Bad WaterSourceUUID,4663.0
14,,,,Unknown,,,,,,ACTIVE,39F 26521 00,PILSTER RANCH CORP,1948-07-20,,,,STATEMENT OF CLAIM,63.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=55513,1,,42.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S5520,MTwr_S5521",MT_Consumptive Use,,"MTwr_WS232,MTwr_WS236",Bad WaterSourceUUID,4836.0
15,,,,Unknown,,,,,,ACTIVE,39F 28766 00,"PADDEN LAND & CATTLE LLC,THOMAS RANCH INC","1980-08-19,1935-09-15",,,,"PROVISIONAL PERMIT,STATEMENT OF CLAIM",",2.0",STOCK,,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=323608,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=59422",1,,,,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S5707,MTwr_S5706",MT_Consumptive Use,,"MTwr_WS243,MTwr_WS154",Bad WaterSourceUUID,5000.0
16,,,,Unknown,,,,,,ACTIVE,39F 28767 00,"PADDEN LAND & CATTLE LLC,THOMAS RANCH INC","1980-08-19,1935-09-15",,,,"PROVISIONAL PERMIT,STATEMENT OF CLAIM",",2.0",STOCK,,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=59424,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=59423",1,,,,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S5708,MTwr_S5709",MT_Consumptive Use,,"MTwr_WS345,MTwr_WS154",Bad WaterSourceUUID,5001.0
17,,,,Unknown,,,,,",0.01",ACTIVE,39F 28768 00,"PADDEN LAND & CATTLE LLC,THOMAS RANCH INC","1980-08-19,1940-06-01",,,,"PROVISIONAL PERMIT,STATEMENT OF CLAIM",",1.7",STOCK,,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=59425,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=59426",1,,,,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S5710,MTwr_S5711",MT_Consumptive Use,,"MTwr_WS346,MTwr_WS2",Bad WaterSourceUUID,5002.0
18,,,,Unknown,,,,,,ACTIVE,39F 28769 00,"THOMAS RANCH INC,WILLARD J PADDEN, PADDEN LAND & CATTLE LLC","1980-08-19,1936-09-05",,,,"PROVISIONAL PERMIT,STATEMENT OF CLAIM",",2.0",STOCK,,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=295008,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=59427",1,,,,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S5713,MTwr_S5712",MT_Consumptive Use,,"MTwr_WS243,MTwr_WS154",Bad WaterSourceUUID,5003.0
19,,,,Unknown,,,,,",0.02",ACTIVE,39F 28771 00,"PADDEN LAND & CATTLE LLC,THOMAS RANCH INC","1980-08-19,1942-10-15",,,,"GROUND WATER CERTIFICATE,STATEMENT OF CLAIM",",4.5",STOCK,,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=59430,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=59431",1,,,,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S5717,MTwr_S5716",MT_Consumptive Use,,"MTwr_WS298,MTwr_WS2",Bad WaterSourceUUID,5005.0
20,,,,Unknown,,,,,",0.01",ACTIVE,39F 28772 00,"PADDEN LAND & CATTLE LLC,THOMAS RANCH INC","1980-08-19,1945-10-15",,,,"GROUND WATER CERTIFICATE,STATEMENT OF CLAIM",",1.5",STOCK,,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=59432,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=59433",1,,,,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S5718,MTwr_S5719",MT_Consumptive Use,,"MTwr_WS241,MTwr_WS2",Bad WaterSourceUUID,5006.0
21,,,,Unknown,,,,,,ACTIVE,39F 28787 00,PADDEN LAND & CATTLE LLC,1885-10-15,,,,STATEMENT OF CLAIM,450.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=59459,1,,226.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S5734,MTwr_S5737,MTwr_S5741,MTwr_S5743,MTwr_S5742,MTwr_S5740,MTwr_S5738,MTwr_S5739,MTwr_S5735,MTwr_S5736",MT_Consumptive Use,,"MTwr_WS154,MTwr_WS347",Bad WaterSourceUUID,5021.0
22,,,,Unknown,,,,,,ACTIVE,39F 33207 00,WILLARD J PADDEN,1899-05-30,,,,STATEMENT OF CLAIM,150.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=67145,1,,73.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S6107,MTwr_S6106,MTwr_S6109,MTwr_S6105,MTwr_S6108",MT_Consumptive Use,,"MTwr_WS154,MTwr_WS347",Bad WaterSourceUUID,5285.0
23,,,,Unknown,,,,,,ACTIVE,39F 37723 00,RIVER BOTTOM RANCH LLC,1897-09-16,,,,STATEMENT OF CLAIM,150.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=75010,1,,73.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S6269,MTwr_S6268,MTwr_S6267",MT_Consumptive Use,,"MTwr_WS241,MTwr_WS293",Bad WaterSourceUUID,5429.0
24,,,,Unknown,,,,,,ACTIVE,39F 38292 00,"DANNY E LANNING,COOK RANCH TRUST","1932-12-31,1981-10-16",,,,"GROUND WATER CERTIFICATE,STATEMENT OF CLAIM",",1.6","DOMESTIC, STOCK,STOCK",,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=76003,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=76004",1,,,,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S6313,MTwr_S6314",MT_Consumptive Use,,"MTwr_WS268,MTwr_WS2",Bad WaterSourceUUID,5473.0
25,,,,Unknown,,,,,,ACTIVE,39FJ 1199 00,LINDA BRAUN SMITH,1973-12-21,,,,PROVISIONAL PERMIT,30.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=3303,1,,20.0,,,MT_Water Allocation App,MDNRC,,,Irrigation,"MTwr_S7547,MTwr_S7548",MT_Consumptive Use,,"MTwr_WS385,MTwr_WS405",Bad WaterSourceUUID,6663.0
26,,,,Unknown,,,,,,ACTIVE,39FJ 22730 00,VICTORIA M PICKARD,1903-10-16,,,,STATEMENT OF CLAIM,315.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=48942,1,,150.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S8270,MTwr_S8271,MTwr_S8269",MT_Consumptive Use,,"MTwr_WS445,MTwr_WS386",Bad WaterSourceUUID,7282.0
27,,,,Unknown,,,,,10.02,ACTIVE,39FJ 27973 00,MELVIN L WOLENETZ,1980-06-02,,,,PROVISIONAL PERMIT,40.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=58035,1,,174.0,,,MT_Water Allocation App,MDNRC,,,Irrigation,"MTwr_S8344,MTwr_S8346,MTwr_S8345",MT_Consumptive Use,,"MTwr_WS402,MTwr_WS186",Bad WaterSourceUUID,7334.0
28,,,,Unknown,,,,,,ACTIVE,39FJ 35583 00,"DOROTHY M PADDEN, GWENDOLYN L PADDEN",1923-12-31,,,,STATEMENT OF CLAIM,17.96,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=71277,1,,8.55,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S8548,MTwr_S8550,MTwr_S8553,MTwr_S8554,MTwr_S8552,MTwr_S8549,MTwr_S8551",MT_Consumptive Use,,"MTwr_WS391,MTwr_WS453",Bad WaterSourceUUID,7473.0
29,,,,Unknown,,,,,,ACTIVE,39FJ 35584 00,WAYNE E BREWER,1912-12-31,,,,STATEMENT OF CLAIM,46.2,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=295784,1,,22.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S8556,MTwr_S8555",MT_Consumptive Use,,"MTwr_WS391,MTwr_WS453",Bad WaterSourceUUID,7474.0
30,,,,Unknown,,,,,",0.01",ACTIVE,39FJ 36469 00,F & R RANCHES INC,"1920-12-31,1981-10-08",,,,"GROUND WATER CERTIFICATE,STATEMENT OF CLAIM",",5.4",STOCK,,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=72819,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=72818",1,,,,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S8588,MTwr_S8589",MT_Consumptive Use,,"MTwr_WS386,MTwr_WS2",Bad WaterSourceUUID,7505.0
31,,,,Unknown,,,,,,ACTIVE,39FJ 39397 00,"MAXINE L ROST, RODDY M ROST",1981-11-23,,,,PROVISIONAL PERMIT,16.5,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=77923,1,,11.0,,,MT_Water Allocation App,MDNRC,,,Irrigation,"MTwr_S8649,MTwr_S8652,MTwr_S8650,MTwr_S8651",MT_Consumptive Use,,"MTwr_WS186,MTwr_WS440",Bad WaterSourceUUID,7554.0
32,,,,Unknown,,,,,",0.02",ACTIVE,39G 711 00,"STAR X RANCH INC,AGNES C JOB","1932-12-31,1973-10-16",,,,"GROUND WATER CERTIFICATE,STATEMENT OF CLAIM",,"DOMESTIC,STOCK",,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=1998,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=1997",1,,,,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S10018,MTwr_S10017",MT_Consumptive Use,,"MTwr_WS473,MTwr_WS2",Bad WaterSourceUUID,8791.0
33,,,,Unknown,,,,,,ACTIVE,39G 8619 00,ROBERT E MORRISON,1976-06-14,,,,PROVISIONAL PERMIT,45.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=23319,1,,30.0,,,MT_Water Allocation App,MDNRC,,,Irrigation,"MTwr_S10077,MTwr_S10076",MT_Consumptive Use,,"MTwr_WS468,MTwr_WS471",Bad WaterSourceUUID,8845.0
34,,,,Unknown,,,,,,ACTIVE,39G 97802 00,VIRGIL D LARSON,1996-07-01,,,,PROVISIONAL PERMIT,65.0,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=172740,1,,65.0,,,MT_Water Allocation App,MDNRC,,,Irrigation,"MTwr_S10105,MTwr_S10104",MT_Consumptive Use,,"MTwr_WS480,MTwr_WS483",Bad WaterSourceUUID,8872.0
35,,,,Unknown,,,,,,ACTIVE,39H 173692 00,DAVID WANG,1907-12-31,,,,STATEMENT OF CLAIM,,FISH AND WILDLIFE,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=255431,1,,,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S10210,MTwr_S10213,MTwr_S10216,MTwr_S10215,MTwr_S10214,MTwr_S10212,MTwr_S10211",MT_Consumptive Use,,"MTwr_WS263,MTwr_WS326",Bad WaterSourceUUID,8963.0
36,,,,Unknown,,,,,"0.05,5.0",ACTIVE,40A 101613 00,"WINNECOOK RANCH CO,RICHARD K GEORDGE","1901-06-28,1997-09-08",,,,"PROVISIONAL PERMIT,STATEMENT OF CLAIM",",1.53","MINING,IRRIGATION",,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=179354,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=179353",1,,",152.0",,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S10540,MTwr_S10539",MT_Consumptive Use,,"MTwr_WS529,MTwr_WS526",Bad WaterSourceUUID,9167.0
37,,,,Unknown,,,,,,ACTIVE,40A 101624 00,"RAYMOND E VOGT,WINNECOOK RANCH CO","1997-10-07,1937-10-31",,,,"GROUND WATER CERTIFICATE,STATEMENT OF CLAIM",",1.63","DOMESTIC,STOCK",,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=179374,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=179373",1,,,,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S10553,MTwr_S10554",MT_Consumptive Use,,"MTwr_WS531,MTwr_WS2",Bad WaterSourceUUID,9178.0
38,,,,Unknown,,,,,"0.01,6.97",ACTIVE,40A 105786 00,"BAIR CO, BAIR RANCH FOUNDATION,PATRICK, SCHOLL C TRUST","1887-10-15,1998-10-20",,,,"GROUND WATER CERTIFICATE,STATEMENT OF CLAIM",",1.63","DOMESTIC,IRRIGATION",,,,11/20/2020,"http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=303086,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=186581",1,,",184.0",,,"MT_Water Allocation App,MT_Water Allocation Adj",MDNRC,,,Irrigation,"MTwr_S10731,MTwr_S10732",MT_Consumptive Use,,"MTwr_WS557,MTwr_WS2",Bad WaterSourceUUID,9314.0
39,,,,Unknown,,,,,5.5,ACTIVE,40A 109114 00,"CHRISTOPHER E COLSON, JOHN R COLSON, JESS H GARFIELD, COLTON J KINSEY, OMEGA J KINSEY, LYNN D WARD, MARK WARD",1883-12-10,,,,STATEMENT OF CLAIM,,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=192346,1,,204.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S10840,MTwr_S10838,MTwr_S10841,MTwr_S10842,MTwr_S10839",MT_Consumptive Use,,"MTwr_WS572,MTwr_WS571",Bad WaterSourceUUID,9395.0
40,,,,Unknown,,,,,0.67,ACTIVE,40A 109975 00,K H CATTLE CO,1907-06-30,,,,STATEMENT OF CLAIM,,IRRIGATION,,,,11/20/2020,http://wr.dnrc.mt.gov/reports/rwservlet?dnrcwr&report=WRD2090AR.rep&P_WRGT_ID_SEQ=193835,1,,865.0,,,MT_Water Allocation Adj,MDNRC,,,Irrigation,"MTwr_S10938,MTwr_S10937,MTwr_S10939",MT_Consumptive Use,,"MTwr_WS583,MTwr_WS582",Bad WaterSourceUUID,9485.0
