MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,WaterSourceUUID,Amount,AllocationCropDutyAmount,AssociatedNativeAllocationIDs,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,Geometry,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifier,TimeframeEnd,TimeframeStart,ReasonRemoved,index
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS2,230.69515550000003,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2011,,2011-12-31,2011-01-01,Bad SiteUUID,47.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS2,290.3943383,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2012,,2012-12-31,2012-01-01,Bad SiteUUID,49.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS3,288.923085,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2013,,2013-12-31,2013-01-01,Bad SiteUUID,51.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS3,285.8542017,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2014,,2014-12-31,2014-01-01,Bad SiteUUID,53.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS2,182.8835622,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2015,,2015-12-31,2015-01-01,Bad SiteUUID,55.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS3,182.8835622,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2015,,2015-12-31,2015-01-01,Bad SiteUUID,56.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS2,184.2826354,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2016,,2016-12-31,2016-01-01,Bad SiteUUID,58.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS2,200.9310632,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2017,,2017-12-31,2017-01-01,Bad SiteUUID,60.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS2,217.3437149,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2018,,2018-12-31,2018-01-01,Bad SiteUUID,62.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS2,243.80506890000004,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2019,,2019-12-31,2019-01-01,Bad SiteUUID,64.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS8,906.7706722,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1979,,1979-12-31,1979-01-01,Bad SiteUUID,123.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,906.7706722,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1979,,1979-12-31,1979-01-01,Bad SiteUUID,124.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,906.7706722,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1979,,1979-12-31,1979-01-01,Bad SiteUUID,125.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS8,696.9917945000002,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1980,,1980-12-31,1980-01-01,Bad SiteUUID,126.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,696.9917945000002,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1980,,1980-12-31,1980-01-01,Bad SiteUUID,127.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,696.9917945000002,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1980,,1980-12-31,1980-01-01,Bad SiteUUID,128.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS8,630.699312,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1981,,1981-12-31,1981-01-01,Bad SiteUUID,129.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,630.699312,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1981,,1981-12-31,1981-01-01,Bad SiteUUID,130.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,630.699312,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1981,,1981-12-31,1981-01-01,Bad SiteUUID,131.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS8,595.4047032999998,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1982,,1982-12-31,1982-01-01,Bad SiteUUID,132.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,595.4047032999998,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1982,,1982-12-31,1982-01-01,Bad SiteUUID,133.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,595.4047032999998,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1982,,1982-12-31,1982-01-01,Bad SiteUUID,134.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS8,567.7828356000001,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1983,,1983-12-31,1983-01-01,Bad SiteUUID,135.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,567.7828356000001,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1983,,1983-12-31,1983-01-01,Bad SiteUUID,136.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,567.7828356000001,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1983,,1983-12-31,1983-01-01,Bad SiteUUID,137.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS8,828.6560304,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1984,,1984-12-31,1984-01-01,Bad SiteUUID,138.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,828.6560304,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1984,,1984-12-31,1984-01-01,Bad SiteUUID,139.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,828.6560304,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1984,,1984-12-31,1984-01-01,Bad SiteUUID,140.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS8,1031.216393,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1985,,1985-12-31,1985-01-01,Bad SiteUUID,141.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1031.216393,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1985,,1985-12-31,1985-01-01,Bad SiteUUID,142.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1031.216393,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1985,,1985-12-31,1985-01-01,Bad SiteUUID,143.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS8,1025.078201,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1986,,1986-12-31,1986-01-01,Bad SiteUUID,144.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1025.078201,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1986,,1986-12-31,1986-01-01,Bad SiteUUID,145.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1025.078201,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1986,,1986-12-31,1986-01-01,Bad SiteUUID,146.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS8,1104.874707,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1987,,1987-12-31,1987-01-01,Bad SiteUUID,147.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1104.874707,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1987,,1987-12-31,1987-01-01,Bad SiteUUID,148.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1104.874707,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1987,,1987-12-31,1987-01-01,Bad SiteUUID,149.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS8,1042.87896,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1988,,1988-12-31,1988-01-01,Bad SiteUUID,150.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1042.87896,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1988,,1988-12-31,1988-01-01,Bad SiteUUID,151.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1042.87896,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1988,,1988-12-31,1988-01-01,Bad SiteUUID,152.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS8,1249.1222380000004,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1989,,1989-12-31,1989-01-01,Bad SiteUUID,153.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1249.1222380000004,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1989,,1989-12-31,1989-01-01,Bad SiteUUID,154.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1249.1222380000004,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1989,,1989-12-31,1989-01-01,Bad SiteUUID,155.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS8,1096.158473,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1990,,1990-12-31,1990-01-01,Bad SiteUUID,156.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1096.158473,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1990,,1990-12-31,1990-01-01,Bad SiteUUID,157.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1096.158473,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1990,,1990-12-31,1990-01-01,Bad SiteUUID,158.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1075.871746,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1991,,1991-12-31,1991-01-01,Bad SiteUUID,159.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1075.871746,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1991,,1991-12-31,1991-01-01,Bad SiteUUID,160.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1124.670379,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1992,,1992-12-31,1992-01-01,Bad SiteUUID,161.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1124.670379,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1992,,1992-12-31,1992-01-01,Bad SiteUUID,162.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1131.606537,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1993,,1993-12-31,1993-01-01,Bad SiteUUID,163.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1131.606537,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1993,,1993-12-31,1993-01-01,Bad SiteUUID,164.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1136.670546,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1994,,1994-12-31,1994-01-01,Bad SiteUUID,165.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1136.670546,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1994,,1994-12-31,1994-01-01,Bad SiteUUID,166.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1117.826294,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1995,,1995-12-31,1995-01-01,Bad SiteUUID,167.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1117.826294,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1995,,1995-12-31,1995-01-01,Bad SiteUUID,168.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1293.900355,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1996,,1996-12-31,1996-01-01,Bad SiteUUID,169.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1293.900355,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1996,,1996-12-31,1996-01-01,Bad SiteUUID,170.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1217.633309,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1997,,1997-12-31,1997-01-01,Bad SiteUUID,171.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1217.633309,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1997,,1997-12-31,1997-01-01,Bad SiteUUID,172.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1192.159809,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1998,,1998-12-31,1998-01-01,Bad SiteUUID,173.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1192.159809,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1998,,1998-12-31,1998-01-01,Bad SiteUUID,174.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1323.271608,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1999,,1999-12-31,1999-01-01,Bad SiteUUID,175.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1323.271608,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,1999,,1999-12-31,1999-01-01,Bad SiteUUID,176.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1573.402965,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2000,,2000-12-31,2000-01-01,Bad SiteUUID,177.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1573.402965,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2000,,2000-12-31,2000-01-01,Bad SiteUUID,178.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1630.365392,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2001,,2001-12-31,2001-01-01,Bad SiteUUID,179.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1630.365392,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2001,,2001-12-31,2001-01-01,Bad SiteUUID,180.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1574.998895,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2002,,2002-12-31,2002-01-01,Bad SiteUUID,181.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1574.998895,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2002,,2002-12-31,2002-01-01,Bad SiteUUID,182.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1584.7586210000004,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2003,,2003-12-31,2003-01-01,Bad SiteUUID,183.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1584.7586210000004,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2003,,2003-12-31,2003-01-01,Bad SiteUUID,184.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1548.880884,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2004,,2004-12-31,2004-01-01,Bad SiteUUID,185.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1548.880884,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2004,,2004-12-31,2004-01-01,Bad SiteUUID,186.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1535.100639,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2005,,2005-12-31,2005-01-01,Bad SiteUUID,187.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1535.100639,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2005,,2005-12-31,2005-01-01,Bad SiteUUID,188.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1592.167333,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2006,,2006-12-31,2006-01-01,Bad SiteUUID,189.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1592.167333,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2006,,2006-12-31,2006-01-01,Bad SiteUUID,190.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS8,1574.269999,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2007,,2007-12-31,2007-01-01,Bad SiteUUID,191.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1574.269999,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2007,,2007-12-31,2007-01-01,Bad SiteUUID,192.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1574.269999,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2007,,2007-12-31,2007-01-01,Bad SiteUUID,193.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS8,1400.5339800000004,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2008,,2008-12-31,2008-01-01,Bad SiteUUID,194.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1400.5339800000004,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2008,,2008-12-31,2008-01-01,Bad SiteUUID,195.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1400.5339800000004,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2008,,2008-12-31,2008-01-01,Bad SiteUUID,196.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS8,1418.342709,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2009,,2009-12-31,2009-01-01,Bad SiteUUID,197.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1418.342709,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2009,,2009-12-31,2009-01-01,Bad SiteUUID,198.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1418.342709,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2009,,2009-12-31,2009-01-01,Bad SiteUUID,199.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS8,1136.806427,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2010,,2010-12-31,2010-01-01,Bad SiteUUID,200.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1136.806427,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2010,,2010-12-31,2010-01-01,Bad SiteUUID,201.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1136.806427,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2010,,2010-12-31,2010-01-01,Bad SiteUUID,202.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS8,1125.144671,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2011,,2011-12-31,2011-01-01,Bad SiteUUID,203.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1125.144671,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2011,,2011-12-31,2011-01-01,Bad SiteUUID,204.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1125.144671,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2011,,2011-12-31,2011-01-01,Bad SiteUUID,205.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS11,1125.144671,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2011,,2011-12-31,2011-01-01,Bad SiteUUID,206.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS8,1258.5797,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2012,,2012-12-31,2012-01-01,Bad SiteUUID,207.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1258.5797,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2012,,2012-12-31,2012-01-01,Bad SiteUUID,208.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1258.5797,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2012,,2012-12-31,2012-01-01,Bad SiteUUID,209.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS13,1258.5797,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2012,,2012-12-31,2012-01-01,Bad SiteUUID,211.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS8,0.00125,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2013,,2013-12-31,2013-01-01,Bad SiteUUID,213.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,0.00125,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2013,,2013-12-31,2013-01-01,Bad SiteUUID,214.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,0.00125,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2013,,2013-12-31,2013-01-01,Bad SiteUUID,215.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1029.978605,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2014,,2014-12-31,2014-01-01,Bad SiteUUID,216.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1029.978605,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2014,,2014-12-31,2014-01-01,Bad SiteUUID,217.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS9,1115.852097,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2015,,2015-12-31,2015-01-01,Bad SiteUUID,218.0
UDWR_Water Use Data,UDWR,,UDWR_Site Specific Withdrawal,UTSS_WS10,1115.852097,,,Irrigation,,,,10/29/2020,,,,,,,,Irrigation,2015,,2015-12-31,2015-01-01,Bad SiteUUID,219.0
