MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,AllocationApplicationDate,AllocationAssociatedConsumptiveUseSiteIDs,AllocationAssociatedWithdrawalSiteIDs,AllocationBasisCV,AllocationChangeApplicationIndicator,AllocationCommunityWaterSupplySystem,AllocationCropDutyAmount,AllocationExpirationDate,AllocationFlow_CFS,AllocationLegalStatusCV,AllocationNativeID,AllocationOwner,AllocationPriorityDate,AllocationSDWISIdentifierCV,AllocationTimeframeEnd,AllocationTimeframeStart,AllocationTypeCV,AllocationVolume_AF,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,ExemptOfVolumeFlowPriority,GeneratedPowerCapacityMW,IrrigatedAcreage,IrrigationMethodCV,LegacyAllocationIDs,OwnerClassificationCV,PopulationServed,PowerType,PrimaryUseCategory,WaterAllocationNativeURL,ReasonRemoved,index
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Cancelled,13842,CALIFORNIA AMERICAN WATER COMPANY,01/26/1993,,12/31,01/01,Appropriative,33153.0,Municipal,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,4268.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Cancelled,13844,CALIFORNIA AMERICAN WATER COMPANY,01/26/1993,,10/31,05/01,Appropriative,27789.0,Irrigation,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,4270.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Cancelled,13885,KENNETH DOBLER,08/24/1993,,05/15,10/15,Appropriative,1600.0,Irrigation,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,4315.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Cancelled,13915,Unspecified,04/04/1994,,,,Appropriative,300.0,Municipal,,,,07/21/2021,,0,,,,,Unspecified,,,Unspecified,,Bad SiteUUID,4349.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Cancelled,14018,CAMBRIA COMMUNITY SERVICES DISTRICT,01/24/1996,,12/31,01/01,Appropriative,120.0,Municipal,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,4464.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Cancelled,14113,CALIFORNIA AMERICAN WATER COMPANY,09/11/1997,,10/31,05/01,Appropriative,36130.0,Irrigation,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,4570.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Cancelled,14114,Unspecified,09/25/1997,,,,Appropriative,0.0,Unspecified,,,,07/21/2021,,0,,,,,Unspecified,,,Unspecified,,Bad SiteUUID,4571.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Cancelled,14115,Unspecified,09/25/1998,,,,Appropriative,0.0,Unspecified,,,,07/21/2021,,0,,,,,Unspecified,,,Unspecified,,Bad SiteUUID,4572.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Cancelled,14241,NEWTON VINEYARD LLC,07/01/1999,,,,Appropriative,20.0,Frost Protection,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,4712.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Cancelled,14295,ROBINSON RANCH GOLF LLC,02/29/2000,,12/31,01/01,Appropriative,971.0,Irrigation,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,4771.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Cancelled,14382,SEGHESIO FAMILY VINEYARDS,03/26/2001,,,,Appropriative,66.0,Irrigation,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,4868.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Cancelled,14415,Unspecified,09/18/2001,,,,Appropriative,25.0,Fire Protection,,,,07/21/2021,,0,,,,,Unspecified,,,Unspecified,,Bad SiteUUID,4905.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Cancelled,14451,JASON MCCOLLUM,03/18/2002,,,,Appropriative,12.0,Fish and Wildlife Preservation and Enhancement,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,4945.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Cancelled,14495,MENDOCINO COUNTY RUSSIAN RIVER FC & WCI DISTRICT,03/10/2003,,,,Appropriative,277500.0,Irrigation,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,4993.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Cancelled,14528,COLUSA DRAIN MUTUAL WATER COMPANY,12/17/2003,,10/31,03/01,Appropriative,85000.0,Irrigation,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,5030.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Cancelled,14529,RECLAMATION DISTRICT #1004,12/17/2003,,04/30,09/15,Appropriative,30000.0,Fish and Wildlife Preservation and Enhancement,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,5031.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Cancelled,14558,RICHARD ELY III,12/27/2000,,12/31,01/01,Appropriative,72397.0,Power,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,5063.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Cancelled,14606,JAMES COSTELLO,09/12/2006,,,,Appropriative,49.0,Other,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,5117.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,15041,EST OF ROY ALFORD,09/22/1976,,,,Stockpond,0.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,5601.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,17937,CORRADO CEVASCO,06/24/1982,,,,Stockpond,0.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,8817.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,18197,"CAREY RANCH, A PARTNERSHIP",07/24/1997,,,,Stockpond,3.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,9106.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,18628,U S MODOC NATL FOREST,12/31/1997,,,,Stockpond,0.2,Stockwatering,,,,07/21/2021,,0,,,,,National Park Service (USNPS),,,Unspecified,,Bad SiteUUID,9585.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,18698,ERNEST M STILL TRUST,12/26/1997,,,,Stockpond,1.8,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,9662.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,18699,JOHN AHMANN,12/30/1997,,,,Stockpond,5.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,9663.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,18839,BENTLY FAMILY LTD PARTNERSHIP,12/31/1997,,,,Stockpond,4.9,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,9819.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,18871,THE NATURE CONSERVANCY,12/31/1997,,,,Stockpond,0.7,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,9855.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,18878,THE NATURE CONSERVANCY,12/31/1997,,,,Stockpond,0.4,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,9862.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,18901,CONTRA COSTA WATER DISTRICT,01/02/1998,,,,Stockpond,1.2,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,9889.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,19316,ROBERT A BYRNE CO,12/31/1997,,,,Stockpond,2.5,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10350.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,19319,ROBERT A BYRNE CO,12/31/1997,,,,Stockpond,2.5,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10353.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,19323,ROBERT A BYRNE CO,12/31/1997,,,,Stockpond,7.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10358.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,19326,ROBERT A BYRNE CO,12/31/1997,,,,Stockpond,2.5,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10361.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,19331,ROBERT A BYRNE CO,12/31/1997,,,,Stockpond,2.5,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10367.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,19372,FRANCISCO AND ANA MARIA SALCEDO TRUST,10/27/1997,,,,Stockpond,3.5,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10412.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,19401,ALTOFER LAND COUNTY RANCH,12/31/1997,,,,Stockpond,3.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10445.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Pending,19419,BROADDUS FAMILY TRUST,12/31/1997,,,,Stockpond,0.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10464.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,19431,EAGLE RANCH,12/22/1997,,,,Stockpond,2.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10478.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,19435,EAGLE RANCH,12/22/1997,,,,Stockpond,1.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10482.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,19526,JOHANSING FAMILY PARTNERSHIP,07/01/1997,,,,Stockpond,10.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10583.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,19527,JOHANSING FAMILY PARTNERSHIP,07/01/1997,,,,Stockpond,10.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10584.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,19536,HUNTER HOLDING,12/31/1997,,,,Stockpond,5.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10594.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,19582,JAMES M DUNN FAMILY RANCHES,12/31/1997,,,,Stockpond,1.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10645.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,19604,JOE CARRARI,12/12/1997,,,,Stockpond,2.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10670.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,19633,Morro Bay Ranch LLP,12/31/1997,,,,Stockpond,3.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10702.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Pending,19636,"SERENA THOMPSON KALMAN, UDT 1980",12/31/1997,,,,Stockpond,0.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10705.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Pending,19712,GRACE LAI,,,,,Stockpond,0.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10790.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Pending,19713,ROBERT STERN,,,,,Stockpond,0.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10791.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Pending,19714,ROBERT STERN,,,,,Stockpond,0.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10792.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Pending,19717,BIG W RANCH CORP,,,,,Stockpond,0.0,Unspecified,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10795.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Pending,19720,BIG W RANCH CORP,,,,,Stockpond,0.0,Unspecified,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10799.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Pending,19721,BIG W RANCH CORP,,,,,Stockpond,0.0,Unspecified,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10800.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Pending,19722,BIG W RANCH CORP,,,,,Stockpond,0.0,Unspecified,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10801.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Pending,19723,BIG W RANCH CORP,,,,,Stockpond,0.0,Unspecified,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10802.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Pending,19724,BIG W RANCH CORP,,,,,Stockpond,0.0,Unspecified,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10803.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Pending,19726,BIG W RANCH CORP,,,,,Stockpond,0.0,Unspecified,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10805.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Cancelled,19733,Unspecified,,,,,Stockpond,0.0,Stockwatering,,,,07/21/2021,,0,,,,,Unspecified,,,Unspecified,,Bad SiteUUID,10813.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Pending,19742,JOE UGALDE,12/31/1997,,,,Stockpond,0.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10823.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Pending,19883,REDFERN RANCHES INC,,,,,Stockpond,0.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10979.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Pending,19884,REDFERN RANCHES INC,,,,,Stockpond,0.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10980.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Pending,19885,REDFERN RANCHES INC,,,,,Stockpond,0.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10981.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Pending,19886,REDFERN RANCHES INC,,,,,Stockpond,0.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10982.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Pending,19887,REDFERN RANCHES INC,,,,,Stockpond,0.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10983.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Pending,19888,REDFERN RANCHES INC,,,,,Stockpond,0.0,Unspecified,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10984.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Pending,19890,JOE HEMPHILL,12/31/1997,,,,Stockpond,0.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,10987.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,19901,US BUREAU OF LAND MANAGEMENT,12/23/1997,,,,Stockpond,3.5,Stockwatering,,,,07/21/2021,,0,,,,,Bureau of Land Management (USBLM),,,Unspecified,,Bad SiteUUID,11000.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Certified,19936,RIDGERISE INC,12/22/1997,,,,Stockpond,0.1,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,11038.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Pending,20069,JOHN VARIAN,12/31/1997,,,,Stockpond,0.0,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,11186.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Pending,20114,THE NATURE CONSERVANCY,12/18/1997,,,,Stockpond,0.9,Stockwatering,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,11234.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Rejected,20399,JOHN HAZLET,10/03/1995,,12/31,01/01,Registration Domestic,0.0,Domestic,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,11549.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Revoked,20619,JEFFREY LAPIN,11/22/1999,,,,Registration Domestic,0.5,Domestic,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,11794.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Revoked,20733,DALE EUBANKS,06/03/2002,,07/31,10/01,Registration Domestic,2.0,Domestic,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,11921.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Rejected,20788,ROGER CAREY,02/24/2004,,,,Registration Domestic,0.0,Domestic,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,11981.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Claimed,22351,U S INYO NATL FOREST,01/01/1971,,11/30,05/01,Federal Claims,0.59,Stockwatering,,,,07/21/2021,,0,,,,,National Park Service (USNPS),,,Unspecified,,Bad SiteUUID,13714.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Claimed,22747,US BUREAU OF LAND MANAGEMENT,09/13/1983,,12/31,01/01,Federal Claims,0.0,Fish and Wildlife Preservation and Enhancement,,,,07/21/2021,,0,,,,,Bureau of Land Management (USBLM),,,Unspecified,,Bad SiteUUID,14153.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Inactive,22888,Unspecified,05/10/1982,,,,Groundwater Recordation,0.0,Other,,,,07/21/2021,,0,,,,,Unspecified,,,Unspecified,,Bad SiteUUID,14307.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Inactive,22889,Unspecified,05/10/1982,,,,Groundwater Recordation,0.0,Other,,,,07/21/2021,,0,,,,,Unspecified,,,Unspecified,,Bad SiteUUID,14308.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Inactive,22890,Unspecified,05/10/1982,,,,Groundwater Recordation,0.0,Other,,,,07/21/2021,,0,,,,,Unspecified,,,Unspecified,,Bad SiteUUID,14310.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Inactive,22914,Unspecified,02/19/1985,,,,Groundwater Recordation,0.0,Other,,,,07/21/2021,,0,,,,,Unspecified,,,Unspecified,,Bad SiteUUID,14337.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Inactive,22915,Unspecified,02/19/1985,,,,Groundwater Recordation,0.0,Mining,,,,07/21/2021,,0,,,,,Unspecified,,,Unspecified,,Bad SiteUUID,14338.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Inactive,22925,Unspecified,02/27/1987,,,,Groundwater Recordation,0.0,Unspecified,,,,07/21/2021,,0,,,,,Unspecified,,,Unspecified,,Bad SiteUUID,14349.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Inactive,22932,HUGHES DEVELOPMENT CORPORATION,07/15/1992,,,,Groundwater Recordation,0.0,Irrigation,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,14357.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Inactive,22933,HUGHES DEVELOPMENT CORPORATION,07/15/1992,,,,Groundwater Recordation,0.0,Irrigation,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,14358.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Inactive,22935,Unspecified,07/15/1992,,,,Groundwater Recordation,0.0,Other,,,,07/21/2021,,0,,,,,Unspecified,,,Unspecified,,Bad SiteUUID,14360.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Inactive,22938,NEWHALL LAND AND FARMING COMPANY,05/29/1996,,,,Groundwater Recordation,0.0,Other,,,,07/21/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,14363.0
CSWRCB_Water Rights,CSWRCB,,CSWRCB_Allocation,,,,,,,,,,Inactive,22950,Unspecified,08/12/1981,,,,Groundwater Recordation,0.0,Irrigation,,,,07/21/2021,,0,,,,,Unspecified,,,Unspecified,,Bad SiteUUID,14377.0
