SiteID,SiteUUID,SiteNativeID,SiteName,USGSSiteID,SiteTypeCV,Longitude,Latitude,CoordinateMethodCV,CoordinateAccuracy,GNISCodeCV,EPSGCodeCV,NHDNetworkStatusCV,NHDProductCV,StateCV,HUC8,HUC12,County,PODorPOUSite,WaterSourceID
3301086,CAss_S1026,CA3010010,CITY OF FULLERTON,NULL,Water Service Area,-117.9278128,33.88402264,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301096,CAss_S1027,CA3010017,LAGUNA BEACH COUNTY WD,NULL,Water Service Area,-117.7692681,33.55498636,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301107,CAss_S1028,CA3010018,CITY OF LA HABRA,NULL,Water Service Area,-117.9510182,33.92773713,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301116,CAss_S1029,CA3010022,GOLDEN STATE WC - WEST ORANGE COUNTY,NULL,Water Service Area,-118.038269,33.8059399,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301127,CAss_S103,CA0710008,CITY OF PITTSBURG,NULL,Water Service Area,-121.8969006,38.0189764,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,CONTRA COSTA,POU,114936
3301138,CAss_S1031,CA3010027,CITY OF ORANGE,NULL,Water Service Area,-117.8301249,33.80620925,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301149,CAss_S1032,CA3010030,CITY OF SAN JUAN CAPISTRANO,NULL,Water Service Area,-117.6550557,33.49910435,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301159,CAss_S1033,CA3010035,GOLDEN STATE WC - PLACENTIA/YORBA LINDA,NULL,Water Service Area,-117.8595116,33.88000328,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301167,CAss_S1034,CA3010036,CITY OF SAN CLEMENTE,NULL,Water Service Area,-117.6151685,33.44372639,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301176,CAss_S1035,CA3010037,YORBA LINDA WATER DISTRICT,NULL,Water Service Area,-117.7766619,33.89009417,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301182,CAss_S1036,CA3010038,CITY OF SANTA ANA,NULL,Water Service Area,-117.8818305,33.73671989,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301186,CAss_S1037,CA3010041,CITY OF SEAL BEACH,NULL,Water Service Area,-118.0718349,33.75376216,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301188,CAss_S1038,CA3010042,SOUTH COAST WATER DISTRICT,NULL,Water Service Area,-117.7263313,33.49293015,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301193,CAss_S1039,CA3010046,CITY OF TUSTIN,NULL,Water Service Area,-117.8151214,33.74678265,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301196,CAss_S104,CA0710009,TOWN OF DISCOVERY BAY,NULL,Water Service Area,-121.6067025,37.90712075,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,CONTRA COSTA,POU,114936
3301197,CAss_S1040,CA3010047,GOLDEN STATE WC - COWAN HEIGHTS,NULL,Water Service Area,-117.7797075,33.77117083,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301205,CAss_S1041,CA3010053,CITY OF HUNTINGTON BEACH,NULL,Water Service Area,-118.0020599,33.69535709,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301215,CAss_S1042,CA3010062,CITY OF GARDEN GROVE,NULL,Water Service Area,-117.9602909,33.77879945,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301226,CAss_S1043,CA3010064,CITY OF WESTMINSTER,NULL,Water Service Area,-117.9938555,33.75211227,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301237,CAss_S1044,CA3010068,EAST ORANGE COUNTY WD - RZ,NULL,Water Service Area,-117.7956877,33.77774123,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301246,CAss_S1045,CA3010069,CITY OF FOUNTAIN VALLEY,NULL,Water Service Area,-117.9507296,33.71045772,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301265,CAss_S1047,CA3010073,MOULTON NIGUEL WATER DISTRICT,NULL,Water Service Area,-117.7038416,33.5568741,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301275,CAss_S1048,CA3010079,EL TORO WATER DISTRICT,NULL,Water Service Area,-117.7112429,33.61543672,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301284,CAss_S1049,CA3010082,SERRANO WATER DISTRICT,NULL,Water Service Area,-117.8098155,33.81792599,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301296,CAss_S1050,CA3010092,IRVINE RANCH WATER DISTRICT,NULL,Water Service Area,-117.7366125,33.7043552,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301314,CAss_S1052,CA3010094,TRABUCO CANYON WATER DISTRICT,NULL,Water Service Area,-117.5909706,33.66896355,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301322,CAss_S1053,CA3010097,MIDWAY CITY MUTUAL WC,NULL,Water Service Area,-117.9873755,33.74750172,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301330,CAss_S1054,CA3010100,CITY OF LA PALMA,NULL,Water Service Area,-118.053887,33.84958809,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301338,CAss_S1055,CA3010101,SANTA MARGARITA WATER DISTRICT,NULL,Water Service Area,-117.5843671,33.55803275,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ORANGE,POU,114936
3301348,CAss_S1057,CA3100014,BAKER RANCH WATER COMPANY,NULL,Water Service Area,-120.7623204,39.0537107,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301359,CAss_S1058,CA3100029,TAHOE CITY PUD - TIMBERLAND,NULL,Water Service Area,-120.1672228,39.12756958,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301370,CAss_S1059,CA3100038,HEATHER GLEN COMMUNITY SERVICE DIST,NULL,Water Service Area,-120.9814535,39.01249406,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301376,CAss_S1060,CA3100040,SHADY GLEN COMM WATER SYSTEM,NULL,Water Service Area,-120.952334,39.11819743,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301378,CAss_S1061,CA3100041,ALPINE MEADOWS PROPERTY OWNERS ASSO,NULL,Water Service Area,-120.9029908,39.1456961,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301385,CAss_S1064,CA3100069,AUBURN RIDGE WOODS,NULL,Water Service Area,-121.0478456,38.94266261,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301398,CAss_S1066,CA3100528,GOLDEN HILLS MUTUAL WATER CO,NULL,Water Service Area,-121.132246,38.80926116,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301402,CAss_S1068,CA3103836,HIDDEN VALLEY COMMUNITY ASSOCIATION,NULL,Water Service Area,-121.1594354,38.76187741,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301404,CAss_S107,CA0800532,BIG ROCK C.S.D.,NULL,Water Service Area,-124.0727648,41.7941597,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,DEL NORTE,POU,114936
3301405,CAss_S1072,CA3107339,FOLSOM LAKE MUTUAL WATER CO,NULL,Water Service Area,-121.145777,38.77319675,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301406,CAss_S1073,CA3110001,NORTH TAHOE PUD - MAIN,NULL,Water Service Area,-120.052312,39.23743596,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301409,CAss_S1074,CA3110003,FORESTHILL PUBLIC UTILITY DIST,NULL,Water Service Area,-120.8715285,39.00587808,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301419,CAss_S1075,CA3110004,CITY OF LINCOLN,NULL,Water Service Area,-121.2930417,38.87578172,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301422,CAss_S1076,CA3110005,PLACER CWA - AUBURN/BOWMAN,NULL,Water Service Area,-121.0773929,38.91625,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301428,CAss_S1077,CA3110006,PLACER CWA - COLFAX,NULL,Water Service Area,-120.9578212,39.09967128,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301432,CAss_S1078,CA3110008,CITY OF ROSEVILLE,NULL,Water Service Area,-121.2916015,38.76158111,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301434,CAss_S1079,CA3110009,MEADOW VISTA CWD,NULL,Water Service Area,-121.0346432,38.99640818,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301435,CAss_S108,CA0800555,GASQUET C.S.D.,NULL,Water Service Area,-123.9734583,41.84683348,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,DEL NORTE,POU,114936
3301436,CAss_S1080,CA3110010,TAHOE CITY PUD - MAIN,NULL,Water Service Area,-120.153754,39.12045165,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301438,CAss_S1081,CA3110011,TAHOE CITY PUD - MCKINNEY/QUAIL,NULL,Water Service Area,-120.1499268,39.0718638,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301449,CAss_S1082,CA3110013,TAHOE CEDARS WATER COMPANY,NULL,Water Service Area,-120.127748,39.06058994,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301453,CAss_S1083,CA3110015,FULTON WATER COMPANY,NULL,Water Service Area,-120.0845084,39.22434474,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301462,CAss_S1084,CA3110019,SQUAW VALLEY MWC,NULL,Water Service Area,-120.2397824,39.20431252,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301472,CAss_S1085,CA3110020,OLYMPIC VALLEY PSD,NULL,Water Service Area,-120.2459289,39.20027917,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301482,CAss_S1086,CA3110023,NORTH TAHOE PUD - CARNELIAN WOODS,NULL,Water Service Area,-120.0828452,39.22899846,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301489,CAss_S1087,CA3110024,PLACER CWA - ALTA,NULL,Water Service Area,-120.8298031,39.19075051,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301500,CAss_S1088,CA3110025,PLACER CWA - FOOTHILL,NULL,Water Service Area,-121.2058223,38.81149273,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301503,CAss_S1089,CA3110026,NEVADA ID - NORTH AUBURN,NULL,Water Service Area,-121.1030067,38.93559464,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301505,CAss_S109,CA0800556,HRC C.S.D.,NULL,Water Service Area,-124.1001862,41.83017083,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,DEL NORTE,POU,114936
3301508,CAss_S1091,CA3110034,CHRISTIAN VALLEY PARK CSD,NULL,Water Service Area,-121.074921,38.97903761,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301512,CAss_S1092,CA3110035,WEIMAR WATER COMPANY,NULL,Water Service Area,-120.9677508,39.04386894,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301513,CAss_S1093,CA3110036,NORTH TAHOE PUD - DOLLAR COVE,NULL,Water Service Area,-120.1089135,39.19049836,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301515,CAss_S1094,CA3110040,PLACER CWA - BIANCHI ESTATES,NULL,Water Service Area,-121.3505525,38.74925931,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301526,CAss_S1095,CA3110041,MIDWAY HEIGHTS C. W. D.,NULL,Water Service Area,-121.0090214,39.02886867,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301537,CAss_S1096,CA3110042,TAHOE SWISS VILLAGE UTILITY,NULL,Water Service Area,-120.1632074,39.08810419,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301548,CAss_S1097,CA3110043,MADDEN CREEK WATER COMPANY,NULL,Water Service Area,-120.1624346,39.08776997,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301563,CAss_S1099,CA3110047,TALMONT RESORT IMPROVEMENT DISTRICT,NULL,Water Service Area,-120.1706122,39.14497652,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301571,CAss_S11,CA0110010,ZONE 7 WATER AGENCY,NULL,Water Service Area,-121.7358872,37.63311869,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,ALAMEDA,POU,114936
3301573,CAss_S1100,CA3110050,PLACER CWA - APPLEGATE,NULL,Water Service Area,-121.0024779,38.98387611,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301578,CAss_S1101,CA3110051,NORTHSTAR CSD - MARTIS VALLEY,NULL,Water Service Area,-120.1605792,39.29177185,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301588,CAss_S1102,CA3110124,PLACER CWA - MONTE VISTA,NULL,Water Service Area,-120.8061259,39.21081718,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301597,CAss_S1103,CA3110150,CALAM - WEST PLACER,NULL,Water Service Area,-121.4026405,38.74417158,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLACER,POU,114936
3301607,CAss_S1106,CA3200102,WHITEHAWK RANCH MWC,NULL,Water Service Area,-120.5483959,39.71618453,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLUMAS,POU,114936
3301614,CAss_S1107,CA3200104,GRIZZLY LAKE CSD-DELLEKER,NULL,Water Service Area,-120.5002891,39.8084106,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLUMAS,POU,114936
3301629,CAss_S111,CA0810001,CITY OF CRESCENT CITY,NULL,Water Service Area,-124.1770855,41.78664347,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,DEL NORTE,POU,114936
3301630,CAss_S1110,CA3200150,HAMILTON BRANCH MWC,NULL,Water Service Area,-121.1038843,40.27667266,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLUMAS,POU,114936
3301664,CAss_S1117,CA3205003,GOLD MOUNTAIN CSD,NULL,Water Service Area,-120.5184074,39.76805305,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLUMAS,POU,114936
3301685,CAss_S1119,CA3210001,IVCSD-GREENVILLE,NULL,Water Service Area,-120.8938901,40.11286898,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLUMAS,POU,114936
3301696,CAss_S1120,CA3210003,CITY OF PORTOLA,NULL,Water Service Area,-120.4733904,39.82406464,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLUMAS,POU,114936
3301703,CAss_S1121,CA3210004,AMERICAN VALLEY CSD,NULL,Water Service Area,-120.9452851,39.93782558,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLUMAS,POU,114936
3301732,CAss_S1124,CA3210011,PLUMAS EUREKA CSD,NULL,Water Service Area,-120.6526708,39.79222561,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,PLUMAS,POU,114936
3301740,CAss_S1126,CA3301011,STONE CREEK WATER CO.,NULL,Water Service Area,-116.7451306,33.77798467,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,RIVERSIDE,POU,114936
3301752,CAss_S1129,CA3301114,CHERRY VALLEY WATER COMPANY,NULL,Water Service Area,-116.9843467,33.98241895,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,RIVERSIDE,POU,114936
3301763,CAss_S113,CA0810003,BERTSCH OCEAN VIEW CSD,NULL,Water Service Area,-124.1622396,41.75368986,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,DEL NORTE,POU,114936
3301764,CAss_S1130,CA3301115,CHIRIACO SUMMIT WATER DIST.,NULL,Water Service Area,-115.7201715,33.66271078,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,RIVERSIDE,POU,114936
3301814,CAss_S1136,CA3301280,GOLDEN ERA PRODUCTIONS,NULL,Water Service Area,-116.98652,33.8347248,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,RIVERSIDE,POU,114936
3301820,CAss_S1137,CA3301283,GLEN EDEN SUN CLUB,NULL,Water Service Area,-117.4484347,33.73856239,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,RIVERSIDE,POU,114936
3301845,CAss_S114,CA0810303,JEDEDIAH SMITH STATE PARK,NULL,Water Service Area,-124.107723,41.77246303,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,DEL NORTE,POU,114936
3301853,CAss_S1141,CA3301428,BLYTHE - MESA RANCH,NULL,Water Service Area,-114.6410418,33.66906232,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,RIVERSIDE,POU,114936
3301879,CAss_S1144,CA3301512,PINYON PINES COUNTY WATER DIST,NULL,Water Service Area,-116.4532472,33.59053819,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,RIVERSIDE,POU,114936
3301880,CAss_S1145,CA3301529,RAMONA WATER COMPANY,NULL,Water Service Area,-116.6272267,33.54801966,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,RIVERSIDE,POU,114936
3301889,CAss_S1146,CA3301534,RANCHO CALIMESA MOBILE HOME PARK,NULL,Water Service Area,-117.03672,33.97381065,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,RIVERSIDE,POU,114936
3301891,CAss_S1147,CA3301535,RANCHO CARRILLO MWC,NULL,Water Service Area,-117.4720548,33.55597959,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,RIVERSIDE,POU,114936
3301893,CAss_S1148,CA3301541,RECHE CANYON MUTUAL WATER CO.,NULL,Water Service Area,-117.2650943,34.01584733,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,RIVERSIDE,POU,114936
3301901,CAss_S1151,CA3301630,BLYTHE - HIDDEN BEACHES,NULL,Water Service Area,-114.5250248,33.6598817,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,RIVERSIDE,POU,114936
3301907,CAss_S1155,CA3301775,HIGH VALLEYS WATER DISTRICT,NULL,Water Service Area,-116.8404826,33.87420385,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,RIVERSIDE,POU,114936
3301915,CAss_S1157,CA3301803,CASTRO TRAILER PARK,NULL,Water Service Area,-116.1630357,33.66135327,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,RIVERSIDE,POU,114936
3301926,CAss_S1158,CA3301877,BLOCK 77 WATER COMPANY,NULL,Water Service Area,-117.5977599,33.91531392,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,RIVERSIDE,POU,114936
3301937,CAss_S1159,CA3301879,SHARONDALE MESA HOA,NULL,Water Service Area,-117.03976,33.98202128,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,RIVERSIDE,POU,114936
3301948,CAss_S116,CA0900112,CANDLELIGHT VILLAGE MUTUAL WATER CO.,NULL,Water Service Area,-120.7210434,38.60213408,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,EL DORADO,POU,114936
3301949,CAss_S1160,CA3301943,PLANTATION ON THE LAKE PARK,NULL,Water Service Area,-117.0300056,33.95760045,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,RIVERSIDE,POU,114936
3301994,CAss_S1166,CA3310001,COACHELLA VWD: COVE COMMUNITY,NULL,Water Service Area,-116.1989997,33.62656051,Centroid of Area,Unspecified,NULL,4326,NULL,NULL,NULL,NULL,NULL,RIVERSIDE,POU,114936
