Year,TWDB_Survey_Number,PWS_Entity_Name,TCEQ_PWS_Code,Single_Family_Connections,Multi_Family_Connections,Commercial_Connections,Industrial_Connections,Institutional_Connections,Agriculture_Connections,Reuse_Connections,Total_Metered_Connections,Total_Unmetered_Connections,Single_Family_Volume,Multi_Family_Volume,Commercial_Volume,Industrial_Volume,Institutional_Volume,Agriculture_Volume,Reuse_Volume,Total_Metered_Volume,Unmetered_Volume
2019,0481517,Aggregate Water Services-LAKE WATER WHEEL POA,2040023,65,0,0,0,0,0,0,65,0,"4,809,400",0,0,0,0,0,0,"4,809,400",0
2019,0783599,Aggregate Water Services-SADDLE & SURREY ACRES WATER SYSTEM,1700378,20,0,0,0,0,0,0,20,0,"2,205,900",0,0,0,0,0,0,"2,205,900",0
2019,0921200,Aggregate Water Services-WAYNEWOOD PLACE CIVIC CLUB,1011186,49,0,0,0,0,0,0,49,0,"5,204,400",0,0,0,0,0,0,"5,204,400",0
2019,0479700,AGUA SUD,1080022,"14,726",332,886,0,51,47,0,"16,042",10,"1,414,950,799","64,877,000","179,184,900",0,"94,186,100","2,978,600",0,"1,756,177,399","411,155"
2019,0010853,AIR PARK HOA,430060,30,0,0,0,0,0,0,30,0,"3,787,600",0,0,0,0,0,0,"3,787,600",0
2019,0482725,ALGONQUIN WATER SERVICES LLC-BIG EDDY (THE VILLAGES RESORT),2120037,716,0,45,0,0,0,0,761,0,0,0,0,0,0,0,0,0,0
2019,0392480,ALGONQUIN WATER SERVICES LLC-HOLLY RANCH WATER COMPANY,2500012,"2,035",0,84,0,0,0,0,"2,119",0,0,0,0,0,0,0,0,0,0
2019,1103099,Allen Boone Humphries Robinson LLP-FORT BEND COUNTY MUD 121,790393,"1,087",5,10,0,4,13,0,"1,119",0,"97,975,100","18,238,900","2,025,900",0,"1,113,500","3,872,100",0,"123,225,500","100,000"
2019,1102414,Allen Boone Humphries Robinson LLP-FORT BEND COUNTY MUD 141,790451,142,0,0,90,3,2,0,237,0,"6,568,000",0,0,"781,000","2,891,000","3,316,000",0,"13,556,000",0
2019,0369956,Allen Boone Humphries Robinson LLP-HARRIS COUNTY FWSD 51,1010238,"3,318","3,060",49,0,0,0,0,"6,427",0,"236,792,000","198,498,000","57,464,000",0,0,0,0,"492,754,000",0
2019,1103802,Allen Boone Humphries Robinson LLP-HARRIS COUNTY IMPROVEMENT DISTRICT 18,1013479,54,610,42,0,0,34,2,742,0,"18,878,385","213,255,836","14,683,189",0,0,"11,886,391","699,199","259,403,000",0
2019,1104230,Allen Boone Humphries Robinson LLP-HARRIS COUNTY MUD 319,1013563,476,0,2,0,9,0,0,487,0,"33,982,800",0,"4,945,500",0,"22,561,700",0,0,"61,490,000",0
2019,1104071,Allen Boone Humphries Robinson LLP-HARRIS COUNTY MUD 449,1013372,"1,237",0,140,0,6,32,0,"1,415",0,"161,484,012",0,"18,276,283",0,"783,269","4,177,436",0,"184,721,000","3,410,000"
2019,1103489,Allen Boone Humphries Robinson LLP-NORTHEAST HARRIS COUNTY MUD 1 EDGEWOOD V,1013449,400,0,0,0,0,15,0,415,0,"25,182,000",0,0,0,0,"6,391,000",0,"31,573,000",0
2019,1103490,Allen Boone Humphries Robinson LLP-NORTHEAST HARRIS COUNTY MUD 1 SHELDON R1,1013448,403,0,0,0,0,30,0,433,0,"24,510,000",0,0,0,0,"6,030,000",0,"30,540,000",0
2019,1103524,Allen Boone Humphries Robinson LLP-WILLOW CREEK FARMS MUD,2370089,"1,011",0,40,0,4,31,0,"1,086",0,"208,163,597",0,"8,235,948",0,"823,595","6,382,860",0,"223,606,000","3,400,000"
2019,0015450,ALTO RURAL WSC-BRADFORD MT PLANT,370056,107,0,3,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0
2019,1103322,ALTO RURAL WSC-CENTRAL HIGH PLANT,370055,429,0,0,0,0,0,0,429,0,0,0,0,0,0,0,0,0,0
2019,1103323,ALTO RURAL WSC-COLDSPRINGS PLANT,370015,698,0,10,0,0,0,0,708,0,0,0,0,0,0,0,0,0,0
2019,0015500,ALTOGA WSC,430026,499,0,1,0,0,0,0,500,0,"44,515,100",0,0,0,0,0,"3,122,700","47,637,800",0
2019,0017600,AMARILLO MWS,1880001,"75,486",0,"7,110",18,0,0,2,"82,616",1,"5,678,759,000",0,"8,189,351,000","355,571,000",0,0,"2,954,492,000","17,178,173,000","200,000,000"
2019,0133135,AMBERWOOD WATER SYSTEM,1910026,159,0,1,0,0,0,0,160,1,"10,788,155",0,"403,590",0,0,0,0,"11,191,745","7,996,255"
2019,1105006,AMERICAN LEGION MIA POST 231,910153,47,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0
2019,0315910,AMON G CARTER LAKE WSC,1690023,270,0,0,0,0,0,0,270,0,"12,749,800",0,0,0,0,0,0,"12,749,800",0
2019,0025189,ANCAR WATER SYSTEM,1810188,11,0,0,0,0,0,0,11,2,"651,000",0,0,0,0,0,0,"651,000",10
2019,0026080,ANDERSON COUNTY CEDAR CREEK WSC,10046,440,0,0,0,0,0,0,440,0,"30,778,000",0,0,0,0,0,0,"30,778,000",0
2019,0025600,ANDERSON WATER COMPANY-ANDERSON WATER SYSTEM,930011,206,0,20,0,10,0,0,236,0,"20,000,000",0,"1,932,000",0,"1,833,000",0,0,"23,765,000",0
2019,0725200,ANDERSON WATER COMPANY-RICHARDS WATER SYSTEM,930015,118,0,2,0,1,0,0,121,0,"5,000,000",0,"178,000",0,"600,000",0,0,"5,778,000",0
2019,0731910,ANDERSON WATER COMPANY-ROANS PRAIRIE WATER SYSTEM,930016,32,0,3,0,0,0,0,35,0,"1,800,000",0,"478,000",0,0,0,0,"2,278,000",0
2019,0794600,ANDERSON WATER COMPANY-SHIRO WATER SYSTEM,930014,100,0,1,0,1,0,0,102,0,"5,546,000",0,"144,000",0,"36,000",0,0,"5,726,000",0
2019,0028410,ANGELINA & NECHES RIVER AUTHORITY-ANGELINA COUNTY FWSD 1,30102,180,0,9,0,0,0,0,189,0,"10,743,889",0,"1,367,270",0,0,0,0,"12,111,159",0
2019,0392570,ANGELINA & NECHES RIVER AUTHORITY-HOLMWOOD ADDITION,1210020,161,0,2,0,0,0,0,163,0,"8,313,199",0,"119,094",0,0,0,0,"8,432,293",0
2019,1102143,ANGELINA & NECHES RIVER AUTHORITY-PLEASURE POINT,30007,34,0,0,0,0,0,0,34,0,"1,491,668",0,0,0,0,0,0,"1,491,668",0
2019,0028500,ANGELINA WSC,30016,"1,272",2,2,0,0,0,0,"1,276",0,"63,552,800","250,000","438,700",0,0,0,0,"64,241,500",0
2019,0029000,ANGUS WSC,1750010,345,0,23,0,0,0,0,368,0,"18,278,800",0,"1,304,600",0,0,0,0,"19,583,400","2,769,475"
2019,0031400,APPLE SPRINGS WSC,2280004,190,0,1,0,1,0,0,192,7,"7,453,400",0,"250,800",0,"429,800",0,0,"8,134,000","1,950,000"
2019,0031200,APPLEBY WSC,1740005,"1,715",0,0,0,0,0,0,"1,715",0,"207,453,700",0,0,0,0,0,0,"207,453,700","7,800,000"
2019,0854160,AQUA MANAGEMENT CORP-TEXAS NATIONAL MUD,1700207,266,0,0,0,0,0,0,266,0,"23,552,753",0,0,0,0,0,0,"23,552,753",0
2019,0232805,AQUA PURE-ALDINE VILLAGE SUBDIVISION,1010931,370,0,14,0,0,0,0,384,0,"23,771,000",0,"26,643,000",0,0,0,0,"50,414,000",0
2019,1102386,AQUA PURE-BEAU VIEW UTILITIES,1700708,30,0,0,0,0,0,0,30,90,"3,882,000",0,0,0,0,0,0,"3,882,000",0
2019,0438500,AQUA PURE-BEDIAS WATER COMPANY,930012,225,0,0,0,0,0,0,225,675,"13,470,000",0,0,0,0,0,0,"13,470,000",0
2019,1102387,AQUA PURE-BELL WATER SUBDIVISION,2280034,24,0,0,0,0,0,0,24,72,"1,095,400",0,0,0,0,0,0,"1,095,400",0
2019,0140850,AQUA PURE-CEDAR BAYOU PARK,1010112,200,0,0,0,0,0,0,200,0,"12,502,800",0,0,0,0,0,0,"12,502,800",0
2019,0164000,AQUA PURE-CEDAR BAYOUR ESTATES,1012174,60,0,0,0,0,0,0,60,0,"972,600",0,0,0,0,0,0,"972,600",0
2019,0186920,AQUA PURE-COTTONWOOD PARK WATER SYSTEM,1010283,57,0,0,0,0,0,0,57,171,"4,353,600",0,0,0,0,0,0,"4,353,600",0
2019,0201270,AQUA PURE-CYPRESS HILL SUBDIVISION,1011792,30,0,0,0,0,0,0,30,90,"5,172,600",0,0,0,0,0,0,"5,172,600",0
2019,0217525,AQUA PURE-DEEP RIVER PLANTATION SUBDIVISION,2360025,65,0,0,0,0,0,0,65,195,"7,809,000",0,0,0,0,0,0,"7,809,000",0
2019,0267150,AQUA PURE-ENCHANTED COVE WATER SYSTEM,1700617,96,0,0,0,0,0,0,96,232,"3,192,300",0,0,0,0,0,0,"3,192,300",0
2019,1102388,AQUA PURE-GREEN RICH SHORES AND STERLING ISL,2360026,99,0,0,0,0,0,0,99,275,"6,807,200",0,0,0,0,0,0,"6,807,200",0
2019,1102389,AQUA PURE-GREENBRIAR ESTATES,360111,35,0,0,0,0,0,0,35,105,"3,293,400",0,0,0,0,0,0,"3,293,400",0
2019,1103808,AQUA PURE-MONTEBELLO UTILITY,1460174,20,0,0,0,0,0,0,20,60,"29,826,600",0,0,0,0,0,0,"29,826,600",0
2019,0617710,AQUA PURE-OAK HOLLOW SUBDIVISION,2370051,704,0,0,0,0,0,0,704,0,"44,601,000",0,0,0,0,0,0,"44,601,000",0
2019,0891371,AQUA PURE-ORCHARD CROSSING,1012450,121,0,0,0,0,0,0,121,121,"7,087,100",0,0,0,0,0,0,"7,087,100",0
2019,1103495,AQUA PURE-PEACH CREEK PLANTATION WATER SYSTEM,1700783,42,0,0,0,0,0,0,42,105,"12,006,200",0,0,0,0,0,0,"12,006,200",0
2019,0658205,AQUA PURE-PETERSON PLACE SUBDIVISION WATER SYSTEM,1460086,34,0,0,0,0,0,0,34,96,"2,979,700",0,0,0,0,0,0,"2,979,700",0
2019,1103497,AQUA PURE-POE BRACEWELL WATER SYSTEM,930035,88,0,0,0,0,0,0,88,220,"14,842,000",0,0,0,0,0,0,"14,842,000",0
2019,0941801,AQUA PURE-RANCH CREST SUBDIVISON,1700734,295,0,0,0,0,0,0,295,295,"57,918,900",0,0,0,0,0,0,"57,918,900",0
2019,0740700,AQUA PURE-ROLAN HEIGHTS SUBDIVISION,1010640,18,0,0,0,0,0,0,18,54,"2,182,900",0,0,0,0,0,0,"2,182,900",0
2019,1103518,AQUA PURE-TIMBER SWITCH WATER PLANT,1700766,35,0,0,0,0,0,0,35,105,"3,535,100",0,0,0,0,0,0,"3,535,100",0
2019,0968825,AQUA PURE-YAUPON COVE WATER SYSTEM,1870017,380,0,0,0,0,0,0,380,"1,000","23,075,500",0,0,0,0,0,0,"23,075,500",0
2019,1103831,AQUA TECH UTILITIES LLC-CEDAR CREEK WATER SYSTEM,1460163,334,0,0,0,0,0,0,334,0,"21,742,000",0,0,0,0,0,0,"21,742,000",0
2019,0277610,AQUA TECH UTILITIES LLC-FAIRFIELD ESTATES,1460118,315,0,0,0,0,0,0,315,0,"19,865,000",0,0,0,0,0,0,"19,865,000",0
2019,1103472,AQUA TECH UTILITIES LLC-INDIAN SPRINGS WATER SYSTEM,1460164,77,0,1,0,0,0,0,78,0,"4,730,000",0,"157,000",0,0,0,0,"4,887,000",0
2019,0482685,AQUA TECH UTILITIES LLC-LAKEVIEW WATER SYSTEM,1460098,138,0,0,0,0,0,0,138,0,"5,867,000",0,0,0,0,0,0,"5,867,000",0
2019,0197100,AQUA TECH UTILITIES LLC-MEADOW GLEN SYSTEM,1460101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1103868,AQUA TECH UTILITIES LLC-REMINGTON PLACE,1460149,45,0,0,0,0,0,0,45,0,"3,078,000",0,0,0,0,0,0,"3,078,000",0
2019,0806656,AQUA TECH UTILITIES LLC-SOUTHAMPTON SUBDIVISION,1460148,138,0,0,0,0,0,0,138,0,"8,847,000",0,0,0,0,0,0,"8,847,000",0
2019,1103878,AQUA TECH UTILITIES LLC-TEXABA SUBDIVISION,1700621,179,0,0,0,0,0,0,179,0,"10,717",0,0,0,0,0,0,"10,717",0
2019,0916895,AQUA TECH UTILITIES LLC-WALNUT CREEK SUBDIVISION,1460142,251,0,0,0,0,0,0,251,0,"14,567,000",0,0,0,0,0,0,"14,567,000",0
2019,0954908,AQUA TECH UTILITIES LLC-WOODLANDS HILLS WATER,1460120,578,0,0,0,0,0,0,578,0,"32,937,000",0,0,0,0,0,0,"32,937,000",0
2019,0955900,AQUA TECH UTILITIES LLC-WOODRIDGE PARK SUBDIVISION,1460093,53,0,0,0,0,0,0,53,0,"3,164,000",0,0,0,0,0,0,"3,164,000",0
2019,0957322,AQUA TECH UTILITIES LLC-WOODWAY SUBDIVISION WATER COMPANY,1460091,393,0,0,0,0,0,0,393,0,"17,266,000",0,0,0,0,0,0,"17,266,000",0
2019,0010200,AQUA TEXAS INC-AGNES SUBDIVISION,1840017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0817569,AQUA TEXAS INC-AIRPORT HEIGHTS ADDITION,1700006,18,0,0,0,0,0,0,18,0,"1,046,000",0,0,0,0,0,0,"1,046,000","8,000"
2019,0817574,AQUA TEXAS INC-ALDINE MEADOWS,1010092,71,0,0,0,0,0,0,71,0,"8,820,000",0,0,0,0,0,0,"8,820,000",0
2019,1102446,AQUA TEXAS INC-ALTON THEISS SUBDIVISION,1012806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0031475,AQUA TEXAS INC-AQUA VISTA UTILITIES COMPANY,1330062,90,0,0,0,0,0,0,90,0,"7,708,000",0,0,0,0,0,0,"7,708,000",0
2019,0817566,AQUA TEXAS INC-ARROWHEAD & FRONTIER LAKES,1700171,341,0,1,0,0,0,0,342,0,0,0,0,0,0,0,0,0,"43,000"
2019,0178270,AQUA TEXAS INC-ASHCREEK ADDITION,1840013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0880712,AQUA TEXAS INC-ATASOCITA ACRES,1011687,138,0,0,0,0,0,0,138,0,"8,307,000",0,0,0,0,0,0,"8,307,000",0
2019,0178280,AQUA TEXAS INC-AVONDALE HEIGHTS,2200184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0880709,AQUA TEXAS INC-BAMMEL OAKS ESTATES 1,1010809,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
2019,0880715,AQUA TEXAS INC-BAMMEL OAKS ESTATES 2,1010810,76,0,0,0,0,0,0,76,0,"4,460,000",0,0,0,0,0,0,"4,460,000",0
2019,0845010,AQUA TEXAS INC-BARROW SUBDIVISION,1160066,107,0,0,0,0,0,0,107,0,"4,358,400",0,0,0,0,0,0,"4,358,400",0
2019,0718410,AQUA TEXAS INC-BARTON CREEK LAKESIDE,2270282,277,0,0,0,0,0,0,277,0,"24,890,000",0,0,0,0,0,0,"24,890,000","411,000"
2019,0060333,AQUA TEXAS INC-BEAR CREEK PARK SUBDIVISION,2270043,87,0,1,0,0,0,0,88,0,"5,401,000",0,"157,000",0,0,0,0,"5,558,000",0
2019,0060332,AQUA TEXAS INC-BEAR PAW RANCH,1330126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0063510,AQUA TEXAS INC-BEHRINGER WATER SYSTEM,1550130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0817576,AQUA TEXAS INC-BERGVILLE,1010099,14,0,0,0,0,0,0,14,0,"522,000",0,0,0,0,0,0,"522,000",0
2019,0817563,AQUA TEXAS INC-BERNARD ACRES,200065,155,0,0,0,0,0,0,155,0,"2,281,000",0,0,0,0,0,0,"2,281,000","5,000"
2019,0362100,AQUA TEXAS INC-BERRY HILL ESTATES,1011860,56,0,0,0,0,0,0,56,0,"4,394,000",0,0,0,0,0,0,"4,394,000","10,000"
2019,0729810,AQUA TEXAS INC-BLUE MEDINA WATER,100030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0082900,AQUA TEXAS INC-BLUE WATER SHORES,1110079,600,0,0,0,0,0,0,600,0,"38,892,000",0,0,0,0,0,0,"38,892,000",0
2019,0880719,AQUA TEXAS INC-BOUDREAUX GARDENS MH SUBDIVISION,1011084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0092350,AQUA TEXAS INC-BOYNTON WATER SUPPLY,1110042,63,0,0,0,0,0,0,63,0,"3,277,100",0,0,0,0,0,0,"3,277,100","21,000"
2019,0095774,AQUA TEXAS INC-BRAZOS RIVER ACRES,1110028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0097750,AQUA TEXAS INC-BRENTWOOD MANOR SUBDIVISION,2350005,151,0,0,0,0,0,0,151,0,"12,588,000",0,0,0,0,0,0,"12,588,000",0
2019,0058625,AQUA TEXAS INC-BRIARCREEK MANOR,2270354,920,0,0,0,0,0,0,920,0,"58,777,000",0,0,0,0,0,0,"58,777,000","204,000"
2019,0098220,AQUA TEXAS INC-BRITTMORE UTILITIES,1011014,516,0,329,0,0,0,0,845,0,0,0,0,0,0,0,0,0,"62,000"
2019,0101960,AQUA TEXAS INC-BRUSHY CREEK UTILITIES INC,1700601,127,0,0,0,0,0,0,127,0,"15,096,000",0,0,0,0,0,0,"15,096,000",0
2019,0919640,AQUA TEXAS INC-CALICO FARMS SUBDIVISION,200152,26,0,0,0,0,0,0,26,0,"1,654,000",0,0,0,0,0,0,"1,654,000","21,000"
2019,1102445,AQUA TEXAS INC-CAMILLA TWIN HARBOR,2040038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0132275,AQUA TEXAS INC-CANDLELIGHT HILLS,1010532,752,0,0,0,0,0,0,752,0,"96,404,000",0,0,0,0,0,0,"96,404,000","12,000"
2019,0133098,AQUA TEXAS INC-CANYON CREEK ADDITION,1110070,305,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0
2019,1103309,AQUA TEXAS INC-CANYON LAKE MOBILE HOME ESTATES,460063,582,0,7,0,0,0,0,589,0,"31,224,000",0,"388,000",0,0,0,0,"31,612,000",0
2019,0127131,AQUA TEXAS INC-CANYON RIDGE SPRINGS,2270342,33,0,0,0,0,0,0,33,0,"2,470,000",0,0,0,0,0,0,"2,470,000","377,000"
2019,0133090,AQUA TEXAS INC-CANYON SPRINGS WATER COMPANY,460022,413,0,3,0,0,0,0,416,0,"21,612,000",0,"889,000",0,0,0,0,"22,501,000",0
2019,1102357,AQUA TEXAS INC-CARDINAL VALLEY WATER,1050068,65,0,0,0,0,0,0,65,0,"3,860,000",0,0,0,0,0,0,"3,860,000",0
2019,0880714,AQUA TEXAS INC-CARRIAGE HILLS ESTATES,1700279,571,0,0,0,0,0,0,571,0,"78,910,000",0,0,0,0,0,0,"78,910,000","6,000"
2019,0135367,AQUA TEXAS INC-CARRIAGE TRAIL SUBDIVISION,360093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0140940,AQUA TEXAS INC-CEDAR ESTATES SUBDIVISION WATER COMPANY,1460102,82,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0
2019,0141045,AQUA TEXAS INC-CEDAR POINT WATER SYSTEM,1870155,514,0,8,0,0,0,0,522,0,0,0,0,0,0,0,0,0,"189,000"
2019,0919641,AQUA TEXAS INC-CENTENNIAL PLACE,200190,35,0,0,0,0,0,0,35,0,"1,185,000",0,0,0,0,0,0,"1,185,000","3,000"
2019,0184210,AQUA TEXAS INC-CHAPARRAL WATER SYSTEM,1050029,147,0,0,0,0,0,0,147,0,"9,519,000",0,0,0,0,0,0,"9,519,000",0
2019,0148028,AQUA TEXAS INC-CHEROKEE POINT WATER COMPANY,320015,61,0,0,0,0,0,0,61,0,"3,035,500",0,0,0,0,0,0,"3,035,500",0
2019,0148044,AQUA TEXAS INC-CHERRY RIDGE WATER COMPANY,1330147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0151450,AQUA TEXAS INC-CHINA SPRINGS WATER COMPANY,1550021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0153220,AQUA TEXAS INC-CIMARRON COUNTRY,1700555,254,0,1,0,0,0,0,255,0,0,0,0,0,0,0,0,0,"6,000"
2019,0153289,AQUA TEXAS INC-CINNAMON RIDGE,610209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0362108,AQUA TEXAS INC-CLEAR CREEK FOREST,1700437,530,0,0,0,0,0,0,530,0,"46,364,000",0,0,0,0,0,0,"46,364,000","12,000"
2019,0159825,AQUA TEXAS INC-CLEAR LAKES VILLAGE SUBDIVISION,2500017,383,0,0,0,0,0,0,383,0,"18,113,600",0,0,0,0,0,0,"18,113,600",0
2019,0817583,AQUA TEXAS INC-COLONIAL HILLS,1010116,320,0,2,0,0,0,0,322,0,0,0,0,0,0,0,0,0,"20,000"
2019,0389328,AQUA TEXAS INC-COMANCHE CLIFFS,100065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,1102356,AQUA TEXAS INC-COPPER HILLS WATER,1050082,46,0,1,0,0,0,0,47,0,"4,392,000",0,"52,000",0,0,0,0,"4,444,000",0
2019,0866305,AQUA TEXAS INC-COTTONWOOD HILL ESTATES,2200045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0187430,AQUA TEXAS INC-COUNTRY CREEK ESTATES,200337,71,0,0,0,0,0,0,71,0,"5,739,000",0,0,0,0,0,0,"5,739,000","4,000"
2019,0334610,AQUA TEXAS INC-COUNTRY MEADOWS,1110089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0188053,AQUA TEXAS INC-COUNTRY SIDE ESTATES,1230037,502,0,0,0,0,0,0,502,0,0,0,0,0,0,0,0,0,0
2019,0074780,AQUA TEXAS INC-COUNTRY VIEW ESTATES,1630026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0188077,AQUA TEXAS INC-COUNTRY WOOD ESTATES,1160093,129,0,0,0,0,0,0,129,0,"14,011,922",0,0,0,0,0,0,"14,011,922",0
2019,0845018,AQUA TEXAS INC-CRAZY HORSE RANCHEROS,1160067,179,0,0,0,0,0,0,179,0,"9,915,600",0,0,0,0,0,0,"9,915,600",0
2019,0192000,AQUA TEXAS INC-CREEKSIDE ESTATES SOUTH,1011647,117,1,10,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0
2019,0924795,AQUA TEXAS INC-CRESTWOOD,1580016,242,0,0,0,0,0,0,242,0,"9,592,600",0,0,0,0,0,0,"9,592,600",0
2019,0362105,AQUA TEXAS INC-CRICKETT HILL ESTATES,1010947,45,0,0,0,0,0,0,45,0,"2,896,000",0,0,0,0,0,0,"2,896,000",0
2019,0880722,AQUA TEXAS INC-CRYSTAL FOREST SUBDIVISION,1700096,203,0,0,0,0,0,0,203,0,"13,455,000",0,0,0,0,0,0,"13,455,000","18,000"
2019,1102440,AQUA TEXAS INC-CYPRESS CREEK RANCH,1013296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,0362098,AQUA TEXAS INC-CYPRESS FIELDS SUBDIVISION,1011651,148,0,0,0,0,0,0,148,0,"16,852,000",0,0,0,0,0,0,"16,852,000","2,000"
2019,0880720,AQUA TEXAS INC-CYPRESS PLACE,1010254,50,0,0,0,0,0,0,50,0,"5,728,000",0,0,0,0,0,0,"5,728,000","4,000"
2019,0216410,AQUA TEXAS INC-DAYTON CREEK WATER SYSTEM,1460141,73,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0
