Year,TWDB_Survey_No,Organization,Population_Served,Water_Type,Purchasd___Self_Supplied,Region_Used,County_Used,Basin_Used,Source_County,Source_Basin,Aquifer_Source,Surface_Water_Source,Seller_Name,Active_Wells,Brackish___Saline,TWDB_Estimated_Volume,Percent_Treated_Prior_to_Intake,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total_Intake__Gallons_
2020,0073950,CITY OF BIG SPRING,"27,282",Surface Water,Pur,F,HOWARD,COLORADO,HOWARD,COLORADO,,O.H. IVIE LAKE/RESERVOIR,O H IVEY RESERVOIR                                                                                                                                                                                                                                             ,0,N,N,0.00,"144,090,000","120,716,640","132,499,900","152,422,390","201,935,100","211,391,380","235,432,910","238,877,040","190,543,370","189,360,830","151,767,310","143,849,110","2,112,885,980"
2020,0093600,CITY OF BRADY,"5,284",Ground Water,SS,F,MCCULLOCH,COLORADO,MCCULLOCH,COLORADO,HICKORY AQUIFER,,N/A                                                                                                                                                                                                                                                            ,6,N,N,0.00,"22,925,000","21,027,000","23,374,000","27,828,000","35,902,000","40,505,000","45,750,000","53,645,000","30,707,000","41,640,000","28,614,000","25,324,000","397,241,000"
2020,0098305,CITY OF BRONTE,999,Ground Water,Pur,F,COKE,COLORADO,COKE,COLORADO,EDWARDS-TRINITY-PLATEAU AQUIFER,,TEXAS TECH                                                                                                                                                                                                                                                     ,0,N,N,0.00,"273,000","359,000","658,000","369,000","443,000","974,000","845,000","955,000","347,000","673,000","116,000","39,000","6,051,000"
2020,0133800,CONCHO RURAL WATER CORPORATION-TOM GREEN COUNTY FWSD 1 CARLSBAD SYSTEM,705,Ground Water,SS,F,TOM GREEN,COLORADO,TOM GREEN,COLORADO,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,6,N,N,0.00,"1,116,900","1,041,700","856,400","1,054,500","1,347,100","2,446,100","1,777,600","1,983,400","1,233,700","1,211,900","1,040,100","859,400","15,968,800"
2020,0164900,COLEMAN COUNTY SUD,"5,000",Surface Water,Pur,F,COLEMAN,COLORADO,COLEMAN,COLORADO,,COLEMAN LAKE/RESERVOIR,CITY OF COLEMAN                                                                                                                                                                                                                                                ,0,N,Y,100.00,"4,104,000","3,126,000","3,032,000","3,796,000","4,102,000","5,258,000","5,700,000","5,252,000","4,061,000","3,806,000","4,088,000","4,109,000","50,434,000"
2020,0177882,CONCHO RURAL WATER CORPORATION-DEER VALLEY ESTATES SYSTEM,320,Ground Water,SS,F,TOM GREEN,COLORADO,TOM GREEN,COLORADO,LIPAN AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"668,700","749,200","501,600","863,700","928,600","1,161,400","1,736,100","1,312,100","858,200","760,200","628,400","577,100","10,745,300"
2020,0335400,CITY OF GRANDFALLS,395,Ground Water,Pur,F,WARD,RIO GRANDE,,,,UNKNOWN,NORTH WELL FIELD                                                                                                                                                                                                                                               ,0,N,,0.00,"1,000",0,0,0,"3,000","15,000","3,000","4,000","185,000",0,0,"1,000","212,000"
2020,0423000,CITY OF IRAAN,"1,229",Ground Water,SS,F,PECOS,RIO GRANDE,PECOS,RIO GRANDE,EDWARDS-TRINITY-PLATEAU AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"2,262,000","2,141,000","1,884,000","2,927,000","3,659,000","4,434,000","5,456,000","6,216,000","3,497,000","3,285,000","2,789,000","2,364,000","40,914,000"
2020,0481266,LAKELANDS SERVICES INC,51,Surface Water,Pur,F,MCCULLOCH,COLORADO,MCCULLOCH,COLORADO,,BRADY CREEK LAKE/RESERVOIR,CITY OF BRADY                                                                                                                                                                                                                                                  ,0,N,N,100.00,"116,648","101,091","110,290","149,846","119,550","138,679","222,296","185,543","172,123","129,455","109,508","119,542","1,674,571"
2020,0524000,MADERA VALLEY WSC,"2,100",Ground Water,SS,F,REEVES,RIO GRANDE,REEVES,RIO GRANDE,PECOS AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"3,766,000","3,826,000","4,600,000","4,548,000","4,364,000","4,442,000","5,006,000","4,735,000","4,119,000","4,442,000","4,439,000","4,211,000","52,498,000"
2020,0607507,CONCHO RURAL WATER CORPORATION-NORTH CONCHO LAKE ESTATES,"1,782",Ground Water,SS,F,TOM GREEN,COLORADO,TOM GREEN,COLORADO,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"2,771,900","2,572,800","2,392,000","3,249,000","4,117,100","4,426,800","5,177,400","5,491,200","4,157,600","3,625,800","3,414,200","3,387,000","44,782,800"
2020,0703800,CITY OF PYOTE,114,Ground Water,Pur,F,WARD,RIO GRANDE,WARD,RIO GRANDE,OTHER AQUIFER,,UNIVERSITY LANDS                                                                                                                                                                                                                                               ,0,N,N,100.00,"1,018,400","1,103,800","1,610,800","1,772,600","1,973,700","2,364,800","2,726,800","2,578,300","1,702,000","1,212,700","914,000","1,029,200","20,007,100"
2020,0764157,CITY OF SAN ANGELO,"101,004",Ground Water,SS,F,TOM GREEN,COLORADO,MCCULLOCH,COLORADO,HICKORY AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,4,3,4,16,29,"4,023,253",14,57,"38,601","8,410,899","9,493,515","17,184,274","39,150,669"
2020,0764157,CITY OF SAN ANGELO,"101,004",Ground Water,SS,F,TOM GREEN,COLORADO,MCCULLOCH,COLORADO,HICKORY AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"383,494","5,866,285","324,576",0,"1,797,031","948,098","1,802,529","14,910,896","5,052,886","5,681,168","18,074,865","17,600,496","72,442,324"
2020,0764157,CITY OF SAN ANGELO,"101,004",Ground Water,SS,F,TOM GREEN,COLORADO,MCCULLOCH,COLORADO,HICKORY AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"1,046,979","4,427,311","791,090","468,480","3,345,029","2,395,922","126,861","7,197,672","528,959","1,114,260","11,192,340","13,070,222","45,705,125"
2020,0764157,CITY OF SAN ANGELO,"101,004",Ground Water,SS,F,TOM GREEN,COLORADO,MCCULLOCH,COLORADO,HICKORY AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"2,548,614","13,894",0,"1,633","14,233",0,"16,933","8,825,509","4,853,905","12,009,865","17,406,461","17,776,504","63,467,551"
2020,0823400,CITY OF STANTON,"2,492",Ground Water,SS,F,MARTIN,COLORADO,MARTIN,COLORADO,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"5,300,000","4,900,000","7,400,000","6,200,000","6,000,000","5,500,000","5,900,000","5,100,000","1,900,000","4,800,000","4,800,000","6,600,000","64,400,000"
2020,0823400,CITY OF STANTON,"2,492",Surface Water,Pur,F,MARTIN,COLORADO,COLEMAN,COLORADO,,O.H. IVIE LAKE/RESERVOIR,O H IVEY RESERVOIR                                                                                                                                                                                                                                             ,0,N,N,0.00,"4,119,000","6,844,000","5,816,000","6,745,000","8,353,000","8,745,000","9,615,000","11,596,000","10,725,000","9,016,000","7,063,000","5,525,000","94,162,000"
2020,0871000,TOM GREEN COUNTY FWSD 2,436,Ground Water,SS,F,TOM GREEN,COLORADO,TOM GREEN,COLORADO,LIPAN AQUIFER,,N/A                                                                                                                                                                                                                                                            ,3,N,N,0.00,"1,119,000","1,256,000","1,118,000","1,591,000","1,977,000","2,225,000","2,365,000","2,597,000","1,877,000","1,592,000","1,375,000","1,285,000","20,377,000"
2020,0871002,CONCHO RURAL WATER CORPORATION-TOM GREEN MUD 3,"1,008",Ground Water,SS,F,TOM GREEN,COLORADO,TOM GREEN,COLORADO,LIPAN AQUIFER,,N/A                                                                                                                                                                                                                                                            ,7,N,N,0.00,"2,034,500","2,147,800","1,620,300","3,303,300","3,649,000","3,674,400","4,012,200","4,006,100","3,006,600","2,356,200","2,138,200","1,919,800","33,868,400"
2020,0927695,CITY OF WESTBROOK,254,Ground Water,Pur,F,MITCHELL,COLORADO,MITCHELL,COLORADO,DOCKUM AQUIFER,,WESTBROOK ISD                                                                                                                                                                                                                                                  ,0,N,N,100.00,"1,041,000","1,091,000","1,053,900","1,003,100","1,357,000","1,509,600","1,567,400","2,029,000","1,420,000","1,446,000","916,000","1,018,941","15,452,941"
2020,0028000,CITY OF ANDREWS,"13,500",Reuse,Ss,F,ANDREWS,COLORADO,ANDREWS,COLORADO,,UNKNOWN,N/A                                                                                                                                                                                                                                                            ,0,,N,100.00,0,0,0,0,0,0,0,0,0,0,0,0,"180,704,000"
2020,0056000,CITY OF BARSTOW,850,Ground Water,Pur,F,WARD,RIO GRANDE,REEVES,RIO GRANDE,DOCKUM AQUIFER,,TOWN OF PECOS CITY                                                                                                                                                                                                                                             ,0,N,Y,0.00,0,0,0,0,0,0,0,0,0,0,0,"45,486,000","45,486,000"
2020,0098305,CITY OF BRONTE,999,Ground Water,Pur,F,COKE,COLORADO,COKE,COLORADO,EDWARDS-TRINITY-PLATEAU AQUIFER,,GOODMAN 4                                                                                                                                                                                                                                                      ,0,N,N,0.00,"164,000","100,000","177,000","108,000","17,000","292,000","501,000","491,000","302,000","336,000","434,000","156,000","3,078,000"
2020,0127051,CONCHO RURAL WATER CORPORATION-RED CREEK MUD,945,Surface Water,Pur,F,TOM GREEN,COLORADO,CONCHO,COLORADO,,O.H. IVIE LAKE/RESERVOIR,NORTH CONCHO LAKE ESTATES                                                                                                                                                                                                                                      ,0,N,N,100.00,"1,316,700","861,100","1,193,900","1,406,800","1,642,500","1,717,300","1,942,900","2,432,200","1,424,800","1,390,300","1,234,200","1,024,800","17,587,500"
2020,0504820,LIVE OAK HILLS SUBDIVISION,42,Ground Water,SS,F,MCCULLOCH,COLORADO,MCCULLOCH,COLORADO,HICKORY AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"136,440","146,280","112,660","126,690","221,710","275,050","282,620","292,790","160,910","175,120","134,000","166,420","2,230,690"
2020,0507100,LOHN WSC,150,Ground Water,SS,F,MCCULLOCH,COLORADO,MCCULLOCH,COLORADO,HICKORY AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,100.00,"318,261","353,090","347,556","433,579","632,795","883,079","1,359,556","1,439,045","798,045","952,318","623,738","476,795","8,617,857"
2020,0545500,MAY WSC,200,Ground Water,SS,F,BROWN,COLORADO,BROWN,COLORADO,TRINITY AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"473,000","388,000","271,000","241,000","398,000","595,000","505,000","771,000","1,007,000","417,000","619,000","486,000","6,171,000"
2020,0556600,CITY OF MENARD,"1,471",Surface Water,Ss,F,MENARD,COLORADO,,,,UNKNOWN,N/A                                                                                                                                                                                                                                                            ,0,N,N,0.00,"6,358,000","4,430,000","6,421,000","5,581,000","6,442,000","6,521,000","8,678,000","10,935,000","8,582,000","7,251,000","6,325,000","5,385,000","82,909,000"
2020,0654200,TOWN OF PECOS CITY,"10,461",Ground Water,SS,F,REEVES,RIO GRANDE,WARD,RIO GRANDE,PECOS AQUIFER,,N/A                                                                                                                                                                                                                                                            ,6,N,N,0.00,"2,130,034","1,616,208","3,251,352","2,057,765","4,602,033","5,891,128","5,004,724","4,042,652","4,934,430","3,180,839","2,710,820","2,824,683","42,246,668"
2020,0733500,CITY OF ROBERT LEE,"1,025",Surface Water,Pur,F,COKE,COLORADO,COKE,COLORADO,,OAK CREEK LAKE/RESERVOIR,CITY OF BRONTE                                                                                                                                                                                                                                                 ,0,N,N,100.00,"4,230,000","5,430,000","4,109,000","5,337,000","6,292,000","6,912,000","7,800,000","8,247,000","7,008,000","5,503,000","4,951,000","4,589,000","70,408,000"
2020,0764157,CITY OF SAN ANGELO,"101,004",Ground Water,SS,F,TOM GREEN,COLORADO,MCCULLOCH,COLORADO,HICKORY AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"1,146,854","6,460,499","2,004,344","785,059","964,056","1,083,965","2,335,726","5,707,314","2,565","7,046,212","11,437,007","11,135,103","50,108,704"
2020,0764157,CITY OF SAN ANGELO,"101,004",Surface Water,Pur,F,TOM GREEN,COLORADO,CONCHO,COLORADO,,O.H. IVIE LAKE/RESERVOIR,O H IVEY RESERVOIR                                                                                                                                                                                                                                             ,0,N,N,0.00,"308,667,000","202,174,000","307,124,000","360,655,000","337,648,000","469,218,000","514,953,000","450,929,000","392,396,000","178,155,000",0,0,"3,521,919,000"
2020,0824400,CITY OF STERLING CITY,888,Ground Water,SS,F,STERLING,COLORADO,STERLING,COLORADO,DOCKUM AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,100.00,"5,363,100","4,880,200","5,273,500","6,959,800","8,673,700","9,183,300","10,368,700","9,678,600","7,452,200","6,532,700","5,489,100","5,482,400","85,337,300"
2020,0952900,CITY OF WINTERS,"2,763",Surface Water,Ss,F,RUNNELS,COLORADO,RUNNELS,COLORADO,,WINTERS LAKE/RESERVOIR,N/A                                                                                                                                                                                                                                                            ,0,N,N,0.00,"13,715,069","12,594,141","13,226,292","13,692,259","17,938,098","16,119,849","16,087,264","19,414,203","16,448,958","17,713,260","15,699,501","16,002,543","188,651,437"
2020,1102858,LOVING COUNTY WS,165,Ground Water,SS,F,LOVING,RIO GRANDE,LOVING,RIO GRANDE,PECOS AQUIFER,,N/A                                                                                                                                                                                                                                                            ,4,N,Y,100.00,"188,910","198,290","378,800","462,089","701,949","744,349","689,826","546,873","339,747","377,158","275,066","213,952","5,117,009"
2020,0028000,CITY OF ANDREWS,"13,500",Ground Water,SS,F,ANDREWS,COLORADO,ANDREWS,COLORADO,OGALLALA AQUIFER,,N/A                                                                                                                                                                                                                                                            ,0,N,N,100.00,"39,718,000","40,955,000","39,008,000","56,116,000","87,964,000","110,530,000","115,673,000","112,968,000","99,113,000","83,310,000","54,582,000","43,090,000","883,027,000"
2020,0098305,CITY OF BRONTE,999,Ground Water,SS,F,COKE,COLORADO,NOLAN,COLORADO,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"50,000","52,000","139,000","90,000","110,000","310,000","369,000","500,000","263,000","305,000","307,000","147,000","2,642,000"
2020,0098305,CITY OF BRONTE,999,Ground Water,SS,F,COKE,COLORADO,NOLAN,COLORADO,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"102,000","80,000","149,000","236,000","203,000","393,000","757,000","972,000","671,000","418,000","335,000","405,000","4,721,000"
2020,0098305,CITY OF BRONTE,999,Surface Water,Pur,F,COKE,COLORADO,,,,UNKNOWN,CITY OF SWEETWATER                                                                                                                                                                                                                                             ,0,N,,0.00,"8,127,000","6,710,000","7,466,000","5,908,000","6,867,000","9,502,000","13,739,000","16,439,000","13,576,000","13,529,000","7,999,000","4,179,000","114,041,000"
2020,0165200,CITY OF COLEMAN,"4,709",Surface Water,Ss,F,COLEMAN,COLORADO,COLEMAN,COLORADO,,COLEMAN LAKE/RESERVOIR,N/A                                                                                                                                                                                                                                                            ,0,N,N,0.00,"24,962,000","10,748,000","4,282,000","4,609,000","5,524,000","6,088,000","7,175,000","9,832,000","9,355,000","9,885,000","15,817,000","10,488,000","118,765,000"
2020,0177315,CONCHO RURAL WATER CORPORATION-THE OAKS SYSTEM,849,Ground Water,SS,F,TOM GREEN,COLORADO,TOM GREEN,COLORADO,EDWARDS-TRINITY-PLATEAU AQUIFER,,N/A                                                                                                                                                                                                                                                            ,0,N,N,0.00,"1,790,000","2,045,000","1,536,000","2,773,000","3,475,000","4,340,000","4,525,000","4,695,000","3,173,000","2,542,000","2,145,000","1,778,000","34,817,000"
2020,0189800,CITY OF CRANE,"3,353",Reuse,Ss,F,CRANE,RIO GRANDE,CRANE,RIO GRANDE,,UNKNOWN,N/A                                                                                                                                                                                                                                                            ,0,,N,100.00,0,0,0,0,0,0,0,0,0,0,0,0,"38,338,000"
2020,0253400,CITY OF EDEN,"1,266",Ground Water,SS,F,CONCHO,COLORADO,CONCHO,COLORADO,HICKORY AQUIFER,,N/A                                                                                                                                                                                                                                                            ,4,N,N,0.00,"9,783,750","11,535,230","11,326,080","11,347,940","13,517,100","8,155,700","5,592,200","10,019,000","12,706,000","12,063,000","12,522,000","11,009,000","129,577,000"
2020,0339300,CONCHO RURAL WATER CORPORATION-GRAPE CREEK COMMUNITY,"6,078",Surface Water,Pur,F,TOM GREEN,COLORADO,,,,UNKNOWN,CITY OF SAN ANGELO                                                                                                                                                                                                                                             ,0,N,,100.00,"2,112,000","2,244,000","1,996,000","3,641,000","4,929,000","6,205,000","7,484,000","5,432,000","7,602,000","4,445,000","3,169,000","2,363,000","51,622,000"
2020,0384400,HERMLEIGH WATER SYSTEM,345,Ground Water,SS,F,SCURRY,BRAZOS,SCURRY,BRAZOS,DOCKUM AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,100.00,"668,500","985,000","990,200","467,700","939,500","1,250,400","1,273,400","1,082,700","1,077,200","651,300","705,700","542,600","10,634,200"
2020,0423500,IRA WSC,"1,100",Surface Water,Pur,F,SCURRY,COLORADO,SCURRY,COLORADO,,J B THOMAS LAKE/RESERVOIR,CITY OF SNYDER                                                                                                                                                                                                                                                 ,0,N,Y,100.00,"2,091,200","1,650,700","1,393,600","2,485,500","1,419,900","2,013,400","1,523,700","2,395,800","2,799,000","1,658,500","1,498,700","1,498,700","22,428,700"
2020,0441600,CITY OF JUNCTION,"2,700",Surface Water,Ss,F,KIMBLE,COLORADO,KIMBLE,COLORADO,,JUNCTION LAKE/RESERVOIR,N/A                                                                                                                                                                                                                                                            ,0,N,N,0.00,"10,350,000","9,749,000","11,131,000","11,854,000","14,760,000","16,890,000","20,402,000","20,400,000","13,663,000","14,737,000","13,013,000","12,470,000","169,419,000"
2020,0524000,MADERA VALLEY WSC,"2,100",Ground Water,SS,F,REEVES,RIO GRANDE,JEFF DAVIS,RIO GRANDE,EDWARDS-TRINITY-PLATEAU AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"281,000","185,000","225,000","402,000","691,000","1,528,000","678,000","1,083,000","834,000","1,897,000","1,801,000","1,679,000","11,284,000"
2020,0540600,CITY OF MASON,"2,114",Ground Water,SS,F,MASON,COLORADO,MASON,COLORADO,HICKORY AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,100.00,"9,340,500","8,199,742","8,598,500","10,671,300","16,326,400","20,187,500","30,045,500","27,829,600","14,646,500","15,919,900","11,022,900","8,518,300","181,306,642"
2020,0565400,CITY OF MIDLAND-UTILITIES DEPARTMENT (MIDLAND),"146,038",Surface Water,Pur,F,MIDLAND,COLORADO,COKE,COLORADO,,E V SPENCE LAKE/RESERVOIR,E V SPENCE RESERVOIR                                                                                                                                                                                                                                           ,0,N,N,0.00,"349,035,000","364,520,000","373,827,000","467,122,000","721,340,000","729,485,000","831,420,000","816,183,000","634,674,000","524,169,000","431,263,000","433,633,000","6,676,671,000"
