Year,TWDB_Survey_Number,PWS_Entity_Name,TCEQ_PWS_Code,Single_Family_Connections,Multi_Family_Connections,Commercial_Connections,Industrial_Connections,Institutional_Connections,Agriculture_Connections,Reuse_Connections,Total_Metered_Connections,Total_Unmetered_Connections,Single_Family_Volume,Multi_Family_Volume,Commercial_Volume,Industrial_Volume,Institutional_Volume,Agriculture_Volume,Reuse_Volume,Total_Metered_Volume,Unmetered_Volume
2018,0186920,AQUA PURE-COTTONWOOD PARK WATER SYSTEM,1010283,57,0,0,0,0,0,0,57,0,"4,366,600",0,0,0,0,0,0,"4,366,600",0
2018,0201270,AQUA PURE-CYPRESS HILL SUBDIVISION,1011792,30,0,0,0,0,0,0,30,0,"4,144,800",0,0,0,0,0,0,"4,144,800",0
2018,0217525,AQUA PURE-DEEP RIVER PLANTATION SUBDIVISION,2360025,65,0,0,0,0,0,0,65,0,"5,732,700",0,0,0,0,0,0,"5,732,700",0
2018,0267150,AQUA PURE-ENCHANTED COVE WATER SYSTEM,1700617,96,0,0,0,0,0,0,96,0,"2,561,600",0,0,0,0,0,0,"2,561,600",0
2018,1102388,AQUA PURE-GREEN RICH SHORES AND STERLING ISL,2360026,99,0,0,0,0,0,0,99,0,"4,934,800",0,0,0,0,0,0,"4,934,800",0
2018,1102389,AQUA PURE-GREENBRIAR ESTATES,360111,35,0,0,0,0,0,0,35,0,"4,164,000",0,0,0,0,0,0,"4,164,000",0
2018,1103808,AQUA PURE-MONTEBELLO UTILITY,1460174,20,0,0,0,0,0,0,20,0,"28,003,900",0,0,0,0,0,0,"28,003,900",0
2018,0891371,AQUA PURE-ORCHARD CROSSING,1012450,121,0,0,0,0,0,0,121,0,"7,953,800",0,0,0,0,0,0,"7,953,800",0
2018,1103495,AQUA PURE-PEACH CREEK PLANTATION WATER SYSTEM,1700783,42,0,0,0,0,0,0,42,0,"13,154,300",0,0,0,0,0,0,"13,154,300",0
2018,0658205,AQUA PURE-PETERSON PLACE SUBDIVISION WATER SYSTEM,1460086,34,0,0,0,0,0,0,34,0,"2,311,900",0,0,0,0,0,0,"2,311,900",0
2018,1103497,AQUA PURE-POE BRACEWELL WATER SYSTEM,930035,88,0,0,0,0,0,0,88,0,"12,272,000",0,0,0,0,0,0,"12,272,000",0
2018,0941801,AQUA PURE-RANCH CREST SUBDIVISON,1700734,295,0,0,0,0,0,0,295,0,"51,281,400",0,0,0,0,0,0,"51,281,400",0
2018,0740700,AQUA PURE-ROLAN HEIGHTS SUBDIVISION,1010640,18,0,0,0,0,0,0,18,0,"1,685,600",0,0,0,0,0,0,"1,685,600",0
2018,1103518,AQUA PURE-TIMBER SWITCH WATER PLANT,1700766,35,0,0,0,0,0,0,35,0,"4,164,400",0,0,0,0,0,0,"4,164,400",0
2018,0968825,AQUA PURE-YAUPON COVE WATER SYSTEM,1870017,380,0,0,0,0,0,0,380,0,"24,050,400",0,0,0,0,0,0,"24,050,400",0
2018,1103831,AQUA TECH UTILITIES LLC-CEDAR CREEK WATER SYSTEM,1460163,334,0,0,0,0,0,0,334,0,"21,742,000",0,0,0,0,0,0,"21,742,000",0
2018,0277610,AQUA TECH UTILITIES LLC-FAIRFIELD ESTATES,1460118,315,0,0,0,0,0,0,315,0,"19,865,000",0,0,0,0,0,0,"19,865,000",0
2018,1103472,AQUA TECH UTILITIES LLC-INDIAN SPRINGS WATER SYSTEM,1460164,77,0,1,0,0,0,0,78,0,"4,730,000",0,"157,000",0,0,0,0,"4,887,000",0
2018,0482685,AQUA TECH UTILITIES LLC-LAKEVIEW WATER SYSTEM,1460098,138,0,0,0,0,0,0,138,0,"5,867,000",0,0,0,0,0,0,"5,867,000",0
2018,0197100,AQUA TECH UTILITIES LLC-MEADOW GLEN SYSTEM,1460101,304,0,2,0,0,0,0,306,0,"20,250,000",0,"577,000",0,0,0,0,"20,827,000",0
2018,1103868,AQUA TECH UTILITIES LLC-REMINGTON PLACE,1460149,45,0,0,0,0,0,0,45,0,"3,078,000",0,0,0,0,0,0,"3,078,000",0
2018,0806656,AQUA TECH UTILITIES LLC-SOUTHAMPTON SUBDIVISION,1460148,138,0,0,0,0,0,0,138,0,"8,847,000",0,0,0,0,0,0,"8,847,000",0
2018,1103878,AQUA TECH UTILITIES LLC-TEXABA SUBDIVISION,1700621,179,0,0,0,0,0,0,179,0,"10,717",0,0,0,0,0,0,"10,717",0
2018,0916895,AQUA TECH UTILITIES LLC-WALNUT CREEK SUBDIVISION,1460142,251,0,0,0,0,0,0,251,0,"14,567,000",0,0,0,0,0,0,"14,567,000",0
2018,0954908,AQUA TECH UTILITIES LLC-WOODLANDS HILLS WATER,1460120,578,0,0,0,0,0,0,578,0,"32,937,000",0,0,0,0,0,0,"32,937,000",0
2018,0955900,AQUA TECH UTILITIES LLC-WOODRIDGE PARK SUBDIVISION,1460093,53,0,0,0,0,0,0,53,0,"3,164,000",0,0,0,0,0,0,"3,164,000",0
2018,0957322,AQUA TECH UTILITIES LLC-WOODWAY SUBDIVISION WATER COMPANY,1460091,393,0,0,0,0,0,0,393,0,"17,266,000",0,0,0,0,0,0,"17,266,000",0
2018,0010200,AQUA TEXAS INC-AGNES SUBDIVISION,1840017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0817569,AQUA TEXAS INC-AIRPORT HEIGHTS ADDITION,1700006,18,0,0,0,0,0,0,18,0,"1,046,000",0,0,0,0,0,0,"1,046,000","8,000"
2018,0817574,AQUA TEXAS INC-ALDINE MEADOWS,1010092,71,0,0,0,0,0,0,71,0,"8,820,000",0,0,0,0,0,0,"8,820,000",0
2018,1102446,AQUA TEXAS INC-ALTON THEISS SUBDIVISION,1012806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0031475,AQUA TEXAS INC-AQUA VISTA UTILITIES COMPANY,1330062,90,0,0,0,0,0,0,90,0,"7,708,000",0,0,0,0,0,0,"7,708,000",0
2018,0817566,AQUA TEXAS INC-ARROWHEAD & FRONTIER LAKES,1700171,341,0,1,0,0,0,0,342,0,0,0,0,0,0,0,0,0,"43,000"
2018,0178270,AQUA TEXAS INC-ASHCREEK ADDITION,1840013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0880712,AQUA TEXAS INC-ATASOCITA ACRES,1011687,138,0,0,0,0,0,0,138,0,"8,307,000",0,0,0,0,0,0,"8,307,000",0
2018,0178280,AQUA TEXAS INC-AVONDALE HEIGHTS,2200184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0880709,AQUA TEXAS INC-BAMMEL OAKS ESTATES 1,1010809,13,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
2018,0880715,AQUA TEXAS INC-BAMMEL OAKS ESTATES 2,1010810,76,0,0,0,0,0,0,76,0,"4,460,000",0,0,0,0,0,0,"4,460,000",0
2018,0845010,AQUA TEXAS INC-BARROW SUBDIVISION,1160066,107,0,0,0,0,0,0,107,0,"4,358,400",0,0,0,0,0,0,"4,358,400",0
2018,0718410,AQUA TEXAS INC-BARTON CREEK LAKESIDE,2270282,277,0,0,0,0,0,0,277,0,"24,890,000",0,0,0,0,0,0,"24,890,000","411,000"
2018,0060333,AQUA TEXAS INC-BEAR CREEK PARK SUBDIVISION,2270043,87,0,1,0,0,0,0,88,0,"5,401,000",0,"157,000",0,0,0,0,"5,558,000",0
2018,0060332,AQUA TEXAS INC-BEAR PAW RANCH,1330126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0063510,AQUA TEXAS INC-BEHRINGER WATER SYSTEM,1550130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0817576,AQUA TEXAS INC-BERGVILLE,1010099,14,0,0,0,0,0,0,14,0,"522,000",0,0,0,0,0,0,"522,000",0
2018,0817563,AQUA TEXAS INC-BERNARD ACRES,200065,155,0,0,0,0,0,0,155,0,"2,281,000",0,0,0,0,0,0,"2,281,000","5,000"
2018,0362100,AQUA TEXAS INC-BERRY HILL ESTATES,1011860,56,0,0,0,0,0,0,56,0,"4,394,000",0,0,0,0,0,0,"4,394,000","10,000"
2018,0729810,AQUA TEXAS INC-BLUE MEDINA WATER,100030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0082900,AQUA TEXAS INC-BLUE WATER SHORES,1110079,600,0,0,0,0,0,0,600,0,"38,892,000",0,0,0,0,0,0,"38,892,000",0
2018,0880719,AQUA TEXAS INC-BOUDREAUX GARDENS MH SUBDIVISION,1011084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0092350,AQUA TEXAS INC-BOYNTON WATER SUPPLY,1110042,63,0,0,0,0,0,0,63,0,"3,277,100",0,0,0,0,0,0,"3,277,100","21,000"
2018,0095774,AQUA TEXAS INC-BRAZOS RIVER ACRES,1110028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0097750,AQUA TEXAS INC-BRENTWOOD MANOR SUBDIVISION,2350005,151,0,0,0,0,0,0,151,0,"12,588,000",0,0,0,0,0,0,"12,588,000",0
2018,0058625,AQUA TEXAS INC-BRIARCREEK MANOR,2270354,920,0,0,0,0,0,0,920,0,"58,777,000",0,0,0,0,0,0,"58,777,000","204,000"
2018,0098220,AQUA TEXAS INC-BRITTMORE UTILITIES,1011014,516,0,329,0,0,0,0,845,0,0,0,0,0,0,0,0,0,"62,000"
2018,0101960,AQUA TEXAS INC-BRUSHY CREEK UTILITIES INC,1700601,127,0,0,0,0,0,0,127,0,"15,096,000",0,0,0,0,0,0,"15,096,000",0
2018,0919640,AQUA TEXAS INC-CALICO FARMS SUBDIVISION,200152,26,0,0,0,0,0,0,26,0,"1,654,000",0,0,0,0,0,0,"1,654,000","21,000"
2018,1102445,AQUA TEXAS INC-CAMILLA TWIN HARBOR,2040038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0132275,AQUA TEXAS INC-CANDLELIGHT HILLS,1010532,752,0,0,0,0,0,0,752,0,"96,404,000",0,0,0,0,0,0,"96,404,000","12,000"
2018,0133098,AQUA TEXAS INC-CANYON CREEK ADDITION,1110070,305,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0
2018,1103309,AQUA TEXAS INC-CANYON LAKE MOBILE HOME ESTATES,460063,582,0,7,0,0,0,0,589,0,"31,224,000",0,"388,000",0,0,0,0,"31,612,000",0
2018,0127131,AQUA TEXAS INC-CANYON RIDGE SPRINGS,2270342,33,0,0,0,0,0,0,33,0,"2,470,000",0,0,0,0,0,0,"2,470,000","377,000"
2018,0133090,AQUA TEXAS INC-CANYON SPRINGS WATER COMPANY,460022,413,0,3,0,0,0,0,416,0,"21,612,000",0,"889,000",0,0,0,0,"22,501,000",0
2018,1102357,AQUA TEXAS INC-CARDINAL VALLEY WATER,1050068,65,0,0,0,0,0,0,65,0,"3,860,000",0,0,0,0,0,0,"3,860,000",0
2018,0880714,AQUA TEXAS INC-CARRIAGE HILLS ESTATES,1700279,571,0,0,0,0,0,0,571,0,"78,910,000",0,0,0,0,0,0,"78,910,000","6,000"
2018,0135367,AQUA TEXAS INC-CARRIAGE TRAIL SUBDIVISION,360093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0140940,AQUA TEXAS INC-CEDAR ESTATES SUBDIVISION WATER COMPANY,1460102,82,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0
2018,0141045,AQUA TEXAS INC-CEDAR POINT WATER SYSTEM,1870155,514,0,8,0,0,0,0,522,0,0,0,0,0,0,0,0,0,"189,000"
2018,0919641,AQUA TEXAS INC-CENTENNIAL PLACE,200190,35,0,0,0,0,0,0,35,0,"1,185,000",0,0,0,0,0,0,"1,185,000","3,000"
2018,0184210,AQUA TEXAS INC-CHAPARRAL WATER SYSTEM,1050029,147,0,0,0,0,0,0,147,0,"9,519,000",0,0,0,0,0,0,"9,519,000",0
2018,0148028,AQUA TEXAS INC-CHEROKEE POINT WATER COMPANY,320015,61,0,0,0,0,0,0,61,0,"3,035,500",0,0,0,0,0,0,"3,035,500",0
2018,0148044,AQUA TEXAS INC-CHERRY RIDGE WATER COMPANY,1330147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0151450,AQUA TEXAS INC-CHINA SPRINGS WATER COMPANY,1550021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0153220,AQUA TEXAS INC-CIMARRON COUNTRY,1700555,254,0,1,0,0,0,0,255,0,0,0,0,0,0,0,0,0,"6,000"
2018,0153289,AQUA TEXAS INC-CINNAMON RIDGE,610209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0362108,AQUA TEXAS INC-CLEAR CREEK FOREST,1700437,530,0,0,0,0,0,0,530,0,"46,364,000",0,0,0,0,0,0,"46,364,000","12,000"
2018,0159825,AQUA TEXAS INC-CLEAR LAKES VILLAGE SUBDIVISION,2500017,383,0,0,0,0,0,0,383,0,"18,113,600",0,0,0,0,0,0,"18,113,600",0
2018,0817583,AQUA TEXAS INC-COLONIAL HILLS,1010116,320,0,2,0,0,0,0,322,0,0,0,0,0,0,0,0,0,"20,000"
2018,0389328,AQUA TEXAS INC-COMANCHE CLIFFS,100065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1102356,AQUA TEXAS INC-COPPER HILLS WATER,1050082,46,0,1,0,0,0,0,47,0,"4,392,000",0,"52,000",0,0,0,0,"4,444,000",0
2018,0866305,AQUA TEXAS INC-COTTONWOOD HILL ESTATES,2200045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0187430,AQUA TEXAS INC-COUNTRY CREEK ESTATES,200337,71,0,0,0,0,0,0,71,0,"5,739,000",0,0,0,0,0,0,"5,739,000","4,000"
2018,0334610,AQUA TEXAS INC-COUNTRY MEADOWS,1110089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0188053,AQUA TEXAS INC-COUNTRY SIDE ESTATES,1230037,502,0,0,0,0,0,0,502,0,0,0,0,0,0,0,0,0,0
2018,0074780,AQUA TEXAS INC-COUNTRY VIEW ESTATES,1630026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0188077,AQUA TEXAS INC-COUNTRY WOOD ESTATES,1160093,129,0,0,0,0,0,0,129,0,"14,011,922",0,0,0,0,0,0,"14,011,922",0
2018,0845018,AQUA TEXAS INC-CRAZY HORSE RANCHEROS,1160067,179,0,0,0,0,0,0,179,0,"9,915,600",0,0,0,0,0,0,"9,915,600",0
2018,0192000,AQUA TEXAS INC-CREEKSIDE ESTATES SOUTH,1011647,117,1,10,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0
2018,0924795,AQUA TEXAS INC-CRESTWOOD,1580016,242,0,0,0,0,0,0,242,0,"9,592,600",0,0,0,0,0,0,"9,592,600",0
2018,0362105,AQUA TEXAS INC-CRICKETT HILL ESTATES,1010947,45,0,0,0,0,0,0,45,0,"2,896,000",0,0,0,0,0,0,"2,896,000",0
2018,0880722,AQUA TEXAS INC-CRYSTAL FOREST SUBDIVISION,1700096,203,0,0,0,0,0,0,203,0,"13,455,000",0,0,0,0,0,0,"13,455,000","18,000"
2018,1102440,AQUA TEXAS INC-CYPRESS CREEK RANCH,1013296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0362098,AQUA TEXAS INC-CYPRESS FIELDS SUBDIVISION,1011651,148,0,0,0,0,0,0,148,0,"16,852,000",0,0,0,0,0,0,"16,852,000","2,000"
2018,0880720,AQUA TEXAS INC-CYPRESS PLACE,1010254,50,0,0,0,0,0,0,50,0,"5,728,000",0,0,0,0,0,0,"5,728,000","4,000"
2018,0216410,AQUA TEXAS INC-DAYTON CREEK WATER SYSTEM,1460141,73,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0
2018,0216500,AQUA TEXAS INC-DAYTON OAKS ESTATES,1460136,73,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0
2018,0217300,AQUA TEXAS INC-DECATUR ACRES WATER SYSTEM,2490030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0362102,AQUA TEXAS INC-DECKER WOOD SUBDIVISION,1700330,235,0,0,0,0,0,0,235,0,"20,618,000",0,0,0,0,0,0,"20,618,000","2,000"
2018,0178312,AQUA TEXAS INC-DEER BUTTE SUBDIVISION,1840037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,1103839,AQUA TEXAS INC-DEERWOOD  SUBDIVISION,1700264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0218580,AQUA TEXAS INC-DEERWOOD WATER SYSTEM,860098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0232575,AQUA TEXAS INC-DOGWOOD HILLS NORTH,10038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0082005,AQUA TEXAS INC-DOGWOOD HILLS SYSTEM,1700129,337,0,3,0,0,0,0,340,0,0,0,0,0,0,0,0,0,"4,000"
2018,0817580,AQUA TEXAS INC-DORSETT PLACE,1010122,14,0,0,0,0,0,0,14,0,"874,000",0,0,0,0,0,0,"874,000",0
2018,0236480,AQUA TEXAS INC-DOVE HOLLOW WATER SYSTEM,610210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0244410,AQUA TEXAS INC-EAGLE CREEK RANCH,2470022,750,0,9,0,0,0,0,759,0,"59,591,000",0,"1,902,000",0,0,0,0,"61,493,000",0
2018,0244678,AQUA TEXAS INC-EAGLES BLUFF WATER COMPANY,370052,403,0,0,0,0,0,0,403,0,"33,161,400",0,0,0,0,0,0,"33,161,400",0
2018,0178290,AQUA TEXAS INC-EAGLES NEST,2200185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,0250820,AQUA TEXAS INC-EASTWOOD VILLAGE WATER SYSTEM,1110052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
