Year,TWDB_Survey_No,Organization,Population_Served,Water_Type,Purchasd___Self_Supplied,Region_Used,County_Used,Basin_Used,Source_County,Source_Basin,Aquifer_Source,Surface_Water_Source,Seller_Name,Active_Wells,Brackish___Saline,TWDB_Estimated_Volume,Percent_Treated_Prior_to_Intake,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total_Intake__Gallons_
2020,1102090,ARANSAS BAY UTILITIES,700,Ground Water,SS,N,ARANSAS,SAN ANTONIO-NUECES,ARANSAS,SAN ANTONIO-NUECES,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"632,000","541,000","843,000","781,000","272,000","287,000","45,000","208,000","206,000","962,300","1,445,400","1,149,400","7,372,100"
2020,1103494,OLD MARBACH SCHOOL WSC,694,Ground Water,Pur,N,LIVE OAK,NUECES,,,,UNKNOWN,CITY OF GEORGE WEST                                                                                                                                                                                                                                            ,0,N,,100.00,"555,700","478,600","12,400","11,200",600,0,0,"118,000","28,500","74,100","52,500","99,200","1,430,800"
2020,1104007,CITY OF SAN DIEGO-TDCJ GLOSSBRENNER UNIT,545,Ground Water,Pur,N,DUVAL,NUECES-RIO GRANDE,,,,UNKNOWN,SAN DIEGO MUD 1                                                                                                                                                                                                                                                ,0,N,,100.00,0,0,0,0,0,0,0,0,0,0,0,"14,841,700","14,841,700"
2020,0010600,CITY OF AGUA DULCE,780,Surface Water,Pur,N,NUECES,NUECES-RIO GRANDE,ANDERSON,NUECES-RIO GRANDE,,CORPUS CHRISTI LAKE/RESERVOIR,GENERAL WATER DISTRIBUTION SYSTEM (STWA)                                                                                                                                                                                                                       ,0,N,N,100.00,"1,822,250","1,775,390","2,040,240","2,075,080","2,458,200","2,018,910","2,392,160","2,485,340","1,951,480","2,089,590","2,041,600","1,659,110","24,809,350"
2020,0012200,CITY OF ALICE,"18,682",Reuse,Ss,N,JIM WELLS,NUECES-RIO GRANDE,JIM WELLS,NUECES-RIO GRANDE,,UNKNOWN,N/A                                                                                                                                                                                                                                                            ,0,,N,100.00,0,0,0,0,0,0,0,0,0,0,0,0,"43,852,702"
2020,0012200,CITY OF ALICE,"18,682",Surface Water,Pur,N,JIM WELLS,NUECES-RIO GRANDE,,,,UNKNOWN,CITY OF CORPUS CHRISTI GENERAL DISTRIBUTION                                                                                                                                                                                                                    ,0,N,,0.00,"116,551,000","106,043,000","97,610,000","93,704,000","103,410,000","90,260,000","119,973,000","119,044,000","103,095,000","104,840,000","95,886,000","97,469,000","1,247,885,000"
2020,0185000,CITY OF CORPUS CHRISTI GENERAL DISTRIBUTION,"326,000",Surface Water,Ss,N,NUECES,NUECES-RIO GRANDE,,,,UNKNOWN,N/A                                                                                                                                                                                                                                                            ,0,N,N,0.00,0,"435,453,000","493,300,000","393,419,000","254,695,000","327,120,000","514,282,000","370,738,000","372,694,000","498,714,000","427,783,000","318,998,000","4,407,196,000"
2020,0279200,CITY OF FALFURRIAS-UTILITY BOARD,"7,500",Ground Water,SS,N,BROOKS,NUECES-RIO GRANDE,BROOKS,NUECES-RIO GRANDE,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,5,N,N,100.00,"29,774,490","25,651,506","32,468,414","29,362,616","32,636,926","38,601,758","44,458,594","44,846,496","29,697,864","30,705,894","27,472,680","28,130,882","393,808,120"
2020,0342395,CITY OF GREGORY,"2,100",Surface Water,Pur,N,SAN PATRICIO,NUECES,,,,UNKNOWN,SAN PATRICIO MWD                                                                                                                                                                                                                                               ,0,N,,100.00,0,0,0,0,0,0,0,0,0,0,0,"89,476,000","89,476,000"
2020,0466685,KING RANCH INC-SANTA GERTRUDIS DISTRICT,212,Ground Water,SS,N,KLEBERG,NUECES-RIO GRANDE,KLEBERG,NUECES-RIO GRANDE,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"53,700","66,400","95,600","96,900","132,800","85,700","141,600","167,800","116,500","145,000","71,100","76,300","1,249,400"
2020,0466685,KING RANCH INC-SANTA GERTRUDIS DISTRICT,212,Ground Water,SS,N,KLEBERG,NUECES-RIO GRANDE,KLEBERG,NUECES-RIO GRANDE,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"172,500","111,900","246,000","135,700","196,400","247,200","191,200",0,"39,600","159,500","209,200","73,100","1,782,300"
2020,0543000,CITY OF MATHIS,"4,068",Surface Water,Pur,N,SAN PATRICIO,NUECES,SAN PATRICIO,NUECES-RIO GRANDE,,CORPUS CHRISTI LAKE/RESERVOIR,CITY OF CORPUS CHRISTI GENERAL DISTRIBUTION                                                                                                                                                                                                                    ,0,N,Y,0.00,"19,790,000","17,829,000","22,322,000","21,881,000","23,429,000","25,422,000","24,849,000","30,211,000","27,314,000","21,607,000","18,839,000","18,521,000","272,014,000"
2020,0730620,RIVER ACRES WSC,"2,200",Surface Water,Pur,N,NUECES,NUECES-RIO GRANDE,,,,UNKNOWN,NUECES COUNTY WCID 3                                                                                                                                                                                                                                           ,0,N,,100.00,"5,954,960","6,215,880","6,924,540","12,718,380","14,069,870","6,099,000","9,990,990","7,792,850","8,939,490","10,567,990","12,298,970","10,437,480","112,010,400"
2020,0769305,SAN PATRICIO MWD,84,Surface Water,Pur,N,SAN PATRICIO,SAN ANTONIO-NUECES,JACKSON,LAVACA,,TEXANA LAKE/RESERVOIR,CITY OF CORPUS CHRISTI GENERAL DISTRIBUTION                                                                                                                                                                                                                    ,0,N,N,0.00,"312,230,000","273,904,000","315,067,000","319,988,000","269,823,000","305,251,000","285,453,000","292,577,000","292,400,000","277,731,000","284,085,000","288,352,000","3,516,861,000"
2020,0866250,CITY OF THREE RIVERS - PLANT 1,"4,389",Surface Water,Ss,N,LIVE OAK,NUECES,LIVE OAK,NUECES,,CHOKE CANYON LAKE/RESERVOIR,N/A                                                                                                                                                                                                                                                            ,0,N,N,0.00,"32,276,000","26,576,000","35,086,000","33,451,000","35,548,000","34,108,000","37,127,000","37,902,000","36,694,000","45,170,000","47,785,000","45,590,000","447,313,000"
2020,0905300,VIOLET WSC,"2,397",Surface Water,Pur,N,NUECES,NUECES-RIO GRANDE,NUECES,NUECES-RIO GRANDE,,CORPUS CHRISTI LAKE/RESERVOIR,CITY OF CORPUS CHRISTI GENERAL DISTRIBUTION                                                                                                                                                                                                                    ,0,N,N,100.00,0,0,0,0,0,0,0,0,0,0,0,"62,485,000","62,485,000"
2020,1103796,LAMAR IMPROVEMENT DISTRICT,250,Ground Water,Pur,N,ARANSAS,SAN ANTONIO-NUECES,,,,UNKNOWN,ARANSAS BAY UTILITIES                                                                                                                                                                                                                                          ,0,N,,100.00,"383,820","288,410","313,450","585,480","840,150","694,570","878,440","1,504,580","1,240,330","1,390,150","813,080","1,097,680","10,030,140"
2020,0183900,COPANO COVE WATER COMPANY INC-COPANO COVE SUBDIVISION,"1,170",Surface Water,Pur,N,ARANSAS,SAN ANTONIO-NUECES,ARANSAS,SAN ANTONIO-NUECES,,CORPUS CHRISTI LAKE/RESERVOIR,CITY OF ROCKPORT                                                                                                                                                                                                                                               ,0,N,N,100.00,"2,345,700","2,547,000","2,131,600","1,747,200","1,703,600","1,982,600","2,160,700","1,710,000","2,051,800","2,296,000","1,959,300","1,319,700","23,955,200"
2020,0466687,KING RANCH INC-NORIAS HD QTR,81,Ground Water,SS,N,KENEDY,NUECES-RIO GRANDE,KENEDY,NUECES-RIO GRANDE,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"127,200","129,500","121,100",0,"9,400","24,300","47,900","31,200","36,600","30,000","19,900","30,000","607,100"
2020,0482730,AQUA TEXAS INC-LAKE VISTA UTILITIES,585,Ground Water,SS,N,LIVE OAK,NUECES,LIVE OAK,NUECES,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,Y,100.00,"1,873,000","1,883,000","2,244,000","2,664,000","2,384,000","2,045,000","2,579,000","2,299,000","2,362,000","1,593,000","1,525,000","1,283,000","24,734,000"
2020,0659000,PETTUS MUD,650,Ground Water,SS,N,BEE,SAN ANTONIO-NUECES,BEE,SAN ANTONIO-NUECES,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,3,N,N,100.00,"4,847,100","843,400","1,029,900","3,424,900","2,105,000","2,610,800","4,438,600","3,068,200","2,428,600","2,857,500","1,538,200","2,699,100","31,891,300"
2020,0737800,CITY OF ROCKPORT,"28,266",Surface Water,Pur,N,ARANSAS,SAN ANTONIO-NUECES,SAN PATRICIO,SAN ANTONIO-NUECES,,CORPUS CHRISTI LAKE/RESERVOIR,SAN PATRICIO MWD                                                                                                                                                                                                                                               ,0,N,N,100.00,"63,604,000","72,260,000","82,455,000","78,140,000","82,881,000","88,302,000","98,257,000","93,995,000","85,865,000","87,581,000","72,203,000","79,732,000","985,275,000"
2020,0778772,SEABOARD WSC,321,Surface Water,Pur,N,SAN PATRICIO,SAN ANTONIO-NUECES,,,,UNKNOWN,SAN PATRICIO MWD                                                                                                                                                                                                                                               ,0,N,,100.00,"588,000","592,000","765,000","723,000","796,000","722,000","862,000","822,000","840,000","768,000","731,000","794,000","9,003,000"
2020,1103507,SKIDMORE  WSC,900,Ground Water,SS,N,BEE,SAN ANTONIO-NUECES,BEE,SAN ANTONIO-NUECES,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"1,182,000","1,159,000","1,246,000","1,139,000","1,302,000","1,189,000","1,269,000","1,315,000","1,310,000","1,473,000","1,290,000","1,107,000","14,981,000"
2020,0052400,NUECES COUNTY WCID 5,275,Surface Water,Pur,N,NUECES,NUECES-RIO GRANDE,NUECES,NUECES-RIO GRANDE,,CORPUS CHRISTI LAKE/RESERVOIR,GENERAL WATER DISTRIBUTION SYSTEM (STWA)                                                                                                                                                                                                                       ,0,N,N,100.00,"1,607,490","1,490,560","1,618,160","1,619,360","1,864,900","2,546,650","1,744,010","1,711,330","1,517,720","1,634,680","1,985,700","1,784,340","21,124,900"
2020,0063300,CITY OF BEEVILLE,"16,266",Ground Water,SS,N,BEE,SAN ANTONIO-NUECES,BEE,NUECES,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"1,697,652","1,569,430","1,486,231","1,448,762","1,389,236","1,423,400","3,682,650","3,554,298","2,925,468","2,846,701","2,962,050","2,856,950","27,842,828"
2020,0179300,DUVAL COUNTY CONSERVATION & RECLAMATION DISTRICT-CONCEPCION SYSTEM,100,Ground Water,SS,N,DUVAL,NUECES-RIO GRANDE,DUVAL,NUECES-RIO GRANDE,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,100.00,"308,572","225,740","315,863","239,411","471,114","325,360","477,228","341,656","285,708","345,773","313,445","341,716","3,991,586"
2020,0185000,CITY OF CORPUS CHRISTI GENERAL DISTRIBUTION,"326,000",Surface Water,Ss,N,NUECES,NUECES-RIO GRANDE,,,,UNKNOWN,N/A                                                                                                                                                                                                                                                            ,0,N,N,0.00,"883,710,000","803,586,000","1,063,254,000","836,136,000","1,074,007,000","1,084,109,000","1,048,265,000","1,422,669,000","920,205,000","1,568,325,000","1,571,909,000","1,724,082,000","14,000,257,000"
2020,0238000,CITY OF DRISCOLL,757,Surface Water,Pur,N,NUECES,NUECES-RIO GRANDE,NUECES,NUECES,,CORPUS CHRISTI LAKE/RESERVOIR,GENERAL WATER DISTRIBUTION SYSTEM (STWA)                                                                                                                                                                                                                       ,0,N,Y,100.00,"1,992,700","1,913,800","1,870,300","2,121,000","2,161,500","2,066,500","2,086,600","2,352,700","1,838,700","1,981,800","1,944,500","2,045,300","24,375,400"
2020,0612215,NUECES WSC,"3,102",Surface Water,Pur,N,NUECES,NUECES-RIO GRANDE,KLEBERG,NUECES-RIO GRANDE,,CORPUS CHRISTI LAKE/RESERVOIR,GENERAL WATER DISTRIBUTION SYSTEM (STWA)                                                                                                                                                                                                                       ,0,N,N,100.00,"15,532,210","13,797,560","16,525,720","16,834,130","17,409,320","15,495,870","17,675,860","18,451,490","16,328,060","16,272,510","16,094,900","14,514,350","194,931,980"
2020,0619200,CITY OF ODEM,"2,499",Surface Water,Pur,N,SAN PATRICIO,SAN ANTONIO-NUECES,SAN PATRICIO,SAN ANTONIO-NUECES,,CORPUS CHRISTI LAKE/RESERVOIR,SAN PATRICIO MWD                                                                                                                                                                                                                                               ,0,N,N,100.00,"9,455,000","8,826,000","11,717,000","10,965,000","12,524,000","11,038,000","12,449,000","11,552,000","12,546,000","12,171,000","13,545,000","13,563,000","140,351,000"
2020,0728300,RINCON WSC,"4,578",Surface Water,Pur,N,SAN PATRICIO,SAN ANTONIO-NUECES,SAN PATRICIO,SAN ANTONIO-NUECES,,CORPUS CHRISTI LAKE/RESERVOIR,SAN PATRICIO MWD                                                                                                                                                                                                                                               ,0,N,N,100.00,"12,107,700","11,753,249","14,018,785","14,041,735","14,467,482","15,623,270","16,219,396","15,670,956","13,254,647","17,835,677","17,848,088","16,213,283","179,054,268"
2020,0769305,SAN PATRICIO MWD,84,Surface Water,Pur,N,SAN PATRICIO,SAN ANTONIO-NUECES,NUECES,SAN ANTONIO-NUECES,,CHOKE CANYON LAKE/RESERVOIR,CITY OF CORPUS CHRISTI GENERAL DISTRIBUTION                                                                                                                                                                                                                    ,0,N,N,0.00,"251,490,000","253,969,000","310,709,000","267,472,000","331,791,000","408,306,000","431,953,000","490,248,000","336,211,000","332,007,000","319,714,000","317,641,000","4,051,511,000"
2020,0866250,CITY OF THREE RIVERS - PLANT 1,"4,389",Reuse,Ss,N,LIVE OAK,NUECES,,,,UNKNOWN,N/A                                                                                                                                                                                                                                                            ,0,,N,100.00,0,0,0,0,0,0,0,0,0,0,0,0,"6,934,174"
2020,1102090,ARANSAS BAY UTILITIES,700,Ground Water,SS,N,ARANSAS,SAN ANTONIO-NUECES,ARANSAS,SAN ANTONIO-NUECES,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"549,500","593,100","808,900","779,700","890,000","961,900","1,085,600","1,099,500","893,900","872,800","843,000","705,100","10,083,000"
2020,1103507,SKIDMORE  WSC,900,Ground Water,SS,N,BEE,SAN ANTONIO-NUECES,BEE,SAN ANTONIO-NUECES,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"1,208,963","1,169,994","1,289,487","1,189,945","1,402,373","1,246,794","1,336,806","1,585,545","1,412,879","1,573,972","1,402,090","1,160,949","15,979,797"
2020,0032605,ARANSAS COUNTY MUD 1,580,Ground Water,SS,N,ARANSAS,SAN ANTONIO-NUECES,ARANSAS,SAN ANTONIO-NUECES,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,Y,N,0.00,"1,215,000","1,072,500","1,316,600","1,334,800","1,538,900","1,528,400","2,142,900","2,169,800","1,762,900","1,892,900","1,730,000","1,608,400","19,313,100"
2020,0063240,TYNAN WSC,250,Ground Water,SS,N,BEE,SAN ANTONIO-NUECES,BEE,SAN ANTONIO-NUECES,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"5,898","563,300","751,700","644,500","1,411,200","738,500","670,200","678,800","659,900","687,700","771,700","709,400","8,292,798"
2020,0063300,CITY OF BEEVILLE,"16,266",Surface Water,Pur,N,BEE,SAN ANTONIO-NUECES,,,,UNKNOWN,CITY OF CORPUS CHRISTI GENERAL DISTRIBUTION                                                                                                                                                                                                                    ,0,N,,0.00,"82,995,000","76,985,000","80,943,000","84,762,000","91,895,000","85,120,000","102,880,000","109,431,000","101,072,000","101,729,000","90,423,000","87,564,000","1,095,799,000"
2020,0185000,CITY OF CORPUS CHRISTI GENERAL DISTRIBUTION,"326,000",Surface Water,Ss,N,NUECES,NUECES-RIO GRANDE,,,,UNKNOWN,N/A                                                                                                                                                                                                                                                            ,0,N,N,0.00,"306,627,000","279,907,000","363,651,000","288,705,000","363,651,000","373,426,000","370,493,000","485,845,000","362,347,000","517,127,000","516,801,000","561,117,000","4,789,697,000"
2020,0268965,ESCONDIDO CREEK ESTATES INC,129,Surface Water,Pur,N,KLEBERG,NUECES-RIO GRANDE,KLEBERG,NUECES-RIO GRANDE,,CORPUS CHRISTI LAKE/RESERVOIR,CITY OF KINGSVILLE                                                                                                                                                                                                                                             ,0,N,N,100.00,"333,000","317,000","486,000","491,000","771,000","327,000","641,000","547,000","578,000","515,000","511,000","434,000","5,951,000"
2020,0305600,FREER WCID,"2,689",Ground Water,SS,N,DUVAL,NUECES,DUVAL,NUECES,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,8,N,N,100.00,"13,269,000","12,780,000","14,000,000","12,986,000","15,636,000","13,909,000","17,509,000","17,539,000","14,710,000","14,735,000","14,937,000","13,950,000","175,960,000"
2020,0322610,CITY OF GEORGE WEST,"2,585",Ground Water,SS,N,LIVE OAK,NUECES,LIVE OAK,NUECES,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,Y,100.00,"12,126,000","10,906,000","11,465,000","14,274,000","17,675,000","16,457,000","18,924,000","19,777,000","15,859,000","14,395,000","13,353,000","12,262,000","177,473,000"
2020,0437700,JIM WELLS COUNTY FWSD 1,"2,200",Ground Water,SS,N,JIM WELLS,NUECES-RIO GRANDE,JIM WELLS,NUECES-RIO GRANDE,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"4,718,966","4,808,897","4,907,869","5,102,901","5,202,358","5,321,075","5,494,134","5,555,636","5,636,379","5,789,564","5,933,658","6,262,437","64,733,874"
2020,0466688,KING RANCH INC-LAURELES RANCH,60,Ground Water,SS,N,KLEBERG,NUECES-RIO GRANDE,KLEBERG,NUECES-RIO GRANDE,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"143,600","117,000","127,000","136,800","139,500","105,100","171,400","145,100","136,000","123,800","145,500","115,100","1,605,900"
2020,0612210,NUECES COUNTY WCID 3,"20,745",Surface Water,Ss,N,NUECES,NUECES,,,,UNKNOWN,N/A                                                                                                                                                                                                                                                            ,0,N,N,0.00,"55,643,000","77,832,000","92,970,000","115,162,000","110,496,000","106,947,000","121,682,000","118,317,000","107,197,000","131,487,000","122,326,000","113,126,000","1,273,185,000"
2020,0769310,SAN PARTICIO COUNTY MUD 1,320,Ground Water,SS,N,SAN PATRICIO,NUECES,SAN PATRICIO,NUECES,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,Y,100.00,"698,000","697,000","663,000","669,000","854,000","789,000","1,027,000","895,000","1,133,000","1,009,000","725,000","716,000","9,875,000"
2020,0798600,CITY OF SINTON,"5,723",Ground Water,SS,N,SAN PATRICIO,SAN ANTONIO-NUECES,SAN PATRICIO,SAN ANTONIO-NUECES,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,0,N,N,0.00,"32,198,000","29,769,000","36,625,000","30,323,000","35,974,000","35,868,000","35,750,000","39,076,000","36,653,000","37,561,000","33,563,000","36,732,000","420,092,000"
2020,0049725,BAFFIN BAY WSC,"1,266",Ground Water,SS,N,KLEBERG,NUECES-RIO GRANDE,KLEBERG,NUECES-RIO GRANDE,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0.00,"2,318,000","2,986,000","4,581,000","4,362,000","5,181,000","3,569,000","4,777,000","3,648,000","4,085,000","3,647,000","3,498,000","4,761,000","47,413,000"
2020,0076000,CITY OF BISHOP,"3,010",Ground Water,SS,N,NUECES,NUECES-RIO GRANDE,NUECES,NUECES-RIO GRANDE,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,100.00,"8,033,000","7,841,000","9,605,000","10,229,000","10,109,000","9,255,000","10,487,000","5,658,000","1,893,000","424,000","2,101,000","3,089,000","78,724,000"
2020,0437700,JIM WELLS COUNTY FWSD 1,"2,200",Surface Water,Pur,N,JIM WELLS,NUECES-RIO GRANDE,JACKSON,LAVACA,,TEXANA LAKE/RESERVOIR,CITY OF ALICE                                                                                                                                                                                                                                                  ,0,N,N,0.00,0,0,0,0,0,0,0,0,0,0,0,"16,434,000","16,434,000"
2020,0466685,KING RANCH INC-SANTA GERTRUDIS DISTRICT,212,Ground Water,SS,N,KLEBERG,NUECES-RIO GRANDE,KLEBERG,NUECES-RIO GRANDE,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"147,800","143,000","228,900","187,100","205,900","148,100","207,500","150,100","162,600","209,200","241,200","234,800","2,266,200"
2020,0466800,CITY OF KINGSVILLE,"26,213",Surface Water,Pur,N,KLEBERG,NUECES-RIO GRANDE,NUECES,NUECES-RIO GRANDE,,ALICE LAKE/RESERVOIR,GENERAL WATER DISTRIBUTION SYSTEM (STWA)                                                                                                                                                                                                                       ,0,N,N,100.00,"4,664,000","7,470,000","8,330,000","10,443,000","10,779,000","12,901,000","14,097,000","13,188,000","19,631,000","11,962,000","7,028,000","6,378,000","126,871,000"
2020,0628400,CITY OF ORANGE GROVE,"1,318",Ground Water,SS,N,JIM WELLS,NUECES-RIO GRANDE,JIM WELLS,NUECES-RIO GRANDE,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,100.00,"6,563,000","6,243,000","6,891,000","6,081,000","7,767,000","7,524,000","14,234,000","9,508,000","8,072,000","9,000,000","8,116,000","6,917,000","96,916,000"
2020,0720800,DUVAL COUNTY CONSERVATION & RECLAMATION DISTRICT-REALITOS SYSTEM,200,Ground Water,SS,N,DUVAL,NUECES-RIO GRANDE,DUVAL,NUECES-RIO GRANDE,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,100.00,"386,420","360,343","427,926","452,428","656,111","394,711","477,372","408,359","359,726","404,025","508,107","520,560","5,356,088"
2020,1103494,OLD MARBACH SCHOOL WSC,694,Ground Water,SS,N,LIVE OAK,NUECES,LIVE OAK,NUECES,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,100.00,"2,632,726","1,890,900","2,380,000","2,019,600","2,396,100","2,291,600","2,002,000","2,232,300","2,224,100","3,102,600","2,919,700","2,094,800","28,186,426"
2020,0032800,CITY OF ARANSAS PASS,"13,356",Surface Water,Pur,N,SAN PATRICIO,SAN ANTONIO-NUECES,SAN PATRICIO,SAN ANTONIO-NUECES,,CORPUS CHRISTI LAKE/RESERVOIR,SAN PATRICIO MWD                                                                                                                                                                                                                                               ,0,N,N,100.00,"32,055,000","31,461,000","40,245,000","36,117,000","38,480,000","40,999,000","43,309,000","43,853,000","48,544,000","47,381,000","41,050,000","54,059,000","497,553,000"
2020,0076000,CITY OF BISHOP,"3,010",Surface Water,Pur,N,NUECES,NUECES-RIO GRANDE,NUECES,NUECES-RIO GRANDE,,CORPUS CHRISTI LAKE/RESERVOIR,GENERAL WATER DISTRIBUTION SYSTEM (STWA)                                                                                                                                                                                                                       ,0,N,N,100.00,"5,000","3,000",0,"1,122,000","1,324,000","5,000","536,000","6,064,000","6,680,000","10,079,000","7,900,000","6,128,000","39,846,000"
