Year,TWDB_Survey_No,Organization,Population_Served,Water_Type,Purchasd___Self_Supplied,Region_Used,County_Used,Basin_Used,Source_County,Source_Basin,Aquifer_Source,Surface_Water_Source,Seller_Name,Active_Wells,Brackish___Saline,TWDB_Estimated_Volume,Percent_Treated_Prior_to_Intake,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Total_Intake__Gallons_
2020,1104673,TRI COUNTY POINT WATER SYSTEM 3,444,Ground Water,SS,P,JACKSON,LAVACA-GUADALUPE,JACKSON,LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,3,N,Y,100.00,"617,000","341,000","656,000","415,000","812,000","1,126,000","666,000","596,000","682,000","697,000","59,000","353,000","7,020,000"
2020,0255000,CITY OF EL CAMPO,"11,602",Ground Water,SS,P,WHARTON,COLORADO-LAVACA,WHARTON,COLORADO-LAVACA,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"5,513,000","5,754,000","7,342,000","8,052,000","10,066,000","11,673,000","14,278,000","21,238,000","13,391,000","11,726,000","10,529,000","7,093,000","126,655,000"
2020,0752612,QUADVEST INC-SUNRISE BAY WATER SYSTEM,39,Ground Water,SS,P,JACKSON,COLORADO-LAVACA,JACKSON,COLORADO-LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,Y,0.00,"31,000","29,000","87,000","31,000","140,000","47,000","52,000","94,000","68,000","80,000","68,000","82,000","809,000"
2020,0083350,TRI COUNTY POINT WATER SYSTEM 2,96,Ground Water,SS,P,JACKSON,COLORADO-LAVACA,JACKSON,COLORADO-LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,3,N,Y,100.00,"112,000","73,000","73,000","77,000","145,000","189,000","132,000","168,000","81,000","57,000","112,000","35,000","1,254,000"
2020,0255000,CITY OF EL CAMPO,"11,602",Ground Water,SS,P,WHARTON,COLORADO-LAVACA,WHARTON,COLORADO-LAVACA,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"23,575,000","22,266,000","24,649,000","24,372,000","25,727,000","24,846,000","26,805,000","29,318,000","23,253,000","23,384,000","22,126,000","21,465,000","291,786,000"
2020,0795075,CAPE CARANCAHUA WSC,"1,302",Ground Water,SS,P,JACKSON,LAVACA-GUADALUPE,JACKSON,LAVACA-GUADALUPE,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0.00,"707,900","663,300","936,100","1,068,200","1,366,800","1,561,400","1,256,100","1,442,900","1,256,300","965,500","982,700","892,900","13,100,100"
2020,0317000,CITY OF GANADO,"2,003",Ground Water,SS,P,JACKSON,LAVACA,JACKSON,COLORADO-LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0.00,"5,738,000","5,343,000","6,699,000","6,678,000","7,494,000","7,035,000","7,454,000","9,220,000","6,907,000","6,717,000","6,098,000","5,973,000","81,356,000"
2020,0487500,CITY OF LA WARD,170,Ground Water,SS,P,JACKSON,COLORADO-LAVACA,JACKSON,COLORADO-LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,0,N,Y,0.00,"479,200","399,500","475,200","383,800","561,700","636,400","491,300","687,600","572,800","541,500","566,100","484,800","6,279,900"
2020,0580600,CITY OF MOULTON,907,Ground Water,SS,P,LAVACA,LAVACA,LAVACA,LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,4,N,N,0.00,"2,736,100","2,391,100","2,709,700","2,559,800","2,805,800","2,786,900","3,930,800","3,840,810","3,079,600","3,712,100","3,543,600","3,180,600","37,276,910"
2020,0793800,CITY OF SHINER,"2,069",Ground Water,SS,P,LAVACA,LAVACA,LAVACA,LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,5,N,N,100.00,"12,933,000","11,661,000","13,697,000","13,593,000","14,872,000","16,352,000","21,352,000","21,618,000","16,747,000","17,766,000","16,946,000","13,320,000","190,857,000"
2020,0967600,CITY OF YOAKUM,"5,815",Ground Water,SS,P,LAVACA,LAVACA,LAVACA,LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0.00,"15,673,500","11,900,500","18,112,500","17,468,000","17,963,500","19,495,000","17,795,000","29,088,000","21,799,000","23,096,500","20,523,750","13,529,000","226,444,250"
2020,0255000,CITY OF EL CAMPO,"11,602",Ground Water,SS,P,WHARTON,COLORADO-LAVACA,WHARTON,COLORADO-LAVACA,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"7,201,000","5,738,000","7,176,000","8,069,000","10,396,000","11,649,000","13,575,000","21,228,000","13,140,000","11,403,000","10,287,000","7,181,000","127,043,000"
2020,1104678,TRI COUNTY POINT WATER SYSTEM 4,249,Ground Water,SS,P,JACKSON,LAVACA-GUADALUPE,JACKSON,LAVACA-GUADALUPE,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,3,N,Y,100.00,"38,000","42,000","50,000","27,000","37,000","52,000","52,000","67,000","223,000","40,000","474,000","76,000","1,178,000"
2019,0255000,CITY OF EL CAMPO,"11,602",Ground Water,SS,P,WHARTON,COLORADO-LAVACA,WHARTON,COLORADO-LAVACA,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"23,746,000","21,116,000","24,257,000","24,937,000","7,630,000","21,457,000","8,974,000","27,569,000","25,971,000","25,340,000","22,655,000","24,029,000","257,681,000"
2019,0317000,CITY OF GANADO,"2,003",Ground Water,SS,P,JACKSON,LAVACA,JACKSON,LAVACA,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"5,816,000","5,248,000","6,457,000","6,428,000","7,424,000","6,865,000","8,046,000","9,326,000","7,822,000","7,639,000","6,122,000","5,663,000","82,856,000"
2019,0515600,WHARTON COUNTY WCID 1,"1,100",Ground Water,SS,P,WHARTON,LAVACA,WHARTON,LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0.00,"2,652,800","2,085,500","2,671,100","2,898,300","3,199,500","2,866,100","3,483,900","4,414,000","2,194,700","3,004,400","2,585,700","2,521,200","34,577,200"
2019,0967600,CITY OF YOAKUM,"5,815",Ground Water,SS,P,LAVACA,LAVACA,DEWITT,LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0.00,"17,627,500","9,936,500","13,442,500","11,433,750","10,166,250","10,280,750","9,195,750","12,050,125","13,518,500","9,053,875","8,340,500","7,768,500","132,814,500"
2019,1104673,TRI COUNTY POINT WATER SYSTEM 3,444,Ground Water,SS,P,JACKSON,LAVACA-GUADALUPE,JACKSON,LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,3,N,Y,100.00,"617,000","341,000","656,000","415,000","812,000","1,126,000","666,000","596,000","682,000","697,000","59,000","353,000","7,020,000"
2019,0083350,TRI COUNTY POINT WATER SYSTEM 2,96,Ground Water,SS,P,JACKSON,COLORADO-LAVACA,JACKSON,COLORADO-LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,3,N,Y,100.00,"112,000","73,000","73,000","77,000","145,000","189,000","132,000","168,000","81,000","57,000","112,000","35,000","1,254,000"
2019,0486520,LA SALLE LANDING WATER SYSTEM,68,Ground Water,SS,P,JACKSON,LAVACA,JACKSON,LAVACA-GUADALUPE,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"49,000","37,200","44,700","29,000","37,000","36,900","57,000","81,700","64,400","56,100","39,300","50,900","583,200"
2019,0507200,JACKSON COUNTY WCID 1,700,Ground Water,SS,P,JACKSON,COLORADO-LAVACA,JACKSON,COLORADO-LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0.00,"1,086,429","1,325,918","1,077,245","1,255,204","1,449,898","1,516,224","1,386,327","1,770,918","1,282,959","1,244,388","1,205,816","1,038,265","15,639,591"
2019,0580600,CITY OF MOULTON,886,Ground Water,SS,P,LAVACA,LAVACA,LAVACA,LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,4,N,N,0.00,"5,062,782","4,735,700","5,267,400","5,806,370","5,488,031","5,933,100","7,663,100","9,392,100","7,260,100","6,255,700","5,703,000","5,571,600","74,138,983"
2019,0255000,CITY OF EL CAMPO,"11,602",Ground Water,SS,P,WHARTON,COLORADO-LAVACA,WHARTON,COLORADO-LAVACA,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"4,580,000","3,750,000","5,075,000","7,244,000","13,388,000","7,753,000","16,381,000","14,085,000","9,193,000","7,293,000","5,990,000","6,736,000","101,468,000"
2019,1104678,TRI COUNTY POINT WATER SYSTEM 4,249,Ground Water,SS,P,JACKSON,LAVACA-GUADALUPE,JACKSON,LAVACA-GUADALUPE,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,3,N,Y,100.00,"38,000","42,000","50,000","27,000","37,000","52,000","52,000","67,000","223,000","40,000","474,000","76,000","1,178,000"
2019,0425550,ISAACSON MUD,0,Ground Water,Pur,P,WHARTON,COLORADO-LAVACA,,,,UNKNOWN,CITY OF EL CAMPO                                                                                                                                                                                                                                               ,0,N,,100.00,"1,462,300","1,282,300","1,117,600","1,128,100","1,198,600","1,337,500","1,430,000","1,432,000","1,412,700","1,366,700","1,274,700","1,157,500","15,600,000"
2019,0487500,CITY OF LA WARD,170,Ground Water,SS,P,JACKSON,COLORADO-LAVACA,JACKSON,COLORADO-LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,0,N,Y,0.00,"479,200","399,500","475,200","383,800","561,700","636,400","491,300","687,600","572,800","541,500","566,100","484,800","6,279,900"
2019,0793800,CITY OF SHINER,"2,069",Ground Water,SS,P,LAVACA,LAVACA,LAVACA,LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,4,N,N,100.00,"12,298,000","11,791,000","14,125,000","14,099,000","15,651,000","16,460,000","19,831,000","23,957,000","20,235,000","17,099,000","12,725,000","13,661,000","191,932,000"
2019,0795075,CAPE CARANCAHUA WSC,"1,266",Ground Water,SS,P,JACKSON,LAVACA-GUADALUPE,JACKSON,LAVACA-GUADALUPE,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0.00,"777,300","766,700","992,100","770,300","921,500","1,031,500","1,382,700","1,396,300","1,141,000","1,118,800","700,300","685,700","11,684,200"
2019,0255000,CITY OF EL CAMPO,"11,602",Ground Water,SS,P,WHARTON,COLORADO-LAVACA,WHARTON,COLORADO-LAVACA,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"5,341,000","4,388,000","6,024,000","5,144,000","11,170,000","8,984,000","17,668,000","15,318,000","10,622,000","9,521,000","6,814,000","5,811,000","106,805,000"
2019,0365200,CITY OF HALLETTSVILLE,"3,153",Ground Water,SS,P,LAVACA,LAVACA,LAVACA,LAVACA,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,3,N,N,0.00,"10,061,000","9,483,000","11,119,000","11,595,000","11,983,000","11,664,000","15,102,000","15,817,000","16,063,000","13,156,000","9,987,000","9,911,000","145,941,000"
2019,0898200,JACKSON COUNTY WCID 2,420,Ground Water,SS,P,JACKSON,LAVACA,JACKSON,LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,100.00,"1,192,100","927,600","998,800","1,140,000","1,281,600","1,268,800","1,185,400","1,916,200","1,467,000","1,456,900","1,521,700","1,444,700","15,800,800"
2019,0967600,CITY OF YOAKUM,"5,815",Ground Water,SS,P,LAVACA,LAVACA,LAVACA,LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0.00,"11,035,625","10,537,375","11,462,125","8,520,188","6,459,563","6,171,063","9,507,438","21,242,688","17,213,001","18,105,063","15,043,688","15,479,313","150,777,130"
2019,0255000,CITY OF EL CAMPO,"11,602",Ground Water,SS,P,WHARTON,COLORADO-LAVACA,WHARTON,COLORADO-LAVACA,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"5,296,000","4,512,000","6,113,000","8,519,000","14,591,000","8,705,000","16,389,000","15,593,000","9,606,000","9,434,000","6,890,000","7,767,000","113,415,000"
2019,0752612,QUADVEST INC-SUNRISE BAY WATER SYSTEM,39,Ground Water,SS,P,JACKSON,COLORADO-LAVACA,JACKSON,COLORADO-LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"31,000","29,000","87,000","31,000","140,000","47,000","52,000","94,000","68,000","80,000","68,000","82,000","809,000"
2019,0254200,CITY OF EDNA,"6,000",Ground Water,SS,P,JACKSON,LAVACA,JACKSON,LAVACA,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,100.00,"14,216,000","12,008,000","14,468,000","13,657,000","15,050,000","15,204,000","19,731,000","24,164,000","22,810,000","18,682,000","13,877,000","14,142,000","198,009,000"
2018,0967600,CITY OF YOAKUM,"5,815",Ground Water,SS,P,LAVACA,LAVACA,LAVACA,LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0.00,"10,631,938","10,219,500","12,147,938","10,851,375","15,060,375","22,494,188","27,768,563","31,779,750","20,461,063","20,779,313","17,317,063","19,709,000","219,220,066"
2018,0255000,CITY OF EL CAMPO,"11,602",Ground Water,SS,P,WHARTON,COLORADO-LAVACA,WHARTON,COLORADO-LAVACA,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"7,280,000","5,173,000","8,124,000","8,124,000","10,303,000","10,867,000","11,273,000","13,911,000","8,086,000","7,023,000","5,832,000","5,878,000","101,874,000"
2018,0255000,CITY OF EL CAMPO,"11,602",Ground Water,SS,P,WHARTON,COLORADO-LAVACA,WHARTON,COLORADO-LAVACA,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"8,837,000","5,979,000","7,121,000","7,965,000","13,346,000","11,645,000","11,551,000","14,656,000","8,372,000","7,495,000","5,933,000","6,293,000","109,193,000"
2018,0580600,CITY OF MOULTON,886,Ground Water,SS,P,LAVACA,LAVACA,LAVACA,LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,4,N,N,0.00,"3,285,700","2,245,300","2,670,800","5,770,700","2,747,600","3,734,500","4,118,000","4,932,900","3,108,900","3,343,200","3,182,300","2,772,000","41,911,900"
2018,0255000,CITY OF EL CAMPO,"11,602",Ground Water,SS,P,WHARTON,COLORADO-LAVACA,WHARTON,COLORADO-LAVACA,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"22,648,000","20,241,000","22,413,000","22,005,000","26,225,000","26,733,000","25,206,000","26,880,000","23,662,000","24,505,000","23,187,000","24,104,000","287,809,000"
2018,0317000,CITY OF GANADO,"2,070",Ground Water,SS,P,JACKSON,LAVACA,JACKSON,LAVACA,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"6,063,000","5,216,000","6,513,000","7,365,000","10,032,000","7,732,000","8,997,000","8,923,000","5,955,000","6,179,000","5,899,000","6,018,000","84,892,000"
2018,1104678,TRI COUNTY POINT WATER SYSTEM 4,249,Ground Water,SS,P,JACKSON,LAVACA-GUADALUPE,JACKSON,LAVACA-GUADALUPE,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,3,N,N,100.00,"38,000","42,000","50,000","27,000","37,000","52,000","52,000","67,000","223,000","40,000","474,000","76,000","1,178,000"
2018,0486520,LA SALLE LANDING WATER SYSTEM,111,Ground Water,SS,P,JACKSON,LAVACA,JACKSON,LAVACA-GUADALUPE,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"26,600","95,400","47,800","33,800","47,000","57,700","57,300","45,300","36,700","37,300","46,100","39,000","570,000"
2018,0515600,WHARTON COUNTY WCID 1,"1,025",Ground Water,SS,P,WHARTON,LAVACA,WHARTON,LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0.00,"3,441,400","2,074,200","2,710,900","2,781,100","4,125,800","4,298,100","4,055,400","4,914,800","2,554,500","2,509,100","2,836,900","2,384,200","38,686,400"
2018,0752612,QUADVEST INC-SUNRISE BAY WATER SYSTEM,30,Ground Water,SS,P,JACKSON,COLORADO-LAVACA,JACKSON,COLORADO-LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,Y,0.00,"58,000","47,000","27,000","32,000","56,000","38,000","69,000","97,000","58,000","61,000","61,000","70,000","674,000"
2018,0365200,CITY OF HALLETTSVILLE,"3,126",Ground Water,SS,P,LAVACA,LAVACA,LAVACA,LAVACA,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,3,N,N,0.00,"12,438,000","9,708,000","11,353,000","11,261,000","15,685,000","16,504,000","16,008,000","20,953,000","12,921,000","10,988,000","10,883,000","10,965,000","159,667,000"
2018,0967600,CITY OF YOAKUM,"5,815",Ground Water,SS,P,LAVACA,LAVACA,DEWITT,LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0.00,"13,160,750","10,784,000","12,320,000","13,189,750","16,097,750","11,689,000","6,845,750","9,288,000","4,241,500","4,283,000","4,697,250","4,861,250","111,458,000"
2018,0254200,CITY OF EDNA,"6,000",Ground Water,SS,P,JACKSON,LAVACA,JACKSON,LAVACA,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,100.00,"6,270,000","12,130,000","14,770,000","14,720,000","6,300,000","42,990,000","36,870,000","23,400,000","16,140,000","14,470,000","15,210,000","14,920,000","218,190,000"
2018,0487500,CITY OF LA WARD,170,Ground Water,SS,P,JACKSON,COLORADO-LAVACA,JACKSON,COLORADO-LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,0,N,Y,0.00,"479,200","399,500","475,200","383,800","561,700","636,400","491,300","687,600","572,800","541,500","566,100","484,800","6,279,900"
2018,0083350,TRI COUNTY POINT WATER SYSTEM 2,96,Ground Water,SS,P,JACKSON,COLORADO-LAVACA,JACKSON,COLORADO-LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,3,N,N,100.00,"112,000","73,000","73,000","77,000","145,000","189,000","132,000","168,000","81,000","57,000","112,000","35,000","1,254,000"
2018,0425550,ISAACSON MUD,0,Ground Water,Pur,P,WHARTON,COLORADO-LAVACA,,,,UNKNOWN,CITY OF EL CAMPO                                                                                                                                                                                                                                               ,0,N,,100.00,"1,462,300","1,282,300","1,117,600","1,128,100","1,198,600","1,337,500","1,430,000","1,432,000","1,412,700","1,366,700","1,274,700","1,157,500","15,600,000"
2018,0793800,CITY OF SHINER,"2,069",Ground Water,SS,P,LAVACA,LAVACA,LAVACA,LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,5,N,N,0.00,"19,695,000","16,273,000","19,690,000","18,013,000","19,348,000","18,864,000","22,025,000","24,206,000","15,884,000","13,979,000","13,007,000","12,077,000","213,061,000"
2018,1104673,TRI COUNTY POINT WATER SYSTEM 3,444,Ground Water,SS,P,JACKSON,LAVACA-GUADALUPE,JACKSON,LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,3,N,N,100.00,"617,000","341,000","656,000","415,000","812,000","1,126,000","666,000","596,000","682,000","697,000","59,000","353,000","7,020,000"
2018,0255000,CITY OF EL CAMPO,"11,602",Ground Water,SS,P,WHARTON,COLORADO-LAVACA,WHARTON,COLORADO-LAVACA,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"7,098,000","5,308,000","6,909,000","6,740,000","11,335,000","9,771,000","9,856,000","12,367,000","6,616,000","6,096,000","4,888,000","4,063,000","91,047,000"
2018,0507200,JACKSON COUNTY WCID 1,700,Ground Water,SS,P,JACKSON,COLORADO-LAVACA,JACKSON,COLORADO-LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,2,N,N,0.00,"1,568,620","1,098,110","1,306,520","1,153,230","1,663,120","1,318,090","1,452,900","1,654,380","1,235,360","1,090,160","1,352,260","1,164,190","16,056,940"
2018,0795075,CAPE CARANCAHUA WSC,"1,050",Ground Water,SS,P,JACKSON,LAVACA-GUADALUPE,JACKSON,LAVACA-GUADALUPE,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,0,N,N,0.00,"1,043,000","760,500","989,900","885,400","1,534,300","1,275,200","1,100,000","1,311,000","776,300","866,500","1,028,500","667,400","12,238,000"
2018,0898200,JACKSON COUNTY WCID 2,440,Ground Water,SS,P,JACKSON,LAVACA,JACKSON,LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,Y,100.00,"1,295,800","941,700","1,045,700","1,138,500","1,224,900","1,333,200","1,714,700","2,193,700","1,300,600","1,319,700","938,800","894,100","15,341,400"
2017,0083350,TRI COUNTY POINT WATER SYSTEM 2,500,Ground Water,SS,P,JACKSON,COLORADO-LAVACA,JACKSON,COLORADO-LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"98,000","32,000","52,000","904,000","359,000","447,000","430,000","115,000","232,000","86,000","69,000","98,000","2,922,000"
2017,0317000,CITY OF GANADO,"2,003",Ground Water,SS,P,JACKSON,LAVACA,JACKSON,LAVACA,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"5,630,800","5,280,000","6,170,000","6,640,000","7,780,000","6,410,000","8,740,000","7,730,000","6,760,000","7,010,000","6,380,000","5,940,000","80,470,800"
2017,0580600,CITY OF MOULTON,886,Ground Water,SS,P,LAVACA,LAVACA,LAVACA,LAVACA,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,0,N,N,0.00,"3,042,700","2,621,300","2,619,500","2,765,100","3,902,600","7,204,400","4,177,500","3,653,000","2,899,000","3,026,600","5,773,800","2,963,500","44,649,000"
2017,1104678,TRI COUNTY POINT WATER SYSTEM 4,120,Ground Water,SS,P,JACKSON,LAVACA-GUADALUPE,JACKSON,LAVACA-GUADALUPE,GULF COAST AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"18,000","9,000","17,000","13,000","33,000","18,000","19,000","32,000","30,000","30,000","34,000","25,000","278,000"
2017,0255000,CITY OF EL CAMPO,"11,602",Ground Water,SS,P,WHARTON,COLORADO-LAVACA,WHARTON,COLORADO-LAVACA,OTHER AQUIFER,,N/A                                                                                                                                                                                                                                                            ,1,N,N,0.00,"22,698,000","3,928,000","6,374,000","1,251,000","1,849,000","2,838,000","13,467,000","11,735,000","9,512,000","8,562,000","7,107,000","7,130,000","96,451,000"
2017,0425550,ISAACSON MUD,720,Ground Water,Pur,P,WHARTON,COLORADO-LAVACA,,,,UNKNOWN,CITY OF EL CAMPO                                                                                                                                                                                                                                               ,0,N,,0.00,"1,261,000","1,175,500","1,144,000","1,246,800","1,231,600","1,340,500","1,475,600","1,499,500","1,232,700","1,260,600","1,301,000","1,462,300","15,631,100"
