Year,TWDB_Survey_Number,PWS_Entity_Name,TCEQ_PWS_Code,Single_Family_Connections,Multi_Family_Connections,Commercial_Connections,Industrial_Connections,Institutional_Connections,Agriculture_Connections,Reuse_Connections,Total_Metered_Connections,Total_Unmetered_Connections,Single_Family_Volume,Multi_Family_Volume,Commercial_Volume,Industrial_Volume,Institutional_Volume,Agriculture_Volume,Reuse_Volume,Total_Metered_Volume,Unmetered_Volume
2016,11427,HAYS UTILITY SOUTH CORPORATION-ALBURY MANOR UTILITY COMPANY,1012052,47,0,2,0,0,0,0,49,0,"7,588,000",0,"129,000",0,0,0,0,"7,717,000",0
2016,11475,CHAMPS WATER COMPANY-ALDINE FOREST SUBDIVISION,1010410,35,0,0,0,0,0,0,35,0,"4,169,000",0,0,0,0,0,0,"4,169,000",0
2016,12200,CITY OF ALICE,1250001,"7,093",56,"1,207",0,0,0,0,"8,356",0,"514,397,000","68,258,000","321,298,363",0,0,0,0,"903,953,363","41,411,905"
2016,12900,Gulf Utility Service-ALLENDALE WATER SYSTEM,1700187,46,0,0,0,0,0,0,46,0,"2,954,100",0,0,0,0,0,0,"2,954,100",0
2016,13000,CITY OF ALLEN,430025,"28,280","6,826","1,519",101,325,0,0,"37,051",0,"3,062,528,000","264,820,000","839,344,000","151,378,300","296,275,000",0,0,"4,614,345,300",0
2016,13800,CITY OF ALPINE,220001,"2,817",0,0,0,0,0,0,"2,817",0,"883,338,000",0,0,0,0,0,0,"883,338,000",0
2016,14000,GALVESTON COUNTY WCID 8,840009,"1,850",16,208,0,8,0,1,"2,083",0,"91,327,600","15,981,300","48,631,500",0,"10,746,900",0,"30,410,700","197,098,000","1,800,000"
2016,15400,CITY OF ALTO,370001,666,1,1,0,0,0,0,668,0,"46,009,500","9,201,900","6,134,600",0,0,0,0,"61,346,000",0
2016,15450,ALTO RURAL WSC-BRADFORD MT PLANT,370056,107,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0
2016,15500,ALTOGA WSC,430026,306,0,1,0,0,0,0,307,0,"21,949,500",0,"2,404,000",0,0,0,0,"24,353,500",0
2016,16000,CITY OF ALVARADO,1260001,"1,322",5,163,0,49,0,0,"1,539",0,"73,047,500","8,035,100","52,106,600",0,"13,277,400",0,0,"146,466,600","4,403,730"
2016,16800,CITY OF ALVIN,200001,"6,317","3,727","1,061",0,37,0,0,"11,142",0,"381,902,265","187,904,100","180,253,300",0,"29,127,800",0,0,"779,187,465",0
2016,17200,CITY OF ALVORD,2490001,633,2,57,0,11,0,0,703,100,0,0,0,0,0,0,0,0,0
2016,17600,AMARILLO MWS,1880001,"62,674","1,250","7,341",116,495,0,2,"71,878",0,"6,932,508,000","829,347,000","4,885,548,000","2,679,838,000","1,013,924,000",0,"3,110,073,000","19,451,238,000","200,000,000"
2016,20305,AMBERWOOD UTILITY,1011920,51,0,0,0,0,0,0,51,0,"3,277,200",0,0,0,0,0,0,"3,277,200",0
2016,22900,CHAMPS WATER COMPANY-MADING LANE,1010517,83,0,15,0,0,0,0,98,0,"7,124,000",0,"4,889,000",0,0,0,0,"12,013,000",0
2016,23500,AMES MINGLEWOOD WSC,1460005,508,0,4,0,0,0,0,512,0,"27,677,863",0,"4,402,137",0,0,0,0,"32,080,000",0
2016,24000,CITY OF AMHERST,1400006,275,1,18,0,5,5,0,304,38,"18,830,000","299,000","926,000",0,"3,259,000","588,000",0,"23,902,000","308,400"
2016,24800,CITY OF ANAHUAC,360001,767,6,127,0,0,0,0,900,0,"33,023,208","116,720","17,567,539",0,0,0,0,"50,707,467","21,775,533"
2016,25189,ANCAR WATER SYSTEM,1810188,15,0,0,0,0,0,0,15,0,"763,700",0,0,0,0,0,0,"763,700",0
2016,25600,ANDERSON WATER COMPANY-ANDERSON WATER SYSTEM,930011,192,0,0,0,15,0,0,207,0,0,0,0,0,0,0,0,0,"754,300"
2016,26080,ANDERSON COUNTY CEDAR CREEK WSC,10046,429,0,1,0,0,0,0,430,0,"39,119,000",0,0,0,0,0,0,"39,119,000",0
2016,28000,CITY OF ANDREWS,20001,"4,232",62,404,3,160,0,0,"4,861",0,"507,403,000","21,161,000","58,167,000","2,636,000","116,189,000",0,0,"705,556,000",0
2016,28125,TRENT WATER WORKS-ANGLECREST SUBDIVISION,200361,80,0,0,0,0,0,0,80,0,"5,421,000",0,0,0,0,0,0,"5,421,000",0
2016,28410,ANGELINA & NECHES RIVER AUTHORITY-ANGELINA COUNTY FWSD 1,30102,179,0,9,0,0,0,0,188,0,"10,218,580",0,"238,430",0,0,0,0,"10,457,010",0
2016,28500,ANGELINA WSC,30016,"1,233",0,20,0,0,0,0,"1,253",0,"61,665,600",0,"5,184,000",0,0,0,0,"66,849,600",0
2016,28790,ORBIT SYSTEMS INC-ANGLE ACRES WATER SYSTEMS,200244,41,0,0,0,0,0,0,41,0,"2,951,000",0,0,0,0,0,0,"2,951,000",0
2016,28800,CITY OF ANGLETON,200002,"6,109",61,637,0,0,0,0,"6,807",0,"356,113,100","88,386,700","116,170,200",0,0,0,0,"560,670,000",0
2016,29000,ANGUS WSC,1750010,336,0,19,0,0,0,0,355,0,"18,820,700",0,"2,991,600",0,0,0,0,"21,812,300",0
2016,29600,CITY OF ANNA,430027,"4,536",6,168,2,6,0,0,"4,718",20,"375,303,541","300,000","66,228,119","200,000","28,597,765",0,0,"470,629,425","6,000,000"
2016,29650,CITY OF ANNONA,1940004,115,0,0,0,0,0,0,115,20,"7,322,007",0,0,0,0,0,0,"7,322,007","2,000,000"
2016,29800,CITY OF ANSON,1270001,945,11,86,3,10,0,0,"1,055",2,"47,568,000","2,568,000","1,206,000",0,"300,000",0,0,"51,642,000","525,000"
2016,30000,CITY OF ANTHONY,710001,"1,073",0,134,0,0,0,0,"1,207",25,"92,158,000",0,"61,146,000",0,0,0,0,"153,304,000","120,000,000"
2016,30400,CITY OF ANTON,1100001,408,1,13,0,12,0,0,434,3,"28,273,000","1,668,000","979,000",0,"1,566,000",0,0,"32,486,000","150,000"
2016,31200,APPLEBY WSC,1740005,"1,645",0,0,0,0,0,0,"1,645",0,"184,244,500",0,0,0,0,0,0,"184,244,500",0
2016,31400,APPLE SPRINGS WSC,2280004,188,0,1,0,1,0,0,190,0,"7,535,000",0,"484,000",0,"436,000",0,0,"8,455,000",0
2016,31460,CRYSTAL CLEAR WATER - WHISPERING RIDGE,180081,22,0,0,0,0,0,0,22,0,"5,071,700",0,0,0,0,0,0,"5,071,700",0
2016,31475,AQUA TEXAS INC-AQUA VISTA UTILITIES COMPANY,1330062,90,0,0,0,0,0,0,90,0,"7,708,000",0,0,0,0,0,0,"7,708,000",0
2016,31500,AQUA WSC,110013,"19,535",0,126,5,112,5,0,"19,783",3,"1,590,954,833",0,"37,182,690","39,628,020","62,340,110","4,713,000",0,"1,734,818,653","13,987,984"
2016,32000,AQUILLA WSC,1090016,125,0,0,0,0,0,0,125,8,"8,248,990",0,0,0,0,0,0,"8,248,990","1,194,310"
2016,32605,ARANSAS COUNTY MUD 1,40042,172,1,1,0,0,0,0,174,0,"5,902,000","1,971,000","135,000",0,0,0,0,"8,008,000",0
2016,32800,CITY OF ARANSAS PASS,2050015,"3,445",40,421,15,9,0,0,"3,930",0,"269,083,524","44,371,128","98,099,052","33,609,336","28,508,304",0,0,"473,671,344",0
2016,33660,CITY OF ARCHER CITY,50001,714,66,91,1,19,5,0,896,1,"31,308,000","1,688,000","7,064,000","44,000","903,000","135,000",0,"41,142,000","246,000"
2016,33715,ARCHER COUNTY MUD 1,50014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,33760,CITY OF ARCOLA,790520,280,0,16,0,0,0,0,296,0,"14,252,000",0,"7,160,000",0,0,0,0,"21,412,000","508,000"
2016,33950,ARGYLE WSC,610019,"2,253",0,0,0,0,0,0,"2,253",0,0,0,0,0,0,0,0,0,0
2016,34900,ARLAM CONCORD WSC,2010004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,34950,ARLEDGE RIDGE WSC,740019,602,0,0,0,0,0,0,602,45,"32,003,400",0,0,0,0,0,0,"32,003,400","11,100,000"
2016,35000,CITY OF ARLINGTON,2200001,"95,543","47,949","5,261",45,416,0,0,"149,214",0,"8,827,122,000","3,111,127,000","3,255,316,000","691,273,000","753,227,000",0,0,"16,638,065,000",0
2016,35200,HMW SUD-ARMADILLO WOODS SUBDIVISION,1700447,213,0,0,0,0,0,0,213,0,"13,181,000",0,0,0,0,0,0,"13,181,000",0
2016,35770,ARMSTRONG WSC,140019,924,0,11,0,0,0,0,935,0,"89,146,940",0,"1,003,210",0,0,0,0,"90,150,150",0
2016,35800,CITY OF ARP,2120001,415,0,44,0,0,0,0,459,56,"26,252,400",0,"4,931,799",0,0,0,0,"31,184,199","7,500,000"
2016,35827,ARROWHEAD HILL WATER SYSTEM INC,140149,27,0,0,0,0,0,0,27,0,"2,463,000",0,0,0,0,0,0,"2,463,000",0
2016,35830,HILCO ELECTRIC COOPERATIVE INC-ARROWHEAD WATER SYSTEM HILL,1090038,123,0,1,0,0,0,0,124,0,"5,438,300",0,"267,300",0,0,0,0,"5,705,600",0
2016,35860,ARROYO DOBLE WATER SYSTEM INC,2270069,298,0,10,0,0,0,0,308,0,"19,568,970",0,"152,110",0,0,0,0,"19,721,080",0
2016,36600,CITY OF ASHERTON,640011,384,18,56,0,0,0,0,458,5,"25,907,741","1,214,425","3,778,212",0,0,0,0,"30,900,378","35,232,622"
2016,37400,CITY OF ASPERMONT,2170001,456,0,132,0,0,0,0,588,0,"44,625,000",0,"4,638,352",0,0,0,0,"49,263,352","750,000"
2016,37470,MONARCH UTILITIES LP-CALLENDER LAKE,2340007,813,0,9,0,0,0,0,822,0,"24,546,000",0,"428,000",0,0,0,0,"24,974,000","36,063,871"
2016,37472,MONARCH UTILITIES LP-HOLIDAY SHORES,200029,155,0,2,0,0,0,0,157,0,"6,795,000",0,"4,000",0,0,0,0,"6,799,000","6,007,928"
2016,37474,MONARCH UTILITIES LP-IVANHOE LAND OF LAKES,2290010,"1,123",0,3,0,0,0,0,"1,126",0,"21,421,000",0,"47,000",0,0,0,0,"21,468,000","66,318,154"
2016,37476,MONARCH UTILITIES LP-CAMELOT FOREST,1610058,151,0,1,0,0,0,0,152,0,"1,802,000",0,"125,000",0,0,0,0,"1,927,000","791,322"
2016,37477,MONARCH UTILITIES LP-GOVERNORS POINT,2040008,165,0,1,0,0,0,0,166,0,"5,080,000",0,0,0,0,0,0,"5,080,000","1,678,396"
2016,37478,MONARCH UTILITIES LP-HOLIDAY VILLAGES OF FORK,2500058,601,0,10,0,0,0,0,611,0,"8,688,000",0,"530,000",0,0,0,0,"9,218,000","2,649,250"
2016,37479,MONARCH UTILITIES LP-HOLIDAY VILLAGES OF LIVINGSTON,2040067,872,0,11,0,0,0,0,883,0,"13,394,000",0,"471,000",0,0,0,0,"13,865,000","3,393,848"
2016,37905,ATASCOSA RURAL WSC,150040,"3,361",1,99,0,0,0,0,"3,461",200,"272,223,520","7,494,100","77,196,310",0,0,0,0,"356,913,930","99,604,243"
2016,38200,CITY OF ATHENS,1070005,"3,820",983,688,44,244,1,0,"5,780",0,"295,020,600","61,025,600","96,482,900","14,646,200","110,616,200","37,200",0,"577,828,700",0
2016,38601,ATHENS WATER SYSTEM COOP,1070235,30,0,0,0,0,0,0,30,0,"3,921,197",0,0,0,0,0,0,"3,921,197",0
2016,39000,CITY OF ATLANTA,340001,"2,002",131,313,3,44,0,0,"2,493",7,"139,777,000","11,884,000","62,567,000","994,000","9,988,000",0,0,"225,210,000","12,000,000"
2016,40600,CITY OF AUBREY,610001,"1,058",9,106,0,0,0,0,"1,173",0,"58,196,325","2,385,083","27,513,084",0,0,0,0,"88,094,492","4,200,884"
2016,41010,CITY OF AUSTIN-GENERAL DISTRIBUTION SYSTEM,2270001,"201,395","6,241","16,756",8,670,0,106,"225,176",0,"13,621,856,300","9,353,846,100","9,819,033,500","3,067,259,000","1,047,272,700",0,"1,312,360,000","38,221,627,600","184,859,762"
2016,41105,AUSTIN COUNTY WSC 1,80040,350,0,3,1,0,0,0,354,1,"26,333,940",0,"1,615,450","48,780",0,0,0,"27,998,170","357,220"
2016,41106,AUSTIN COUNTY WSC 2,80041,219,0,6,0,0,0,0,225,1,"1,968,390",0,"336,520",0,0,0,0,"2,304,910","77,770"
2016,41107,AUSTIN COUNTY WSC 4,80043,225,0,2,1,0,0,0,228,1,"8,737,030",0,"242,780","37,620",0,0,0,"9,017,430","299,490"
2016,41108,AUSTIN COUNTY WSC 3,80045,164,1,3,0,0,0,0,168,1,"7,710,010","544,320","3,111,320",0,0,0,0,"11,365,650","542,260"
2016,41400,CITY OF AUSTWELL,1960006,128,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,0
2016,41860,MONARCH UTILITIES LP-AURORA VISTA,2490051,138,0,10,0,0,0,0,148,0,"13,477,000",0,"153,000",0,0,0,0,"13,630,000","1,563,300"
2016,42205,AVALON  WATER SUPPLY AND SEWER SERVICE CORP,700019,316,0,10,0,11,0,0,337,1,"17,906,100",0,"2,040,700",0,"3,216,700",0,0,"23,163,500","3,001,000"
2016,42295,CITY OF AVERY,1940005,231,1,7,1,1,0,0,241,30,"68,963,244","811,500","331,068","6,350","628,350",0,0,"70,740,512","1,929,620"
2016,43000,CITY OF AVINGER,340002,200,2,5,0,1,0,0,208,25,"15,416,000",0,"903,000",0,0,0,0,"16,319,000","1,500,000"
2016,44000,AXTELL WSC,1550016,592,0,0,0,0,1,0,593,0,"47,648,000",0,0,0,0,"5,104,500",0,"52,752,500",0
2016,44055,TRENT WATER WORKS-BLACK FERRY WATER COMPANY,200017,32,0,0,0,0,0,0,32,0,"1,678,400",0,0,0,0,0,0,"1,678,400",0
2016,44500,CITY OF AZLE,2200002,"5,131",0,490,0,0,0,0,"5,621",0,"454,857,918",0,"17,476,368",0,0,0,0,"472,334,286","28,282,188"
2016,49700,BACLIFF MUD,840011,"2,871",112,193,0,9,0,0,"3,185",0,"151,639,000","17,498,000","23,329,000",0,"1,944,000",0,0,"194,410,000","550,000"
2016,49725,BAFFIN BAY WSC,1370032,379,0,1,0,0,0,0,380,26,"38,386,000",0,"504,328",0,0,0,0,"38,890,328","1,308,000"
2016,50000,CITY OF BAILEY,740038,20,115,0,0,0,0,0,135,13,0,0,0,0,0,0,0,0,"110,500"
2016,50225,CITY OF BAIRD,300001,692,8,70,2,14,0,0,786,1,"39,481,155","2,816,994","3,989,862","270,908","3,777,554",0,0,"50,336,473","2,950,000"
2016,50395,HAYS UTILITY SOUTH CORPORATION-BAKER ROAD MUD,1012962,347,0,26,0,0,0,0,373,0,"56,794,000",0,"8,223,000",0,0,0,0,"65,017,000",0
2016,50400,CITY OF OF BALCH SPRINGS,570032,"6,582","2,520",859,0,0,0,0,"9,961",0,"398,138,000","133,628,000","119,566,000",0,0,0,0,"651,332,000",0
2016,50700,CITY OF BALLINGER,2000001,"1,991",6,226,3,3,0,0,"2,229",0,"100,481,483","3,114,353","15,042,325","5,755,324","6,409,338",0,0,"130,802,823",0
2016,50720,CITY OF BALMORHEA,1950002,184,6,15,0,0,0,0,205,0,"40,505,900","1,864,000","3,994,000",0,0,0,0,"46,363,900","1,493,000"
2016,51000,HAYS UTILITY SOUTH CORPORATION-BAMMEL FOREST UTILITY,1010096,340,0,6,0,0,0,0,346,0,"25,157,000",0,"235,000",0,0,0,0,"25,392,000",0
2016,51012,WATER DISTRICT MANAGEMENT COMPANY-BAMMEL UD,1010365,823,0,14,0,5,13,0,855,0,"83,434,000",0,"3,334,000",0,"1,740,000","9,335,000",0,"97,843,000","877,360"
2016,51200,CITY OF BANDERA,100012,803,0,263,0,0,0,0,"1,066",92,"28,783,570",0,"29,205,750",0,0,0,0,"57,989,320",0
2016,51201,PECAN GROVE,100059,49,0,0,0,0,0,0,49,7,"1,429,180",0,0,0,0,0,0,"1,429,180","385,620"
2016,51300,BANDERA COUNTY FWSD 1,100011,421,0,0,0,0,0,0,421,0,"19,538,405",0,0,0,0,0,0,"19,538,405","3,287,234"
2016,51350,BANDERA RIVER RANCH WATER COMPANY-BANDERA RIVER RANCH 1 & 2,100017,270,0,0,0,0,0,0,270,0,"14,415,720",0,0,0,0,0,0,"14,415,720",0
2016,51620,MONARCH UTILITIES LP-ENCHANTED RIVER ESTATES,100039,145,0,1,0,0,0,0,146,0,"5,391,000",0,"253,000",0,0,0,0,"5,644,000","7,430,000"
2016,51700,CITY OF BANGS,250001,801,4,58,0,48,0,0,911,14,"47,954,798","312,800","8,082,600",0,"6,722,800",0,0,"63,072,998","2,315,300"
2016,52400,NUECES COUNTY WCID 5,1780010,298,0,3,0,0,0,0,301,0,"26,209,260",0,"373,950",0,0,0,0,"26,583,210",0
2016,52510,PURE UTILITIES LC-BAR D RANCHETTES,1460076,40,0,0,0,0,0,0,40,4,"2,271,840",0,0,0,0,0,0,"2,271,840","603,299"
2016,52800,CITY OF BARDWELL,700020,261,0,2,0,0,0,0,263,0,"13,675,000",0,"912,000",0,0,0,0,"14,587,000",0
2016,52900,SEVERN TRENT SERVICES-BARKER CYPRESS MUD,1011613,"2,081",382,26,0,11,29,0,"2,529",1,"175,689,000","22,492,000","8,569,000",0,"42,235,000","23,405,000",0,"272,390,000","6,046,950"
2016,53600,BARKSDALE WSC,690011,75,0,6,0,5,0,0,86,0,"3,281,890",0,"289,800",0,"378,850",0,0,"3,950,540",0
2016,54000,BARNHART WSC,1180001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,55200,CITY OF BARRY,1750006,97,0,0,0,0,0,0,97,0,"4,225,100",0,0,0,0,0,0,"4,225,100",0
2016,56000,CITY OF BARSTOW,2380006,287,0,0,0,0,0,0,287,0,0,0,0,0,0,0,0,0,0
2016,56800,CITY OF BARTLETT,2460006,618,0,1,0,0,0,0,619,0,"52,045,960",0,"34,821,810",0,0,0,0,"86,867,770","5,696,600"
2016,57000,BARTLEY WOODS WSC,740021,183,0,0,0,0,0,0,183,0,"13,549,400",0,0,0,0,0,0,"13,549,400",0
2016,57070,BARTEN WATER SEWER,450022,26,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
2016,57075,BARTON WSC,720013,296,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0
2016,57076,CROSSROADS UTILITY SERVICES-BARTON CREEK WSC,2270313,207,0,7,0,0,0,0,214,0,"75,899,000",0,"2,897,000",0,0,0,0,"78,796,000",0
2016,57077,TUMCO CONSULTANTS INC-BARTON CREEK WEST WSC,2270312,424,0,6,0,1,0,0,431,1,"75,837,510",0,"3,854,770",0,"6,274,850",0,0,"85,967,130","1,500,000"
2016,57100,CROSS TIMBERS WSC,610020,"2,232",1,61,0,6,0,0,"2,300",0,"335,250,000","3,425,000","10,346,000",0,"1,614,000",0,0,"350,635,000","25,795,000"
2016,57110,BAR V K WATER WORKS,610116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,57600,CITY OF BASTROP,110001,"2,527",718,637,0,0,0,0,"3,882",62,"183,589,000","51,989,727","201,496,773",0,0,0,0,"437,075,500","11,259,448"
2016,57680,BASTROP WEST WATER SYSTEM,110047,115,0,0,0,0,0,0,115,0,"9,100,000",0,0,0,0,0,0,"9,100,000",0
2016,57700,BATEMAN WATER WORKS,200563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,57900,BATESVILLE WSC,2540005,340,6,4,0,15,0,0,365,8,"29,577,400","444,700","2,059,700",0,"3,518,400",0,0,"35,600,200","2,249,000"
2016,58250,HOLIDAY BEACH WSC,40015,724,0,20,0,0,0,0,744,35,"19,367,292",0,"603,299",0,0,0,0,"19,970,591","242,000"
2016,58260,MONARCH UTILITIES LP-BAVARIAN HILLS,150235,65,0,1,0,0,0,0,66,0,"4,634,000",0,"284,000",0,0,0,0,"4,918,000","10,030,000"
2016,58290,TNG UTILITY CORPORATION-BAYBROOK MUD 1,1012698,0,322,71,0,0,0,0,393,0,0,"15,133,000","38,905,000",0,0,0,0,"54,038,000","1,700,000"
2016,58300,Gulf Utility Service-BAYRIDGE WS,360028,76,0,0,0,0,0,0,76,0,"3,340,100",0,0,0,0,0,0,"3,340,100",0
2016,58400,CITY OF BAY CITY,1610001,"7,013","2,272",918,2,0,0,0,"10,205",361,"354,741,500","96,969,900","168,520,400","2,334,900",0,0,0,"622,566,700","101,430,562"
2016,58610,BAYLOR WSC,120004,"1,018",0,0,0,0,0,0,"1,018",0,"58,221,500",0,0,0,0,0,0,"58,221,500",0
2016,58625,AQUA TEXAS INC-BRIARCREEK MANOR,2270354,920,0,0,0,0,0,0,920,0,"58,777,000",0,0,0,0,0,0,"58,777,000","204,000"
2016,59455,BAYOU SHADOWS WATER SYSTEM,200570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,59800,TOWN OF BAYSIDE,1960007,243,0,5,0,0,0,0,248,0,"17,520,870",0,"587,230",0,0,0,0,"18,108,100",0
2016,60000,CITY OF BAYTOWN,1010003,"18,733","11,122","1,481",13,348,473,0,"32,170",61,"1,079,128,000","579,976,000","478,900,000","310,064,000","627,410,000","84,694,000",0,"3,160,172,000","179,663,303"
2016,60130,BAYVIEW MUNICIPAL UTILITY DISTRICT,840010,607,0,36,0,7,37,0,687,51,"32,398,073",0,"1,921,467",0,"373,619","1,974,841",0,"36,668,000","865,000"
2016,60134,CARROLL WATER COMPANY-EMERALD FOREST SUBDIVISION,700058,60,0,0,0,0,0,0,60,0,"4,530,400",0,0,0,0,0,0,"4,530,400",0
2016,60138,WATER NECESSITIES INC-CLAIRE STREET WATER SYSTEM,1810143,30,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
2016,60139,CHERRY HILL WATER SYSTEM,1810018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,60146,LAKEVIEW ESTATES WATER SUPPLY,1810025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,60148,SUSAN CIRCLE WATER SUPPLY,1810083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,60170,B B S WSC,10015,440,0,0,0,0,0,0,440,2,"39,126,300",0,0,0,0,0,0,"39,126,300","1,500,000"
2016,60175,B & B WSC,1750028,740,0,0,0,0,0,0,740,10,"51,419,700",0,0,0,0,0,0,"51,419,700","1,300,000"
2016,60180,B C Y WSC,10018,833,0,20,0,40,20,0,913,52,"40,091,100",0,"2,100,000",0,"4,900,000","2,500,000",0,"49,591,100","18,822,350"
2016,60183,BEACHVIEW ACRES WATER ASSOCIATION,1090045,44,0,0,0,0,0,0,44,0,"2,715,332",0,0,0,0,0,0,"2,715,332",0
2016,60185,MONARCH UTILITIES LP-BEACHWOOD ESTATES,1070069,519,0,11,0,0,0,0,530,0,"15,153,000",0,"148,000",0,0,0,0,"15,301,000","6,436,989"
2016,60190,BEACON ESTATES WSC,2370047,106,0,0,0,0,0,0,106,0,"5,999,000",0,0,0,0,0,0,"5,999,000",0
2016,60200,CITY OF BEAUMONT,1230001,"41,881","13,876","5,178",21,0,0,0,"60,956",0,"2,249,656,000","640,495,900","2,125,546,800","285,865,500",0,0,0,"5,301,564,200","567,856,550"
2016,60331,BEAR SPRINGS TRAILS SUBDIVISION,100076,31,0,0,0,0,0,0,31,0,"1,815,340",0,0,0,0,0,0,"1,815,340","95,892"
