MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,AllocationApplicationDate,AllocationAssociatedConsumptiveUseSiteIDs,AllocationAssociatedWithdrawalSiteIDs,AllocationBasisCV,AllocationChangeApplicationIndicator,AllocationCommunityWaterSupplySystem,AllocationCropDutyAmount,AllocationExpirationDate,AllocationFlow_CFS,AllocationLegalStatusCV,AllocationNativeID,AllocationOwner,AllocationPriorityDate,AllocationSDWISIdentifierCV,AllocationTimeframeEnd,AllocationTimeframeStart,AllocationTypeCV,AllocationVolume_AF,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,ExemptOfVolumeFlowPriority,GeneratedPowerCapacityMW,IrrigatedAcreage,IrrigationMethodCV,LegacyAllocationIDs,OwnerClassificationCV,PopulationServed,PowerType,PrimaryUseCategory,WaterAllocationNativeURL,ReasonRemoved,index
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0122-1,C R EVANS,1902-04-29,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,50.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0122-2,JOHN DONIPHAN,1880-04-08,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,51.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0123-1,C R EVANS,1902-04-28,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,52.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0123-2,JOHN DUNN,1880-03-22,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,53.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0124-1,C R EVANS,1902-04-28,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,54.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0124-2,OAKLEY LAMPHERE,1882-01-26,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,55.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0125-1,C R EVANS,1902-04-29,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,56.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0125-2,CHARLES DUMKE,1896-04-08,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,57.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0126-1,C R EVANS,1902-04-28,,12/31,01/01,Unspecified,,Unspecified,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,58.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0126-2,J P DURST,1880-06-12,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,59.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0127-1,DAVID EVANS,1889-06-14,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,60.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0127-2,SCOTT DURST,1896-04-22,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,61.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0128-2,C L EDGERTON,1892-01-04,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,63.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,013-2,SAMUEL BASFORD,1894-12-28,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,67.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0130-1,MAX FOWLER,1902-05-13,,12/31,01/01,Unspecified,,Commercial,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,68.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0131-2,ERNEST FAUST,1879-10-02,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,71.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0132-2,JOHN ELLIOTT,1881-08-26,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,73.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0135-2,ERNEST FAUST,1880-05-10,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,79.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0136-2,ERNEST FAUST,1879-09-01,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,81.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0137-2,ERNEST FAUST,1879-10-06,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,83.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0139-2,CHARLES FEDEROL,1881-09-10,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,87.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,014-2,JOHN HASSELSTREM,1880-04-01,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,89.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0140-2,THOMAS C FELAND,1880-04-10,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,91.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0141-2,THOMAS C FELAND,1880-05-25,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,93.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0142-2,W C FENWICK,1897-06-18,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,95.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0143-2,W C FENWICK,1897-06-18,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,97.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0144-2,SAMUEL FERRELL,1879-12-10,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,99.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0145-2,E J FIELDS,1880-04-24,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,101.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0146-2,E J FIELDS,1880-04-02,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,103.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0147-2,E J FIELDS,1880-04-19,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,105.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0148-2,E J FIELDS,1880-04-02,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,107.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0149-2,E H FIELD,1880-04-04,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,109.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,015-2,CHAS H BATTY,1885-06-08,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,111.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0150-2,E H FIELD,1880-04-02,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,113.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0151-2,E H FIELD,1880-04-19,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,115.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0152-2,D W FLICK,1885-10-09,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,117.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0153-2,D W FLICK,1881-06-29,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,119.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0154-2,D W FLICK,1881-09-15,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,121.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0155-2,ROBERT FLORMANN,1883-11-01,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,123.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0156-2,E H FLYNN,1880-03-01,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,125.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0157-2,MICHAEL FOLEY,1889-06-01,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,127.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0158-2,JOSEPH FORD,1887-10-03,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,129.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0159-2,JESSIE FORDICE,1887-09-24,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,131.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,016-2,CHAS H BATTY,1880-06-03,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,133.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0160-2,JOHN FORTUNE,1881-12-19,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,135.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0161-2,W FRANKLIN,1880-02-20,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,137.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0162-1,J P HEDGES,1902-05-13,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,138.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0162-2,W FRANKLIN,1880-02-17,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,139.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0163-2,HARRY FRIEND,1879-11-20,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,141.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0164-2,J FRIEND,1880-06-04,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,143.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0165-2,J FRIEND,1880-06-02,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,145.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0166-2,J FRIEND,1880-04-28,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,147.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0167-1,JOSEPH HIGHSAW,1902-05-13,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,148.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0167-2,WILLIAM O FROST,1882-03-15,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,149.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0168-1,ED HILL,1902-05-13,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,150.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0169-2,JOHN BEARD,1884-05-26,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,153.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,017-2,H H BAYNE,1893-04-07,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,155.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0171-2,HARMON GAUGHENBAUGH,1883-01-17,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,159.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0172-2,ALBERT H GARY,1898-07-18,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,161.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0174-2,W GERMOND,1883-09-24,,12/31,01/01,Unspecified,,"Irrigation, Domestic",,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,165.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0175-1,FRANK HOPKINS,1902-05-13,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,166.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0175-2,C W GETTYS,1900-09-10,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,167.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0176-2,J W GETTYS,1900-09-10,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,169.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0177-2,ISAAC GIBSON,1880-10-10,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,171.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0178-2,E B GILLETT,1894-08-11,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,173.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0179-2,E B GILLETT,1897-12-21,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,175.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,018-2,G W BEITERBECK,1882-04-27,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,177.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0180-2,W G GOOCH,1879-07-31,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,179.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0184-1,B F HOYT,1902-05-13,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,186.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0184-2,J H GRANGER,1891-02-11,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,187.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0186-2,EDWARD GREATHOUSE,1896-07-27,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,191.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0187-1,L P HUGER,1900-08-11,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,192.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0187-2,C B GREEN,1883-01-02,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,193.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0188-2,CLYDE GRIFFIS,1900-09-06,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,195.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,0189-2,S H GRIFFITH,1882-10-28,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,197.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Permit,019-2,M G W BEIDERBECK,1886-06-15,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,199.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0191-1,CHRISTIAN JENSEN,1900-02-06,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,202.0
SD_Water Allocation,SDDENR,,SD_Consumptive Use,,,,,,,,,0.0,Cancelled,0192-2,CHAS L HAMILTON,1889-05-07,,12/31,01/01,Unspecified,,Irrigation,,,,01/19/2021,,0,,,,,In Review,,,Unspecified,,Bad SiteUUID,205.0
