SiteUUID,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,PODorPOUSite,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID,ReasonRemoved,index
SDwr_S11067,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120111,0.0,0.0,,,POD,MURPHY GULCH,WaDEWY_S11039,,Surface Water,SD,,Bad Latitude,11066.0
SDwr_S11068,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120202,0.0,0.0,,,POD,BEAR BUTTE CREEK,WaDEWY_S11040,,Surface Water,SD,,Bad Latitude,11067.0
SDwr_S11071,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120203,0.0,0.0,,,POD,LITTLE SPEARFISH,WaDEWY_S11043,,Surface Water,SD,,Bad Latitude,11070.0
SDwr_S11072,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,SILVER CREEK,WaDEWY_S11044,,Surface Water,SD,,Bad Latitude,11071.0
SDwr_S11073,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,SPEARFISH CREEK,WaDEWY_S11045,,Surface Water,SD,,Bad Latitude,11072.0
SDwr_S11074,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,GRIZZLY GULCH,WaDEWY_S11046,,Surface Water,SD,,Bad Latitude,11073.0
SDwr_S11075,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,BIG ELK CREEK,WaDEWY_S11047,,Surface Water,SD,,Bad Latitude,11074.0
SDwr_S11076,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,RUNOFF,WaDEWY_S11048,,Surface Water,SD,,Bad Latitude,11075.0
SDwr_S11077,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,SPRING,WaDEWY_S11049,,Surface Water,SD,,Bad Latitude,11076.0
SDwr_S11078,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,DADDEN CREEK,WaDEWY_S11050,,Surface Water,SD,,Bad Latitude,11077.0
SDwr_S11079,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,WHITEWOOD CREEK,WaDEWY_S11051,,Surface Water,SD,,Bad Latitude,11078.0
SDwr_S11080,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,RUTABAGA GULCH,WaDEWY_S11052,,Surface Water,SD,,Bad Latitude,11079.0
SDwr_S11083,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,POCKET GULCH,WaDEWY_S11055,,Surface Water,SD,,Bad Latitude,11082.0
SDwr_S11084,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,COAL CREEK,WaDEWY_S11056,,Surface Water,SD,,Bad Latitude,11083.0
SDwr_S11085,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,WHITEWOOD,WaDEWY_S11057,,Surface Water,SD,,Bad Latitude,11084.0
SDwr_S11088,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,IRON CREEK,WaDEWY_S11060,,Surface Water,SD,,Bad Latitude,11087.0
SDwr_S11090,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120110,0.0,0.0,,,POD,S FORK LITTLE RAPID,WaDEWY_S11062,,Surface Water,SD,,Bad Latitude,11089.0
SDwr_S11092,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,STRAWBERRY CREEK,WaDEWY_S11064,,Surface Water,SD,,Bad Latitude,11091.0
SDwr_S11093,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,E SPEARFISH CREEK,WaDEWY_S11065,,Surface Water,SD,,Bad Latitude,11092.0
SDwr_S11094,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,SQUAW CREEK,WaDEWY_S11066,,Surface Water,SD,,Bad Latitude,11093.0
SDwr_S11096,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,Unspecified,WaDEWY_S11068,,Surface Water,SD,,Bad Latitude,11095.0
SDwr_S11104,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,HORSE CREEK,WaDEWY_S11076,,Surface Water,SD,,Bad Latitude,11103.0
SDwr_S11107,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,GULCH,WaDEWY_S11079,,Surface Water,SD,,Bad Latitude,11106.0
SDwr_S11112,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,CANYON GULCH,WaDEWY_S11084,,Surface Water,SD,,Bad Latitude,11111.0
SDwr_S11114,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,ELK CREEK,WaDEWY_S11086,,Surface Water,SD,,Bad Latitude,11113.0
SDwr_S11118,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,WALL CANON,WaDEWY_S11090,,Surface Water,SD,,Bad Latitude,11117.0
SDwr_S11119,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,RED OWL CREEK,WaDEWY_S11091,,Surface Water,SD,,Bad Latitude,11118.0
SDwr_S11125,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,JONES SPRING,WaDEWY_S11097,,Surface Water,SD,,Bad Latitude,11124.0
SDwr_S11126,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120202,0.0,0.0,,,POD,SPRING CREEK,WaDEWY_S11098,,Surface Water,SD,,Bad Latitude,11125.0
SDwr_S11131,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,FLAVIN CREEK,WaDEWY_S11103,,Surface Water,SD,,Bad Latitude,11130.0
SDwr_S11137,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,DEADWOOD GULCH,WaDEWY_S11109,,Surface Water,SD,,Bad Latitude,11136.0
SDwr_S11146,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,MOWATT CREEK,WaDEWY_S11118,,Surface Water,SD,,Bad Latitude,11145.0
SDwr_S11157,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,TEPE CREEK,WaDEWY_S11129,,Surface Water,SD,,Bad Latitude,11156.0
SDwr_S11160,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,DEADMANS CREEK,WaDEWY_S11132,,Surface Water,SD,,Bad Latitude,11159.0
SDwr_S11171,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,DEADMANS GULCH,WaDEWY_S11143,,Surface Water,SD,,Bad Latitude,11170.0
SDwr_S11182,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,UNNAMED CREEK,WaDEWY_S11154,,Surface Water,SD,,Bad Latitude,11181.0
SDwr_S11183,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,N FORK BEAVER CREEK,WaDEWY_S11155,,Surface Water,SD,,Bad Latitude,11182.0
SDwr_S11186,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,DEADMAN GULCH,WaDEWY_S11158,,Surface Water,SD,,Bad Latitude,11185.0
SDwr_S11204,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120203,0.0,0.0,,,POD,N FORK LITTLE RAPID,WaDEWY_S11176,,Surface Water,SD,,Bad Latitude,11203.0
SDwr_S11205,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,,10120203,0.0,0.0,,,POD,LITTLE RAPID CREEK,WaDEWY_S11177,,Surface Water,SD,,Bad Latitude,11204.0
SDwr_S11208,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,CASCADE CREEK,WaDEWY_S11180,,Surface Water,SD,,Bad Latitude,11207.0
SDwr_S11212,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,DEEP CANYON SPRING,WaDEWY_S11184,,Surface Water,SD,,Bad Latitude,11211.0
SDwr_S11214,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,REEVES GULCH,WaDEWY_S11186,,Surface Water,SD,,Bad Latitude,11213.0
SDwr_S11215,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,ELK SPRING CREEK,WaDEWY_S11187,,Surface Water,SD,,Bad Latitude,11214.0
SDwr_S11216,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,LAME JOHNNY CREEK,WaDEWY_S11188,,Surface Water,SD,,Bad Latitude,11215.0
SDwr_S11217,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,BATTLE CREEK,WaDEWY_S11189,,Surface Water,SD,,Bad Latitude,11216.0
SDwr_S11218,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,WARREN'S GULCH CREEK,WaDEWY_S11190,,Surface Water,SD,,Bad Latitude,11217.0
SDwr_S11219,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,FRENCH CREEK,WaDEWY_S11191,,Surface Water,SD,,Bad Latitude,11218.0
SDwr_S11220,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,AGUAN CREEK,WaDEWY_S11192,,Surface Water,SD,,Bad Latitude,11219.0
SDwr_S11222,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,BEAR GULCH,WaDEWY_S11194,,Surface Water,SD,,Bad Latitude,11221.0
SDwr_S11223,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,BEAVER CREEK,WaDEWY_S11195,,Surface Water,SD,,Bad Latitude,11222.0
SDwr_S11224,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,SUNNY SHORE,WaDEWY_S11196,,Surface Water,SD,,Bad Latitude,11223.0
SDwr_S11227,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,WELL POLE GULCH,WaDEWY_S11199,,Surface Water,SD,,Bad Latitude,11226.0
SDwr_S11233,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,TENDERFOOT GULCH,WaDEWY_S11205,,Surface Water,SD,,Bad Latitude,11232.0
SDwr_S11234,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,BRAINARDS CREEK,WaDEWY_S11206,,Surface Water,SD,,Bad Latitude,11233.0
SDwr_S11235,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,BREWERY GULCH,WaDEWY_S11207,,Surface Water,SD,,Bad Latitude,11234.0
SDwr_S11238,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,DRY DRAW,WaDEWY_S11210,,Surface Water,SD,,Bad Latitude,11237.0
SDwr_S11239,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,SPRINGS CREEK,WaDEWY_S11211,,Surface Water,SD,,Bad Latitude,11238.0
SDwr_S11240,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,BULL RANCH SPRING,WaDEWY_S11212,,Surface Water,SD,,Bad Latitude,11239.0
SDwr_S11241,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,SALT WATER SPRING,WaDEWY_S11213,,Surface Water,SD,,Bad Latitude,11240.0
SDwr_S11242,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,MAGNET SPRING,WaDEWY_S11214,,Surface Water,SD,,Bad Latitude,11241.0
SDwr_S11245,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,RUBY GULCH,WaDEWY_S11217,,Surface Water,SD,,Bad Latitude,11244.0
SDwr_S11246,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,PLEASANT VALLEY,WaDEWY_S11218,,Surface Water,SD,,Bad Latitude,11245.0
SDwr_S11247,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,LAUGHING WATER,WaDEWY_S11219,,Surface Water,SD,,Bad Latitude,11246.0
SDwr_S11248,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,N FORK FRENCH CREEK,WaDEWY_S11220,,Surface Water,SD,,Bad Latitude,11247.0
SDwr_S11253,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,LIGHTENING CREEK,WaDEWY_S11225,,Surface Water,SD,,Bad Latitude,11252.0
SDwr_S11256,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,HAT CREEK,WaDEWY_S11228,,Surface Water,SD,,Bad Latitude,11255.0
SDwr_S11257,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,BIG SQUAW CREEK,WaDEWY_S11229,,Surface Water,SD,,Bad Latitude,11256.0
SDwr_S11258,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,FALL RIVER,WaDEWY_S11230,,Surface Water,SD,,Bad Latitude,11257.0
SDwr_S11259,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,FALL SPRINGS,WaDEWY_S11231,,Surface Water,SD,,Bad Latitude,11258.0
SDwr_S11261,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,SLAUGHTER GULCH,WaDEWY_S11233,,Surface Water,SD,,Bad Latitude,11260.0
SDwr_S11263,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,WARM BROOK CREEK,WaDEWY_S11235,,Surface Water,SD,,Bad Latitude,11262.0
SDwr_S11264,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,LIMESTONE SPRING,WaDEWY_S11236,,Surface Water,SD,,Bad Latitude,11263.0
SDwr_S11266,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,SILVER SPRING,WaDEWY_S11238,,Surface Water,SD,,Bad Latitude,11265.0
SDwr_S11267,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,DRY CREEK,WaDEWY_S11239,,Surface Water,SD,,Bad Latitude,11266.0
SDwr_S11271,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,ELEPHANT GULCH,WaDEWY_S11243,,Surface Water,SD,,Bad Latitude,11270.0
SDwr_S11272,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,CRYSTAL SPRINGS,WaDEWY_S11244,,Surface Water,SD,,Bad Latitude,11271.0
SDwr_S11274,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,LAUGHLING WATER,WaDEWY_S11246,,Surface Water,SD,,Bad Latitude,11273.0
SDwr_S11275,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,WARM SPRINGS,WaDEWY_S11247,,Surface Water,SD,,Bad Latitude,11274.0
SDwr_S11276,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,HOT BROOK,WaDEWY_S11248,,Surface Water,SD,,Bad Latitude,11275.0
SDwr_S11277,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,BISMARCK CREEK,WaDEWY_S11249,,Surface Water,SD,,Bad Latitude,11276.0
SDwr_S11278,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,HAY CREEK,WaDEWY_S11250,,Surface Water,SD,,Bad Latitude,11277.0
SDwr_S11279,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,DUMKE SPRINGS,WaDEWY_S11251,,Surface Water,SD,,Bad Latitude,11278.0
SDwr_S11280,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,SILVER SPRINGS,WaDEWY_S11252,,Surface Water,SD,,Bad Latitude,11279.0
SDwr_S11285,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,SPRINGS,WaDEWY_S11257,,Surface Water,SD,,Bad Latitude,11284.0
SDwr_S11286,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,WARREN GULCH,WaDEWY_S11258,,Surface Water,SD,,Bad Latitude,11285.0
SDwr_S11288,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,FALL CREEK,WaDEWY_S11260,,Surface Water,SD,,Bad Latitude,11287.0
SDwr_S11289,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,BULL SPRINGS,WaDEWY_S11261,,Surface Water,SD,,Bad Latitude,11288.0
SDwr_S11290,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,LITTLE SQUAW CREEK,WaDEWY_S11262,,Surface Water,SD,,Bad Latitude,11289.0
SDwr_S11291,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,FOSTER GULCH,WaDEWY_S11263,,Surface Water,SD,,Bad Latitude,11290.0
SDwr_S11292,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,LAUGHING WATER CREEK,WaDEWY_S11264,,Surface Water,SD,,Bad Latitude,11291.0
SDwr_S11293,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,LITTLE HOT BROOK,WaDEWY_S11265,,Surface Water,SD,,Bad Latitude,11292.0
SDwr_S11294,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,ELK SPRINGS,WaDEWY_S11266,,Surface Water,SD,,Bad Latitude,11293.0
SDwr_S11295,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,CALIC CANYON,WaDEWY_S11267,,Surface Water,SD,,Bad Latitude,11294.0
SDwr_S11296,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,BEAR SPRINGS,WaDEWY_S11268,,Surface Water,SD,,Bad Latitude,11295.0
SDwr_S11297,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,LONG GULCH,WaDEWY_S11269,,Surface Water,SD,,Bad Latitude,11296.0
SDwr_S11299,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,SCHOOL HOUSE SPRING,WaDEWY_S11271,,Surface Water,SD,,Bad Latitude,11298.0
SDwr_S11301,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,POTATOE CREEK,WaDEWY_S11273,,Surface Water,SD,,Bad Latitude,11300.0
SDwr_S11302,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,CEDAR CANYON,WaDEWY_S11274,,Surface Water,SD,,Bad Latitude,11301.0
SDwr_S11303,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,GREENWOOD CREEK,WaDEWY_S11275,,Surface Water,SD,,Bad Latitude,11302.0
SDwr_S11308,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,EAST WILLOW CREEK,WaDEWY_S11280,,Surface Water,SD,,Bad Latitude,11307.0
SDwr_S11309,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,CHEYENNE RIVER,WaDEWY_S11281,,Surface Water,SD,,Bad Latitude,11308.0
SDwr_S11310,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,BARREL SPRING,WaDEWY_S11282,,Surface Water,SD,,Bad Latitude,11309.0
SDwr_S11311,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,S FORK LAME JOHNNY,WaDEWY_S11283,,Surface Water,SD,,Bad Latitude,11310.0
SDwr_S11314,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,PECIL SPRING,WaDEWY_S11286,,Surface Water,SD,,Bad Latitude,11313.0
SDwr_S11315,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,SKUNK GULCH,WaDEWY_S11287,,Surface Water,SD,,Bad Latitude,11314.0
SDwr_S11316,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,CANYON SPRINGS,WaDEWY_S11288,,Surface Water,SD,,Bad Latitude,11315.0
SDwr_S11318,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,BUFFALO CREEK,WaDEWY_S11290,,Surface Water,SD,,Bad Latitude,11317.0
SDwr_S11319,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,UNION STAR SPRING,WaDEWY_S11291,,Surface Water,SD,,Bad Latitude,11318.0
SDwr_S11320,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,RED EARTH,WaDEWY_S11292,,Surface Water,SD,,Bad Latitude,11319.0
SDwr_S11321,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,WILLOW CREEK,WaDEWY_S11293,,Surface Water,SD,,Bad Latitude,11320.0
SDwr_S11322,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,HENAULT SPRING,WaDEWY_S11294,,Surface Water,SD,,Bad Latitude,11321.0
SDwr_S11323,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,MILEHOUSE SPRING,WaDEWY_S11295,,Surface Water,SD,,Bad Latitude,11322.0
SDwr_S11324,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,ROBBERS ROOST VALLEY,WaDEWY_S11296,,Surface Water,SD,,Bad Latitude,11323.0
SDwr_S11326,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,WARRENS GULCH,WaDEWY_S11298,,Surface Water,SD,,Bad Latitude,11325.0
SDwr_S11327,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,CRYSTAL SPRING,WaDEWY_S11299,,Surface Water,SD,,Bad Latitude,11326.0
SDwr_S11329,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,PASS CREEK,WaDEWY_S11301,,Surface Water,SD,,Bad Latitude,11328.0
SDwr_S11330,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,LIGHTNING CREEK,WaDEWY_S11302,,Surface Water,SD,,Bad Latitude,11329.0
SDwr_S11335,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,WILD CAT CANYON,WaDEWY_S11307,,Surface Water,SD,,Bad Latitude,11334.0
SDwr_S11337,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,TENDERFOOT CREEK,WaDEWY_S11309,,Surface Water,SD,,Bad Latitude,11336.0
SDwr_S11338,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,18-MILE SPRING,WaDEWY_S11310,,Surface Water,SD,,Bad Latitude,11337.0
SDwr_S11339,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,SPRING DALE CANYON,WaDEWY_S11311,,Surface Water,SD,,Bad Latitude,11338.0
SDwr_S11340,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,W FORK WILLOW CREEK,WaDEWY_S11312,,Surface Water,SD,,Bad Latitude,11339.0
SDwr_S11341,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,E FORK WILLOW CREEK,WaDEWY_S11313,,Surface Water,SD,,Bad Latitude,11340.0
SDwr_S11342,Unspecified,Unspecified,COUNTY_1,EPSG:4326,,,, ,0.0,0.0,,,POD,TIE CAMP SPRING,WaDEWY_S11314,,Surface Water,SD,,Bad Latitude,11341.0
