MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,WaterSourceUUID,Amount,AllocationCropDutyAmount,AssociatedNativeAllocationIDs,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,Geometry,IrrigatedAcreage,IrrigationMethodCV,PopulationServed,PowerGeneratedGWh,PowerType,PrimaryUseCategory,ReportYearCV,SDWISIdentifier,TimeframeEnd,TimeframeStart,ReasonRemoved,index
NVss_M1,NVss_O1,NVss_S143,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2019,,2019-04-29,2019-04-29,Incomplete WaterSourceUUID,2583.0
NVss_M1,NVss_O1,NVss_S143,NVss_V1,,,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2019,,2019-05-29,2019-05-29,Incomplete WaterSourceUUID,2584.0
NVss_M1,NVss_O1,NVss_S143,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2019,,2019-06-18,2019-06-18,Incomplete WaterSourceUUID,2585.0
NVss_M1,NVss_O1,NVss_S146,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2019,,2019-04-22,2019-04-22,Incomplete WaterSourceUUID,2586.0
NVss_M1,NVss_O1,NVss_S146,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2019,,2019-05-16,2019-05-16,Incomplete WaterSourceUUID,2587.0
NVss_M1,NVss_O1,NVss_S146,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2019,,2019-06-18,2019-06-18,Incomplete WaterSourceUUID,2590.0
NVss_M1,NVss_O1,NVss_S140,NVss_V1,,15.41,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2019,,2019-07-29,2019-07-29,Incomplete WaterSourceUUID,2683.0
NVss_M1,NVss_O1,NVss_S140,NVss_V1,,13.98,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2019,,2019-08-07,2019-08-07,Incomplete WaterSourceUUID,2684.0
NVss_M1,NVss_O1,NVss_S140,NVss_V1,,,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2019,,2019-09-18,2019-09-18,Incomplete WaterSourceUUID,2685.0
NVss_M1,NVss_O1,NVss_S141,NVss_V1,,,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2019,,2019-07-29,2019-07-29,Incomplete WaterSourceUUID,2686.0
NVss_M1,NVss_O1,NVss_S141,NVss_V1,,,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2019,,2019-08-07,2019-08-07,Incomplete WaterSourceUUID,2687.0
NVss_M1,NVss_O1,NVss_S141,NVss_V1,,,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2019,,2019-09-18,2019-09-18,Incomplete WaterSourceUUID,2688.0
NVss_M1,NVss_O1,NVss_S143,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2019,,2019-07-10,2019-07-10,Incomplete WaterSourceUUID,2692.0
NVss_M1,NVss_O1,NVss_S143,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2019,,2019-08-28,2019-08-28,Incomplete WaterSourceUUID,2693.0
NVss_M1,NVss_O1,NVss_S143,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2019,,2019-09-22,2019-09-22,Incomplete WaterSourceUUID,2694.0
NVss_M1,NVss_O1,NVss_S146,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2019,,2019-07-10,2019-07-10,Incomplete WaterSourceUUID,2695.0
NVss_M1,NVss_O1,NVss_S146,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2019,,2019-08-28,2019-08-28,Incomplete WaterSourceUUID,2696.0
NVss_M1,NVss_O1,NVss_S146,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2019,,2019-09-22,2019-09-22,Incomplete WaterSourceUUID,2697.0
NVss_M1,NVss_O1,NVss_S140,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-01-29,2020-01-29,Incomplete WaterSourceUUID,2785.0
NVss_M1,NVss_O1,NVss_S140,NVss_V1,,,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-09-28,2020-09-28,Incomplete WaterSourceUUID,2789.0
NVss_M1,NVss_O1,NVss_S141,NVss_V1,,,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-07-30,2020-07-30,Incomplete WaterSourceUUID,2790.0
NVss_M1,NVss_O1,NVss_S141,NVss_V1,,,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-08-03,2020-08-03,Incomplete WaterSourceUUID,2791.0
NVss_M1,NVss_O1,NVss_S141,NVss_V1,,2.17,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-09-28,2020-09-28,Incomplete WaterSourceUUID,2792.0
NVss_M1,NVss_O1,NVss_S143,NVss_V1,,,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-07-30,2020-07-30,Incomplete WaterSourceUUID,2794.0
NVss_M1,NVss_O1,NVss_S140,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-02-29,2020-02-29,Incomplete WaterSourceUUID,2798.0
NVss_M1,NVss_O1,NVss_S143,NVss_V1,,,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-08-03,2020-08-03,Incomplete WaterSourceUUID,2800.0
NVss_M1,NVss_O1,NVss_S143,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-09-28,2020-09-28,Incomplete WaterSourceUUID,2801.0
NVss_M1,NVss_O1,NVss_S146,NVss_V1,,,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-07-30,2020-07-30,Incomplete WaterSourceUUID,2802.0
NVss_M1,NVss_O1,NVss_S146,NVss_V1,,,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-08-03,2020-08-03,Incomplete WaterSourceUUID,2803.0
NVss_M1,NVss_O1,NVss_S146,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-09-28,2020-09-28,Incomplete WaterSourceUUID,2804.0
NVss_M1,NVss_O1,NVss_S140,NVss_V1,,7.34,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-10-28,2020-10-28,Incomplete WaterSourceUUID,2822.0
NVss_M1,NVss_O1,NVss_S140,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-03-27,2020-03-27,Incomplete WaterSourceUUID,2835.0
NVss_M1,NVss_O1,NVss_S141,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-01-29,2020-01-29,Incomplete WaterSourceUUID,2836.0
NVss_M1,NVss_O1,NVss_S141,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-02-29,2020-02-29,Incomplete WaterSourceUUID,2837.0
NVss_M1,NVss_O1,NVss_S141,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-03-27,2020-03-27,Incomplete WaterSourceUUID,2838.0
NVss_M1,NVss_O1,NVss_S143,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-01-17,2020-01-17,Incomplete WaterSourceUUID,2842.0
NVss_M1,NVss_O1,NVss_S143,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-02-29,2020-02-29,Incomplete WaterSourceUUID,2843.0
NVss_M1,NVss_O1,NVss_S143,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-03-27,2020-03-27,Incomplete WaterSourceUUID,2844.0
NVss_M1,NVss_O1,NVss_S146,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-01-29,2020-01-29,Incomplete WaterSourceUUID,2845.0
NVss_M1,NVss_O1,NVss_S146,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-02-26,2020-02-26,Incomplete WaterSourceUUID,2846.0
NVss_M1,NVss_O1,NVss_S146,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-03-26,2020-03-26,Incomplete WaterSourceUUID,2847.0
NVss_M1,NVss_O1,NVss_S141,NVss_V1,,2.12,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-10-28,2020-10-28,Incomplete WaterSourceUUID,2869.0
NVss_M1,NVss_O1,,NVss_V1,,6.98,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2016,,2016-10-13,2016-10-13,Incomplete WaterSourceUUID,3602.0
NVss_M1,NVss_O1,,NVss_V1,,8.28,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2016,,2016-10-20,2016-10-20,Incomplete WaterSourceUUID,3603.0
NVss_M1,NVss_O1,,NVss_V1,,8.72,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2016,,2016-11-07,2016-11-07,Incomplete WaterSourceUUID,3604.0
NVss_M1,NVss_O1,,NVss_V1,,17.22,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2016,,2016-12-01,2016-12-01,Incomplete WaterSourceUUID,3605.0
NVss_M1,NVss_O1,,NVss_V1,,13.08,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2016,,2016-12-15,2016-12-15,Incomplete WaterSourceUUID,3606.0
NVss_M1,NVss_O1,,NVss_V1,,13.08,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2016,,2016-12-22,2016-12-22,Incomplete WaterSourceUUID,3607.0
NVss_M1,NVss_O1,,NVss_V1,,0.94,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2016,,2016-10-20,2016-10-20,Incomplete WaterSourceUUID,3645.0
NVss_M1,NVss_O1,,NVss_V1,,0.94,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2016,,2016-11-07,2016-11-07,Incomplete WaterSourceUUID,3646.0
NVss_M1,NVss_O1,,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2016,,2016-12-01,2016-12-01,Incomplete WaterSourceUUID,3647.0
NVss_M1,NVss_O1,,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2016,,2016-12-22,2016-12-22,Incomplete WaterSourceUUID,3648.0
NVss_M1,NVss_O1,,NVss_V1,,1.05,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2016,,2016-10-20,2016-10-20,Incomplete WaterSourceUUID,3665.0
NVss_M1,NVss_O1,,NVss_V1,,1.05,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2016,,2016-11-07,2016-11-07,Incomplete WaterSourceUUID,3666.0
NVss_M1,NVss_O1,,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2016,,2016-12-15,2016-12-15,Incomplete WaterSourceUUID,3667.0
NVss_M1,NVss_O1,,NVss_V1,,3.83,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2016,,2016-10-13,2016-10-13,Incomplete WaterSourceUUID,3698.0
NVss_M1,NVss_O1,,NVss_V1,,4.31,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2016,,2016-10-20,2016-10-20,Incomplete WaterSourceUUID,3699.0
NVss_M1,NVss_O1,,NVss_V1,,4.31,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2016,,2016-11-07,2016-11-07,Incomplete WaterSourceUUID,3700.0
NVss_M1,NVss_O1,,NVss_V1,,6.71,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2016,,2016-12-01,2016-12-01,Incomplete WaterSourceUUID,3701.0
NVss_M1,NVss_O1,,NVss_V1,,7.19,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2016,,2016-12-15,2016-12-15,Incomplete WaterSourceUUID,3702.0
NVss_M1,NVss_O1,,NVss_V1,,6.71,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2016,,2016-12-22,2016-12-22,Incomplete WaterSourceUUID,3703.0
NVss_M1,NVss_O1,NVss_S141,NVss_V1,,3.01,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2017,,2017-11-01,2017-11-01,Incomplete WaterSourceUUID,5518.0
NVss_M1,NVss_O1,NVss_S141,NVss_V1,,2.58,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2017,,2017-12-19,2017-12-19,Incomplete WaterSourceUUID,5519.0
NVss_M1,NVss_O1,NVss_S143,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2017,,2017-07-18,2017-07-18,Incomplete WaterSourceUUID,5524.0
NVss_M1,NVss_O1,NVss_S143,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2017,,2017-09-14,2017-09-14,Incomplete WaterSourceUUID,5525.0
NVss_M1,NVss_O1,NVss_S146,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2017,,2017-07-18,2017-07-18,Incomplete WaterSourceUUID,5526.0
NVss_M1,NVss_O1,NVss_S146,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2017,,2017-09-07,2017-09-07,Incomplete WaterSourceUUID,5527.0
NVss_M1,NVss_O1,NVss_S140,NVss_V1,,10.16,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2021,,2021-04-28,2021-04-28,Incomplete WaterSourceUUID,14060.0
NVss_M1,NVss_O1,NVss_S140,NVss_V1,,8.34,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2021,,2021-05-24,2021-05-24,Incomplete WaterSourceUUID,14061.0
NVss_M1,NVss_O1,NVss_S140,NVss_V1,,7.06,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2021,,2021-06-24,2021-06-24,Incomplete WaterSourceUUID,14062.0
NVss_M1,NVss_O1,NVss_S141,NVss_V1,,3.35,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2021,,2021-04-28,2021-04-28,Incomplete WaterSourceUUID,14063.0
NVss_M1,NVss_O1,NVss_S141,NVss_V1,,2.8,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2021,,2021-05-24,2021-05-24,Incomplete WaterSourceUUID,14064.0
NVss_M1,NVss_O1,NVss_S141,NVss_V1,,2.8,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2021,,2021-06-24,2021-06-24,Incomplete WaterSourceUUID,14065.0
NVss_M1,NVss_O1,NVss_S143,NVss_V1,,,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2021,,2021-04-26,2021-04-26,Incomplete WaterSourceUUID,14069.0
NVss_M1,NVss_O1,NVss_S143,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2021,,2021-05-11,2021-05-11,Incomplete WaterSourceUUID,14070.0
NVss_M1,NVss_O1,NVss_S143,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2021,,2021-06-22,2021-06-22,Incomplete WaterSourceUUID,14071.0
NVss_M1,NVss_O1,NVss_S146,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2021,,2021-04-12,2021-04-12,Incomplete WaterSourceUUID,14072.0
NVss_M1,NVss_O1,NVss_S146,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2021,,2021-05-18,2021-05-18,Incomplete WaterSourceUUID,14073.0
NVss_M1,NVss_O1,NVss_S146,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2021,,2021-06-21,2021-06-21,Incomplete WaterSourceUUID,14074.0
NVss_M1,NVss_O1,NVss_S104,NVss_V1,,0.003787615742,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2018,,2018-03-20,2018-03-20,Incomplete WaterSourceUUID,14107.0
NVss_M1,NVss_O1,NVss_S105,NVss_V1,,1.0382523151599998,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2018,,2018-03-20,2018-03-20,Incomplete WaterSourceUUID,14108.0
NVss_M1,NVss_O1,NVss_S104,NVss_V1,,0.001559606482,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2018,,2018-06-25,2018-06-25,Incomplete WaterSourceUUID,14109.0
NVss_M1,NVss_O1,NVss_S105,NVss_V1,,0.8488715280599999,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2018,,2018-06-25,2018-06-25,Incomplete WaterSourceUUID,14110.0
NVss_M1,NVss_O1,NVss_S105,NVss_V1,,0.22391493063,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2018,,2018-08-09,2018-08-09,Incomplete WaterSourceUUID,14111.0
NVss_M1,NVss_O1,NVss_S104,NVss_V1,,,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2018,,2018-11-27,2018-11-27,Incomplete WaterSourceUUID,14112.0
NVss_M1,NVss_O1,NVss_S105,NVss_V1,,0.8221354169399999,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2018,,2018-11-27,2018-11-27,Incomplete WaterSourceUUID,14113.0
NVss_M1,NVss_O1,NVss_S104,NVss_V1,,,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2019,,2019-03-07,2019-03-07,Incomplete WaterSourceUUID,14114.0
NVss_M1,NVss_O1,NVss_S105,NVss_V1,,,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2019,,2019-03-07,2019-03-07,Incomplete WaterSourceUUID,14115.0
NVss_M1,NVss_O1,NVss_S104,NVss_V1,,0.0011808449078,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2019,,2019-06-04,2019-06-04,Incomplete WaterSourceUUID,14116.0
NVss_M1,NVss_O1,NVss_S105,NVss_V1,,0.33865740751999995,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2019,,2019-06-06,2019-06-06,Incomplete WaterSourceUUID,14117.0
NVss_M1,NVss_O1,NVss_S104,NVss_V1,,0.0008912037039999998,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2019,,2019-11-11,2019-11-11,Incomplete WaterSourceUUID,14118.0
NVss_M1,NVss_O1,NVss_S105,NVss_V1,,0.38767361124,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2019,,2019-11-14,2019-11-14,Incomplete WaterSourceUUID,14119.0
NVss_M1,NVss_O1,NVss_S104,NVss_V1,,0.0007129629631999999,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-07-27,2020-07-27,Incomplete WaterSourceUUID,14120.0
NVss_M1,NVss_O1,NVss_S105,NVss_V1,,0.3609375001199999,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-07-28,2020-07-28,Incomplete WaterSourceUUID,14121.0
NVss_M1,NVss_O1,NVss_S140,NVss_V1,,,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-11-09,2020-11-09,Incomplete WaterSourceUUID,14123.0
NVss_M1,NVss_O1,NVss_S140,NVss_V1,,,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-12-03,2020-12-03,Incomplete WaterSourceUUID,14124.0
NVss_M1,NVss_O1,NVss_S141,NVss_V1,,,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-11-09,2020-11-09,Incomplete WaterSourceUUID,14125.0
NVss_M1,NVss_O1,NVss_S141,NVss_V1,,,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-12-03,2020-12-03,Incomplete WaterSourceUUID,14126.0
NVss_M1,NVss_O1,NVss_S141,NVss_V1,,,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2021,,2021-03-17,2021-03-17,Incomplete WaterSourceUUID,14127.0
NVss_M1,NVss_O1,NVss_S143,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-10-28,2020-10-28,Incomplete WaterSourceUUID,14134.0
NVss_M1,NVss_O1,NVss_S143,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-11-09,2020-11-09,Incomplete WaterSourceUUID,14135.0
NVss_M1,NVss_O1,NVss_S143,NVss_V1,,0.0,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2020,,2020-12-03,2020-12-03,Incomplete WaterSourceUUID,14136.0
NVss_M1,NVss_O1,NVss_S143,NVss_V1,,,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2021,,2021-01-13,2021-01-13,Incomplete WaterSourceUUID,14137.0
NVss_M1,NVss_O1,NVss_S143,NVss_V1,,,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2021,,2021-02-18,2021-02-18,Incomplete WaterSourceUUID,14138.0
NVss_M1,NVss_O1,NVss_S143,NVss_V1,,,,,Unspecified,,,,01/26/2022,,,,,,,,Unspecified,2021,,2021-03-08,2021-03-08,Incomplete WaterSourceUUID,14139.0
