MethodUUID,OrganizationUUID,SiteUUID,VariableSpecificUUID,AllocationApplicationDate,AllocationAssociatedConsumptiveUseSiteIDs,AllocationAssociatedWithdrawalSiteIDs,AllocationBasisCV,AllocationChangeApplicationIndicator,AllocationCommunityWaterSupplySystem,AllocationCropDutyAmount,AllocationExpirationDate,AllocationFlow_CFS,AllocationLegalStatusCV,AllocationNativeID,AllocationOwner,AllocationPriorityDate,AllocationSDWISIdentifierCV,AllocationTimeframeEnd,AllocationTimeframeStart,AllocationTypeCV,AllocationVolume_AF,BeneficialUseCategory,CommunityWaterSupplySystem,CropTypeCV,CustomerTypeCV,DataPublicationDate,DataPublicationDOI,ExemptOfVolumeFlowPriority,GeneratedPowerCapacityMW,IrrigatedAcreage,IrrigationMethodCV,LegacyAllocationIDs,OwnerClassificationCV,PopulationServed,PowerType,PrimaryUseCategory,WaterAllocationNativeURL,ReasonRemoved,index
NVDWR_Diversion Tracking,NVDWR,"NVwr_S84046,NVwr_S50001",NVDWR_Allocation,,,,,,,,,,"Permit,Abrogated",38483,,1996-05-28,,12/31,01/01,,0,Irrigation,,,,08/03/2020,,0,,,,,Unspecified,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=38483,Bad AllocationLegalStatusCV,32484.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S64603,NVwr_S84003",NVDWR_Allocation,,,,,,,,,,"Certificate,Abrogated",38910,,1966-07-08,,12/31,01/01,,0,Irrigation,,,,08/03/2020,,0,,,,,Unspecified,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=38910,Bad AllocationLegalStatusCV,32966.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S83917,NVwr_S36725",NVDWR_Allocation,,,,,,,,,,"Certificate,Abrogated",40007,,1979-12-19,,12/31,01/01,,0,Irrigation,,,,08/03/2020,,0,,,,,Unspecified,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=40007,Bad AllocationLegalStatusCV,34197.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S83684,NVwr_S64498",NVDWR_Allocation,,,,,,,,,,"Permit,Abrogated",42687,,1980-10-20,,12/31,01/01,,0,Mining and Milling,,,,08/03/2020,,0,,,,,Unspecified,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=42687,Bad AllocationLegalStatusCV,37223.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S83555,NVwr_S17850",NVDWR_Allocation,,,,,,,,,,"Permit,Withdrawn",43729,,1981-05-12,,12/31,01/01,,0,Irrigation,,,,08/03/2020,,0,,,,,Unspecified,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=43729,Bad AllocationLegalStatusCV,38402.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S83215,NVwr_S66205",NVDWR_Allocation,,,,,,,,,,"Certificate,Permit",46180,,2013-07-08,,12/31,01/01,,0,Quasi-Municipal,,,,08/03/2020,,0,,,,,Unspecified,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=46180,Bad AllocationLegalStatusCV,41184.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S83214,NVwr_S66206",NVDWR_Allocation,,,,,,,,,,"Certificate,Permit",46181,,2013-07-08,,12/31,01/01,,0,Quasi-Municipal,,,,08/03/2020,,0,,,,,Unspecified,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=46181,Bad AllocationLegalStatusCV,41185.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S64510,NVwr_S83041",NVDWR_Allocation,,,,,,,,,,"Certificate,Abrogated",47148,,1979-02-14,,12/31,01/01,,0,Mining and Milling,,,,08/03/2020,,0,,,,,Unspecified,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=47148,Bad AllocationLegalStatusCV,42279.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S22531,NVwr_S82866",NVDWR_Allocation,,,,,,,,,,"Certificate,Abrogated",47894,,1902-07-02,,12/31,01/01,,0,Irrigation,,,,08/03/2020,,0,,,,,Unspecified,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=47894,Bad AllocationLegalStatusCV,43134.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S15325,NVwr_S82841",NVDWR_Allocation,,,,,,,,,,"Certificate,Abrogated",47973,,1984-04-11,,12/31,01/01,,0,Irrigation,,,,08/03/2020,,0,,,,,Unspecified,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=47973,Bad AllocationLegalStatusCV,43232.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S81329,NVwr_S64510",NVDWR_Allocation,,,,,,,,,,"Certificate,Abrogated",48175,,1980-10-20,,12/31,01/01,,0,Mining and Milling,,,,08/03/2020,,0,,,,,Unspecified,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=48175,Bad AllocationLegalStatusCV,43462.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S64744,NVwr_S82582",NVDWR_Allocation,,,,,,,,,,"Certificate,Permit",49149,"WADSWORTH MHP, LLC",1985-06-21,,12/31,01/01,,0,Quasi-Municipal,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=49149,Bad AllocationLegalStatusCV,44582.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S64745,NVwr_S82581",NVDWR_Allocation,,,,,,,,,,"Certificate,Permit",49150,"WADSWORTH MHP, LLC",1985-06-21,,12/31,01/01,,0,Quasi-Municipal,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=49150,Bad AllocationLegalStatusCV,44584.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S20695,NVwr_S82296",NVDWR_Allocation,,,,,,,,,,"Certificate,Abrogated",50516,WASHOE COUNTY,1987-01-14,,12/31,01/01,,0,Recreational,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=50516,Bad AllocationLegalStatusCV,46147.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S64174,NVwr_S81951",NVDWR_Allocation,,,,,,,,,,"Permit,Abrogated",52015,VIRGIN VALLEY WATER DISTRICT,1949-05-27,,12/31,01/01,,0,Municipal,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=52015,Bad AllocationLegalStatusCV,47857.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S28199,NVwr_S81932",NVDWR_Allocation,,,,,,,,,,"Certificate,Permit",52080,GENOA-CITY,1988-05-05,,12/31,01/01,,0,Quasi-Municipal,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=52080,Bad AllocationLegalStatusCV,47930.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S81923,NVwr_S64981",NVDWR_Allocation,,,,,,,,,,"Permit,Abrogated",52101,"VICTOR VENTURES, INC.; CHURCHILL COUNTY",1996-01-23,,12/31,01/01,,0,Quasi-Municipal,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=52101,Bad AllocationLegalStatusCV,47957.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S81494,NVwr_S26893",NVDWR_Allocation,,,,,,,,,,"Permit,Canceled",53907,"HULSTROM, GENE E. & DONNA; GANGWISH, PHILLIP & KAREN; MAYO, JIM AND VALERIE","1972-08-08,2019-07-18",,12/31,01/01,,0,Irrigation,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=53907,Bad AllocationLegalStatusCV,50015.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S49856,NVwr_S81477",NVDWR_Allocation,,,,,,,,,,"Withdrawn,Ready for Action (Protested)",54022,SOUTHERN NEVADA WATER AUTHORITY,1989-10-17,,12/31,01/01,,0,Municipal,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=54022,Bad AllocationLegalStatusCV,50148.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S64115,NVwr_S81250",NVDWR_Allocation,,,,,,,,,,"Certificate,Abrogated",54192,JERRITT CANYON GOLD LLC,1989-11-27,,12/31,01/01,,0,Mining and Milling,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=54192,Bad AllocationLegalStatusCV,50341.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S22531,NVwr_S81300",NVDWR_Allocation,,,,,,,,,,"Permit,Withdrawn",54715,"STEWART, MYRTLE",1902-07-02,,12/31,01/01,,0,As Decreed,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=54715,Bad AllocationLegalStatusCV,50942.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S64994,NVwr_S81259",NVDWR_Allocation,,,,,,,,,,"Permit,Abrogated",54855,CHURCHILL COUNTY,2005-01-10,,12/31,01/01,,0,Commercial,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=54855,Bad AllocationLegalStatusCV,51112.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S81258,NVwr_S64991",NVDWR_Allocation,,,,,,,,,,"Permit,Abrogated",54856,CHURCHILL COUNTY,2005-01-10,,12/31,01/01,,0,Commercial,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=54856,Bad AllocationLegalStatusCV,51113.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S81185,NVwr_S63550",NVDWR_Allocation,,,,,,,,,,"Permit,Abrogated",55140,BARRICK GOLDSTRIKE MINES INC,1990-08-03,,12/31,01/01,,0,Mining and Milling,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=55140,Bad AllocationLegalStatusCV,51453.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S81165,NVwr_S64739",NVDWR_Allocation,,,,,,,,,,"Permit,Canceled",55194,"CAITHNESS OPER. WATER RIGHTS, LLC",1985-12-23,,12/31,01/01,,0,Industrial,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=55194,Bad AllocationLegalStatusCV,51510.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S61378,NVwr_S81125",NVDWR_Allocation,,,,,,,,,,"Canceled,Revocable Permit",55331,"DEBAUCHE, MICHAEL & TAMMI",1990-09-28,,12/31,01/01,,0,Quasi-Municipal,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=55331,Bad AllocationLegalStatusCV,51679.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S22531,NVwr_S80998",NVDWR_Allocation,,,,,,,,,,"Certificate,Abrogated",55771,"MARTIN, ARNE L. AND LESLIE",1902-07-02,,12/31,01/01,,0,As Decreed,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=55771,Bad AllocationLegalStatusCV,52191.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S68598,NVwr_S80722",NVDWR_Allocation,,,,,,,,,,"Permit,Abrogated",56961,KG MINING (BALD MOUNTAIN) INC.,1991-11-26,,12/31,01/01,,0,Mining and Milling,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=56961,Bad AllocationLegalStatusCV,53558.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S80544,NVwr_S20249",NVDWR_Allocation,,,,,,,,,,"Permit,Canceled",57741,"WASHOE COUNTY; TURNER, OTIS L. AND L. JUNE",2008-04-09,,12/31,01/01,,0,Commercial,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=57741,Bad AllocationLegalStatusCV,54469.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S80170,NVwr_S19349",NVDWR_Allocation,,,,,,,,,,"Certificate,Permit",59283,"SMITH, CHARLES L.; SMITH, ADRIENNE M.",2001-04-26,,12/31,01/01,,0,Irrigation,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=59283,Bad AllocationLegalStatusCV,56252.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S78796,NVwr_S27399",NVDWR_Allocation,,,,,,,,,,"Certificate,Abrogated",60560,NEVADA-DEPARTMENT OF WILDLIFE,1961-06-05,,12/31,01/01,,0,Recreational,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=60560,Bad AllocationLegalStatusCV,57716.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S45638,NVwr_S79501",NVDWR_Allocation,,,,,,,,,,"Certificate,Permit",61924,"WAGERS, DIANNE L.; WAGERS, WILLIAM L.",1979-06-13,,12/31,01/01,,0,Irrigation,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=61924,Bad AllocationLegalStatusCV,59326.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S19104,NVwr_S79430",NVDWR_Allocation,,,,,,,,,,"Certificate,Permit",62253,"PIQUET,  TEBEAU, C. AND DAVID C.",1949-03-01,,12/31,01/01,,0,Irrigation,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=62253,Bad AllocationLegalStatusCV,59708.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S79385,NVwr_S64992",NVDWR_Allocation,,,,,,,,,,"Permit,Abrogated",62441,CHURCHILL COUNTY,2005-01-10,,12/31,01/01,,0,Quasi-Municipal,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=62441,Bad AllocationLegalStatusCV,59931.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S79384,NVwr_S64993",NVDWR_Allocation,,,,,,,,,,"Permit,Abrogated",62442,CHURCHILL COUNTY,2005-01-10,,12/31,01/01,,0,Quasi-Municipal,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=62442,Bad AllocationLegalStatusCV,59932.0
NVDWR_Diversion Tracking,NVDWR,"NVwr_S28591,NVwr_S79128,NVwr_S79127",NVDWR_Allocation,,,,,,,,,,"Certificate,Permit",63325,JASON CORPORATION,,,12/31,01/01,,0,Irrigation,,,,08/03/2020,,0,,,,,In Review,,,Unspecified,http://water.nv.gov/permitinformation.aspx?app=63325,Bad AllocationLegalStatusCV,60963.0
