SiteUUID,CoordinateAccuracy,CoordinateMethodCV,County,EPSGCodeCV,Geometry,GNISCodeCV,HUC12,HUC8,Latitude,Longitude,NHDNetworkStatusCV,NHDProductCV,PODorPOUSite,SiteName,SiteNativeID,SitePoint,SiteTypeCV,StateCV,USGSSiteID
TXwr_S13,Unknown,Digitized,,EPSG:4326,,,,,29.467105000000004,-96.13794,,,POD,Unspecified,11305459005,,Diversion Point,TX,
TXwr_S14,Unknown,Digitized,,EPSG:4326,,,,,29.48264600000001,-96.136418,,,POD,Unspecified,11305459004,,Diversion Point,TX,
TXwr_S15,Unknown,Digitized,,EPSG:4326,,,,,29.489415,-96.137956,,,POD,Unspecified,11305459003,,Diversion Point,TX,
TXwr_S16,Unknown,Digitized,,EPSG:4326,,,,,29.496519,-96.141304,,,POD,Unspecified,11305459002,,Diversion Point,TX,
TXwr_S17,Unknown,Digitized,,EPSG:4326,,,,,29.492150999999996,-96.13945,,,POD,Unspecified,11305459001,,Diversion Point,TX,
TXwr_S18,Unknown,Digitized,,EPSG:4326,,,,,29.472841,-96.145212,,,POD,Unspecified,11303814002,,Diversion Point,TX,
TXwr_S19,Unknown,Digitized,,EPSG:4326,,,,,29.474918,-96.14399,,,POD,Unspecified,11303814501,,Discharge Point,TX,
TXwr_S20,Unknown,Digitized,,EPSG:4326,,,,,29.481070000000006,-96.140052,,,POD,Unspecified,11303814502,,Discharge Point,TX,
TXwr_S21,Unknown,Digitized,,EPSG:4326,,,,,29.487521000000005,-96.138086,,,POD,Unspecified,11303814001,,Diversion Point,TX,
TXwr_S22,Unknown,Digitized,,EPSG:4326,,,,,29.471913,-96.144518,,,POD,Unspecified,11305568001,,Diversion Point,TX,
TXwr_S23,Unknown,Digitized,,EPSG:4326,,,,,29.456436000000004,-96.137906,,,POD,Unspecified,11305573001,,Diversion Point,TX,
TXwr_S24,Unknown,Digitized,,EPSG:4326,,,,,29.588987,-96.069768,,,POD,Unspecified,11305324001,,Diversion Point,TX,
TXwr_S25,Unknown,Digitized,,EPSG:4326,,,,,29.587074999999995,-96.069464,,,POD,Unspecified,11305324501,,Discharge Point,TX,
TXwr_S26,Unknown,Digitized,,EPSG:4326,,,,,29.591590000000007,-96.068902,,,POD,Unspecified,11305324002,,Diversion Point,TX,
TXwr_S27,Unknown,Digitized,,EPSG:4326,,,,,29.630477000000006,-96.266124,,,POD,Unspecified,11305523001,,Diversion Point,TX,
TXwr_S28,Unknown,Digitized,,EPSG:4326,,,,,29.377422000000003,-96.140048,,,POD,Unspecified,11304229301,,On-channel Reservoir,TX,
TXwr_S29,Unknown,Digitized,,EPSG:4326,,,,,34.337791,-102.224268,,,POD,Unspecified,11204064001,,Diversion Point,TX,
TXwr_S30,Unknown,Digitized,,EPSG:4326,,,,,34.338212,-102.22491600000001,,,POD,Unspecified,11204064301,,On-channel Reservoir,TX,
TXwr_S31,Unknown,Digitized,,EPSG:4326,,,,,32.830636000000005,-98.331415,,,POD,Unspecified,61203999001,,Diversion Point,TX,
TXwr_S32,Unknown,Digitized,,EPSG:4326,,,,,32.87014500000001,-98.28468,,,POD,Unspecified,61204000001,,Diversion Point,TX,
TXwr_S33,Unknown,Digitized,,EPSG:4326,,,,,32.533346,-98.561134,,,POD,Unspecified,61204019001,,Diversion Point,TX,
TXwr_S34,Unknown,Digitized,,EPSG:4326,,,,,32.533361,-98.562653,,,POD,Unspecified,61204019301,,On-channel Reservoir,TX,
TXwr_S35,Unknown,Digitized,,EPSG:4326,,,,,32.551953999999995,-98.532065,,,POD,Unspecified,61204020003,,Diversion Point,TX,
TXwr_S36,Unknown,Digitized,,EPSG:4326,,,,,32.553241,-98.534383,,,POD,Unspecified,61204020002,,Diversion Point,TX,
TXwr_S37,Unknown,Digitized,,EPSG:4326,,,,,30.789878,-97.123751,,,POD,Unspecified,11204279501,,Discharge Point,TX,
TXwr_S38,Unknown,Digitized,,EPSG:4326,,,,,30.788353000000008,-97.123233,,,POD,Unspecified,11204279002,,Diversion Point,TX,
TXwr_S39,Unknown,Digitized,,EPSG:4326,,,,,31.102018,-97.37229700000002,,,POD,Unspecified,11205330002,,Diversion Point,TX,
TXwr_S40,Unknown,Digitized,,EPSG:4326,,,,,31.101211,-97.373334,,,POD,Unspecified,11205330001,,Diversion Point,TX,
TXwr_S41,Unknown,Digitized,,EPSG:4326,,,,,31.101211,-97.373334,,,POD,Unspecified,11205330301,,On-channel Reservoir,TX,
TXwr_S42,Unknown,Digitized,,EPSG:4326,,,,,31.096122,-97.377772,,,POD,Unspecified,11205330003,,Diversion Point,TX,
TXwr_S43,Unknown,Digitized,,EPSG:4326,,,,,31.096122,-97.377772,,,POD,Unspecified,11205330302,,On-channel Reservoir,TX,
TXwr_S44,Unknown,Digitized,,EPSG:4326,,,,,31.865414000000005,-97.37199400000002,,,POD,Unspecified,61205157001,,Diversion Point,TX,
TXwr_S45,Unknown,Digitized,,EPSG:4326,,,,,31.866464000000004,-97.371301,,,POD,Unspecified,61205157301,,On-channel Reservoir,TX,
TXwr_S46,Unknown,Digitized,,EPSG:4326,,,,,32.389939,-97.408797,,,POD,Unspecified,11204258301,,On-channel Reservoir,TX,
TXwr_S47,Unknown,Digitized,,EPSG:4326,,,,,31.007603000000007,-97.456721,,,POD,Unspecified,11204003001,,Diversion Point,TX,
TXwr_S48,Unknown,Digitized,,EPSG:4326,,,,,30.868486,-97.247329,,,POD,Unspecified,11204109201,,U/S Limit - Diversion Segment,TX,
TXwr_S49,Unknown,Digitized,,EPSG:4326,,,,,30.858999,-97.24527300000001,,,POD,Unspecified,11204109101,,D/S Limit - Diversion Segment,TX,
TXwr_S50,Unknown,Digitized,,EPSG:4326,,,,,30.970358000000004,-97.430089,,,POD,Unspecified,11203763002,,Diversion Point,TX,
TXwr_S51,Unknown,Digitized,,EPSG:4326,,,,,30.970470000000002,-97.433544,,,POD,Unspecified,11203763001,,Diversion Point,TX,
TXwr_S52,Unknown,Digitized,,EPSG:4326,,,,,30.970155,-97.433155,,,POD,Unspecified,11203763301,,On-channel Reservoir,TX,
TXwr_S53,Unknown,Digitized,,EPSG:4326,,,,,31.521685,-97.069728,,,POD,Unspecified,11205085001,,Diversion Point,TX,
TXwr_S54,Unknown,Digitized,,EPSG:4326,,,,,31.521518000000004,-97.069199,,,POD,Unspecified,11205085501,,Discharge Point,TX,
TXwr_S55,Unknown,Digitized,,EPSG:4326,,,,,31.499728,-97.093626,,,POD,Unspecified,11205085401,,Off-channel Reservoir Complex,TX,
TXwr_S56,Unknown,Digitized,,EPSG:4326,,,,,31.003769,-97.453093,,,POD,Unspecified,11204002001,,Diversion Point,TX,
TXwr_S57,Unknown,Digitized,,EPSG:4326,,,,,31.898009,-97.207073,,,POD,Unspecified,61205158001,,Diversion Point,TX,
TXwr_S58,Unknown,Digitized,,EPSG:4326,,,,,31.898009,-97.207073,,,POD,Unspecified,61205158301,,On-channel Reservoir,TX,
TXwr_S59,Unknown,Digitized,,EPSG:4326,,,,,30.593564,-97.028875,,,POD,Unspecified,11205540301,,On-channel Reservoir,TX,
TXwr_S60,Unknown,Digitized,,EPSG:4326,,,,,30.585386,-97.010435,,,POD,Unspecified,11205540302,,On-channel Reservoir,TX,
TXwr_S61,Unknown,Digitized,,EPSG:4326,,,,,30.529221000000003,-97.329922,,,POD,Unspecified,11204166201,,U/S Limit - Diversion Segment,TX,
TXwr_S62,Unknown,Digitized,,EPSG:4326,,,,,30.532585,-97.322784,,,POD,Unspecified,11204166101,,D/S Limit - Diversion Segment,TX,
TXwr_S63,Unknown,Digitized,,EPSG:4326,,,,,30.970352,-97.256119,,,POD,Unspecified,61203767005,,Diversion Point,TX,
TXwr_S64,Unknown,Digitized,,EPSG:4326,,,,,30.970352,-97.256119,,,POD,Unspecified,61203767305,,On-channel Reservoir,TX,
TXwr_S65,Unknown,Digitized,,EPSG:4326,,,,,30.964196,-97.251713,,,POD,Unspecified,61203767001,,Diversion Point,TX,
TXwr_S66,Unknown,Digitized,,EPSG:4326,,,,,30.963626,-97.251026,,,POD,Unspecified,61203767301,,On-channel Reservoir,TX,
TXwr_S67,Unknown,Digitized,,EPSG:4326,,,,,30.960741,-97.250239,,,POD,Unspecified,61203767002,,Diversion Point,TX,
TXwr_S68,Unknown,Digitized,,EPSG:4326,,,,,30.960741,-97.250239,,,POD,Unspecified,61203767302,,On-channel Reservoir,TX,
TXwr_S69,Unknown,Digitized,,EPSG:4326,,,,,30.963027,-97.245386,,,POD,Unspecified,61203767004,,Diversion Point,TX,
TXwr_S70,Unknown,Digitized,,EPSG:4326,,,,,30.963027,-97.245386,,,POD,Unspecified,61203767304,,On-channel Reservoir,TX,
TXwr_S71,Unknown,Digitized,,EPSG:4326,,,,,30.959947000000003,-97.24711,,,POD,Unspecified,61203767003,,Diversion Point,TX,
TXwr_S72,Unknown,Digitized,,EPSG:4326,,,,,30.960288000000002,-97.247776,,,POD,Unspecified,61203767303,,On-channel Reservoir,TX,
TXwr_S73,Unknown,Digitized,,EPSG:4326,,,,,30.971141000000003,-97.254133,,,POD,Unspecified,61203767401,,Off-channel Reservoir Complex,TX,
TXwr_S74,Unknown,Digitized,,EPSG:4326,,,,,31.519496000000004,-97.064584,,,POD,Unspecified,11205085502,,Discharge Point,TX,
TXwr_S75,Unknown,Digitized,,EPSG:4326,,,,,31.580181,-97.197084,,,POD,Unspecified,11205094001,,Diversion Point,TX,
TXwr_S76,Unknown,Digitized,,EPSG:4326,,,,,31.580181,-97.197084,,,POD,Unspecified,11205094301,,On-channel Reservoir,TX,
TXwr_S77,Unknown,Digitized,,EPSG:4326,,,,,31.549787000000002,-97.090708,,,POD,Unspecified,11205094501,,Discharge Point,TX,
TXwr_S78,Unknown,Digitized,,EPSG:4326,,,,,31.012579,-97.459451,,,POD,Unspecified,11204000001,,Diversion Point,TX,
TXwr_S79,Unknown,Digitized,,EPSG:4326,,,,,32.871319,-97.946839,,,POD,Unspecified,61204041001,,Diversion Point,TX,
TXwr_S80,Unknown,Digitized,,EPSG:4326,,,,,32.871319,-97.946839,,,POD,Unspecified,61204041301,,On-channel Reservoir,TX,
TXwr_S81,Unknown,Digitized,,EPSG:4326,,,,,32.857688,-97.952167,,,POD,Unspecified,61204042001,,Diversion Point,TX,
TXwr_S82,Unknown,Digitized,,EPSG:4326,,,,,32.857688,-97.952167,,,POD,Unspecified,61204042301,,On-channel Reservoir,TX,
TXwr_S83,Unknown,Digitized,,EPSG:4326,,,,,32.584058,-98.056603,,,POD,Unspecified,61204043001,,Diversion Point,TX,
TXwr_S84,Unknown,Digitized,,EPSG:4326,,,,,32.584058,-98.056603,,,POD,Unspecified,61204043301,,On-channel Reservoir,TX,
TXwr_S85,Unknown,Digitized,,EPSG:4326,,,,,32.624422,-97.958813,,,POD,Unspecified,61204044002,,Diversion Point,TX,
TXwr_S86,Unknown,Digitized,,EPSG:4326,,,,,32.621091,-97.969485,,,POD,Unspecified,61204044001,,Diversion Point,TX,
TXwr_S87,Unknown,Digitized,,EPSG:4326,,,,,32.619142,-97.901947,,,POD,Unspecified,61204045001,,Diversion Point,TX,
TXwr_S88,Unknown,Digitized,,EPSG:4326,,,,,32.619503,-97.896097,,,POD,Unspecified,61204045002,,Diversion Point,TX,
TXwr_S89,Unknown,Digitized,,EPSG:4326,,,,,32.619509,-97.893339,,,POD,Unspecified,61204046001,,Diversion Point,TX,
TXwr_S90,Unknown,Digitized,,EPSG:4326,,,,,32.773801,-98.897312,,,POD,Unspecified,61204216001,,Diversion Point,TX,
TXwr_S91,Unknown,Digitized,,EPSG:4326,,,,,32.766616,-98.872612,,,POD,Unspecified,61204217001,,Diversion Point,TX,
TXwr_S92,Unknown,Digitized,,EPSG:4326,,,,,32.766616,-98.872612,,,POD,Unspecified,61204217301,,On-channel Reservoir,TX,
TXwr_S93,Unknown,Digitized,,EPSG:4326,,,,,32.878996,-98.892338,,,POD,Unspecified,61204218001,,Diversion Point,TX,
TXwr_S94,Unknown,Digitized,,EPSG:4326,,,,,32.881586,-98.890517,,,POD,Unspecified,61204218002,,Diversion Point,TX,
TXwr_S95,Unknown,Digitized,,EPSG:4326,,,,,32.890626,-98.884763,,,POD,Unspecified,61204219001,,Diversion Point,TX,
TXwr_S96,Unknown,Digitized,,EPSG:4326,,,,,32.896176000000004,-98.882633,,,POD,Unspecified,61204219002,,Diversion Point,TX,
TXwr_S97,Unknown,Digitized,,EPSG:4326,,,,,32.896122,-98.879343,,,POD,Unspecified,61204221001,,Diversion Point,TX,
TXwr_S98,Unknown,Digitized,,EPSG:4326,,,,,32.897323,-98.870501,,,POD,Unspecified,61204221002,,Diversion Point,TX,
TXwr_S99,Unknown,Digitized,,EPSG:4326,,,,,32.923817,-98.857156,,,POD,Unspecified,61204222001,,Diversion Point,TX,
TXwr_S100,Unknown,Digitized,,EPSG:4326,,,,,32.936665000000005,-98.787379,,,POD,Unspecified,61204223001,,Diversion Point,TX,
TXwr_S101,Unknown,Digitized,,EPSG:4326,,,,,32.960249,-98.767193,,,POD,Unspecified,61204224301,,On-channel Reservoir,TX,
TXwr_S102,Unknown,Digitized,,EPSG:4326,,,,,32.965882,-98.770488,,,POD,Unspecified,61204225001,,Diversion Point,TX,
TXwr_S103,Unknown,Digitized,,EPSG:4326,,,,,32.969151000000004,-98.771896,,,POD,Unspecified,61204225002,,Diversion Point,TX,
TXwr_S104,Unknown,Digitized,,EPSG:4326,,,,,32.966691,-98.767448,,,POD,Unspecified,61204225003,,Diversion Point,TX,
TXwr_S105,Unknown,Digitized,,EPSG:4326,,,,,32.965609,-98.764887,,,POD,Unspecified,61204225004,,Diversion Point,TX,
TXwr_S106,Unknown,Digitized,,EPSG:4326,,,,,32.969556,-98.771745,,,POD,Unspecified,61204226001,,Diversion Point,TX,
TXwr_S107,Unknown,Digitized,,EPSG:4326,,,,,32.968422,-98.768738,,,POD,Unspecified,61204226002,,Diversion Point,TX,
TXwr_S108,Unknown,Digitized,,EPSG:4326,,,,,32.969761,-98.762433,,,POD,Unspecified,61204226003,,Diversion Point,TX,
TXwr_S109,Unknown,Digitized,,EPSG:4326,,,,,32.975958,-98.755627,,,POD,Unspecified,61204227001,,Diversion Point,TX,
TXwr_S110,Unknown,Digitized,,EPSG:4326,,,,,32.927473,-99.009954,,,POD,Unspecified,61204191201,,U/S Limit - Diversion Segment,TX,
TXwr_S111,Unknown,Digitized,,EPSG:4326,,,,,32.930627,-98.989984,,,POD,Unspecified,61204191102,,D/S Limit - Diversion Segment,TX,
TXwr_S112,Unknown,Digitized,,EPSG:4326,,,,,32.933434000000005,-98.98928200000002,,,POD,Unspecified,61204191202,,U/S Limit - Diversion Segment,TX,
TXwr_S113,Unknown,Digitized,,EPSG:4326,,,,,32.940416,-98.987177,,,POD,Unspecified,61204191101,,D/S Limit - Diversion Segment,TX,
TXwr_S114,Unknown,Digitized,,EPSG:4326,,,,,32.943169,-98.927814,,,POD,Unspecified,61204195001,,Diversion Point,TX,
TXwr_S115,Unknown,Digitized,,EPSG:4326,,,,,32.925748,-98.908932,,,POD,Unspecified,61204196001,,Diversion Point,TX,
TXwr_S116,Unknown,Digitized,,EPSG:4326,,,,,32.907602000000004,-98.907554,,,POD,Unspecified,61204197001,,Diversion Point,TX,
TXwr_S117,Unknown,Digitized,,EPSG:4326,,,,,32.901981,-98.899343,,,POD,Unspecified,61204198301,,On-channel Reservoir,TX,
TXwr_S118,Unknown,Digitized,,EPSG:4326,,,,,32.96849100000001,-98.731295,,,POD,Unspecified,61204168004,,Diversion Point,TX,
TXwr_S119,Unknown,Digitized,,EPSG:4326,,,,,32.966264,-98.733649,,,POD,Unspecified,61204168003,,Diversion Point,TX,
TXwr_S120,Unknown,Digitized,,EPSG:4326,,,,,32.971333,-98.738381,,,POD,Unspecified,61204168002,,Diversion Point,TX,
TXwr_S121,Unknown,Digitized,,EPSG:4326,,,,,32.974182,-98.739024,,,POD,Unspecified,61204168001,,Diversion Point,TX,
TXwr_S122,Unknown,Digitized,,EPSG:4326,,,,,32.505177,-98.650048,,,POD,Unspecified,61204015001,,Diversion Point,TX,
TXwr_S123,Unknown,Digitized,,EPSG:4326,,,,,32.461428000000005,-98.64161100000001,,,POD,Unspecified,61204016001,,Diversion Point,TX,
TXwr_S124,Unknown,Digitized,,EPSG:4326,,,,,32.461428000000005,-98.64161100000001,,,POD,Unspecified,61204016301,,On-channel Reservoir,TX,
TXwr_S125,Unknown,Digitized,,EPSG:4326,,,,,32.548054,-98.492727,,,POD,Unspecified,61204021403,,Off-channel Reservoir,TX,
TXwr_S126,Unknown,Digitized,,EPSG:4326,,,,,32.548054,-98.492727,,,POD,Unspecified,61204021603,,Off-channel Diversion Point,TX,
TXwr_S127,Unknown,Digitized,,EPSG:4326,,,,,32.548331,-98.491435,,,POD,Unspecified,61204021402,,Off-channel Reservoir,TX,
TXwr_S128,Unknown,Digitized,,EPSG:4326,,,,,32.548331,-98.491435,,,POD,Unspecified,61204021602,,Off-channel Diversion Point,TX,
TXwr_S129,Unknown,Digitized,,EPSG:4326,,,,,32.548101,-98.490482,,,POD,Unspecified,61204021401,,Off-channel Reservoir,TX,
TXwr_S130,Unknown,Digitized,,EPSG:4326,,,,,32.548101,-98.490482,,,POD,Unspecified,61204021601,,Off-channel Diversion Point,TX,
TXwr_S131,Unknown,Digitized,,EPSG:4326,,,,,32.549736,-98.491034,,,POD,Unspecified,61204021001,,Diversion Point,TX,
TXwr_S132,Unknown,Digitized,,EPSG:4326,,,,,32.412136,-98.529858,,,POD,Unspecified,61204023001,,Diversion Point,TX,
TXwr_S133,Unknown,Digitized,,EPSG:4326,,,,,32.412136,-98.529858,,,POD,Unspecified,61204023301,,On-channel Reservoir,TX,
TXwr_S134,Unknown,Digitized,,EPSG:4326,,,,,32.165087,-98.557788,,,POD,Unspecified,11203934301,,On-channel Reservoir,TX,
TXwr_S135,Unknown,Digitized,,EPSG:4326,,,,,32.056942,-98.586142,,,POD,Unspecified,11205073301,,On-channel Reservoir,TX,
TXwr_S136,Unknown,Digitized,,EPSG:4326,,,,,32.056347,-98.712876,,,POD,Unspecified,11205255301,,On-channel Reservoir,TX,
TXwr_S137,Unknown,Digitized,,EPSG:4326,,,,,31.969258999999997,-98.485598,,,POD,Unspecified,61205159001,,Diversion Point,TX,
TXwr_S138,Unknown,Digitized,,EPSG:4326,,,,,31.969258999999997,-98.485598,,,POD,Unspecified,61205159301,,On-channel Reservoir,TX,
TXwr_S139,Unknown,Digitized,,EPSG:4326,,,,,32.107439,-98.701147,,,POD,Unspecified,11203880301,,On-channel Reservoir,TX,
TXwr_S140,Unknown,Digitized,,EPSG:4326,,,,,32.541293,-98.382708,,,POD,Unspecified,61204024002,,Diversion Point,TX,
TXwr_S141,Unknown,Digitized,,EPSG:4326,,,,,32.540854,-98.383686,,,POD,Unspecified,61204024302,,On-channel Reservoir,TX,
TXwr_S142,Unknown,Digitized,,EPSG:4326,,,,,32.580279,-98.395169,,,POD,Unspecified,61204024001,,Diversion Point,TX,
TXwr_S143,Unknown,Digitized,,EPSG:4326,,,,,32.580279,-98.395169,,,POD,Unspecified,61204024301,,On-channel Reservoir,TX,
TXwr_S144,Unknown,Digitized,,EPSG:4326,,,,,32.506578000000005,-98.40111,,,POD,Unspecified,61204025001,,Diversion Point,TX,
TXwr_S145,Unknown,Digitized,,EPSG:4326,,,,,32.506578000000005,-98.40111,,,POD,Unspecified,61204025301,,On-channel Reservoir,TX,
TXwr_S146,Unknown,Digitized,,EPSG:4326,,,,,32.505915,-98.400028,,,POD,Unspecified,61204026001,,Diversion Point,TX,
TXwr_S147,Unknown,Digitized,,EPSG:4326,,,,,32.506578000000005,-98.40111,,,POD,Unspecified,61204026301,,On-channel Reservoir,TX,
TXwr_S148,Unknown,Digitized,,EPSG:4326,,,,,32.012193,-98.676466,,,POD,Unspecified,11205416301,,On-channel Reservoir,TX,
TXwr_S149,Unknown,Digitized,,EPSG:4326,,,,,32.902356,-98.882789,,,POD,Unspecified,61204199003,,Diversion Point,TX,
TXwr_S150,Unknown,Digitized,,EPSG:4326,,,,,32.902356,-98.882789,,,POD,Unspecified,61204199301,,On-channel Reservoir,TX,
TXwr_S151,Unknown,Digitized,,EPSG:4326,,,,,32.908553999999995,-98.883161,,,POD,Unspecified,61204199001,,Diversion Point,TX,
TXwr_S152,Unknown,Digitized,,EPSG:4326,,,,,32.904678000000004,-98.878661,,,POD,Unspecified,61204199002,,Diversion Point,TX,
TXwr_S153,Unknown,Digitized,,EPSG:4326,,,,,31.938344,-98.756999,,,POD,Unspecified,11203902301,,On-channel Reservoir,TX,
TXwr_S154,Unknown,Digitized,,EPSG:4326,,,,,32.933488000000004,-98.986267,,,POD,Unspecified,61204192001,,Diversion Point,TX,
TXwr_S155,Unknown,Digitized,,EPSG:4326,,,,,32.458707000000004,-98.629392,,,POD,Unspecified,61204017001,,Diversion Point,TX,
TXwr_S156,Unknown,Digitized,,EPSG:4326,,,,,32.458707000000004,-98.629392,,,POD,Unspecified,61204017301,,On-channel Reservoir,TX,
TXwr_S157,Unknown,Digitized,,EPSG:4326,,,,,32.458707000000004,-98.629392,,,POD,Unspecified,61204018001,,Diversion Point,TX,
TXwr_S158,Unknown,Digitized,,EPSG:4326,,,,,32.458707000000004,-98.629392,,,POD,Unspecified,61204018301,,On-channel Reservoir,TX,
TXwr_S159,Unknown,Digitized,,EPSG:4326,,,,,32.456643,-98.632828,,,POD,Unspecified,61204018401,,Off-channel Reservoir,TX,
TXwr_S160,Unknown,Digitized,,EPSG:4326,,,,,32.449378,-99.007734,,,POD,Unspecified,61204211001,,Diversion Point,TX,
TXwr_S161,Unknown,Digitized,,EPSG:4326,,,,,32.439076,-98.984719,,,POD,Unspecified,61204211002,,Diversion Point,TX,
TXwr_S162,Unknown,Digitized,,EPSG:4326,,,,,32.439076,-98.984719,,,POD,Unspecified,61204211301,,On-channel Reservoir,TX,
TXwr_S163,Unknown,Digitized,,EPSG:4326,,,,,32.459787,-99.107412,,,POD,Unspecified,61204212001,,Diversion Point,TX,
TXwr_S164,Unknown,Digitized,,EPSG:4326,,,,,32.459787,-99.107533,,,POD,Unspecified,61204212301,,On-channel Reservoir,TX,
TXwr_S165,Unknown,Digitized,,EPSG:4326,,,,,32.317745,-98.604755,,,POD,Unspecified,11205274301,,On-channel Reservoir,TX,
TXwr_S166,Unknown,Digitized,,EPSG:4326,,,,,32.046876,-98.63814900000001,,,POD,Unspecified,11205161001,,Diversion Point,TX,
TXwr_S167,Unknown,Digitized,,EPSG:4326,,,,,32.046278,-98.637536,,,POD,Unspecified,11205161301,,On-channel Reservoir,TX,
TXwr_S168,Unknown,Digitized,,EPSG:4326,,,,,32.046921999999995,-98.639889,,,POD,Unspecified,11205161401,,Off-channel Reservoir,TX,
TXwr_S169,Unknown,Digitized,,EPSG:4326,,,,,32.705332,-98.877119,,,POD,Unspecified,61204215001,,Diversion Point,TX,
TXwr_S170,Unknown,Digitized,,EPSG:4326,,,,,32.705332,-98.877119,,,POD,Unspecified,61204215301,,On-channel Reservoir,TX,
TXwr_S171,Unknown,Digitized,,EPSG:4326,,,,,32.933782,-98.986534,,,POD,Unspecified,61204193301,,On-channel Reservoir,TX,
TXwr_S172,Unknown,Digitized,,EPSG:4326,,,,,32.894541,-98.886137,,,POD,Unspecified,61204220001,,Diversion Point,TX,
TXwr_S173,Unknown,Digitized,,EPSG:4326,,,,,32.490631,-98.650565,,,POD,Unspecified,61204014001,,Diversion Point,TX,
TXwr_S174,Unknown,Digitized,,EPSG:4326,,,,,32.486542,-98.65547500000001,,,POD,Unspecified,61204014002,,Diversion Point,TX,
TXwr_S175,Unknown,Digitized,,EPSG:4326,,,,,32.485764,-98.661833,,,POD,Unspecified,61204014003,,Diversion Point,TX,
TXwr_S176,Unknown,Digitized,,EPSG:4326,,,,,32.48259,-98.663178,,,POD,Unspecified,61204014004,,Diversion Point,TX,
TXwr_S177,Unknown,Digitized,,EPSG:4326,,,,,29.013957,-95.496652,,,POD,Unspecified,61305331001,,Diversion Point,TX,
TXwr_S178,Unknown,Digitized,,EPSG:4326,,,,,29.017204000000003,-95.495492,,,POD,Unspecified,61305331002,,Diversion Point,TX,
TXwr_S179,Unknown,Digitized,,EPSG:4326,,,,,28.985524,-95.968866,,,POD,Unspecified,11305438001,,Diversion Point,TX,
TXwr_S180,Unknown,Digitized,,EPSG:4326,,,,,28.935171000000004,-95.420764,,,POD,Unspecified,11305645001,,Diversion Point,TX,
TXwr_S181,Unknown,Digitized,,EPSG:4326,,,,,28.934809,-95.414597,,,POD,Unspecified,11305645002,,Diversion Point,TX,
TXwr_S182,Unknown,Digitized,,EPSG:4326,,,,,29.516303999999998,-96.149464,,,POD,Unspecified,11303816501,,Discharge Point,TX,
TXwr_S183,Unknown,Digitized,,EPSG:4326,,,,,29.538220000000006,-96.118664,,,POD,Unspecified,11303847501,,D/S Limit - Discharge Segment,TX,
TXwr_S184,Unknown,Digitized,,EPSG:4326,,,,,29.546042,-96.106538,,,POD,Unspecified,11303847802,,U/S Limit - Discharge Segment,TX,
TXwr_S185,Unknown,Digitized,,EPSG:4326,,,,,28.847950000000004,-95.947202,,,POD,Unspecified,11303957801,,U/S Limit - Discharge Segment,TX,
TXwr_S186,Unknown,Digitized,,EPSG:4326,,,,,29.369402,-96.165255,,,POD,Unspecified,11304229801,,U/S Limit - Discharge Segment,TX,
TXwr_S187,Unknown,Digitized,,EPSG:4326,,,,,29.383721000000005,-96.157254,,,POD,Unspecified,11304229802,,U/S Limit - Discharge Segment,TX,
TXwr_S188,Unknown,Digitized,,EPSG:4326,,,,,29.377422000000003,-96.140048,,,POD,Unspecified,11304229002,,Diversion Point,TX,
